dubhghall	d̪ˠʊwəl
úrscéal	uːɾˠʃceːlˠ
treoracha	tʲɾʲoːɾˠəxə
dtrátha	d̪ˠɾˠɑːhə
abhac	ɑuwək
mheall	vʲɑːl̪ˠ
malaeis	mˠalˠeːɪʃ
fágadh	fˠæːɡu
margadh	mˠaɾˠəɡu
díom	d̪ˠiːmˠ
fiartha	fʲiəɾˠhə
murarbh	mˠʊɾˠəɾˠvˠ
eolas	ɔːlˠəsˠ
úsáideach	uːsˠædʲah
goideann	ɡɛdʲən̪ˠ
leas	l̠ʲasˠ
d'aithníodh	dˠænʲiːtʲ
seisiún	ʃɛʃuːnˠ
sciath	ʃciə
saor	sˠiːɾˠ
táirg	t̪ˠɑːɾʲɟ
chomh	xoː
gcás	ɡɑːsˠ
maith	mˠaɪh
plaice	pˠlˠacɪ
freastalta	fʲɾʲasˠt̪ˠəl̪ˠt̪ə
críochnaigh	cɾʲiəxn̪ˠiː
imní	ɪmʲənʲiː
leat	lʲæt̪ˠ
chír	çiːɾʲ
d'fhás	dˠɑːsˠ
bheadh	vʲɛfˠ
céibheanna	ceːvʲən̪ˠiː
freastalaíodh	fʲɾʲasˠt̪ˠəlˠiw
cérb	ceːɾˠbˠ
soithí	sˠeː
beocha	bʲoːxə
eochair	ɔxəɾʲ
brionglóid	bʲɾʲɪŋl̪ˠoːdʲ
amhrán	oːɾˠanˠ
lonta	l̪ˠʊn̪ˠt̪ˠə
máirín	mˠæːɾʲinʲ
an	ə
againn	əɣɪnʲ
milse	mʲɪlʲʃə
athar	æɾˠ
rásúr	ɾˠæːsˠuɾˠ
pingine	pʲɪɲənʲə
bróin	bˠɾˠuːnʲ
báisteach	bˠæːʃtʲah
freagra	fʲɾʲaɡɾˠə
carbán	kɑrˠbˠɑːn̪ˠ
buidéal	bˠɪdʲeːl̪ˠ
gasóg	ɡasˠoːɡ
pointe	pˠɪn̠ʲtʲə
cruinnigh	kɾˠɪnʲɪɟ
coill	kiːlʲ
brisid	bʲɾʲɪʃɪdʲ
seadadh	ʃad̪ˠəx
dhíbhse	jiːvʲʃə
baisteadh	bˠaʃtʲə
biseach	bʲɪʃah
comharsa	koːɾˠsˠə
gloine	ɡlˠɪnʲə
daonra	dˠiːn̪ˠɾˠə
tána	t̪ˠɑːn̪ˠə
gaothrán	ɡiːɾ̥ˠɑːn̪ˠ
piléir	pʲlʲeːɾʲ
bróg	bˠɾˠɔːɡ
coicís	kəiciːsˠ
máilín	mˠɑːlʲiːnʲ
fágfaidh	fˠæːki
naíonda	n̪ˠiːn̪ˠd̪ˠə
tagtar	t̪ˠaɡt̪ˠəɾˠ
murab	mˠʊɾˠəbˠ
buíocha	bˠiːxə
moill	mˠəil̠ʲ
bainne	bˠɑnʲə
peall	pʲɑːl̪ˠ
gael	ɡeːlˠ
ngealach	ɲəl̪ˠɑx
nuair	n̪ˠuəɾʲ
fágfaidh	fˠɑːkə
breithiúnais	bʲɾʲɛhunˠəʃ
bocht	bˠʌxt̪ˠ
aoinne	eːnʲə
charaid	xaɾˠədʲ
scríobhaim	scɾʲiːmʲ
ós	ɔːsˠ
paráistí	pˠɾˠɑːʃtʲiː
scoláireacht	sˠkəlˠɑːɾʲəxt̪ˠ
aithníodh	ahnʲiːɡ
gabh	ɡaw
airigh	aɾʲə
d'fhreastalódh	dʲɾʲasˠt̪ˠəlˠoːx
tachtadh	t̪ˠɑxt̪ˠətʲ
tú	t̪ˠuː
codlata	kɔl̪ˠət̪ˠə
péint	pʲeːnʲtʲ
fuadh	fˠuəw
asamsa	asˠəmˠsˠə
béal	bʲeːlˠ
ceada	cad̪ˠə
sheisear	hɛʃəɾˠ
céid	ceːdʲ
snáfa	sˠn̪ˠɑːfˠə
díom	dʲiːmˠ
meabhair	mʲəuɾʲ
gcuraigh	ɡʊɾˠiː
phinc	fʲɪɲc
eitleán	ɛtʲəlʲɑːnˠ
cum	kʊmˠ
feiceadh	fʲɛcətʲ
maoth	mˠeː
dreoite	dʲɾʲɔːtʲə
níl	n̠ʲiːlʲ
bláthanna	bˠl̪ˠɑːn̪ˠiː
tiobraid	tʲʊbɾˠɪdʲ
altadh	al̪ˠt̪ˠuː
cuimhnigh	kɪvʲnʲi
thar	haɾˠ
dhuit	ɣɪtʲ
caora	kiːɾˠə
bord	bˠoːɾˠd̪ˠ
cluin	kl̪ˠɪnʲ
plána	pˠlˠɑːnˠə
cuntais	kɤn̪ˠt̪ˠəʃ
coillte	kʌl̠ʲtʲə
sileacan	ʃɪlʲəkənˠ
báis	bˠɑːʃ
neart	n̠ʲaɾˠt̪ˠ
frainc	fɾˠaiɲc
fuar	fˠuəɾˠ
gnáth	ɡn̪ˠɑː
bacadh	bˠakəvˠ
píobaire	pʲiːbˠəɾʲə
aibhneacha	avʲnʲəxə
ábhar	æːwəɾˠ
bhláthanna	wl̪ˠɑːn̪ˠiː
sás	sˠæːsˠ
dathúil	d̪ˠəulʲ
feac	fʲɛcɪ
righin	ɾˠəinʲ
laois	l̪ˠiːʃ
rún	ɾˠuːnˠ
aici	ɛciː
tarraing	t̪ˠaɾˠən̠ʲ
réalta	ɾˠeːl̪ˠt̪ˠə
ciotach	cɪt̪ˠah
sise	ʃɪʃə
deisceart	dʲɛʃcəɾˠt̪ˠ
luíonn	l̪ˠiːn̪ˠ
maraigh	mˠɑɾˠɪɟ
hocht	hɔxt̪ˠ
cat	kʊt̪ˠ
úna	uːnˠə
soiléir	sˠəlʲeːɾʲ
scanraigh	sˠkaun̪ˠɾˠɪɟ
tráth	t̪ˠɾˠæː
imirt	ɪmʲəɾˠtʲ
céile	ceːlʲə
roinnt	ɾˠəɪn̠ʲtʲ
fhómhair	ɔːwəɾʲ
gnaíúil	ɡɾˠiːuːlʲ
abhus	əwʊsˠ
pinn	pʲiːn̠ʲ
bríce	bʲɾʲiːcɪ
salach	sˠəl̪ˠax
mhol	vˠɔlˠ
hoibre	hɛbʲrʲə
plé	pʲlʲeː
diúil	dʲuːlʲ
greann	ɟɾʲaun̪ˠ
binne	bʲɪn̠ʲə
cóisir	kɔːʃəɾʲ
earrach	æːɾˠəx
cíoch	ciːx
seafóid	ʃæfˠoːdʲ
déarfadh	dʲeːɾˠhuː
tiubh	tʲuː
cúnamh	kuːnˠu
déan	dʲeːnˠ
chic	çɪc
cuntas	kuːn̪ˠt̪ˠəsˠ
aisfhreagar	asˠɾˠɪɡəɾˠ
lá	l̪ˠɑː
sagart	sˠaɡəɾˠt̪ˠ
fhágadh	æːɡu
béarlóireacht	bʲeːɾˠl̪ˠoːɾʲəxt̪ˠ
geansaí	ɟænʲsˠiː
oilfeadh	ɛlʲhuː
earrach	aɾˠah
duilleach	d̪ˠɪl̠ʲax
foradh	fˠaɾˠu
saill	sˠail̠ʲ
aibhneacha	əivʲn̠ʲəxə
dligh	dʲlʲɪɟ
bhó	woː
muineál	mˠɪnɑːl
dochtúir	d̪ˠɔxt̪ˠuːɾʲ
cois	kɞʃ
hanamhór	hɑn̪ˠəvˠuəɾˠ
abú	əbˠuː
cíocrach	ciːkɾˠəx
loch	l̪ˠɔx
caisleán	kʊʃl̠ʲɑːnˠ
sméar	sˠmʲeːɾˠ
againn	æːn̠ʲ
fonn	fˠuːn̪ˠ
cóiriú	koːɾʲu
dóid	d̪ˠoːdʲ
oidhre	əiɾʲə
glóir	ɡlˠoːɾʲ
bhíodh	vʲiːx
taisce	t̪ˠaʃcɪ
paidreacha	pˠɑːdʲɾʲəxiː
buíon	bˠiːnˠ
codladh	kɔl̪ˠə
cuibhrigh	kɪvʲɾʲə
bhád	wɑːd̪ˠ
idir	ɛdʲəɾʲ
máistir	mˠɑːʃtʲəɾʲ
cruinníocha	kɾˠɪn̠ʲiəxiː
díreacha	dʲiːɾʲahə
áth	æː
m'	mʲ
tuga	t̪ˠʊɡə
asainne	asˠən̠ʲə
dearthár	dʲɾʲəhaːɾˠ
bromach	bˠɾˠʊmˠəx
bád	bˠæːd̪ˠ
poncán	pˠʌŋkænˠ
glúine	ɡluːnə
bheas	vʲɛɪsˠ
déardaoin	dʲeːɾˠd̪ˠiːnʲ
tobar	t̪ˠɔbˠəɾˠ
caipín	kapʲiːnʲ
toitín	t̪ˠɛtʲiːnʲ
ciclipéid	cɪclʲɪpʲeːdʲ
tite	tʲɪtʲə
bacadh	bˠakə
brón	bˠɾˠoːnˠ
tógaim	t̪ˠoːɡəmʲ
inne	ɪɲə
mar	mˠaɾˠ
éidí	eːdʲiː
leathanach	l̠ʲɑːnˠəx
beadh	bʲɛtʲ
d'fheicfeadh	dʲɛcuː
glac	ɡlˠak
canadh	kanˠəx
agamsa	aɡəmˠsˠə
gcífinn	ɟiːhənʲ
age	ɛɡə
adhlaic	ɑːl̪ˠəc
púma	pˠuːmˠə
ach	ɑx
cneasta	cnʲasˠt̪ˠə
iarraidh	iəɾˠɪɟ
oiltear	ɛlʲtʲəɾˠ
deirfiúr	dʲɾʲɛhuːɾˠ
phearsa	fʲaɾˠsˠə
aicise	ɛcɪʃə
bród	bˠɾˠoːd̪ˠ
aiféala	afʲeːlˠə
áirid	ɑːɾʲədʲ
ceann	caun̪ˠ
leac	l̠ʲæk
fíniúin	fʲiːnʲuːnʲ
corcaigh	kɔɾˠkiː
corp	kɔɾˠpˠ
lia	l̠ʲiə
úrú	uːɾˠuː
cúraim	kuːɾˠəmʲ
poncán	pˠɔŋkɑːnˠ
carraigín	kaɾˠɪɟinʲ
gairme	ɡaɾʲəmʲə
claíocha	kl̪ˠəixiː
cheird	çɪɾˠdʲ
mhéadaigh	vʲeːd̪ˠɪɟ
eachtra	axt̪ˠɾˠə
dearthár	dʲaɾˠhaɾˠ
dod	d̪ˠʌd̪ˠ
fuiseog	fˠɪʃaɡ
úll	uːl̪ˠ
griandó	ɟɾʲiən̪ˠd̪ˠoː
feidhm	fʲəimʲ
eachra	axɾˠə
céilí	ceːlʲiː
lathach	l̪ˠaiç
blaosc	bˠlˠiːsˠk
scamall	sˠkamˠəl̪ˠ
pháirc	fˠaːɾʲc
baladh	bˠal̪ˠə
chuig	xɪɟ
caitheamh	kahu
fhágfadh	ɑːkəx
déanamh	dʲeːnˠuː
maoth	mˠiː
taoschnó	t̪ˠiːsˠxɾˠɔː
thugadh	hʊɡətʲ
móin	mˠuːnʲ
cumhrán	kuːɾˠɑːnˠ
deirfiúr	dʲɛɾʲəfʲəɾˠ
theas	hæsˠ
gcairde	ɡɑːɾˠdʲə
airgid	æɾʲəɟədʲ
imigh	ɪmʲi
eaglais	aɡəl̪ˠəʃ
oifigiúil	ɔfʲɪɟulʲ
coirnéal	koɾˠnʲeːlˠ
beachaire	bʲaxəɾʲə
laithche	l̪ˠaiçə
galún	ɡalˠuːnˠ
neosainn	nʲoːsˠənʲ
soilse	sˠəil̠ʲʃə
biachlár	bʲiəxlˠɑːɾˠ
éirigh	əiɾʲə
astu	ɑsˠt̪ˠəbˠ
naomh	n̪ˠiːw
stoc	sˠt̪ˠʌk
chuireadh	xɪɾʲətʲ
giosta	ɟɪsˠt̪ˠə
snas	sˠn̪ˠɑsˠ
pus	pˠʊsˠ
feiliúnach	fʲɛlʲuːnˠəx
bricfásta	bʲɾʲɪcfˠɑːsˠt̪ˠə
daonchairdiúil	d̪eːn̪xɑːɾˠdʲuːlʲ
lámh	l̪ˠæːw
bacadh	bˠakəɡ
scrúdaigh	sˠkɾˠuːd̪ˠɪɟ
ceann	can̪ˠ
rath	ɾˠah
pléisiúr	pʲlʲeːʃuɾˠ
tím	tʲiːmˠ
deartháir	dʲæːɾˠhaɾʲ
dainséar	d̪ˠan̠ʲʃeːɾˠ
cléire	clʲeːɾʲə
gleo	ɟlʲɔː
codail	kʌd̪ˠɪlʲ
láidre	l̪ˠɑːdʲɾʲə
amhrasach	ɑvɾˠəsˠəx
eisceacht	ɛʃcəxt̪ˠ
bhán	wɑːnˠ
pláinéad	pˠl̪ˠæːnʲed̪ˠ
brúigh	bˠɾˠuː
dtóir	d̪ˠɔːɾʲ
ciliméadar	cɪlʲəmʲeːd̪ˠəɾˠ
neamhchiontach	nʲaçuːn̪ˠt̪ˠəx
aiceann	acən̪ˠ
piocadh	pʲʊkə
arbhar	aɾˠəwəɾˠ
tachtadh	t̪ˠaxt̪ˠuː
gréasáin	ɟɾiasˠɑːnʲ
pálás	pˠɑːl̪ˠɑːsˠ
leo	lʲoː
chomh	koː
cáis	kɑːʃ
caoga	keːɡə
maidhm	mˠəimʲ
líon	l̠ʲiːnˠ
é	ə
olc	ɔlˠk
inti	ɪn̠ʲtʲə
uisce	ɪʃcɪ
bruith	bˠɾˠʊ
iascaire	iəsˠkəɾʲə
strainséir	sˠt̪ˠɾˠɑːnʲʃeːɾʲ
aibíd	æbʲiːdʲ
peirs	pʲɛɾʲʃ
aimhleas	avlas
seisear	ʃɛʃəɾˠ
aithníodh	ahnʲiːtʲ
gal	ɡal̪ˠ
creidte	cɾʲɛtʲə
sciobtha	ʃcʊpˠiː
pointe	pˠiːn̠ʲtʲə
dhom	ɣɔmˠ
scata	sˠkɑt̪ˠə
feiceadh	fʲɛcuː
crích	cɾʲiː
cine	cɪnʲə
saor	sˠeːɾˠ
breácha	bʲɾʲɑːxə
fheadh	a
freastalaíodh	fʲɾʲasˠt̪ˠəlˠiːtʲ
mhall	wɑːl̪ˠ
snáthadh	sˠn̪ˠahuw
cnáimh	kn̪ˠɑːvʲ
nua	n̪ˠoː
bhláthanna	vˠl̪ˠɑːhən̪ˠə
stró	sˠt̪ˠɾˠɔː
chuaigh	xuə
pianfaidh	pʲiənhi
huile	hɪlʲə
'chuile	xɪlʲə
álainn	ɑːlˠən̠ʲ
churach	xəɾˠax
istigh	əʃtʲɪɟ
stócach	sˠt̪ˠoːkəx
eolais	oːlˠəʃ
sheáin	çɑːnʲ
lasadh	l̪ˠɑsˠə
ceol	cɔːlˠ
sholas	hɔlˠəsˠ
abhainn	əunʲ
stail	sˠt̪ˠælʲ
d'oileadh	d̪ˠɛlʲəx
orlach	əuɾˠl̪ˠəx
mhire	vʲɪɾʲə
lár	l̪ˠɑːɾˠ
albain	aləbˠən
starr	sˠt̪ˠæːɾˠ
trom	t̪ˠɾˠuːmˠ
tuiscint	t̪ˠɪʃcɪnʲtʲ
eitleán	ɛtʲəlʲɑːn̪ˠ
lán	l̪ˠæːnˠ
ubh	uvˠ
damhsa	d̪ˠə̃ũsˠə
deartháir	dʲæːɾˠhəɾʲ
tarraing	t̪ˠɑɾˠən
chugaibh	uɡiː
díotsa	dʲiːt̪ˠsˠə
mícheál	mʲiːhɑːl̪ˠ
talamh	t̪ˠalˠə
daidí	d̪ˠadʲiː
tionchascóir	tʲɪŋxasˠkoːɾʲ
tarra	t̪ˠaɾˠə
mura	mˠʊɾˠə
scar	skar
mhol	wʌlˠ
salaigh	sˠalˠə
acais	ækəʃ
cogadh	kʌɡu
fhómhar	oːɾˠ
éastras	eːsˠt̪ˠɾˠəsˠ
chonaic	xn̪ˠɪc
mharaigh	vˠɑɾˠɪɟ
cuidhil	kiəlʲ
chugaibh	xuːvʲ
'ad	ad̪ˠ
tóir	t̪ˠoːɾʲ
léigh	l̠ʲeːj
aige	ɛɟə
seadadh	ʃad̪ˠu
bunúsach	bʌn̪ˠusˠah
mír	mʲiːɾʲ
scaradh	sˠkaɾˠu
cinnigí	cɪn̠ɪɟi
chúl	xuːlˠ
curaí	kʊɾˠiː
righ	ɾˠɪj
droim	d̪ˠɾˠɪmʲ
aisti	aʃtʲɪ
díbh	dʲiːvʲ
altadh	al̪ˠt̪ˠəx
cois	kɔʃ
dícheall	dʲiːhəl̪ˠ
dtrí	dʲɾʲiː
mhóra	wɔːɾˠə
máthar	mˠɑːɾˠ
dtalamh	d̪ˠɑlˠəvˠ
pianadh	pʲiənˠəx
stad	sˠt̪ˠad̪ˠ
daichead	d̪ˠaçəd̪ˠ
rochtain	ɾˠɔxt̪ˠənʲ
díolann	dʲiːlˠən̪ˠ
bheidh	vʲɛɟ
domhain	d̪ˠəunʲ
scata	sˠkat̪ˠə
moladh	mˠɔlˠəvˠ
mharbh	warˠu
ndán	n̪ˠɑːnˠ
athraigh	æɾˠə
crom	kɾˠʊmˠ
aisteoir	əʃtʲoːɾʲ
neart	n̠ʲæɾˠt̪ˠ
toiligh	t̪ˠɛlʲiː
feistigh	fʲɛʃtʲiː
asamsa	ɑsˠəmˠsˠə
lus	l̪ˠɤsˠ
bhfaide	wadʲə
fagháilt	fˠɑːlʲtʲ
pógadh	pˠoːɡəvˠ
ithid	ɪhɪdʲ
ndéanfadh	n̠ʲiːnətʲ
curacha	kəɾˠaxə
cosán	kɑsˠɑnˠ
cónra	koːɾˠə
sprantais	spˠrˠantˠɪʃ
ceathrú	cahɾˠuː
thóir	hɔːɾʲ
timpeall	tʲɪmʲpʲəl̪ˠ
iontráil	ʊn̪ˠt̪ˠɾˠɑːlʲ
seanfhear	ʃanˠaɾˠ
anonn	ən̪ˠuːn̪ˠ
salach	sˠalˠəx
curacha	kʊɾˠəxə
fágadh	fˠɑːɡəɡ
gearr	ɟaːɾˠ
fhágadh	ɑːɡəx
comórtas	kɔmˠoːɾˠt̪ˠəsˠ
arm	ɑɾˠəmˠ
ndoirse	n̪ˠʌɾˠʃə
te	tʲɛ
freastalaí	fʲɾʲasˠt̪ˠəlˠiː
rainnt	ɾˠəinʲtʲ
phianadh	fʲiənˠuː
cochall	kʌxəl̪ˠ
deimhin	dʲəɪnʲ
ladhar	lˠaiɾˠ
sine	ʃinʲə
gearradh	ɟaɾˠəx
amháin	əwæːnʲ
glic	ɟlʲɪc
glacfaidh	ɡlˠakə
meánscoil	mʲɑːnˠsˠkɛlʲ
tolg	t̪ˠɔlˠəɡ
seacht	ʃæxt̪ˠ
buíonna	bˠiːn̪ˠə
thug	hʊɡ
tarraingím	t̪ˠaɾʲɪɟiːmʲ
liacht	l̠ʲiəxt̪ˠ
croch	kɾˠʌx
pinn	pʲəiɲ
cearnóg	cɑːɾˠn̪ˠoːɡ
cloch	klˠʌx
breabadh	bʲɾʲabˠəx
níonn	nʲiːn̪ˠ
scórtha	sˠkoːɾˠə
luite	l̪ˠɪtʲə
d'fhágfadh	d̪ˠæːkətʲ
comhairle	kõːɾˠl̠ʲə
canaid	kɑn̪ˠədʲ
conas	kʊnˠəsˠ
gada	ɡad̪ˠə
tseamróg	tʲamˠɾˠoːɡ
ionamsa	ɪn̪ˠəmˠsˠə
ionad	ʌnˠəd̪ˠ
maitheamh	mˠahəvˠ
bealach	bʲalˠəx
molfaidh	mɔlhə
tógann	t̪ˠɔːɡən̪ˠ
piocadh	pʲʊkəɡ
leáigh	l̠ʲɑː
anagheairid	ɑnɑjaɾʲədʲ
cheintiméadar	çɛn̠ʲtʲəmʲed̪ˠəɾˠ
gnóthachtáil	ɡɾˠuːxt̪ˠɑːlʲ
crochadh	kɾˠɔxəɡ
freastalaíonn	fʲɾʲasˠt̪ˠəlˠiːn̪ˠ
teann	tʲaun̪ˠ
gcuraigh	ɡɔɾˠə
dream	dʲɾʲɑːmˠ
oileáin	ɛlʲænʲ
foclóirí	fˠəkl̪ˠoːɾʲiː
bpianadh	bʲiənˠu
um	ʊmˠ
fliuchadh	fʲlʲʊxəɡ
bhláthanna	wl̪ˠɑːhən̪ˠə
againn	əɡɪnʲ
curach	kəɾˠax
moill	mˠiːlʲ
thapa	hapˠə
cearc	kaɾˠk
d'íosfadh	dʲiːsətʲ
teaghlach	tʲəiɫ̪əx
ded	dʲɛd̪ˠ
sméar	sˠmʲiaɾˠ
fiafraí	fʲiəɾˠiː
ghníomhaíocht	ɣɾˠiːwiəxt̪ˠ
cas	kɑsˠ
ceird	cɪɾˠdʲ
bunús	bɤnusˠ
orthu	əɾˠəbˠ
ghuí	ɣiː
inti	iːn̠ʲtʲə
inis	ɪnʲɪʃ
cúirt	kuːɾˠtʲ
casfaidh	kasˠiː
síocháin	ʃiːhænʲ
bodhrán	bˠəuɾˠɑːn̪ˠ
gcnoic	ɡn̪ˠɪc
raon	ɾˠiːnˠ
airde	aiɾʲdʲə
iománaíocht	əmˠɑːn̪ˠiəxt̪ˠ
chnuic	xn̪ˠɪc
is	ɪsˠ
bhealach	vʲəl̪ˠɑx
liath	l̠ʲiə
caisleán	kaʃl̠ʲænˠ
calma	kalˠəmˠə
tóga	t̪ˠoːɡə
socrú	sˠʌkɾˠu
dhíolann	jiːlˠən̪ˠ
gníomh	ɟnʲiːəvˠ
milseán	mʲiːʃlʲɑːn̪ˠ
páiste	pˠɑːʃtʲə
féach	fʲeːx
cion	cɪnˠ
ngair	ŋaɾʲ
slige	ʃl̠ʲɪɟɪ
suaimhneas	sˠiːmʲnʲəsˠ
caoineadh	kiːnʲu
faoisean	fˠiːʃənˠ
imigh	ɪmʲiː
d'altadh	d̪ˠal̪ˠt̪ˠətʲ
éist	eːʃtʲ
pósadh	pˠoːsˠə
dhi	jiː
nic	nʲɪc
dtiocfad	dʲʊkəd̪ˠ
pálás	pˠælˠæsˠ
arán	ɾˠɑːnˠ
garsún	ɡaɾˠsˠuːnˠ
phósfadh	fˠoːsˠətʲ
taidhleoir	t̪ˠeːlʲaɾʲ
ceangail	caŋɡəlʲ
múnadh	mˠuːn̪ˠəɡ
dreo	dʲɾʲɔː
cónaigh	kɔːnˠi
rúnaí	ɾˠuːnˠi
bpianadh	bʲiənˠəx
sinn	ʃɪn̠ʲ
alla	al̪ˠə
cic	cɪc
aibhne	əivʲnə
píob	pʲiːbˠ
acu	akəbˠ
crochadh	kɾˠɔxəx
cana	kanˠə
hat	hat̪ˠ
tuathal	t̪ˠuəhəlˠ
cearta	caɾˠt̪ˠə
dósan	d̪ˠoːsˠənˠ
cúng	kuːŋ
pláta	pˠlˠɑːt̪ˠə
anduine	ɑn̪ˠɪnə
foraois	fəɾˠiːʃ
geise	ɟɛʃə
nathrach	n͈aθrax
seanduine	ʃæn̪ˠɪnʲə
gearmáinis	ɟaɾˠəmˠɑːnʲɪʃ
chontráilte	xuːn̪ˠt̪ˠɾˠɑːl̠ʲtʲə
níon	n̠ʲiənˠ
pól	pˠɔːlˠ
agamsa	əɡɑmsə
mall	mˠɑːl̪ˠ
ngobadh	ɡɔbˠuː
sráidbhaile	sˠɾˠɑːdʲwalʲə
leáigh	l̠ʲæːj
ungáiris	ʊŋˠɡaːrʲɪʃ
fré	fˠɾˠeː
aire	ɑːɾʲə
uathu	woːbˠ
ciorcal	ciɾˠkəlˠ
tséabra	tʲeːbˠɾˠə
marc	mˠaɾˠk
milseán	mʲɪlʲʃaːn̪ˠ
féadachtáil	fʲeːd̪ˠəxt̪ˠɑːlʲ
vóta	vˠoːt̪ˠə
déanaí	dʲian̪ˠiː
timpeall	tʲiːmʲpʲəl̪ˠ
dream	dʲɾʲamˠ
mola	mˠʌlˠə
cumha	kuː
feide	fʲɛdʲə
mhoill	wəil̠ʲ
agatsa	ɑɡət̪ˠsˠə
at	at̪ˠ
balsamach	bˠalˠsˠəmˠah
gaeilge	ɡeːlʲɟɪ
cúnamh	koːnˠə
amháin	əvˠɑːnʲ
ceantar	can̪ˠt̪ˠəɾˠ
plaisteach	pˠlˠaʃtʲəx
lúib	l̪ˠuːbʲ
amhrasach	ɑ̃vɾˠəsˠəx
dhiúil	juːlʲ
seachain	ʃaxənʲ
airde	ʌɾˠdʲə
t'	tʲ
fhagháilt	ɑːlʲtʲ
múinteoir	mˠuːn̠ʲtʲaɾʲ
bunoscionn	bʷɪnʲɪʃcuːn̪ˠ
aiteach	atʲax
bhun	wʊnˠ
mo	mˠə
mall	mˠal̪ˠ
deirfiúr	dʲɾʲəfʲuːɾˠ
fhágfadh	ɑːkuː
phianadh	fʲiənˠu
oibrithe	əibʲɾʲiː
soitheach	sˠəix
thigh	hɪɟ
ciall	ciəl̪ˠ
obair	ʌbˠəɾʲ
seisean	ʃɛʃənˠ
sruth	sˠɾˠʊh
beirt	bʲɛɾˠtʲ
aithníodh	ahnʲiːfˠ
spraoi	sˠpˠɾˠiː
ghnách	ɡɾˠɑːx
seoid	ʃoːdʲ
gcurach	ɡəɾˠax
pléisiúr	pʲlʲeːʃuːɾˠ
ard	ɑːɾˠd̪ˠ
cúl	kuːlˠ
dorcha	d̪ˠɔɾˠəxə
ceathrú	cahɾˠu
comharsa	kɔːɾˠsˠə
uile	ɪlʲə
beorach	bʲoːɾˠəx
dheireadh	jɛɾʲə
carbón	kaɾˠəbˠɔnˠ
ceathrar	cæːɾˠ
anmain	anˠəmˠənʲ
aistise	æʃtʲəʃə
bhfadhb	wəibˠ
gaol	ɡeːl̪ˠ
muidne	mˠɪdʲnʲə
rísín	ɾˠiːʃiːnʲ
de	dʲə
cnáib	kɾˠɑːbʲ
fhonn	əun̪ˠ
socrú	sˠəkɾˠuː
coitianta	kətʲiən̪ˠt̪ˠə
diabhal	dʲəul̪ˠ
fágadh	fˠɑːɡətʲ
nós	n̪ˠuːsˠ
amhlaidh	ɑvl̪ˠə
ríomhchláraitheoir	ɾˠiːvˠxlˠaːɾˠəhoːɾʲ
tíre	tʲiːɾʲə
ifreann	ɪfʲɾʲənˠ
seamróga	ʃamˠɾˠoːɡə
asam	ɑsˠəmˠ
chodladh	xɔl̪ˠuː
fuaim	fˠuəmʲ
ithe	iːhə
damáiste	d̪ˠamˠɑːʃtʲə
chugainne	hʊɡən̠ʲə
dathúil	d̪ˠahuːlʲ
cál	kæːlˠ
aisling	aʃl̠ʲən̠ʲ
pósaid	pˠoːsˠədʲ
sionnach	ʃɪn̪ˠax
fead	fʲad̪ˠ
fágadh	fˠæːɡətʲ
dúisigh	d̪ˠuːʃə
dóchas	d̪ˠɔːxəsˠ
róisín	rˠoːʃiːnʲ
chúis	xuːʃ
chuaigh	xuəj
gréas	ɟɾeːsˠ
deis	dʲɛʃ
foraois	fɔɾˠiːʃ
acu	akə
léis	l̠ʲeːʃ
meiriceá	mʲɛɾʲəcæ
teachín	tʲaxinʲ
gaineamh	ɡanʲə
ábalta	ɑːbˠəl̪ˠt̪ˠə
chloch	xlˠɔx
stá	sˠt̪ˠæː
iomarca	ʊmˠəɾˠkə
salachar	sˠalˠəxəɾˠ
uaim	uəmʲ
cearnóige	caːɾˠn̪ˠoːɟə
ngealach	ɲalˠah
eo	oː
maith	mˠa
baol	bˠeːl̪ˠ
acusan	akəsˠənˠ
ollmhargadh	ʌl̪ˠwaɾˠəɡu
veinéis	vʲənʲeːʃ
den	dʲɛnˠ
múinteoirí	mˠuːn̠ʲtʲaɾʲi
leagfadh	l̠ʲakətʲ
seomra	ʃoːmˠɾˠə
scóip	sˠkoːpʲ
churach	xɔɾˠəx
borb	bˠɔɾˠəbˠ
ainnear	æn̠ʲəɾˠ
téanam	tʲia̯n̪ˠəmˠ
seánra	ʃɑːn̪ˠɾˠə
airím	æːɾʲiːmʲ
ceapadh	capəx
fos	fˠɔsˠ
holc	hɔlˠk
poiblí	pˠɔbˠl̪ˠiː
daoine	d̪ˠiːnʲə
d'ith	dʲiː
chreideadh	çɾʲɛdʲu
seift	ʃɛfʲtʲ
mbris	mʲɾʲɪʃ
easóg	æsˠoːɡ
chúcha	xuːxə
itheann	ɪhən̪ˠ
naonúr	n̪ˠiːnˠuɾˠ
gabhal	ɡəulˠ
molad	mˠɔlˠəd̪ˠ
plimp	pʲlʲɪmʲpʲ
casadh	kɑsˠə
nuall	n̪ˠuəl̪ˠ
ardintinneach	ɑːɾˠd̪ˠiːntʲən̠ʲəx
mháthair	vˠɑːhəɾʲ
stopallán	sˠt̪ˠɔpəl̪ˠɑːn̪ˠ
chóta	xoːt̪ˠə
deachaigh	dʲaxə
ionsaí	ɤnˠsˠi
domhan	d̪ˠoːən̪ˠ
áthas	ɑːsˠ
aimhleas	ɑvlas
tsaoir	t̪ˠiːɾʲ
mboga	mˠɔɡə
