já	jauː
helluhraun	hɛtlʏr̥øyːn
hræðsla	r̥aiðstla
gelda	cɛlta
granda	kranta
landakort	lantakʰɔr̥t
eldhúshnífur	ɛlthuːsn̥iːvʏr
rista	rɪsta
fleygur	fleiːɣʏr
taska	tʰaska
heilbrigði	heilprɪɣðɪ
víst	vist
ostakaka	ɔstakʰaːka
smakka	smahka
bylur	pɪːlʏr
hvá	xʷauː
háþrýstingur	hauːθristiŋkʏr
duft	tʏft
búrka	pur̥ka
ölmusa	œlmʏːsa
hel	hɛːl
sögur	sœːɣʏr
reigingur	reiːjiŋkʏr
polli	pʰɔlːɪ
framræsla	framraistla
vella	vɛtla
áhersla	auːhɛr̥stla
lífsspursmál	lifsspʏr̥smauːl
tár	tʰauːr
hlýðni	l̥iðnɪ
simpansi	sɪm̥pansɪ
sauðnaut	søyðnøyːt
lengd	leiŋkt
hæfileiki	haiːvɪleiːcɪ
kafari	kʰaːvarɪ
kundur	kʰʏntʏr
mæta	maiːta
fullyrðing	fʏtlɪrðiŋk
raðtala	raðtʰaːla
komutími	kʰɔːmʏtʰiːmɪ
niðjatal	nɪðjatʰaːl
brunahani	prʏːnahaːnɪ
svað	svaːð
jáeind	jauːeint
servíetta	sɛrviːjɛhta
sleggjukast	stlɛcːʏkʰast
meyr	meiːr
láki	lauːcɪ
trekkja	tʰrɛhca
hrapa	r̥aːpa
gró	krouː
hljóð	l̥jouːð
smók	smouːk
látbragð	lauːtpraɣð
peysa	pʰeiːsa
grár	krauːr
brjóstbein	prjoustpeiːn
stephensen	stɛːfɛnsɛn
sjónskertur	sjounscɛr̥tʏr
bæra	paiːra
þórey	θouːreiː
eðlilega	ɛðlɪlɛːɣa
tréblásturshljóðfæri	tʰrjɛːplaustʏr̥sl̥jouðfaiːrɪ
stríða	striːða
inséníör	ɪnsjɛːnijœːr
össuría	œsːʏriːja
kall	kʰatl
hirðingi	hɪrðiɲcɪ
hverfull	kʰvɛrvʏtl
veif	veiːv
sís	siːs
skyndilegur	scɪntɪlɛːɣʏr
tristan	tʰrɪstan
morgunverður	mɔrkʏnvɛrðʏr
hefti	hɛftɪ
lirfa	lɪrva
skot	skɔːt
beyging	peiːjiŋk
skriðlíngresi	skrɪðlinkrɛːsɪ
synd	sɪnt
hálfvirði	haulvvɪrðɪ
gjaldkeri	caltcʰɛːrɪ
leikur	leiːkʏr
plaga	pʰlaːɣa
fangelsa	fauŋcɛlsa
amaba	aːmaːpa
tvinna	tvɪnːa
auglýsing	øyɣliːsiŋk
þvinga	θviŋka
hjúkrun	çuːkrʏn
lúxus	luksʏs
soffía	sɔfːiːja
parís	pʰaːriːs
friða	frɪːða
kirtill	cʰɪr̥tɪtl
hvítá	xʷiːtauː
auðnutittlingur	øyðnʏtʰɪhtliŋkʏr
innritun	ɪnːrɪːtʏn
hlæja	l̥aiːja
agða	aɣða
bráðna	prauðna
erfiðisvinna	ɛrvɪːðɪsvɪnːa
handbók	hantpouːk
hvar	kʰvaːr
keppa	cʰɛhpa
hnúskur	n̥uskʏr
fjarstýring	fjar̥stiːriŋk
skreyta	skreiːta
hjörtína	çœr̥tiːna
þvottabjörn	θvɔhtapjœrtn
gista	cɪsta
undirbúningur	ʏntɪrpuːniŋkʏr
stör	stœːr
hálfendir	haulvɛntɪr
gumi	kʏːmɪ
kristindómur	kʰrɪstɪntouːmʏr
afríkufíll	aːfriːkʏfitl
þarfaþing	θarvaθiŋk
búmaður	puːmaːðʏr
fulltrúi	fʏtl̥tʰruːɪ
mosagróinn	mɔːsakrouːɪnː
kyrrsetning	cʰɪrsɛhtniŋk
fótur	fouːtʰʏr
mötunautur	mœːtʏnøyːtʏr
byrði	pɪrðɪ
augnhár	øyknhauːr
rakvél	raːkvjɛːl
kátur	kʰauːtʏr
illmæli	ɪtlmaiːlɪ
snös	snœːs
marra	marːa
hýsill	hiːsɪtl
lekur	lɛːkʏr
mjöður	mjœːðʏr
verkaskipting	vɛr̥kascɪftiŋk
ómerkilegur	oumɛr̥cɪlɛːɣʏr
bassetthorn	pasːɛhthɔrtn
goði	kɔːðɪ
keisaraskurður	cʰeiːsaːraskʏrðʏr
alræði	alraiːðɪ
jarðskjálftafræði	jarðscaul̥tafraiːðɪ
loðfíll	lɔðfitl
dílaskarfur	tiːlaskarvʏr
blæjuber	plaiːjʏpɛːr
eplamauk	ɛhplamøyːk
slæða	sl̥aiːða
hringl	r̥iŋl
heimalið	heiːmalɪːð
skoðun	skɔːðʏn
svona	svɔːna
munaðarleysingjahæli	mʏːnaːðarleiːsiɲcahaiːlɪ
blóðskömm	plouðskœmː
meistari	meistaːrɪ
lind	lɪnt
eftirmáli	ɛftɪrmauːlɪ
styrkleiki	stɪr̥kleiːcɪ
séríslenskur	sjɛːristlɛnskʏr
túnvorblóm	tʰunvɔrplouːm
mannvirki	manːvɪr̥cɪ
reyna	reiːna
kafbátur	kʰavpauːtʏr
herkúles	hɛr̥kuːlɛːs
gella	cɛlːa
tölva	tʰœlva
blunda	plʏnta
kjallari	cʰatlaːrɪ
veð	vɛːð
alaskavíðir	aːlaskaviːðɪr
kássa	kʰausːa
íspinni	iːspʰɪnːɪ
guma	kʏːma
kringla	kʰriŋla
laut	løyːt
gestrisni	cɛstrɪstnɪ
fataskápur	faːtaskauːpʏr
skeggburkni	scɛkːpʏr̥knɪ
einglyrni	einklɪrtnɪ
kartafla	kar̥tapla
biðtími	pɪðtʰiːmɪ
stofnun	stɔpnʏn
geðveikur	cɛðveiːkʏr
lauga	løyːɣa
útgáfa	uːtkauːva
kringlóttur	kʰriŋlouhtʏr
foreldrar	fɔːrɛltrar
ló	louː
stig	stɪːɣ
engill	eiɲcɪtl
ragnheiður	raknheiːðʏr
humall	hʏːmatl
litín	lɪːtʰiːn
koddaver	kʰɔtːavɛːr
aðstoð	aðstɔːð
kex	cʰɛxs
stjörnuspeki	stjœrtnʏspɛːcɪ
skipasmiður	scɪːpasmɪːðʏr
móður	mouːðʏr
hopp	hɔhp
kala	kʰaːla
skíta	sciːta
rætur	raiːtʏr
bleyta	pleiːta
knipla	kʰnɪhpla
beitiland	peiːtɪlant
breiðþota	preiðθɔːta
valdína	valtiːna
áhrifssögn	auːr̥ifssœkn̥
hrútur	r̥uːtʏr
snákur	stnauːkʏr
orki	ɔr̥cɪ
grjóni	krjouːnɪ
gælunafn	caiːlʏnapn
skokka	skɔhka
fylgdarmaður	fɪltarmaːðʏr
þráðsef	θrauðsɛːv
þakkagjörð	θahkacœrð
gretta	krɛhta
fordómur	fɔrtouːmʏr
staðhæfing	staðhaiːviŋk
þrengja	θreiɲca
segð	sɛɣð
eldpipar	ɛltpɪːpar
þjá	θjauː
rísa	riːsa
stjórnborði	stjourtnpɔrðɪ
svíkja	sviːca
skarð	skarð
böl	pœːl
uppskurður	ʏhpskʏrðʏr
manngera	manːcɛːra
lúterskur	luːtʰɛr̥skʏr
ögmunda	œɣmʏnta
gaupa	køyːpa
kölkun	kʰœl̥kʏn
rúm	rumː
slíkur	stliːkʏr
dökkasef	tœhkasɛːv
tilfinningaleysi	tʰɪlfɪnːiŋkaleiːsɪ
hlust	l̥ʏst
ritari	rɪːtarɪ
slútta	stluhta
eiginhandaráritun	eiːjɪnhantarauːrɪːtʏn
dugnaður	tʏɣnaːðʏr
klossi	kʰlɔsːɪ
arnmundur	artnmʏntʏr
sídd	sitː
rósemi	rouːsɛːmɪ
tankur	tʰauŋ̊kʏr
kolkrabbi	kʰɔlkʰrapːɪ
lunga	luŋka
stefnuljós	stɛpnʏljouːs
gildur	cɪltʏr
börur	pœːrʏr
borga	pɔrka
leira	leiːra
hansen	hansɛnː
fjötur	fjœːtʏr
legvatn	lɛɣvahtn
líða	liːða
logri	lɔɣrɪ
falstur	falstʏr
sturta	stʏr̥ta
stokkhólmur	stɔhkhoulmʏr
vefa	vɛːva
tala	tʰaːla
sökk	sœhk
rammi	ramːɪ
geisli	ceistlɪ
þjónusta	θjouːnʏsta
kjúka	cʰuːka
húsgagn	huːskakn
augntönn	øykntʰœnː
lystauki	lɪstøyːcɪ
kynngi	cʰiɲcɪ
bæklingur	paihkliŋkʏr
tríóla	tʰriːjouːla
geta	cɛːta
kaktus	kʰaxtʏs
frumvarp	frʏmvar̥p
erfiða	ɛrvɪːða
gargönd	karkœnt
bágur	pauːʏr
öryggisstig	œːrɪcːɪsstɪːɣ
langkrækill	lauŋkkʰraiːcɪtl
eftirlit	ɛftɪrlɪːt
vilmundur	vɪlmʏntʏr
árangur	auːrauŋkʏr
undanfari	ʏntanfaːrɪ
þumalputtaregla	θʏːmalpʰʏhtarɛkla
garðyrkja	karðɪr̥ca
páskaegg	pʰauskaɛkː
tyrkland	tɪr̥klant
andlag	antlaːɣ
ball	palː
kór	kʰouːr
leikari	leiːkaːrɪ
staðhæfa	staðhaiːva
stæra	staiːra
þáttaskil	θauhtaskɪːl
framtíðarfræði	framtiːðarfraiːðɪ
dauðadá	tøyːðatauː
lundur	lʏntʏr
blástur	plaustʏr
bjartsýnn	pjar̥tsitn
fregna	frɛkna
ambaga	ampaːɣa
nielsen	nilsɛnː
kímblað	cʰimplaːð
hrörnun	r̥œrtnʏn
þumbari	θʏmparɪ
tína	tʰiːna
þræll	θraitl
karlmaður	kʰartlmaːðʏr
afráða	avrauːða
lægja	laiːja
hvorugkyn	xʷɔːrʏɣcʰɪːn
kyssilegur	cʰɪsːɪlɛːɣʏr
dýflissa	tiplɪsːa
gunnarína	kʏnːaːriːna
kafli	kʰaplɪ
hneggja	n̥ɛcːa
hnykkur	n̥ɪhkʏr
þrenna	θrɛnːa
stæla	staiːla
andrésína	antrjɛːsiːna
saðning	saðniŋk
rusla	rʏstla
pakki	pʰahcɪ
hornabolti	hɔtnapɔl̥tɪ
gróði	krouːðɪ
rigna	rɪkna
metanól	mɛːtʰaːnouːl
afgreiða	avkreiːða
hafragrautur	havrakrøyːtʏr
gráðubogi	krauːðʏpɔːjɪ
bylja	pɪlja
handbremsa	hantprɛmsa
roðasteinn	rɔːðasteitn
kýpur	cʰiːpʏr
veiklun	veihklʏn
eiginleiki	eiːjɪnleiːcɪ
fat	faːt
erfðafræði	ɛrvðafraiːðɪ
yfirdrepsskapur	ɪːvɪrtrɛpsskaːpʏr
reglulegur	rɛklʏlɛːɣʏr
gistihús	cɪstɪhuːs
hnéskel	n̥jɛːscɛːl
karfa	kʰarva
þeyr	θeiːr
haus	høyːs
vestri	vɛstrɪ
úði	uːðɪ
sigmundína	sɪɣmʏntiːna
litaröð	lɪːtarœːð
beinagrind	peiːnakrɪnt
eymundur	eiːmʏntʏr
þörungur	θœːruŋkʏr
deig	teiːɣ
tær	tʰaiːr
sí	siː
gjóska	couska
kjarkur	cʰar̥kʏr
sleipa	stleiːpa
gnótt	knouht
bruna	prʏːna
látún	lauːtuːn
tárvotur	tʰaurvɔːtʏr
dýpi	tiːpɪ
sorg	sɔrk
aðfella	aðfɛtla
rækja	raiːca
platína	pʰlaːtʰiːna
smokks	smɔhks
ládauður	lauːtøyːðʏr
vasapeli	vaːsapʰɛːlɪ
hörpuskel	hœr̥pʏscɛːl
mánuður	mauːnʏːðʏr
hrossanál	r̥ɔsːanauːl
styrja	stɪrja
hefta	hɛfta
guðspjallamaður	kvʏðspjatlamaːðʏr
minnisspil	mɪnːɪsspɪːl
dökkhæra	tœhkhaiːra
tog	tʰɔːɣ
ómstríður	oumstriːðʏr
þríleikur	θriːleiːkʏr
johnsen	jounsɛːnː
konunglegur	kʰɔːnuŋklɛːɣʏr
hálfbróðir	haulvprouːðɪr
matur	maːtʏr
sjávarfugl	sjauːvarfʏkl
kilja	cʰɪlja
piss	pʰɪsː
landbúnaður	lantpuːnaːðʏr
ofviðri	ɔvvɪðrɪ
gimsteinn	cɪmsteitn
svæla	svaiːla
glötun	klœːtʏn
bónus	pouːnʏs
drepsótt	trɛːpsouht
jarðfræði	jarðfraiːðɪ
fýsn	fistn
breiður	preiːðʏr
korpönd	kʰɔr̥pœnt
skurður	skʏrðʏr
móasef	mouːasɛːv
ýmis	iːmɪs
leyfi	leiːvɪ
sjúkur	sjuːkʏr
góður	kouːðʏr
búnt	pun̥t
rykkilín	rɪhcɪliːn
tígrisdýr	tʰiːkrɪstiːr
pétti	pʰjɛhtɪ
ánægjulegur	auːnaijʏlɛːɣʏr
kíf	cʰiːv
hálskirtill	haulscɪrtɪtl
kjötkveðjuhátíð	cʰœtkʰvɛðjʏhauːtʰiːð
metnaður	mɛhtnaːðʏr̥
glæpamaður	klaiːpamaːðʏr
stafa	staːva
heftivír	hɛftɪviːr
hata	haːta
áhersluatviksorð	auːhɛr̥stlʏaːtvɪksɔrð
jaðar	jaːðar
einær	eiːnaiːr
kálfur	kʰaulvʏr
biðvarsla	pɪðvarstla
þannig	θanːɪɣ
rimma	rɪmːa
hneigja	n̥eiːja
botnfall	pɔhtnfatl
wiium	viːjʏm
lúxus	luxsʏs
norðmaður	nɔrðmaːðʏr
þeyja	θeiːja
ok	ɔːk
klaki	kʰlaːcɪ
teskeið	tʰɛːskeiːð
kommúnisti	kʰɔmːuːnɪstɪ
vídd	vitː
álft	aulft
skeyta	sceiːta
æska	aiska
ljósta	ljousta
brúskur	pruskʏr
skikkja	skɪhca
kýta	cʰiːta
waage	vɔːɣɛː
ljósfræði	ljouːsfraiːðɪ
kippur	cʰɪhpʏr
rófa	rouːva
ferjumaður	fɛrjʏmaːðʏr
stirfinn	stɪrvɪnː
gana	kaːna
kvíða	kʰviːða
eystra	eistra
reykvískur	reiːkviskʏr
rimill	rɪːmɪtl
íslendingur	istlɛntiŋkʏr
skárri	skaurːɪ
etja	ɛːtja
sandstormur	santstɔrmʏr
rússland	rustlant
ljúfra	ljuvra
stjórnleysi	stjourtnleiːsɪ
titringur	tʰɪːtriŋkʏr
skíðhvalur	sciðxʷaːlʏr
bréfaklemma	prjɛːvakʰlɛmːa
sæla	saiːla
orðhlutafræði	ɔrðl̥ʏːtafraiːðɪ
þorn	θɔtn
regnkápa	rɛknkʰauːpa
kvæna	kʰvaiːna
sveit	sveiːt
alúðlega	aːluðlɛːɣa
beikon	peiːkʰɔn
kæfa	cʰaiːva
hómófóbía	houːmouːfouːpiːja
glúmur	kluːmʏr
korsíka	kʰɔr̥siːka
flokka	flɔhka
blessun	plɛsːʏn
hárkolla	hauːrkʰɔtla
marglytta	marklɪhta
hnigna	n̥ɪkna
aðalbraut	aːðalprøyːt
dós	touːs
flá	flauː
regnskógur	rɛknskouːʏr
torfa	tʰɔrva
tíska	tʰiska
klípa	kʰliːpa
bavíani	paːviːaːnɪ
finnbogi	fɪnpɔjɪ
körfubolti	kʰœrvʏpɔl̥tɪ
óáreiðanlegur	ouːauːreiːðanlɛːɣʏr
neópren	nɛːouːpʰrɛːn
franska	franska
millimetri	mɪlːɪmɛːtrɪ
brottför	prɔhtfœːr
grugg	krʏkː
kistill	cʰɪstɪtl
símasamband	siːmasampant
fréttastofa	frjɛhtastɔːva
móðursystir	mouːðʏrsɪstɪr
aukaspyrna	øyːkaspɪrtna
lýra	liːra
einræði	einraiːðɪ
neptúnus	nɛftʰuːnʏs
svitna	svɪhtna
lín	liːn
mjólkurkýr	mjoul̥kʏrcʰiːr
ilma	ɪlma
máfur	mauːvʏr
gervigígur	cɛrvɪciːɣʏr
braggi	pracːɪ
tékki	tʰjɛhcɪ
fjallganga	fjatl̥kauŋka
kerfill	cʰɛrvɪtl
framkvæma	framkʰvaiːma
þykkni	θɪhknɪ
stafli	staplɪ
gjaldeyrir	calteiːrɪr
árás	auːrauːs
jóný	jouːniː
georgía	cɛːɔrciːja
gulstör	kʏlstœːr
bogastrengur	pɔːɣastreiŋkʏr
beygingardæmi	peiːjiŋkartaiːmɪ
rustikus	rʏstɪkʰʏs
mínípils	miːnipʰɪls
þúsund	θuːsʏnt
eind	eint
ákavíti	auːkaviːtɪ
fen	fɛːn
stara	staːra
brynja	prɪnja
þys	θɪːs
hveiti	xʷeiːtɪ
spjör	spjœːr
rifrildi	rɪvrɪltɪ
skógarfura	skouːarfʏːra
fimleikar	fɪmleiːkar
atvik	aːtvɪːk
kerfi	cʰɛrvɪ
kjöltutölva	cʰœl̥tʏtʰœlva
faðirvor	faːðɪrvɔːr
tryggur	tʰrɪkːʏr
baka	paːka
dvöl	tvœːl
rós	rouːs
hornafræði	hɔrtnafraiːðɪ
vatt	vaht
hnykkja	n̥ɪhca
lýsi	liːsɪ
orðtak	ɔrðtʰaːk
dorma	tɔrma
skeggsandi	scɛkːsantɪ
vinda	vɪnta
silungur	sɪːluŋkʏr
dauði	tøyːðɪ
spilling	spɪtliŋk
hróp	r̥ouːp
við	vɪð
freðinn	frɛːðɪnː
fretta	frɛhta
ástand	auːstant
dósahnífur	touːsan̥iːvʏr
mana	maːna
þrábeiðni	θrauːpeiðnɪ
bolsi	pɔlsɪ
kínasi	cʰiːnaːsɪ
akarn	aːkʰartn
putti	pʰʏhtɪ
háspil	hauːspɪːl
andlát	antlauːt
spurnaratviksorð	spʏrtnaraːtvɪksɔrð
maí	maiː
refsa	rɛfsa
drottningarhrókur	trɔhtniŋkarr̥ouːkʏr
slá	stlauː
linditré	lɪntɪtʰrjɛː
frygð	frɪɣð
depill	tɛːpɪtl
ferilskrá	fɛːrɪlskrauː
dys	tɪːs
indriðason	ɪntrɪːðasɔːn
bylta	pɪl̥ta
melgresi	mɛlkrɛːsɪ
ginna	cɪnːa
duna	tʏːna
píka	pʰiːka
arabíska	aːrapiska
hefð	hɛvð
skollakambur	skɔtlakʰampʏr
þingforseti	θiŋkfɔr̥sɛːtɪ
prófsumma	pʰroufsʏmːa
útvarp	uːtvar̥p
eðla	ɛðla
ges	cɛːs
tæpur	tʰaiːpʏr
mynda	mɪnta
himinn	hɪːmɪnː
skóglaus	skouɣløyːs
kusa	kʰʏːsa
veldi	vɛltɪ
hvatberi	kʰvatpɛːrɪ
festi	fɛstɪ
undirskrift	ʏntɪrskrɪft
þúfa	θuːva
ósíris	ouːsiːrɪs
geirþrúður	ceir̥θruːðʏr
safi	saːvɪ
geirfríður	ceir̥friːðʏr
hausta	høysta
sáð	sauːð
rjómi	rjouːmɪ
jarðhneta	jarðn̥ɛːta
hnetusmjör	n̥ɛːtʏsmjœːr
hljóðbók	l̥ouðpouːk
ha	haː
bann	panː
tiltekinn	tʰɪːltʰɛːcɪnː
byssustingur	pɪsːʏstiŋkʏr
dreypa	treiːpa
hreinsun	r̥einsʏn
hermd	hɛrmt
manneskja	manːɛsca
flaust	fløyst
klemens	kʰlɛːmɛns
strik	strɪːk
hugaræsing	hʏːɣaraiːsiŋk
nafar	naːvar
markgreifi	mar̥kkreiːvɪ
lýðræðisríki	liðraiːðɪsriːcɪ
gjamm	camː
látæði	lauːtaiːðɪ
auka	øyːka
vörður	vœrðʏr
faðmur	faðmʏr
hnappaborð	n̥ahpapɔrð
hlessa	l̥ɛsːa
janúar	jaːnuːaːr
erindi	ɛːrɪntɪ
höfn	hœpn
pendúll	pʰɛntʏtl
ofnæmi	ɔvnaiːmɪ
teygjanleiki	tʰeiːjanleiːcɪ
mænudeyfing	maiːnʏteiːviŋk
leikkona	leiːkkʰɔːna
salvi	salvɪ
bolludagur	pɔlːʏtaːɣʏr
miðaldalatína	mɪːðaltalaːtiːna
endurlífgun	ɛntʏrlivkʏn
bjarnharður	pjartnharðʏr
rekja	rɛːca
færeyskur	faiːreiskʏr
rjúfa	rjuːva
nýfæddur	niːfaitːʏr
silfursóley	sɪlvʏrsouːleiː
aðgát	aðkauːt
galgopi	kalkɔːpɪ
smjörlauf	smjœrløyːv
ferma	fɛrma
lifandi	lɪːvantɪ
uppdatera	ʏhptatʰɛːra
hópur	houːpʏr
altari	al̥tarɪ
ljúga	ljuːa
vepja	vɛːpja
fappa	fahpa
herri	hɛrːɪ
endurskoðandi	ɛntʏrskɔːðantɪ
örvun	œrvʏn
hvirfilbylur	kʰvɪrvɪlpɪːlʏr
drusla	trʏstla
lifa	lɪːva
efedrín	ɛːfɛːtriːn
smali	smaːlɪ
kvennabósi	kʰvɛnːapouːsɪ
kolvetni	kʰɔlvɛhtnɪ
hyrni	hɪrtnɪ
áll	autl
hekk	hɛhk
þel	θɛːl
bankaútibú	pauŋ̊kauːtɪpuː
örlög	œrlœːɣ
sárasótt	sauːrasouht
klúður	kʰluːðʏr
steinþór	steinθouːr
braut	prøyːt
össurína	œsːʏriːna
blíður	pliːðʏr
gæfumunur	caiːvʏmʏːnʏr
cé	sjɛː
bór	pouːr
hreysi	r̥eiːsɪ
hvöt	xʷœːt
flýta	fliːta
skurðaðgerð	skʏrðaðcɛrð
vök	vœːk
hyrnd	hɪrnt
hrella	r̥ɛtla
kona	kʰɔːna
sýning	siːniŋk
mosalyng	mɔːsaliŋk
styggja	stɪcːa
loka	lɔːka
göldróttur	kœltrouhtʏr
siga	sɪːɣa
mosafræði	mɔːsafraiːðɪ
eggjarauða	ɛcːarøyːða
bólga	poulka
gas	kaːs
lexía	lɛxsiːja
narfi	narvɪ
haki	haːcɪ
reiða	reiːða
lundir	lʏntɪr
heilsa	heilsa
meingjörð	meincœrð
banabeður	paːnapɛːðʏr
pexa	pʰɛxsa
jóð	jouːð
slarkari	stlar̥karɪ
vondur	vɔntʏr
eyrnamergur	eirtnamɛrkʏr
sæma	saiːma
léttir	ljɛhtɪr
mund	mʏnt
hamingja	haːmiɲca
draga	traːɣa
veira	veiːra
hlíf	l̥iːv
frjó	frjouː
hjúpur	çuːpʏr
gilitrutt	cɪːlɪtʰrʏht
guðlaugur	kvʏðløyːɣʏr
rusti	rʏstɪ
brjóstkassi	prjoustkʰasːɪ
hráolía	r̥auːɔːlija
synja	sɪnja
hringvöðvi	r̥iŋkvœðvɪ
dingull	tiŋkʏtl
árlegur	auːrlɛɣʏr
spila	spɪːla
snigill	snɪːjɪtl
aðalskrifstofa	aːðalskrifstɔːva
rjátla	rjauhtla
starfsemi	starvsɛːmɪ
reynsla	reinstla
vandi	vantɪ
tordýfill	tʰɔrtiːvɪl̥
stjóri	stjouːrɪ
loft	lɔft
júlímánuður	juːliːmauːnʏðʏr
næringarfræðingur	naiːriŋkarfraiːðiŋkʏr
gapa	kaːpa
stöð	stœːð
ásókn	auːsouhkn
dylgja	tɪlca
hrasa	r̥aːsa
býfluga	piːflʏːɣa
girnd	cɪrnt
seiði	seiːðɪ
amma	amːa
flísatöng	fliːsatʰøyŋk
rödd	rœtː
helgidagur	hɛlcɪtaːɣʏr
nöldur	nœltʏr
lakk	lahk
óbeinn	ouːpeitn
freknóttur	frɛhknouhtʏr
leiða	leiːða
mengun	meiŋkʏn
land	lant
hvítlaukur	xʷiːtløyːkʏr
eilífð	eiːlivð
ástaróbó	austarouːpouː
krem	kʰrɛːm
náðhús	nauðhuːs
rella	rɛtla
auðmýking	øyðmiːciŋk
tapa	tʰaːpa
herfugl	hɛːrfʏkl
geislamaðra	ceistlamaðra
hvati	kʰvaːtɪ
búri	puːrɪ
hver	kʰvʏːr
blálanga	plauːlauŋka
efnahagur	ɛpnahaːɣʏr
grasvíðir	kraːsviːðɪr
indæll	ɪntaitl
rabba	rapːa
né	njɛː
tjá	tʰjauː
brydda	prɪtːa
froskur	frɔskʏr
nefnari	nɛpnaːrɪ
breiðnefur	preiðnɛːvʏr
blána	plauːna
kunnur	kʰʏnːʏr
kristinn	kʰrɪstɪnː
næra	naiːra
karma	kʰarma
úti	uːtɪ
rangla	rauŋla
fjölmiðlasaga	fjœlmɪðlasaːɣa
pétursborg	pʰjɛːtʏr̥spɔrk
vinabær	vɪːnapaiːr
hjú	çuː
flenna	flɛnːa
fjölkvæni	fjœlkʰvaiːnɪ
kassi	kʰasːɪ
rugla	rʏkla
slóra	stlouːra
sælgæti	sailcaiːtɪ
lát	lauːt
guðmundur	kvʏðmʏntʏr
péttneska	pʰjɛhtnɛska
stál	stauːl
bergdís	pɛrktiːs
hollenska	hɔllɛnska
klósigi	kʰlouːsɪːjɪ
hræsni	r̥aistnɪ
halldórsdóttir	haltour̥stouhtɪr
hyggjuvit	hɪcːʏvɪːt
herkvaðning	hɛr̥kʰvaðniŋk
stari	staːrɪ
dýrkun	tir̥kʏn
brautarstöð	prøyːtarstœːð
kíll	cʰitl
þjálfa	θjaulva
mæna	maiːna
yfirlæti	ɪːvɪrlaiːtɪ
afbrigði	avprɪɣðɪ
sveppur	svɛhpʏr
brunnur	prʏnːʏr
bræt	praiːt
erfiður	ɛrvɪːðʏr
fár	fauːr
neitun	neiːtʏn
skriflegur	skrɪvlɛːɣʏr
safnheiti	sapnheiːtɪ
miðlari	mɪðlaːrɪ
hvetja	xʷɛːtja
hvítkál	xʷiːtkʰauːl
öryggisfyrirtæki	œːrɪcːɪsfɪːrɪrtʰaiːcɪ
kjarnahvarf	cʰartnakʰvarv
daus	tøyːs
prímus	pʰriːmʏs
syndga	sɪntka
barín	paːriːn
systursonur	sɪstʏr̥sɔːnʏr
graður	kraːðʏr
stjúpmóðir	stjuːpmouːðɪr
illur	ɪtlʏr
mannorð	manːɔrð
lager	laːɣɛr
einstaklingur	einstakliŋkʏr
heimasæta	heiːmasaiːta
miðaldir	mɪːðaltɪr
meðleikur	mɛðleiːkʏr
vökvi	vœːkvɪ
eta	ɛːta
sem	sɛːm
grennd	krɛnt
forskeyti	fɔr̥sceiːtɪ
viti	vɪːtɪ
mura	mʏːra
galsi	kalsɪ
skammur	skamːʏr
spænska	spainska
þekking	θɛhciŋk
barnabarn	patnapatn
höfuðborg	hœːvʏðpɔrk
hleifur	l̥eiːvʏr
hveitiklíð	xʷeiːtɪkʰliːð
hefja	hɛvja
hvína	xʷiːna
lemúr	lɛːmuːr
sori	sɔːrɪ
kinka	cʰiŋ̊ka
láglendi	lauɣlɛntɪ
afganistan	avkaːnɪstaːn
páfugl	pʰauːfʏkl
kyrrseta	cʰɪrsɛːta
lögga	lœkːa
skraddari	skratːarɪ
kommi	kʰɔmːɪ
spik	spɪːk
læknisfræði	laihknɪsfraiːðɪ
postullegur	pʰɔstʏllɛːɣʏr
handsnyrting	hantstnɪr̥tiŋk
samhljómur	saml̥jouːmʏr
hobbiti	hɔpːɪːtɪ
heiðarleiki	heiːðarleiːcɪ
söðull	sœːðʏtl
bölvun	pœlvʏn
kynlaus	cʰɪnløyːs
ferskjutré	fɛr̥scʏtrjɛː
hagur	haːɣʏr
samvistarfall	samvɪstarfatl
aronsvöndur	aːrɔnsvœntʏr
stjarna	stjartna
graðhestur	kraːðhɛstʏr
hlykkja	l̥ɪhca
salt	sal̥t
petersen	pʰɛːtɛr̥sɛnː
ræðinn	raiːðɪn
sólskin	soulskɪːn
sínus	siːnʏs
afl	apl
sagnfræði	saknfraiːðɪ
tvístirni	tʰviːstɪrtnɪ
akbraut	aːkprøyːt
magapína	maːɣapʰiːna
reima	reiːma
vísigreifi	viːsɪkreiːvɪ
skauta	skøyːta
dýri	tiːrɪ
hjarni	çartnɪ
hella	hɛtla
dreyrasýki	treiːrasiːcɪ
bur	pʏːr
kvoða	kʰvɔːða
sýn	siːn
hjón	çouːn
sess	sɛsː
einstefnugata	einstɛpnʏkaːta
hinstur	hɪnstʏr
suðurland	sʏðʏrlant
tengdadóttir	tʰeiŋtatouhtɪr
skipun	scɪːpʏn
auðmýkja	øyðmiːca
skurðarborð	skʏrðarpɔrð
skógartoppur	skouːartʰɔhpʏr
hak	haːk
bismút	pɪsmuːt
vefsíða	vɛfsiːða
v	vafː
beita	peiːta
meina	meiːna
kaleikur	kʰaːleiːkʏr
mótun	mouːtʏn
fjallanóra	fjatlanouːra
púsluspil	pʰustlʏspɪːl̥
mæðraveldi	maiðravɛltɪ
niðurskurður	nɪːðʏrskʏrðʏr
rís	riːs
steytill	steiːtɪtl
vin	vɪːn
magnea	maknɛːa
smæra	smaiːra
