naabritega	nˈaːbritˌeɡa
ennetähtaegse	ˈennetˌæhtaˌeɡse
aastaist	ˈaːstaist
Väärikas	vˈæːrikas
liigutamine	lˈiːɡutˌamine
Lääts	lˈæːts
arvutimängude	ˈarvutimˌæŋɡude
uurijal	ˈuːrijal
Õnnetuseks	ˈɵnnetuseks
Laulsid	lˈauʎsid
söanda	sˈøaːnda
Tagasihoidlik	tˈaɡɑsihoˌidlik
fotograaf	fˌotoɡrˈaːf
Üllar	ˈyllar
Kallasel	kˈallasel
Salva	sˈalva
Elektra	ˈelɛktra
kontorihoone	kˌontorihˈoːne
nihkus	nˈihkus
külastavate	kˈylɑstˌavate
paistis	pˈais^tis
luksusautode	lˈuksusaˌutːode
IRLil	ˈirlˈil
loomakasvatuse	lˈoːmakˌasvatˌuse
Kõrged	kˈɵrrɡed
ülemkomissar	ˈylɛmkːomˌissar
Kinnitatud	kˈiɲɲitatud
punnis	pˈuɲɲis
Poska	pˈoska
tõestamise	tˈɵestˌamise
verstapostini	vˈerstapˌos^tini
funktsioon	fˌuŋktsiˈoːn
liikumises	lˈiːkːumises
Agur	ˈaɡʊr
kogetav	kˈoɡɛtav
laiskuse	lˈaiskˌuse
Elton	ˈelton
Stalinit	stˈaʎinit
arengukavasid	ˈarɛŋɡˌukavasid
Paradoks	pˈarɑdoks
linnavõimu	lˈinnavˌɵimu
haigeid	hˈaiɡeid
Ei	ˌeiː
taasloomise	tˈaːslˈoːmise
ebaõnn	ˈebaɵnn
Toodi	tˈoːd^i
Isiku	ˈis^ɪku
Kruger	krˈuɡer
Praegusel	prˈaeɡusel
eestikeelse	ˈeːs^tikˈeːlse
usaldusväärset	ˌusɑldusvˈæːrset
MWh	ˈemmkˌaksisvˌeeːhˌaaː
kultuuriministeeriumi	kultˈuːriministˈeːriˌumi
siseministriks	sˈisɛminˌistriks
Janika	jˈaɲɪka
energeetikud	ˌenɛrɡˈeːtːikud
Ärme	ˈærme
Viisnurga	vˈiːsnurɡa
initsiaator	ˌiɲɪˌit^siˈaːtːor
Sakslane	sˈakslane
Pakkumine	pˈakːumˌine
juhatusse	jˈuhɑtˌusse
Metsaülikoolis	mˌetsaˌylikˈoːlis
energiajooke	ˌenɛrɡiajˈoːkːe
töötegemist	tˈøːtːeɡemist
valgusest	vˈalɡusest
delikaatsete	tˌeʎɪkˈaːtsete
Depardieu	tˈepardˌieu
Majanduse	mˈajɑndˌuse
harmoonia	harmˈoːnia
töötavaid	tˈøːtːavaid
loomine	lˈoːmine
ettevalmistused	ˈetːevˌalmistused
veerandaeg	vˈeːrandaeɡ
mull	mˈuiʎʎ
soojema	sˈoːjema
Suurima	sˈuːrima
vägevate	vˈæɡɛvˌate
tagasilöök	tˌaɡɑsilˈøːk
akadeemilised	ˌakadˈeːmilised
tingimisi	tˈiŋɡimˌisi
sooviks	sˈoːviks
muusikalisi	mˈuːs^ikˌalisi
impordist	ˈimpordist
juhtorganitesse	jˈuhtorɡanitˌesse
sünnitakse	sˈyɲɲitˌakse
olevalt	ˈolɛvalt
mulluses	mˈulluses
ajakirjanikku	ˈajɑkˌirjanˌikːu
rahalisel	rˈahɑlisel
aktiivsusest	aktˈiːvsusest
võidule	vˈɵidˌule
välispoliitikast	vˌæʎɪspolˈiːtːikast
Saadet	sˈaːdet
Ivo	ˈivɔ
kõhn	kˈɵhn
kasvamist	kˈasvamist
patrioot	pˌatːriˈoːt
Jaapanile	jˈaːpːanˌile
vajadusteks	vˈajɑdˌusteks
Jurmalas	jˈurmalas
gümnaasiumist	kymnˈaːsiumist
Kregor	krˈeɡor
Ideede	idˈeːde
ohverdada	ˈohverdˌada
Herodes	hˈerɔdes
tundsime	tˈundsime
märkimiseks	mˈærkːimiseks
Levicom	lˈevɪkom
paketis	pˈaketis
protokolliga	prˈotokˌolliɡa
kampaaniad	kampˈaːniad
lolluses	lˈolluses
talvest	tˈalvest
edasilükkamise	ˈedɑsilˌykːamˌise
tirinud	tˈirɪnud
Pfizer	pfˈizer
püüdvat	pˈyːdvat
Saagu	sˈaːɡu
üheksakümnendatel	ˈyhɛksakˌymnendatel
kirikuline	kˈirɪkˌuline
rahvusluse	rˈahvuslˌuse
Vahet	vˈahɛt
roni	rˈoɲɪ
olulisematest	ˈolʊlˌisematest
hävitamises	hˈævɪtˌamises
kujundamise	kˈujʊndˌamise
kaasamisest	kˈaːsamisest
Eestini	ˈeːs^tini
pakku	pˈakːu
kaasvõitlejaid	kˈaːsvɵˌitːlejaid
mullust	mˈullust
superliigas	sˌuperlˈiːɡas
tootjatelt	tˈoːt^jatelt
sisepoliitikas	sˌisɛpolˈiːtːikas
börsiettevõtete	pˈørsiˌetːevˌɵtete
vahvad	vˈahvad
vinged	vˈiŋɡed
täielikku	tˈæ͡ijelˌikːu
ENNE	ˈenne
INIMESED	ˈiɲɪmesed
vanglakaristus	vˈaŋɡlakarˌistus
pakib	pˈakib
nähtuse	nˈæhtuse
vasakul	vˈasɑkul
episoode	ˌepisˈoːde
hukkamist	hˈukːamist
hiilgava	hˈiːlɡava
kuuske	kˈuːske
kojast	kˈojɑst
Faktid	fˈaktid
dirigent	dˈirɪɡeɲt
õppuritele	ˈɵpːurˌitele
algusaegadel	ˈalɡusˌaeɡadel
reguleerima	rˌeɡʊlˈeːrima
Räty	rˈæti
Helme	hˈelme
kaubeldud	kˈaubˌeldud
lõpptulemust	lˈɵpːtulemust
Riigikogule	rˈiːɡikˌoɡule
haiglaravile	hˈaiɡlˌaravˌile
veekogudel	vˈeːkːoɡudel
kavandamise	kˈavɑndˌamise
rikkunud	rˈikːunud
kiusatus	kˈiusatus
Tänavatel	tˈænɑvatel
äraostmatud	ærˈaoːstmatud
prioriteetsed	prˌioritˈeːtsed
kahepoolse	kˌahɛpˈoːlse
menetlusse	mˈenɛtːlˌusse
reformimist	rˈefɔrmimist
bassein	pˈassein
venis	vˈeɲɪs
Uuetalu	ˈuːwetːˌalu
kogunesid	kˈoɡʊnesid
meelest	mˈeːlest
emata	ˈemɑtːa
noteerida	notˈeːrida
kandunud	kˈandunud
rõõmusta	rˈɵːmusta
ootele	ˈoːtːele
maakohtades	mˈaːkːohtades
Targa	tˈarɡa
Oscarile	ˈoskarˌile
kaubamajale	kˈaubˌamajˌale
asendaja	ˈasɛndˌaja
sulgemine	sˈulɡemˌine
ääremaadel	ˈæːremˈaːdel
Lest	lˈest
tekitava	tˈekitˌava
hakkagi	hˈakːaɡi
vormistamas	vˈormistamas
valimistesse	vˈaʎɪmˌistesse
Tapa	tˈapa
sõltumatu	sˈɵltumˌatu
Tarankovi	tˈarɑŋkːˌovi
taotletud	tˈaoːtːletud
Belgradis	pˈelɡradis
kogesid	kˈoɡɛsid
avaldata	ˈavɑldˌata
kirjakohale	kˈirjakˌohale
käigule	kˈæ͡iɡule
pihtkonna	pˈihtkonna
Toodang	tˈoːdaŋɡ
Isehakanud	ˈisɛhˌakanud
Külaots	kylˈaoːts
Lutsu	lˈutsu
nakkushaigus	nˈakːushˌaiɡus
trupi	trˈupi
ühtib	ˈyhtib
suhteid	sˈuhteid
magasid	mˈaɡɑsid
autoriõigusi	ˈautːˌoriˌɵiɡˌusi
Türgiga	tˈyrɡiɡa
eemaldatakse	ˈeːmaldatˌakse
unustamine	ˈunʊstˌamine
haudu	hˈaudu
Keenias	kˈeːɲias
kaubalaev	kˈaubˌalaev
kogemuseks	kˈoɡɛmuseks
andmise	ˈandmise
kanalis	kˈanɑlis
ahistamise	ˈahɪstˌamise
seiklust	sˈeikːlust
eurosaadikute	ˌeurosˈaːdikˌute
neelab	nˈeːlab
hinnapakkumise	hˈinnapˌakːumˌise
arvestatakse	ˈarvestatˌakse
noortelt	nˈoːrtelt
ärkas	ˈærkːas
taktikat	tˈaktikat
tasakaalustamiseks	tˌasɑkˈaːlustˌamiseks
Maardust	mˈaːrdust
vetes	vˈetes
äärsed	ˈæːrsed
ajateenistust	ˌajɑtˈeːnistust
õpilaste	ˈɵpilˌaste
teatreid	tˈeatːreid
segamas	sˈeɡɑmas
alaga	ˈalɑɡa
teemadesse	tˈeːmadˌesse
Petrovits	pˈetːrovits
pettumus	pˈetːumus
tahk	tˈahk
EJL	ˈejl
mõningast	mˈɵɲɪŋɡast
pargisõidus	pˈarɡisˌɵidus
keelata	kˈeːlata
varanduslikku	vˈarɑndˌuslikːu
Puldre	pˈuldre
siinsete	sˈiːnsete
kasumeid	kˈasʊmeid
asjatundjate	ˈas^jatˌuɲdjate
sportlasega	spˈortlasˌeɡa
lähiajal	lˈæhiajal
kasvuruumi	kˌasvurˈuːmi
Roosalu	rˈoːsalu
Teinonen	tˈeinonen
Portugal	pˈortuɡal
vastikum	vˈas^tikum
arenduskeskus	ˈarɛndˌuskeskus
Täpsema	tˈæpsema
Ahvenamaal	ˌahvenamˈaːl
kingsepp	kˈiŋɡsepː
mahti	mˈahti
Romano	rˈomɑno
hinnatõusus	hˈinnatˌɵusus
häält	hˈæːlt
valmistasime	vˈalmistˌasime
päevaraha	pˈæevˌaraha
James	jˈamɛs
ämbreid	ˈæmmbreid
jaemüük	jˌaemˈyːk
liikvel	lˈiːkvel
Järlik	jˈærlik
toodetega	tˈoːdetˌeɡa
müügitehing	mˈyːɡitehiŋɡ
oskused	ˈoskused
alaealine	ˈalaˌealˌine
Harkus	hˈarkːus
üleskutsele	ˈylɛskˌutsele
kosutava	kˈosʊtˌava
välisnõudluse	vˈæʎɪsnɵˌudluse
Ehitajad	ˈehɪtajad
jumalik	jˈumɑlik
börsikrahhi	pˈørsikːrˌahhi
rikkama	rˈikːama
eelseisvateks	ˈeːlseˌisvateks
valmimise	vˈalmimˌise
kahjulikkusest	kˈahjulˌikːusest
võõrväed	vˈɵːrvæed
hõlmava	hˈɵlmava
Brüsselit	prˈysselit
Sotsiaalkaitseminister	sˌoit^siˈaːlkːaˌitseminˌister
nemadki	nˈemɑdki
nõlvadel	nˈɵlvadel
vigastades	vˈiɡɑstades
herneid	hˈerneid
kaksikliidu	kˌaksikːlˈiːdu
Inglased	ˈiŋɡlased
tige	tˈiɡɛ
Holdingu	hˈoʎdiŋɡu
Kalatööstus	kˌalɑtˈøːstus
maja	mˈajɑ
edukad	ˈedʊkad
jalgratturile	jˈalɡratːˌurile
valimisedu	vˈaʎɪmˌisedu
jõuliselt	jˈɵuliselt
tõmbekeskuseks	tˈɵmmbekˌeskuseks
vihane	vˈihɑne
ühesugused	ˈyhɛsˌuɡused
kirjandusmuuseumi	kˌirjandusmˈuːseˌumi
Kultuurikatel	kultˈuːrikatel
räuskamine	rˈæuskˌamine
vanemana	vˈanɛmˌana
ütles	ˈytːles
distantsile	dˈistantsˌile
korraldame	kˈorraldˌame
Koolid	kˈoːʎid
hääletanud	hˈæːletanud
vasakpööre	vˌasɑkpˈøːre
Festival	fˈes^tival
kellelt	kˈellelt
vares	vˈarɛs
sundüürnikele	sundˈyːrnikˌele
Aaro	ˈaːro
lisaeelarvega	lˌisaˈeːlarvˌeɡa
kõvem	kˈɵvɛm
asi	ˈas^ɪ
loo	lˈooː
mitmeski	mˈitːmeski
alluvate	ˈalluvˌate
paljastanud	pˈaʎjastanud
nähtusi	nˈæhtusi
Aadli	ˈaːdli
lisamist	lˈisɑmist
moodustatav	mˈoːdustatav
pitsat	pˈitsat
heeringat	hˈeːriŋɡat
terviseprobleeme	tˌervisˌeproblˈeːme
kolmapäeva	kˈolmapˌæeva
videoid	vidˈeoːid
Pajusaar	pˌajʊsˈaːr
automaatkäigukastiga	ˌautːomˈaːtkæ͡iɡukˌas^tiɡa
saadavat	sˈaːdavat
materjalid	mˈaterjalid
rumalaks	rˈumɑlaks
rühmituste	rˈyhmitˌuste
silmapilkselt	sˈilmapˌilkselt
Hendrikson	hˈendrikson
Roolijoodikute	rˈoːʎijˈoːdikˌute
ringtee	riŋɡtˈeː
südalinna	sˈydɑlˌinna
kiituseks	kˈiːtːuseks
iganenud	ˈiɡɑnenud
paraadi	parˈaːdi
teavituse	tˈeavˌituse
Kameruni	kˈamɛrˌuni
Poega	pˈoeɡa
Telefon	tˈelɛfon
ilmuta	ˈilmuta
kulud	kˈulʊd
kauboi	kˌaubˈoiː
õpetajana	ˈɵpetˌajana
õigusemõistmise	ˈɵiɡusemɵˌistmise
uurimuses	ˈuːrimuses
rahet	rˈahɛt
kaitsepolitseiniku	kˈaitsepolˌitseˌiniku
Jürgenson	jˈyrɡenson
pakkuvad	pˈakːuvad
valitsuskoalitsioonis	vˌaʎɪtsuskˈoaːliˌit^siˈoːnis
istuda	ˈistuda
tiirus	tˈiːrus
käisite	kˈæ͡is^ite
sotsioloogiliste	sˌoit^siolˈoːɡilˌiste
Paneme	pˈanɛme
Kööbi	kˈøːbi
püsimiseks	pˈys^ɪmiseks
vastame	vˈastame
võtete	vˈɵtete
üürikorteris	ˈyːrikˌorteris
Sarnane	sˈarnane
keerlema	kˈeːrlema
eelhääletamise	ˈeːlhˈæːletˌamise
rakenduse	rˈakendˌuse
Hääl	hˈææːl
aktiivsuse	aktˈiːvsuse
Tapal	tˈapal
alatust	ˈalɑtust
Schumacheri	ʃˈumakhˌeri
Vaariku	vˈaːriku
intressimäär	ˌintressimˈæːr
pükse	pˈykse
Pühal	pˈyhɑl
Taul	tˈaul
turvavööga	tˌurvavˈøːɡa
kihutaja	kˈihʊtˌaja
karjuv	kˈarjuv
tänavusega	tˈænɑvˌuseɡa
Pedassaar	pˌedɑssˈaːr
meetrini	mˈeːtːrini
koondamistest	kˈoːndamˌistest
kinnisvaraturu	kˈiɲɲisvˌaratˌuru
Chelsea	t͡ʃelsˈeaː
realiseerima	rˌealisˈeːrima
bussipeatused	pˈus^s^ipeˌatːused
vallata	vˈallata
Ringvaade	riŋɡvˈaːde
Otsustava	ˈotsustˌava
riigihankega	rˈiːɡihˌaŋkːeɡa
Kubjas	kˈubjas
Ilmselt	ˈilmselt
kasutate	kˈasʊtˌate
pruunid	prˈuːɲid
Farage	fˈarɑɡe
nähtus	nˈæhtus
Globe	klˈobe
vabamüürlane	vˌabɑmˈyːrlane
jõuti	jˈɵutːi
puhkeaja	pˈuhkeˌaja
itaallanna	itˈaːllanna
krooniks	krˈoːɲiks
vahepeal	vˈahɛpeal
Allikmäe	ˌaʎʎikːmˈæeː
vahendeid	vˈahɛndeid
materjalidest	mˈaterjˌalidest
teadur	tˈeadur
avaldaja	ˈavɑldˌaja
linnavara	lˈinnavˌara
rentinud	rˈeɲtinud
kirikutööle	kˌirɪkutˈøːle
lauspostitatud	lˈauspˌos^titatud
leppimise	lˈepːimˌise
rabasid	rˈabɑsid
kukkuda	kˈukːuda
vajuvad	vˈajʊvad
vagunid	vˈaɡʊnid
Muugal	mˈuːɡal
litsentsi	lˈitsentsi
juustega	jˈuːsteɡa
kardinaalselt	kˌardinˈaːlselt
arvestataks	ˈarvestataks
koostöökoda	kˈoːstˈøːkːoda
Kaubandusorganisatsiooni	kˌaubˌandusˌorɡanisaˌit^siˈoːni
Persson	pˈersson
kunagise	kˈunɑɡˌise
alusetuid	ˈalʊsˌetuid
vaimsusest	vˈaimsusest
Pavlov	pˈavlov
intelligentsete	ˈintelliɡˌentsete
Eike	ˈeikːe
Treener	trˈeːner
Investmentsi	ˈinvestmˌentsi
kohustas	kˈohʊstas
Filharmoonia	fˌilharmˈoːnia
asuvale	ˈasʊvˌale
politseiülem	pˈoʎɪtsˌeiylem
ladudesse	lˈadʊdˌesse
mõtted	mˈɵtːed
jõustumisel	jˈɵustˌumisel
Järve	jˈærve
elumaju	ˈelʊmˌaju
kõikuva	kˈɵikːˌuva
karistusega	kˈarɪstˌuseɡa
Räägitud	rˈæːɡitud
magustoitu	mˈaɡʊstoˌitːu
kustutamisega	kˈustutˌamisˌeɡa
toosama	tˈoːsama
Niinemäe	nˈiːnemˈæeː
tõlgendatud	tˈɵlɡendatud
laiu	lˈaiju
eeldanud	ˈeːldanud
mõttekaks	mˈɵtːekaks
režiimiga	reʒˈiːmiɡa
Koolile	kˈoːʎile
kuulutab	kˈuːlutab
valimiskampaaniaks	vˌaʎɪmˌiskampˈaːniaks
sokutatakse	sˈokutatˌakse
paranemiseks	pˈarɑnˌemiseks
vaadati	vˈaːdati
reklaamimise	rekːlˈaːmimˌise
ainuisikuliselt	ˈainˌuisˌikuliselt
kaunistuseks	kˈaunˌistuseks
treeneril	trˈeːneril
Pihel	pˈihɛl
nooremalt	nˈoːremalt
Maive	mˈaive
kalur	kˈalʊr
luuletaja	lˈuːletˌaja
seemneid	sˈeːmneid
pesitseb	pˈes^ɪtseb
kultuuriürituste	kultˈuːriyritˌuste
Ühinemine	ˈyhɪnˌemine
lühifilmide	lˈyhɪfˌilmide
klassiruumi	klˌas^s^irˈuːmi
hämaraid	hˈæmɑraid
heale	hˈeale
viinapuu	vˈiːnapˈuː
Olete	ˌolɛte
sõltuvust	sˈɵltuvust
kurgid	kˈurɡid
Ploom	plˈooːm
testima	tˈes^tima
paigaldaja	pˈaiɡˌaldaja
tähelend	tˈæhɛlend
singli	sˈiŋɡli
Zuroffi	zˈurɔffi
kuriteoks	kˌurɪtˈeoːks
katsumuseks	kˈatsumuseks
fikseerinud	fiksˈeːrinud
Auvere	ˈauvˌere
jutustatud	jˈutustatud
ambitsiooni	ˌambiˌit^siˈoːni
erastamises	ˈerɑstˌamises
saatejuhina	sˈaːtːejˌuhina
korja	kˈorja
Loota	lˈoːtːa
möödapääsmatuks	mˈøːdapˈæːsmatuks
kirgas	kˈirɡas
Tammjärv	tˈammjærv
Göransson	kˈørɑnsson
varjamatult	vˈarjamatult
kirjalikus	kˈirjalikus
kullana	kˈullana
eit	ˈeit
fosforiidi	fˌosforˈiːdi
letti	lˈet^ːi
ärandati	ˈærɑndˌati
TT	tˈeeːtˌeeː
Väliskomisjoni	vˈæʎɪskomˌisjoni
kontserdisaali	kˌontserdisˈaːli
Sangaste	sˈaŋɡaste
Ove	ˈovɛ
ehituse	ˈehɪtˌuse
transpordiameti	trˈanspordˌiamˌeti
Kindlustus	kˈindlustus
kannatlikud	kˈannat^likud
joomist	jˈoːmist
õigusele	ˈɵiɡˌusele
seotus	sˈeoːtːus
Tuisu	tˈuisu
vannituppa	vˈaɲɲitˌupːa
Pension	pˈeɲsion
halvem	hˈalvem
natsionalism	nˈait^sˌionalism
ookeani	ˈoːkːeˌani
ebaviisakalt	ˌebɑvˈiːsakalt
leppima	lˈepːima
esialgne	ˈes^iˌalɡne
elektrivõrguga	ˈelɛktrivˌɵrɡuɡa
kinnitasid	kˈiɲɲitasid
juhtkiri	jˈuhtkiri
impeerium	impˈeːrium
Hamlet	hˈamlet
Elistveres	ˈeʎɪstveres
tööviljakus	tˈøːviljakus
võetud	vˈɵetːud
kaugemalegi	kˈauːɡˌemalˌeɡi
Uuenenud	ˈuːwenenud
väljastamine	vˈæʎjastˌamine
rõhudes	rˈɵhʊdes
ambitsioonide	ˌambiˌit^siˈoːnide
eurose	ˈeurˌose
Näidendi	nˈæ͡ideɲdi
tango	tˈaŋɡo
poiste	pˈoiste
valuta	vˈalʊta
kohtutakse	kˈohtutˌakse
hõlmama	hˈɵlmama
nähud	nˈæhʊd
Jalmar	jˈalmar
manipuleerivad	mˌaɲɪpulˈeːrivad
tahakski	tˈahɑkski
disainerid	dˈisaˌinerid
Sotšis	sˈotʃis
õppimise	ˈɵpːimˌise
toimekad	tˈoimekad
maksudega	mˈaksudˌeɡa
BWM	bˈeeːkˌaksisvˌeeːˌemm
maakera	mˈaːkːera
kärbete	kˈærbete
Ben	pˈen
kontsadel	kˈontsadel
vigastusi	vˈiɡɑstˌusi
kohtuasjast	kˈohtuˌasjast
kirjaliku	kˈirjalˌiku
väärkohtlemises	vˈæːrkːohtlˌemises
pangaarved	paŋɡˈaːrved
peetav	pˈeːtːav
SINA	sˌinɑ
EASist	ˈeaːsˈist
valude	vˈalʊde
tuletõrjuja	tˈulɛtˌɵrjuja
defekti	tˈefɛkti
soovi	sˈoːvi
Koitla	kˈoitːla
kõrgkoolide	kɵrɡkˈoːlide
kristlaste	krˈistlaste
Üürnikud	ˈyːrnikud
abilistega	ˈabɪlˌisteɡa
hakkaksime	hˈakːaksˌime
hooldusega	hˈoːldusˌeɡa
pale	pˈalɛ
küüni	kˈyːɲi
geopoliitiline	kˈeoːpːolˈiːtːilˌine
haridusseltsi	hˈarɪdˌusseltsi
hüpet	hˈypet
hoidku	hˈoidku
halvimat	hˈalvimat
Ettevõtmine	ˈetːevˌɵtːmine
klassivend	klˈas^s^ivend
kimp	kˈimpː
piiblitundi	pˈiːblitˌuɲdi
viisiks	vˈiːs^iks
Aksli	ˈaksli
lütseumi	lˈytseˌumi
fantaasiad	fantˈaːsiad
kritiseerides	krˌit^isˈeːrides
meilt	mˈeilt
haigestumiste	hˈaiɡˌestumˌiste
sisukaid	sˈisʊkaid
Juhkami	jˈuhkami
religioonist	rˌeʎɪɡiˈoːnist
mainest	mˈainest
Soots	sˈoːts
ameeriklane	amˈeːrikːlˌane
Analüütikute	ˌanɑlˈyːtːikˌute
jäädki	jˈæːdki
kirjalikud	kˈirjalikud
kriminaalkoodeksi	krˌiminˈaːlkːˈoːdeksi
politseiprefekti	pˈoʎɪtseˌipːrefˌekti
eurooplasteks	ˌeurˈoːpːlasteks
Tsement	tsˈemeɲt
tahtmist	tˈahtmist
Soolise	sˈoːʎise
laulus	lˈaulus
magistriõppesse	mˈaɡɪstriˌɵpːesse
Tiibetis	tˈiːbetis
seonduvate	sˈeoːndˌuvate
bin	pˈin
otstarbel	ˈotstarbel
Oti	ˈot^i
marka	mˈarkːa
Kõrgeima	kˈɵrrɡeˌima
Avasõnad	ˈavɑsɵnad
kaevude	kˈaevˌude
lõbusas	lˈɵbʊsas
üksikasjade	ˈyksikˌasjade
Lisa	lˈisɑ
varuga	vˈarʊɡa
hinnangule	hˈinnaŋɡˌule
tõendamine	tˈɵendˌamine
taguse	tˈaɡʊse
Soomel	sˈoːmel
tihedamaks	tˈihɛdamaks
majandustulemustega	mˈajɑndˌustulemˌusteɡa
pärli	pˈærli
valele	vˈalɛle
selgitusel	sˈeʎɡitusel
põhiseadus	pˈɵhɪsˌeadus
seifi	sˈeifi
spetsialist	spˈeit^sˌialist
lubanud	lˈubɑnud
särgiga	sˈærɡiɡa
loodusteaduste	lˈoːdusteadˌuste
prognoosis	proɡnˈoːsis
koduaias	kˈoduˌaijas
Karl	kˈarl
Revolutsioon	rˌevɔluˌit^siˈoːn
tulevate	tˈulɛvˌate
turvafirmade	tˈurvafˌirmade
asuvalt	ˈasʊvalt
Põhjust	pˈɵhjust
Paur	pˈaur
ajalehel	ˈajɑlehel
hädadest	hˈædɑdest
Telekomi	tˈelɛkˌomi
mõisted	mˈɵisted
tervikuks	tˈervikuks
kadunut	kˈadʊnut
augustiga	ˈauɡˌus^tiɡa
sundmüüki	sundmˈyːkːi
maksuvabastust	mˈaksuvabˌastust
Kaul	kˈaul
mõne	mˈɵnɛ
saatkonnale	sˈaːtkonnˌale
Pidulikul	pˈidʊlikul
loodusest	lˈoːdusest
auasjaks	ˈauwˌasjaks
valades	vˈalɑdes
Stenbocki	stˈenbokki
realiseerimata	rˌealisˈeːrimˌatːa
aastaringi	ˈaːstarˌiŋɡi
tõendav	tˈɵendav
keskendudes	kˈeskendudes
täie	tˈæ͡ije
Scotti	skˈot^ːi
sajad	sˈajɑd
hävitamisest	hˈævɪtˌamisest
Rosimannuse	rˈos^ɪmˌannuse
propagandistlik	prˈopaɡˌaɲdist^lik
pakutavat	pˈakutavat
töö	tˈøøː
Erikomisjon	ˈerɪkomˌisjon
orkestriga	ˈorkːestrˌiɡa
saartelt	sˈaːrtelt
puhkusel	pˈuhkusel
hõbemedali	hˈɵbɛmˌedali
arestimaja	ˈarɛs^tˌimaja
ebaõiglust	ˈebaɵˌiɡlust
maksuhaldur	mˈaksuhˌaldur
äärmuslikku	ˈæːrmuslˌikːu
sõnaõigus	sˈɵnaˌɵiɡus
võidusõidu	vˈɵidˌusɵˌidu
Kolmest	kˈolmest
mälule	mˈælʊle
kartusega	kˈartusˌeɡa
olijad	ˈoʎɪjad
diskrimineeriv	dˌiskriminˈeːriv
adekvaatselt	ˌadɛkvˈaːtselt
pilgeni	pˈilɡeni
valimisjaoskonnad	vˌaʎɪmisjˈaoːskˌonnad
lihakombinaadi	lˌihɑkˌommbinˈaːdi
sünniks	sˈyɲɲiks
gripist	krˈipist
Jevgenia	jˈevɡenˌia
nimelise	nˈimɛlˌise
Pohlak	pˈohlak
kogudustega	kˈoɡʊdˌusteɡa
maailmamajandus	mˈaːilmamajˌandus
mängijaga	mˈæŋɡijˌaɡa
kuulujutt	kˈuːlujutː
püsiksid	pˈys^ɪksid
trükkimist	trˈykːimist
sõiduautost	sˈɵiduaˌutːost
maisi	mˈaisi
taastumine	tˈaːstumˌine
ebavõrdse	ˈebɑvˌɵrdse
ohustatuna	ˈohʊstˌatuna
aastasest	ˈaːstasest
tinginud	tˈiŋɡinud
inimõigus	ˈiɲɪmˌɵiɡus
taak	tˈaːk
Pak	pˈak
vormi	vˈormi
sõiduvahendi	sˈɵiduvahˌeɲdi
Mitmetes	mˈitːmetes
tarbimises	tˈarbimises
debattides	tˈebɑtːides
rauast	rˈauwast
Refereeritud	rˌefɛrˈeːritud
nõudeid	nˈɵudeid
rangemalt	rˈaŋɡemalt
sünnitusosakonna	sˈyɲɲitusosakˌonna
arvati	ˈarvati
kombinatsioonid	kˌommbinaˌit^siˈoːnid
missioonilt	mˌis^s^iˈoːnilt
avamisega	ˈavɑmˌiseɡa
koreograaf	korˈeoːɡrˈaːf
Meestel	mˈeːstel
kehtestamiseks	kˈehtestˌamiseks
Wilson	vˈilson
lahingutegevuse	lˈahɪŋɡˌuteɡˌevuse
olulist	ˈolʊlist
volikirja	vˈoʎɪkˌirja
Vabrikuväljak	vˈabrikuvˌæljak
Riias	rˈiːjas
karude	kˈarʊde
klientidest	klˈieɲtidest
viiesaja	vˈiːjesˌaja
muljed	mˈuʎjed
teisipäevane	tˈeisˌipæˌevane
raskes	rˈaskes
uhkeid	ˈuhkeid
savist	sˈavɪst
ennustasid	ˈennustasid
pensionifondid	pˈeɲsionifˌoɲdid
lisad	lˈisɑd
nominaalse	nˌomɪnˈaːlse
värvist	vˈærvist
kainust	kˈainust
Vanameister	vˈanɑmeˌister
lennunduses	lˈennunduses
süüdistaks	sˈyːd^istaks
areenilt	arˈeːnilt
raas	rˈaaːs
lepinguliste	lˈepiŋɡulˌiste
retseptiravimeid	rˈetseptˌiravˌimeid
Suurt	sˈuːrt
vormil	vˈormil
uuendusena	ˈuːwendˌusena
häbelik	hˈæbɛlik
võistlejat	vˈɵistlejat
sõelale	sˈɵelˌale
Schibstedi	ʃˈibstedi
Akropol	ˈakːropol
Asemele	ˈasɛmˌele
Esimeses	ˈes^ɪmeses
ralliga	rˈaʎʎiɡa
Islam	ˈislam
ehitas	ˈehɪtas
pressiesindaja	prˈes^s^iesˌindaja
spekulatsiooni	spˌekulaˌit^siˈoːni
Sarlin	sˈarlin
TAMM	tˈamm
Tõsi	tˈɵs^ɪ
sõitjat	sˈɵitjat
kohtupidamine	kˈohtupˌidamˌine
Family	fˈamɪli
hommikuni	hˈommikˌuni
traditsioone	trˌad^iˌit^siˈoːne
seisavad	sˈeisavad
pressiteate	prˈes^s^iteˌatːe
otsevalimise	ˈotsevˌalimˌise
CBS	tsˈeeːbˌeeːˌess
kohaldamisel	kˈohɑldˌamisel
nõustada	nˈɵustˌada
kahepäevasel	kˈahɛpˌæevasel
eraviisiliselt	ˌerɑvˈiːsiliselt
meediast	mˈeːd^iast
sisus	sˈisʊs
reisile	rˈeisˌile
probleemidelt	problˈeːmidelt
umbusaldusavalduse	ˈummbusˌaldusavˌalduse
Külvi	kˈylvi
