bekerjasama	bəkərdʒasama
bara	bara
dipertaruhkan	dipərtaruhkan
aplikasi	aplikasi
mendérétkan	mənderetkan
kesenimanan	kəsənimanan
mengontrak	məŋontraʔ
digugat	digugat
bersama	bərsama
monotéisme	monoteismə
aluvium	aluvium
melingkungi	məliŋkuŋi
ruap	ruap
johan	dʒohan
borang	boraŋ
seput	səput
membelaskan	məmbəlaskan
éks	eʔs
duét	duet
menyesuaikan	məɲəsuaikan
berpindah	bərpindah
opini	opini
penghématan	pəŋhematan
ditentang	ditəntaŋ
tékad	tekad
saban	saban
semurni	səmurni
ketupa	kətupa
kurun	kurun
kompatibel	kompatibəl
urutan	urutan
berukiran	bərukiran
sekatan	səkatan
kendara	kəndara
terlalu	tərlalu
bersepéda	bərsəpeda
sendu	səndu
minoritas	minoritas
kartu	kartu
menceroboh	məntʃəroboh
arahnya	arahɲa
membelentingkan	məmbələntiŋkan
nonfiksi	nonfiʔsi
membuntut	məmbuntut
berkicau	bərkitʃau
jarang	dʒaraŋ
anéstési	anestesi
durnoisme	durnoismə
metah	mətah
dampil	dampil
dilapisi	dilapisi
memaku	məmaku
musuh	musuh
diplomatik	diplomatiʔ
stétoskop	stetoskop
cadok	tʃadoʔ
ronda	ronda
mencongkong	məntʃoŋkoŋ
membanguni	məmbaŋuni
isotop	isotop
gamam	gamam
hubungi	hubuŋi
profésor	profesor
bujangga	budʒaŋga
zodiak	zodiaʔ
menyukarkan	məɲukarkan
mengempit	məŋəmpit
cakatan	tʃakatan
menyebu	məɲəbu
peliharakan	pəliharakan
dering	dəriŋ
luput	luput
runcit	runtʃit
dibanjiri	dibandʒiri
mengangakan	məŋaŋakan
umpan	umpan
bertafakur	bərtafakur
kesegaran	kəsəgaran
plafon	plafon
larangan	laraŋan
mendongkrak	məndoŋʔraʔ
seréng	səreŋ
menémpél	mənempel
penyérét	pəɲeret
céla	tʃela
berketur	bərkətur
menyerosoh	məɲərosoh
pétrodolar	petrodolar
bicara	bitʃara
asimtot	asimtot
aidilfitri	aidilfitri
selupat	səlupat
perangah	pəraŋah
talas	talas
bakat	bakat
mencangkuli	məntʃaŋkuli
penyambungan	pəɲambuŋan
masak	masaʔ
écék	etʃeʔ
membaui	məmbaui
dekak	dəkaʔ
léngkong	leŋkoŋ
membelok	məmbəloʔ
jamuan	dʒamuan
kerukunan	kərukunan
selé	səle
pengadaptasian	pəŋadaptasian
semangatnya	səmaŋatɲa
memakaikan	məmakaikan
monitor	monitor
bagian	bagian
diucapkan	diutʃapkan
sambungannya	sambuŋanɲa
jagad	dʒagad
kambuh	kambuh
berkedai	bərkədai
bangkit	baŋkit
sesuatu	səsuatu
pesisiran	pəsisiran
berasmara	bərasmara
kedéra	kədera
dénasionalisasi	denasionalisasi
idéologis	ideologis
pemisahan	pəmisahan
conét	tʃonet
memperapikan	məmpərapikan
délinéasi	delineasi
menyanggupkan	məɲaŋgupkan
joran	dʒoran
membumi	məmbumi
calo	tʃalo
koma	koma
démés	demes
cacau	tʃatʃau
éksékusi	eʔsekusi
abaimana	abaimana
berganding	bərgandiŋ
prasarana	prasarana
superkonduktor	supərkonduʔtor
keésokan	kəesokan
berbagi	bərbagi
menimbul	mənimbul
nyawa	ɲawa
berceraian	bərtʃəraian
basi	basi
sékularis	sekularis
dékar	dekar
putih	putih
stimulasi	stimulasi
menyelaraskan	məɲəlaraskan
sédak	sedaʔ
kepemilikan	kəpəmilikan
pendamping	pəndampiŋ
bujét	budʒet
pérsonil	personil
asetat	asətat
arif	arif
riuh	riuh
cempor	tʃəmpor
kenohong	kənohoŋ
menerkupkan	mənərkupkan
mencabikkan	məntʃabiʔkan
setéger	sətegər
menciap	məntʃiap
permodalan	pərmodalan
méndong	mendoŋ
bahawa	bahawa
ancangan	antʃaŋan
senarai	sənarai
mencorongkan	məntʃoroŋkan
tiram	tiram
memperbanyak	məmpərbaɲaʔ
begah	bəgah
beratur	bəratur
perincian	pərintʃian
sebuah	səbuah
panggilan	paŋgilan
karung	karuŋ
dilasi	dilasi
petola	pətola
célak	tʃelaʔ
perantau	pərantau
bawat	bawat
sental	səntal
pelaga	pəlaga
kabur	kabur
sepéda	səpeda
membasahi	məmbasahi
pancaroba	pantʃaroba
melanoderma	məlanodərma
protokol	protokol
mencawatkan	məntʃawatkan
kedapatan	kədapatan
menembusi	mənəmbusi
dangau	daŋau
apian	apian
bilyét	biljet
tuduhan	tuduhan
ombang	ombaŋ
sejurus	sədʒurus
mengamang	məŋamaŋ
pemeluk	pəməluʔ
telémpong	təlempoŋ
séktoral	seʔtoral
melangkaui	məlaŋkaui
gingsir	giŋsir
komunis	komunis
ambal	ambal
kosmopolitan	kosmopolitan
peboling	pəboliŋ
menyeling	məɲəliŋ
saidina	saidina
tandatangan	tandataŋan
keluak	kəluaʔ
altérnatif	alternatif
biasa	biasa
lateral	latəral
sekal	səkal
bermaksud	bərmaʔsud
encang	əntʃaŋ
bombas	bombas
berpatutan	bərpatutan
karibnya	karibɲa
kepompong	kəpompoŋ
sempitan	səmpitan
memudar	məmudar
hipoték	hipoteʔ
berantas	bərantas
bersedekah	bərsədəkah
barbarisme	barbarismə
nasibmu	nasibmu
menderu	məndəru
meletihkan	mələtihkan
pesanan	pəsanan
pendéwasaan	pəndewasaʔan
jongkang	dʒoŋkaŋ
mengelibat	məŋəlibat
merancakkan	mərantʃaʔkan
berkuat	bərkuat
bercelur	bərtʃəlur
menghujani	məŋhudʒani
wejangan	wədʒaŋan
membélokkan	məmbeloʔkan
sejagat	sədʒagat
dempam	dəmpam
kosén	kosen
mengeruk	məŋəruʔ
perlu	pərlu
audiométer	audiometər
rugi	rugi
mufti	mufti
stratégi	strategi
asprak	aspraʔ
demikianlah	dəmikianlah
granit	granit
delu	dəlu
triliun	triliun
ketupat	kətupat
gegas	gəgas
pelakon	pəlakon
goyang	gojaŋ
meréhab	mərehab
memperselukkan	məmpərsəluʔkan
menjuarai	məndʒuarai
koyakan	kojakan
berbéka	bərbeka
dengkung	dəŋkuŋ
asiri	asiri
pelasik	pəlasiʔ
lumut	lumut
pembantuan	pəmbantuan
cipok	tʃipoʔ
hayatnya	hajatɲa
lonjak	londʒaʔ
daldaru	daldaru
kubang	kubaŋ
turisme	turismə
ujian	udʒian
kebagusan	kəbagusan
dicela	ditʃəla
pencemburu	pəntʃəmburu
pendukung	pəndukuŋ
tercagak	tərtʃagaʔ
bercélak	bərtʃelaʔ
dicurahkan	ditʃurahkan
kejéngkélan	kədʒeŋkelan
peniti	pəniti
kodrat	kodrat
ganding	gandiŋ
lawan	lawan
membencanakan	məmbəntʃanakan
tarawih	tarawih
bonjol	bondʒol
fauna	fauna
keuntungan	kəuntuŋan
permil	pərmil
kemam	kəmam
élips	elips
pelagra	pəlagra
berujung	bərudʒuŋ
sampanye	sampaɲə
jagaan	dʒagaʔan
pengambek-parama-artaan	pəŋambək-parama-artaʔan
sténografi	stenografi
membagi	məmbagi
kobar	kobar
hérba	herba
mur	mur
celomok	tʃəlomoʔ
pulanglah	pulaŋlah
keréta	kəreta
petamari	pətamari
tumpu	tumpu
memusatkan	məmusatkan
sedot	sədot
abidin	abidin
intérnal	internal
binaan	binaʔan
utas	utas
lapik	lapiʔ
cekat	tʃəkat
utilitas	utilitas
pemurah	pəmurah
lafaz	lafaz
séismogram	seismogram
embeli	əmbəli
pedangnya	pədaŋɲa
pengecualian	pəŋətʃualian
angkal	aŋkal
téktonik	teʔtoniʔ
momén	momen
biarlah	biarlah
batangnya	bataŋɲa
bingung	biŋuŋ
berkembang	bərkəmbaŋ
hélah	helah
béntol	bentol
membagul	məmbagul
menjarum	məndʒarum
menyelidiki	məɲəlidiki
dumung	dumuŋ
berpér	bərper
berkerékét	bərkəreket
lampau	lampau
telat	təlat
danda	danda
mendésain	məndesain
debaran	dəbaran
bum	bum
percampuran	pərtʃampuran
viétnam	vietnam
temali	təmali
dasbor	dasbor
comro	tʃomro
dihébohkan	dihebohkan
logis	logis
simétris	simetris
kaktus	kaʔtus
gelandangan	gəlandaŋan
sosiobudaya	sosiobudaja
pengharapan	pəŋharapan
kelénéng	kəleneŋ
piara	piara
pengamén	pəŋamen
partisipan	partisipan
péni	peni
sosialis	sosialis
kekitir	kəkitir
keikhlasan	kəiʔhlasan
tragédi	tragedi
menggambarkan	məŋgambarkan
kasir	kasir
mengantikkan	məŋantiʔkan
pelalah	pəlalah
alibi	alibi
kobra	kobra
menyelusup	məɲəlusup
fisik	fisiʔ
penyerahan	pəɲərahan
beluam	bəluam
bé	be
pencadang	pəntʃadaŋ
intipan	intipan
dibébaskan	dibebaskan
menyelingkan	məɲəliŋkan
mempertempurkan	məmpərtəmpurkan
gementar	gəməntar
penerapan	pənərapan
belontang	bəlontaŋ
légiun	legiun
membongméh	məmboŋmeh
penéwu	pənewu
terciprat	tərtʃiprat
menjejaki	məndʒədʒaki
muka	muka
kewajaran	kəwadʒaran
menghampiri	məŋhampiri
berbulu	bərbulu
mencobakan	məntʃobakan
hakékatnya	hakekatɲa
berbusa	bərbusa
perkaitan	pərkaitan
réda	reda
diterpa	ditərpa
sernak	sərnaʔ
penyetrapan	pəɲətrapan
keterangannya	kətəraŋanɲa
sesoca	səsotʃa
ataukah	ataukah
stratégik	strategiʔ
perlengkapan	pərləŋkapan
réngék	reŋeʔ
sesegera	səsəgəra
seimbang	səimbaŋ
apikal	apikal
mencampuri	məntʃampuri
défilé	defile
kalkulasi	kalkulasi
bagaimana	bagaimana
membahu	məmbahu
mengambul	məŋambul
méjar	medʒar
pengempisan	pəŋəmpisan
jiran	dʒiran
menunaikan	mənunaikan
mayor	major
jatuhan	dʒatuhan
kelintingan	kəlintiŋan
mengagéni	məŋageni
pelias	pəlias
dwimuka	dwimuka
memeka	məməka
beréngsék	bəreŋseʔ
kebekuan	kəbəkuan
périméter	perimetər
kandis	kandis
bersicengang	bərsitʃəŋaŋ
telepuk	tələpuʔ
uranium	uranium
semprong	səmproŋ
cipta	tʃipta
dikarang	dikaraŋ
sélokan	selokan
katamu	katamu
antipirétik	antipiretiʔ
berkuah	bərkuah
kelembuai	kələmbuai
berdémonstrasi	bərdemonstrasi
belai	bəlai
penyengatan	pəɲəŋatan
terséngét	tərseŋet
mengumpulkan	məŋumpulkan
perusuh	pərusuh
belukut	bəlukut
berpenghasilan	bərpəŋhasilan
inspirasi	inspirasi
mencengangkan	məntʃəŋaŋkan
banji	bandʒi
jiwaku	dʒiwaku
gawat	gawat
menyeléndangkan	məɲəlendaŋkan
mendeham	məndəham
menari	mənari
sehelai	səhəlai
télépati	telepati
pengebor	pəŋəbor
pengartian	pəŋartian
berpasir	bərpasir
kira	kira
embaru	əmbaru
domino	domino
tuyul	tujul
mengendalikan	məŋəndalikan
kendati	kəndati
lenggong	ləŋgoŋ
pembeli	pəmbəli
asmaradanta	asmaradanta
delah	dəlah
empuk	əmpuʔ
gigih	gigih
keresahan	kərəsahan
tafsir	tafsir
tersendiri	tərsəndiri
pasung	pasuŋ
slang	slaŋ
jago	dʒago
sekatén	səkaten
cepat	tʃəpat
bukit	bukit
tersengguk	tərsəŋguʔ
ékspor	eʔspor
berkadar	bərkadar
membuncit	məmbuntʃit
sedua	sədua
kesilapan	kəsilapan
mencalit	məntʃalit
dukacarita	dukatʃarita
éksisténsialis	eʔsistensialis
dinding	dindiŋ
céngki	tʃeŋki
cemara	tʃəmara
antéro	antero
kelung	kəluŋ
berduél	bərduel
menguncup	məŋuntʃup
aliansi	aliansi
menggegarkan	məŋgəgarkan
mengencangkan	məŋəntʃaŋkan
bersitegang	bərsitəgaŋ
sani	sani
bayur	bajur
asar	asar
selaju	səladʒu
duplo	duplo
maknanya	maʔnaɲa
pétés	petes
walafiat	walafiat
menyanggah	məɲaŋgah
bengal	bəŋal
tékenan	tekənan
seriawan	səriawan
kekotoran	kəkotoran
meradang	məradaŋ
amortisasi	amortisasi
makanan	makanan
nétra	netra
luhur	luhur
menggauli	məŋgauli
degar	dəgar
keenam	kəʔənam
imprésionisme	impresionismə
belérang	bəleraŋ
andok	andoʔ
julat	dʒulat
dikuasakan	dikuasakan
peselam	pəsəlam
mencabau	məntʃabau
penémpélan	pənempelan
serigala	sərigala
menggertak	məŋgərtaʔ
alamanda	alamanda
memerhatikan	məmərhatikan
kolor	kolor
memblokir	məmblokir
tenggalung	təŋgaluŋ
konsul	konsul
tunduk	tunduʔ
ikat	ikat
mengabarkan	məŋabarkan
cawang	tʃawaŋ
mengéngkéng	məŋeŋkeŋ
penyerapan	pəɲərapan
kelestarian	kələstarian
bersendirian	bərsəndirian
sok	soʔ
meluap	məluap
tiris	tiris
dijawab	didʒawab
warkah	warkah
kuman	kuman
kano	kano
banyaknya	baɲaʔɲa
pendidik	pəndidiʔ
kelocak	kəlotʃaʔ
dikenakan	dikənakan
pendermaan	pəndərmaʔan
penyelidik	pəɲəlidiʔ
jambang	dʒambaŋ
melambangkan	məlambaŋkan
pélvis	pelvis
ab’ad	abʔad
rumus	rumus
seminai	səminai
sukacita	sukatʃita
membubuhkan	məmbubuhkan
mendiskriminasi	məndisʔriminasi
dowér	dower
berbésan	bərbesan
menggemborkan	məŋgəmborkan
dinamisme	dinamismə
bina	bina
kedaian	kədaian
tisik	tisiʔ
serentak	sərəntaʔ
memuja	məmudʒa
tercekam	tərtʃəkam
peru	pəru
pembawang	pəmbawaŋ
dwimatra	dwimatra
témporér	temporer
gabungan	gabuŋan
téror	teror
jenaka	dʒənaka
disimilasi	disimilasi
delan	dəlan
bongak	boŋaʔ
membéntéh	məmbenteh
pembersih	pəmbərsih
anatomis	anatomis
berpandu	bərpandu
mengélok	məŋeloʔ
layang	lajaŋ
diterangkan	ditəraŋkan
kecemasan	kətʃəmasan
shah	shah
réstriksi	restriʔsi
membabar	məmbabar
berlambak	bərlambaʔ
berkelam	bərkəlam
semangka	səmaŋka
tersekat	tərsəkat
memiringkan	məmiriŋkan
mengelus	məŋəlus
pengatu	pəŋatu
jeruji	dʒərudʒi
boyongan	bojoŋan
altruis	altruis
pembaptisan	pəmbaptisan
segelas	səgəlas
dampal	dampal
wahyu	wahju
menyisakan	məɲisakan
bécéng	betʃeŋ
diambilnya	diambilɲa
berdegum	bərdəgum
secepatnya	sətʃəpatɲa
kerangkéng	kəraŋkeŋ
dangar	daŋar
amilase	amilasə
léter	letər
mengetepikan	məŋətəpikan
beduk	bəduʔ
jati	dʒati
pemasukan	pəmasukan
késah	kesah
pembangkang	pəmbaŋkaŋ
tahbisan	tahbisan
térapi	terapi
bijan	bidʒan
catu	tʃatu
sanat	sanat
sialan	sialan
bodor	bodor
mandur	mandur
pedagang	pədagaŋ
radiator	radiator
géndongan	gendoŋan
tandang	tandaŋ
sanggul	saŋgul
menyedangkan	məɲədaŋkan
mobil	mobil
desis	dəsis
pertentaraan	pərtəntaraʔan
kecelaan	kətʃəlaʔan
takrif	taʔrif
perbaikan	pərbaikan
dirusakkan	dirusaʔkan
kelenjar	kələndʒar
sogok	sogoʔ
séméster	semestər
terduduk	tərduduʔ
campang	tʃampaŋ
sénioriti	senioriti
dioksin	dioʔsin
sepuas	səpuas
kronologis	ʔronologis
memahirkan	məmahirkan
meminimalkan	məminimalkan
sengsam	səŋsam
menebalkan	mənəbalkan
tercantol	tərtʃantol
buruk	buruʔ
kasasi	kasasi
hadir	hadir
boya	boja
diancam	diantʃam
pérmanganat	permaŋanat
drop	drop
mencocor	məntʃotʃor
memperkecil	məmpərkətʃil
multinasional	multinasional
senderik	səndəriʔ
dwilingga	dwiliŋga
mengasosiasikan	məŋasosiasikan
akupunktur	akupunʔtur
lainan	lainan
syah	sjah
ténis	tenis
keanginan	kəaŋinan
berperilaku	bərpərilaku
nor	nor
tanggungan	taŋguŋan
mendistribusikan	məndistribusikan
éndah	endah
meng	məŋ
tembolok	təmboloʔ
haris	haris
mantan	mantan
pinggir	piŋgir
dami	dami
prihatin	prihatin
bandrék	bandreʔ
memeram	məməram
médis	medis
membujuki	məmbudʒuki
perseteruan	pərsətəruan
mérés	meres
perbalahan	pərbalahan
termakan	tərmakan
pelepah	pələpah
encim	əntʃim
menyelingi	məɲəliŋi
keroncongan	kərontʃoŋan
sinkronisasi	sinʔronisasi
menggoyahkan	məŋgojahkan
kecentilan	kətʃəntilan
hambat	hambat
gegaran	gəgaran
timpa	timpa
frékuénsi	frekuensi
dalalat	dalalat
membanding	məmbandiŋ
bugis	bugis
mencicip	məntʃitʃip
keyakinan	kəjakinan
kecéwa	kətʃewa
ékon	ekon
persinggahan	pərsiŋgahan
berkeluyuran	bərkəlujuran
gemerincing	gəmərintʃiŋ
keduniaan	kəduniaʔan
rengus	rəŋus
berbenam	bərbənam
congék	tʃoŋeʔ
sebabat	səbabat
terumbu	tərumbu
arakan	arakan
bersalju	bərsaldʒu
tébar	tebar
beranjung	bərandʒuŋ
ditambahnya	ditambahɲa
semawang	səmawaŋ
rekannya	rəkanɲa
penyemaian	pəɲəmaian
morfin	morfin
pengeluh	pəŋəluh
diksa	diʔsa
spion	spion
réwél	rewel
diperbaiki	dipərbaiki
sértifikat	sertifikat
kalam	kalam
mengercitkan	məŋərtʃitkan
aling	aliŋ
perétél	pəretel
betik	bətiʔ
rimbanya	rimbaɲa
terséndok	tərsendoʔ
semaya	səmaja
kafétaria	kafetaria
cantolan	tʃantolan
tepinya	təpiɲa
agroindustri	agroindustri
berabonemén	bərabonəmen
profésionalisme	profesionalismə
mengundang	məŋundaŋ
mengoyak	məŋojaʔ
agitasi	agitasi
tapai	tapai
rétrét	retret
séni	seni
lugu	lugu
pembendaan	pəmbəndaʔan
bekat	bəkat
perhentian	pərhəntian
sedap	sədap
memagar	məmagar
memungkiri	məmuŋkiri
mengambili	məŋambili
pelotot	pəlotot
pemotongan	pəmotoŋan
berfalsafah	bərfalsafah
métodis	metodis
campin	tʃampin
pembabat	pəmbabat
selékor	səlekor
berselémpang	bərsəlempaŋ
pemerunan	pəmərunan
melingkupi	məliŋkupi
pérsonalia	personalia
éf	ef
ségéh	segeh
menetap	mənətap
autopsi	autopsi
serban	sərban
sadari	sadari
selai	səlai
moga-moga	moga-moga
jawaban	dʒawaban
membakarkan	məmbakarkan
keteladanan	kətəladanan
psikiatri	psikiatri
sarjan	sardʒan
membakar	məmbakar
perigel	pərigəl
pedapa	pədapa
amah	amah
perslah	pərslah
penaklukan	pənaʔlukan
pendirusan	pəndirusan
hiérarki	hierarki
kuini	kuini
pér	per
dicas	ditʃas
lajur	ladʒur
pugar	pugar
kanun	kanun
penghubung	pəŋhubuŋ
soré	sore
awak	awaʔ
nétralisme	netralismə
cempelik	tʃəmpəliʔ
tercebur	tərtʃəbur
informasi	informasi
mengérét	məŋeret
introspéksi	introspeʔsi
kotai	kotai
menyendiri	məɲəndiri
berdekat	bərdəkat
tekang	təkaŋ
perkeréta-apian	pərkəreta-apian
tabur	tabur
tujuan	tudʒuan
lafal	lafal
dipikul	dipikul
kedunguan	kəduŋuan
membeban	məmbəban
obsérvatorium	observatorium
berbiji	bərbidʒi
suvenir	suvənir
penyesat	pəɲəsat
mengelola	məŋəlola
memboikot	məmboikot
berakumulasi	bərakumulasi
belantik	bəlantiʔ
iring	iriŋ
léléhan	lelehan
mencadai	məntʃadai
kikuk	kikuʔ
menyérapkan	məɲerapkan
mengkhayalkan	məŋʔhajalkan
perkecambahan	pərkətʃambahan
putat	putat
dagu	dagu
mencekokkan	məntʃəkoʔkan
mengumpul	məŋumpul
mencacat	məntʃatʃat
meniru	məniru
sikap	sikap
menggiring	məŋgiriŋ
pemalu	pəmalu
cukilan	tʃukilan
sakitnya	sakitɲa
kepicikan	kəpitʃikan
berargumén	bərargumen
memberi	məmbəri
merintih	mərintih
seturu	səturu
pencegah	pəntʃəgah
membenahi	məmbənahi
penyimpan	pəɲimpan
memuatkan	məmuatkan
seruk	səruʔ
katode	katodə
pelayaran	pəlajaran
keridas	kəridas
koordinasi	koʔordinasi
boncéng	bontʃeŋ
mencebir	məntʃəbir
melalui	məlalui
pelajar	pəladʒar
tertanggung	tərtaŋguŋ
data	data
parau	parau
mendakwai	məndaʔwai
mengakrabi	məŋaʔrabi
congki	tʃoŋki
nona	nona
urat	urat
pésimis	pesimis
senjata	səndʒata
tumbuk	tumbuʔ
menghématkan	məŋhematkan
délta	delta
teritip	təritip
bertéma	bərtema
comotan	tʃomotan
disaring	disariŋ
arus	arus
alkasyaf	alkasjaf
kutil	kutil
gerang	gəraŋ
semplak	səmplaʔ
kompak	kompaʔ
struktur	struʔtur
melestarikan	mələstarikan
mengentas	məŋəntas
sérologi	serologi
berbangsa	bərbaŋsa
uang	uaŋ
ajuk	adʒuʔ
menikahi	mənikahi
terlindung	tərlinduŋ
mendesuskan	məndəsuskan
menyemprotkan	məɲəmprotkan
capah	tʃapah
spésialisasi	spesialisasi
béker	bekər
pakai	pakai
penyelam	pəɲəlam
memperdengarkan	məmpərdəŋarkan
menjalin	məndʒalin
beristighfar	bəristighfar
induk	induʔ
pencatut	pəntʃatut
menyiramkan	məɲiramkan
busur	busur
mensubsidi	mənsubsidi
radio	radio
berlindung	bərlinduŋ
véktor	veʔtor
menganugerahkan	məŋanugərahkan
baron	baron
gelugur	gəlugur
jering	dʒəriŋ
kernéli	kərneli
kongkongan	koŋkoŋan
kedokteran	kədoʔtəran
pencuci	pəntʃutʃi
usulan	usulan
meléwati	məlewati
merombak	mərombaʔ
penikmatan	pəniʔmatan
mendwigandakan	məndwigandakan
benggil	bəŋgil
berlepas	bərləpas
mengacaukan	məŋatʃaukan
kearifan	kəarifan
menggeropyok	məŋgəropjoʔ
sombong	somboŋ
ansambel	ansambəl
melesat	mələsat
penanda	pənanda
bandan	bandan
ternilai	tərnilai
meniti	məniti
gencar	gəntʃar
binéka	bineka
séri	seri
terselempang	tərsələmpaŋ
kondéktur	kondeʔtur
terucapkan	tərutʃapkan
universal	univərsal
perakuntanan	pərakuntanan
memintal	məmintal
sepulih	səpulih
sérokan	serokan
hujung	hudʒuŋ
selempang	sələmpaŋ
ampunan	ampunan
dédés	dedes
belulang	bəlulaŋ
nomplok	nomploʔ
makaroni	makaroni
bubuh	bubuh
sosialisasi	sosialisasi
pawagam	pawagam
setingkat	sətiŋkat
pembocoran	pəmbotʃoran
générik	generiʔ
konfirmasi	konfirmasi
berhimpun	bərhimpun
antah	antah
penerkaan	pənərkaʔan
debam	dəbam
serangan	səraŋan
percis	pərtʃis
berbulang	bərbulaŋ
pengerikilan	pəŋərikilan
kekasihnya	kəkasihɲa
prosa	prosa
keberangkatan	kəbəraŋkatan
berkemu	bərkəmu
kécar	ketʃar
terbentang	tərbəntaŋ
perkebunan	pərkəbunan
yatim	jatim
kemilap	kəmilap
racau	ratʃau
persekongkolan	pərsəkoŋkolan
meniarap	məniarap
hendakkan	həndaʔkan
menyuburkan	məɲuburkan
musafir	musafir
rumahtangga	rumahtaŋga
encik	əntʃiʔ
laut	laut
apel	apəl
kesepakatan	kəsəpakatan
berumput	bərumput
pekerti	pəkərti
pijar	pidʒar
sembilan	səmbilan
lambung	lambuŋ
penghidupan	pəŋhidupan
khotbah	ʔhotbah
seminau	səminau
perilaku	pərilaku
kempot	kəmpot
sép	sep
dalaman	dalaman
bégar	begar
bentan	bəntan
dakah	dakah
corong	tʃoroŋ
sita	sita
pemirsa	pəmirsa
ganti	ganti
tetapi	tətapi
jumaah	dʒumaʔah
berfungsi	bərfuŋsi
masjid	masdʒid
bertelut	bərtəlut
perinci	pərintʃi
penyuruh	pəɲuruh
bantut	bantut
tongkol	toŋkol
jalil	dʒalil
tépos	tepos
kerisik	kərisiʔ
huruf	huruf
kélong	keloŋ
kebotakan	kəbotakan
ibunya	ibuɲa
mengeloni	məŋəloni
suraya	suraja
keperancak	kəpərantʃaʔ
asmaraloka	asmaraloka
dangkap	daŋkap
ketiganya	kətigaɲa
bermurah	bərmurah
layan	lajan
tukal	tukal
takraw	taʔraw
absés	abses
sesaat	səsaʔat
kerucil	kərutʃil
sintésis	sintesis
léngkéng	leŋkeŋ
keromong	kəromoŋ
pelekuk	pələkuʔ
pascasarjana	pastʃasardʒana
alan	alan
tegasnya	təgasɲa
mala	mala
dari	dari
pemeriksa	pəməriʔsa
diulang	diulaŋ
perorangan	pəroraŋan
renjis	rəndʒis
lagi.	lagi.
asbés	asbes
mendabak	məndabaʔ
brén	bren
menétési	mənetesi
asbak	asbaʔ
ingat	iŋat
literatur	litəratur
menyerahkan	məɲərahkan
introvér	introver
barau	barau
mulia	mulia
alat	alat
saya	saja
kemik	kəmiʔ
nyetél	ɲətel
menyelimutkan	məɲəlimutkan
mengisytiharkan	məŋisjtiharkan
alurnya	alurɲa
secercah	sətʃərtʃah
ba’	baʔ
perkembang-biakan	pərkəmbaŋ-biakan
saadah	saʔadah
bagur	bagur
ditangkap	ditaŋkap
séntak	sentaʔ
demap	dəmap
menekang	mənəkaŋ
légar	legar
duyun	dujun
pendésain	pəndesain
berkelebihan	bərkələbihan
polan	polan
birokratis	biroʔratis
penyakit	pəɲakit
menyusul	məɲusul
bekuan	bəkuan
tekung	təkuŋ
berlangsungnya	bərlaŋsuŋɲa
bebuyutan	bəbujutan
mengeling	məŋəliŋ
berkata	bərkata
vaksin	vaʔsin
sentada	səntada
belukar	bəlukar
séwar	sewar
dimanfaatkan	dimanfaʔatkan
mortir	mortir
béloh	beloh
hulubalang	hulubalaŋ
lurah	lurah
bongkor	boŋkor
dipakainya	dipakaiɲa
blekék	bləkeʔ
dilompati	dilompati
dugdéng	dugdeŋ
mengalah	məŋalah
kecemaran	kətʃəmaran
mengejap	məŋədʒap
kecécéran	kətʃetʃeran
bengkunang	bəŋkunaŋ
selepa	sələpa
ci	tʃi
muda	muda
kembeng	kəmbəŋ
lava	lava
mere	mərə
bagai	bagai
kahwin	kahwin
percikan	pərtʃikan
kongésti	koŋesti
mencebikkan	məntʃəbiʔkan
perkongsian	pərkoŋsian
penyerimpung	pəɲərimpuŋ
kakus	kakus
keta	kəta
snék	sneʔ
parang	paraŋ
aséptik	aseptiʔ
khas	ʔhas
paus	paus
pembangun	pəmbaŋun
dauk	dauʔ
dipotong	dipotoŋ
kerékot	kərekot
gurau	gurau
taun	taun
menyelara	məɲəlara
individualis	individualis
permohonan	pərmohonan
lalulintas	lalulintas
membatui	məmbatui
mencermati	məntʃərmati
skim	skim
ayamnya	ajamɲa
jelita	dʒəlita
anggrék	aŋgreʔ
barok	baroʔ
konsérvasi	konservasi
berlauk	bərlauʔ
tetal	tətal
perihal	pərihal
mengawan	məŋawan
amit	amit
keloyor	kəlojor
ajak	adʒaʔ
lérét	leret
brokat	brokat
larut	larut
anuswara	anuswara
hipokrit	hipoʔrit
keangkaraan	kəaŋkaraʔan
percékcokan	pərtʃeʔtʃokan
minim	minim
melompat	məlompat
dibagi	dibagi
bungkusan	buŋkusan
binar	binar
rasisme	rasismə
sebintang	səbintaŋ
kes	kəs
sepuh	səpuh
bendo	bəndo
