tříštěn	tr̝̊iːʃcɛn
příčinnost	pr̝̊iːt͡ʃɪnost
řepčínský	r̝ɛpt͡ʃiːnskiː
kovář	kovaːr̝̊
sled	slɛt
josef	jozɛf
tichý	cɪxiː
přátelský	pr̝̊aːtɛlskiː
hoste	ɦostɛ
lživý	lʒɪviː
výseč	viːsɛt͡ʃ
slejvák	slɛjvaːk
rýsování	riːsovaːɲiː
dusík	dusiːk
lehkomyslný	lɛxkomɪsl̩niː
sunnitský	sunɪtskiː
klaustrofobie	klau̯strofobɪjɛ
muškátovník	muʃkaːtovɲiːk
vyjmenovat	vɪjmɛnovat
šanghajan	ʃaŋɡɦajan
knedlíček	knɛdliːt͡ʃɛk
šokující	ʃokujiːt͡siː
hory	ɦorɪ
zatratit	zatracɪt
jalovčinka	jaloft͡ʃɪŋka
řadit	r̝aɟɪt
dalmatština	dalmatʃcɪna
iterativní	ɪtɛratɪvɲiː
korouhvička	korou̯ɦvɪt͡ʃka
mluva	mluva
krá	kraː
kalendář	kalɛndaːr̝̊
vrhlík	vr̩ɦliːk
prakticky	praktɪt͡skɪ
dědičnost	ɟɛɟɪt͡ʃnost
masech	masɛx
žijete	ʒɪjɛtɛ
zmrd	zmr̩t
buřičský	bur̝ɪt͡ʃskiː
uřvaný	ur̝vaniː
deka	dɛka
mechanismus	mɛxanɪzmus
váhy	vaːɦɪ
pros	pros
črta	t͡ʃr̩ta
stvořenina	stvor̝ɛɲɪna
vyvolávat	vɪvolaːvat
kosmopolitní	kosmopolɪtɲiː
drah	drax
ačkoli	at͡ʃkolɪ
přídatný	pr̝̊iːdatniː
slovníkářský	slovɲiːkaːr̝̊skiː
umístění	umiːscɛɲiː
matice	macɪt͡sɛ
titěrný	cɪcɛrniː
ojet	ojɛt
osm	osm̩
obalů	obaluː
broskev	broskɛf
mašle	maʃlɛ
abeceda	abɛt͡sɛda
zmrzl	zmr̩zl̩
sereš	sɛrɛʃ
implicitní	ɪmplɪt͡sɪtɲiː
krutem	krutɛm
zrcadlo	zr̩t͡sadlo
sdostatek	zdostatɛk
čadí	t͡ʃaɟiː
foukat	fou̯kat
robot	robot
mitóza	mɪtoːza
bedly	bɛdlɪ
aklimatizovat	aklɪmatɪzovat
věhlasný	vjɛɦlasniː
marika	marɪka
územní	uːzɛmɲiː
dřena	dr̝ɛna
havraní	ɦavraɲiː
onikat	oɲɪkat
rypák	rɪpaːk
milého	mɪlɛːɦo
dynastický	dɪnastɪt͡skiː
pustí	pusciː
juta	juta
vozhřivka	vozɦr̝ɪfka
běloruský	bjɛloruskiː
radikálnost	radɪkaːlnost
alveolární	alvɛolaːrɲiː
přehlídka	pr̝̊ɛɦliːtka
uzbečtina	uzbɛt͡ʃcɪna
kroměříž	kromɲɛr̝iːʃ
ledabylost	lɛdabɪlost
hlízka	ɦliːska
kónický	koːnɪt͡skiː
zříci	zr̝iːt͡sɪ
megabit	mɛɡabɪt
house	ɦou̯sɛ
bezstarostný	bɛstarostniː
hypoteticky	ɦɪpotɛtɪt͡skɪ
bór	boːr
šumy	ʃumɪ
luka	luka
tamilština	tamɪlʃcɪna
fešanda	fɛʃanda
stroj	stroj
tvoří	tvor̝iː
věštec	vjɛʃtɛt͡s
srha	sr̩ɦa
arkýř	arkiːr̝̊
jepic	jɛpɪt͡s
telurovodík	tɛlurovoɟiːk
expatriace	ɛkspatrɪat͡sɛ
vyhnutelný	vɪɦnutɛlniː
mědikovec	mɲɛɟɪkovɛt͡s
mečem	mɛt͡ʃɛm
četly	t͡ʃɛtlɪ
infrastrukturní	ɪnfrastrukturɲiː
zředěný	zr̝ɛɟɛniː
ho	ɦo
podpisovat	potpɪsovat
židovi	ʒɪdovɪ
indiferentní	ɪndɪfɛrɛntɲiː
antivirální	antɪvɪraːlɲiː
pečovat	pɛt͡ʃovat
ledovost	lɛdovost
váček	vaːt͡ʃɛk
tvrdohlavě	tvr̩doɦlavjɛ
pannou	panou̯
okolí	okoliː
vinař	vɪnar̝̊
chvátal	xvaːtal
kabátek	kabaːtɛk
týká	tiːkaː
kalme	kalmɛ
předválečný	pr̝̊ɛdvaːlɛt͡ʃniː
savče	saft͡ʃɛ
jezme	jɛzmɛ
ženíme	ʒɛɲiːmɛ
agregátor	aɡrɛɡaːtor
stanovy	stanovɪ
slaboduchý	slaboduxiː
mažu	maʒu
vybumbat	vɪbumbat
radu	radu
vlezdoprdelka	vlɛzdopr̩dɛlka
křížen	kr̝̊iːʒɛn
hakenkrajc	ɦakɛŋkrajt͡s
strup	strup
musím	musiːm
černohorka	t͡ʃɛrnoɦorka
kloňte	kloɲtɛ
obřízka	obr̝iːska
bráchanec	braːxanɛt͡s
é	ɛː
těm	cɛm
velíme	vɛliːmɛ
lomítko	lomiːtko
skenovat	skɛnovat
askeze	askɛzɛ
orlího	orliːɦo
směrům	sm̩ɲɛruːm
česky	t͡ʃɛskɪ
zajme	zajmɛ
smutek	smutɛk
kruť	kruc
kila	kɪla
větrný	vjɛtr̩niː
arabák	arabaːk
odolnost	odolnost
vědro	vjɛdro
sranec	sranɛt͡s
teherán	tɛɦɛraːn
klasem	klasɛm
pravomoc	pravomot͡s
žalozpěv	ʒalospjɛf
asymptoticky	asɪmptotɪt͡skɪ
múza	muːza
sokyně	sokɪɲɛ
schod	sxot
čížek	t͡ʃiːʒɛk
zaměstnávat	zamɲɛstnaːvat
splněný	spl̩ɲɛniː
rytíř	rɪciːr̝̊
atletka	atlɛtka
košů	koʃuː
ohrada	oɦrada
slupku	slupku
řadí	r̝aɟiː
dalimil	dalɪmɪl
půdě	puːɟɛ
šálách	ʃaːlaːx
nešvar	nɛʃvar
vzaty	vzatɪ
organizátorka	orɡaɲɪzaːtorka
přejít	pr̝̊ɛjiːt
modus	modus
unavený	unavɛniː
nesmrtelný	nɛsmr̩tɛlniː
slovíčko	sloviːt͡ʃko
poctivě	pot͡scɪvjɛ
miloslava	mɪloslava
netečný	nɛtɛt͡ʃniː
necháte	nɛxaːtɛ
vlezlý	vlɛzliː
tma	tma
síťový	siːcoviː
hedvika	ɦɛdvɪka
pije	pɪjɛ
močit	mot͡ʃɪt
asketický	askɛtɪt͡skiː
elektronka	ɛlɛktroŋka
moderovat	modɛrovat
lóže	loːʒɛ
abnormální	abnormaːlɲiː
vida	vɪda
laskavec	laskavɛt͡s
deru	dɛru
ploše	ploʃɛ
vnitrozemí	vɲɪtrozɛmiː
debil	dɛbɪl
fest	fɛst
pučet	put͡ʃɛt
sviní	svɪɲiː
usne	usnɛ
měřitelný	mɲɛr̝ɪtɛlniː
limberský	lɪmbɛrskiː
kuběna	kubjɛna
črtám	t͡ʃr̩taːm
špičák	ʃpɪt͡ʃaːk
hřešit	ɦr̝ɛʃɪt
podoba	podoba
demagogie	dɛmaɡoɡɪjɛ
novozélanďanka	novozɛːlanɟaŋka
uplatnění	uplatɲɛɲiː
přibrat	pr̝̊ɪbrat
bachův	baxuːf
závadný	zaːvadniː
kyberterorismus	kɪbɛrtɛrorɪzmus
dorazit	dorazɪt
vadách	vadaːx
akropole	akropolɛ
růže	ruːʒɛ
mastičkář	mascɪt͡ʃkaːr̝̊
vyhledávač	vɪɦlɛdaːvat͡ʃ
packám	pat͡skaːm
prasit	prasɪt
opeře	opɛr̝ɛ
dána	daːna
neúcta	nɛuːt͡sta
šiti	ʃɪcɪ
somálština	somaːlʃcɪna
dusitý	dusɪtiː
sklade	skladɛ
vápna	vaːpna
sedat	sɛdat
limba	lɪmba
spěte	spjɛtɛ
výreček	viːrɛt͡ʃɛk
kazaška	kazaʃka
šťávy	ʃcaːvɪ
nespokojenec	nɛspokojɛnɛt͡s
týkat	tiːkat
hydrát	ɦɪdraːt
ztišit	scɪʃɪt
burkinafaský	burkɪnafaskiː
mouchu	mou̯xu
střelnice	str̝̊ɛlɲɪt͡sɛ
bábinka	baːbɪŋka
véčko	vɛːt͡ʃko
hyponymum	ɦɪponɪmum
měřítko	mɲɛr̝iːtko
kolísat	koliːsat
umějí	umɲɛjiː
trávení	traːvɛɲiː
spon	spon
miřme	mɪr̝mɛ
výmluva	viːmluva
dávily	daːvɪlɪ
agnostik	aɡnostɪk
mazlit	mazlɪt
kanaďan	kanaɟan
vatra	vatra
platě	placɛ
zabiják	zabɪjaːk
odmocnina	odmot͡sɲɪna
koevoluce	koɛvolut͡sɛ
soudržný	sou̯dr̩ʒniː
céčko	t͡sɛːt͡ʃko
nitě	ɲɪcɛ
viktorka	vɪktorka
rázem	raːzɛm
servala	sɛrvala
detox	dɛtoks
komoda	komoda
uměly	umɲɛlɪ
aklimatizovaný	aklɪmatɪzovaniː
princ	prɪnt͡s
pochyba	poxɪba
vyrovnávat	vɪrovnaːvat
znárodnit	znaːrodɲɪt
bulet	bulɛt
odznak	odznak
sejete	sɛjɛtɛ
cechovní	t͡sɛxovɲiː
prostitutka	prostɪtutka
novina	novɪna
páteřní	paːtɛr̝ɲiː
sluk	sluk
přibírat	pr̝̊ɪbiːrat
sláva	slaːva
jedináček	jɛɟɪnaːt͡ʃɛk
radíme	raɟiːmɛ
uhlem	uɦlɛm
nárys	naːrɪs
viníme	vɪɲiːmɛ
rovnat	rovnat
ženáč	ʒɛnaːt͡ʃ
skandovat	skandovat
následovat	naːslɛdovat
zadávat	zadaːvat
nespočetnost	nɛspot͡ʃɛtnost
dírami	ɟiːramɪ
provazník	provazɲiːk
připalovat	pr̝̊ɪpalovat
jménem	jmɛːnɛm
poševní	poʃɛvɲiː
vilami	vɪlamɪ
mha	mɦa
věžička	vjɛʒɪt͡ʃka
lakotit	lakocɪt
rod	rot
ďasové	ɟasovɛː
koláček	kolaːt͡ʃɛk
soukupová	sou̯kupovaː
otrocký	otrot͡skiː
stáří	staːr̝iː
jakub	jakup
exspirace	ɛkspɪrat͡sɛ
jepice	jɛpɪt͡sɛ
neohrabaný	nɛoɦrabaniː
zbynďa	zbɪnɟa
liberijský	lɪbɛrɪjskiː
dobromila	dobromɪla
vůně	vuːɲɛ
miláňan	mɪlaːɲan
tunisko	tunɪsko
tisící	cɪsiːt͡siː
hádat	ɦaːdat
rajčátko	rajt͡ʃaːtko
izomorfismus	ɪzomorfɪzmus
bronislava	broɲɪslava
alicin	alɪt͡sɪn
mlád	mlaːt
černidlo	t͡ʃɛrɲɪdlo
lupička	lupɪt͡ʃka
pomluva	pomluva
kale	kalɛ
poznámkový	poznaːmkoviː
vzorkovat	vzorkovat
bolel	bolɛl
satén	satɛːn
prče	pr̩t͡ʃɛ
kopýtko	kopiːtko
okny	oknɪ
uber	ubɛr
fusekle	fusɛklɛ
srab	srap
potřásši	potr̝̊aːsʃɪ
naměkko	namɲɛko
zaměnitelný	zamɲɛɲɪtɛlniː
dušeny	duʃɛnɪ
supem	supɛm
vaječník	vajɛt͡ʃɲiːk
ležel	lɛʒɛl
dvojitý	dvojɪtiː
melancholie	mɛlanxolɪɛ
rozmazat	rozmazat
lovem	lovɛm
ránou	raːnou̯
gerda	ɡɛrda
akceptovat	akt͡sɛptovat
jaguár	jaɡuaːr
video	vɪdɛo
vyčerpání	vɪt͡ʃɛrpaːɲiː
nobelův	nobɛluːf
straku	straku
sešít	sɛʃiːt
pavlíček	pavliːt͡ʃɛk
objetí	objɛciː
miladka	mɪlatka
nakonec	nakonɛt͡s
švorc	ʃvort͡s
volte	voltɛ
nadechnout	nadɛxnou̯t
definovatelný	dɛfɪnovatɛlniː
nevděčnost	nɛvɟɛt͡ʃnost
obležení	oblɛʒɛɲiː
obuta	obuta
podstavec	potstavɛt͡s
stížnost	sciːʒnost
votíková	vociːkovaː
sítí	siːciː
detektivní	dɛtɛktɪvɲiː
rovnoběžník	rovnobjɛʒɲiːk
posla	posla
páťák	paːcaːk
skřítčí	skr̝̊iːt͡ʃiː
bezpříkladný	bɛspr̝̊iːkladniː
rušeny	ruʃɛnɪ
kérka	kɛːrka
demograf	dɛmoɡraf
stehny	stɛɦnɪ
prosazovat	prosazovat
vrtat	vr̩tat
víš	viːʃ
rwanďan	rvanɟan
zíráš	ziːraːʃ
prvý	pr̩viː
sklonný	skloniː
spustit	spuscɪt
kukačka	kukat͡ʃka
děvkař	ɟɛfkar̝̊
pětiprocentní	pjɛcɪprot͡sɛntɲiː
guinea	ɡɪnɛa
dumala	dumala
sociální	sot͡sɪaːlɲiː
fretčí	frɛt͡ʃiː
pakůň	pakuːɲ
mířen	miːr̝ɛn
potok	potok
zdislava	zɟɪslava
komunista	komunɪsta
smířit	smiːr̝ɪt
chtě	xcɛ
zmaten	zmatɛn
luků	lukuː
akce	akt͡sɛ
tenká	tɛŋkaː
díla	ɟiːla
vaclík	vat͡sliːk
jindřichův	jɪndr̝ɪxuːf
pluralismus	pluralɪzmus
moudí	mou̯ɟiː
žiji	ʒɪjɪ
rado	rado
eričin	ɛrɪt͡ʃɪn
lhát	lɦaːt
snídat	sɲiːdat
jedlovec	jɛdlovɛt͡s
městy	mɲɛstɪ
výklad	viːklat
infekce	ɪnfɛkt͡sɛ
strukturalista	strukturalɪsta
pekiňan	pɛkɪɲan
světcův	svjɛt͡suːf
bodat	bodat
králi	kraːlɪ
bludiště	bluɟɪʃcɛ
lazečtí	lazɛt͡ʃciː
samomluva	samomluva
před	pr̝̊ɛt
majuskule	majuskulɛ
jiřička	jɪr̝ɪt͡ʃka
zmíněný	zmiːɲɛniː
zalévat	zalɛːvat
náchylný	naːxɪlniː
utiskovat	ucɪskovat
úkon	uːkon
tlumočnice	tlumot͡ʃɲɪt͡sɛ
porota	porota
zeměkoule	zɛmɲɛkou̯lɛ
velkomučednice	vɛlkomut͡ʃɛdɲɪt͡sɛ
amatérka	amatɛːrka
samotář	samotaːr̝̊
přizpůsobivost	pr̝̊ɪspuːsobɪvost
jugoslávka	juɡoslaːfka
malomyslný	malomɪsl̩niː
křečová	kr̝̊ɛt͡ʃovaː
termonukleární	tɛrmonuklɛaːrɲiː
čečensko	t͡ʃɛt͡ʃɛnsko
strašný	straʃniː
rozpakovat	rospakovat
eufrat	ɛu̯frat
očař	ot͡ʃar̝̊
přesvědčení	pr̝̊ɛsvjɛt͡ʃɛɲiː
volíte	voliːtɛ
dělilo	ɟɛlɪlo
sebevztažný	sɛbɛfstaʒniː
plavky	plafkɪ
perouc	pɛrou̯t͡s
igorek	ɪɡorɛk
zapalovat	zapalovat
bohům	boɦuːm
nepřátelský	nɛpr̝̊aːtɛlskiː
žhářka	ʒɦaːr̝̊ka
astrologický	astroloɡɪt͡skiː
lůně	luːɲɛ
babočka	babot͡ʃka
žabinec	ʒabɪnɛt͡s
tancována	tant͡sovaːna
orlovým	orloviːm
posmrtný	posmr̩tniː
moudrá	mou̯draː
škodlivý	ʃkodlɪviː
budeme	budɛmɛ
fince	fɪnt͡sɛ
nizoučký	ɲɪzou̯t͡ʃkiː
zobů	zobuː
dušena	duʃɛna
opilé	opɪlɛː
kamna	kamna
žíně	ʒiːɲɛ
steak	stɛjk
sokol	sokol
mohutný	moɦutniː
syntetický	sɪntɛtɪt͡skiː
olomoucem	olomou̯t͡sɛm
řezáš	r̝ɛzaːʃ
hejny	ɦɛjnɪ
exkurz	ɛkskurs
korba	korba
starohornoněmčina	staroɦornoɲɛmt͡ʃɪna
zastaralý	zastaraliː
vichr	vɪxr̩
koleda	kolɛda
plnoletý	pl̩nolɛtiː
takzvaný	taɡzvaniː
plnost	pl̩nost
udit	uɟɪt
prachatý	praxatiː
zvukový	zvukoviː
dřou	dr̝ou̯
sajme	sajmɛ
vele	vɛlɛ
vás	vaːs
mařena	mar̝ɛna
blázinec	blaːzɪnɛt͡s
pukrle	pukr̩lɛ
strava	strava
ochlasta	oxlasta
zvířena	zviːr̝ɛna
nápis	naːpɪs
zotročovat	zotrot͡ʃovat
průliv	pruːlɪf
ovšem	ofʃɛm
sahá	saɦaː
falzifikace	falzɪfɪkat͡sɛ
předvádět	pr̝̊ɛdvaːɟɛt
koexistovat	koɛksɪstovat
bohové	boɦovɛː
éčko	ɛːt͡ʃko
belgie	bɛlɡɪjɛ
risknout	rɪsknou̯t
opuštěný	opuʃcɛniː
zapírat	zapiːrat
paracetamol	parat͡sɛtamol
strunný	struniː
plevu	plɛvu
adaptér	adaptɛːr
biskupův	bɪskupuːf
kráva	kraːva
pře	pr̝̊ɛ
krách	kraːx
pracuju	prat͡suju
přechodný	pr̝̊ɛxodniː
nejlibovolněji	nɛjlɪbovolɲɛjɪ
šedým	ʃɛdiːm
únos	uːnos
milou	mɪlou̯
čin	t͡ʃɪn
mobilizace	mobɪlɪzat͡sɛ
skladě	sklaɟɛ
lupu	lupu
určit	urt͡ʃɪt
ořez	or̝ɛs
febrilie	fɛbrɪlɪjɛ
zobat	zobat
nevalný	nɛvalniː
průsvitný	pruːsvɪtniː
císařovna	t͡siːsar̝ovna
lučin	lut͡ʃɪn
břetislav	br̝ɛcɪslaf
rychleji	rɪxlɛjɪ
předcházet	pr̝̊ɛtxaːzɛt
dokončený	dokont͡ʃɛniː
děvečka	ɟɛvɛt͡ʃka
hasičský	ɦasɪt͡ʃskiː
pláži	plaːʒɪ
běhulík	bjɛɦuliːk
šovénství	ʃovɛːnstviː
pamflet	pamflɛt
architektka	arxɪtɛktka
příznivě	pr̝̊iːzɲɪvjɛ
reprodukce	rɛprodukt͡sɛ
středisko	str̝̊ɛɟɪsko
vin	vɪn
fotit	focɪt
zdejší	zdɛjʃiː
evoluční	ɛvolut͡ʃɲiː
časně	t͡ʃasɲɛ
derouc	dɛrou̯t͡s
dus	dus
brečení	brɛt͡ʃɛɲiː
normanština	normanʃcɪna
krása	kraːsa
svastika	svastɪka
měna	mɲɛna
malířský	maliːr̝̊skiː
dialektický	dɪjalɛktɪt͡skiː
udusit	udusɪt
klikách	klɪkaːx
obzor	obzor
aktivita	aktɪvɪta
nedbale	nɛdbalɛ
aerobní	aɛrobɲiː
vkapat	fkapat
smůlu	smuːlu
implantát	ɪmplantaːt
štítonoš	ʃciːtonoʃ
nasrat	nasrat
mělo	mɲɛlo
prachy	praxɪ
jiřík	jɪr̝iːk
čochtan	t͡ʃoxtan
kropáč	kropaːt͡ʃ
proměnit	promɲɛɲɪt
pesimismus	pɛsɪmɪzmus
vypoltářovat	vɪpoltaːr̝ovat
chovej	xovɛj
haluzka	ɦaluska
hrány	ɦraːnɪ
lucinka	lut͡sɪŋka
šulínek	ʃuliːnɛk
lopatička	lopacɪt͡ʃka
jurský	jurskiː
minimalizovat	mɪnɪmalɪzovat
tajuplnost	tajupl̩nost
inkvizice	ɪŋkvɪzɪt͡sɛ
přepálit	pr̝̊ɛpaːlɪt
vypnout	vɪpnou̯t
měníce	mɲɛɲiːt͡sɛ
litevština	lɪtɛfʃcɪna
chaotický	xaotɪt͡skiː
litva	lɪtva
stomatolog	stomatolok
alsaský	alsaskiː
kálel	kaːlɛl
geomagnetický	ɡɛomaɡnɛtɪt͡skiː
smrček	smr̩t͡ʃɛk
spravedlnost	spravɛdl̩nost
vysedět	vɪsɛɟɛt
zasáhnout	zasaːɦnou̯t
geoide	ɡɛoɪdɛ
růžice	ruːʒɪt͡sɛ
bílou	biːlou̯
táhnou	taːɦnou̯
nesouhlasit	nɛsou̯ɦlasɪt
lopatka	lopatka
podnikatelský	podɲɪkatɛlskiː
záplava	zaːplava
megafon	mɛɡafon
šiji	ʃɪjɪ
topil	topɪl
tíhu	ciːɦu
znám	znaːm
páčí	paːt͡ʃiː
klek	klɛk
vykonatelný	vɪkonatɛlniː
vůčihledně	vuːt͡ʃɪɦlɛdɲɛ
přetížení	pr̝̊ɛciːʒɛɲiː
vodovod	vodovot
kouzelný	kou̯zɛlniː
supervětšina	supɛrvjɛtʃɪna
tmou	tmou̯
ospravedlnit	ospravɛdl̩ɲɪt
tajnější	tajɲɛjʃiː
losí	losiː
mízy	miːzɪ
tišme	cɪʃmɛ
klára	klaːra
knihovnictví	kɲɪɦovɲɪt͡stviː
ždímačka	ʒɟiːmat͡ʃka
padne	padnɛ
adresát	adrɛsaːt
husách	ɦusaːx
mnohdy	mnoɦdɪ
muntžak	mundʒak
pokrevní	pokrɛvɲiː
zatrachtile	zatraxcɪlɛ
kurýr	kuriːr
informátor	ɪnformaːtor
ostří	ostr̝̊iː
krasavec	krasavɛt͡s
soluň	soluɲ
rozmazlovat	rozmazlovat
klam	klam
absinth	apsɪnt
parchant	parxant
jedla	jɛdla
cucajíc	t͡sut͡sajiːt͡s
kopeček	kopɛt͡ʃɛk
lhůta	lɦuːta
párám	paːraːm
rozkošný	roskoʃniː
parostroj	parostroj
žloutnout	ʒlou̯tnou̯t
nafoukat	nafou̯kat
smůlo	smuːlo
kalí	kaliː
peršan	pɛrʃan
psychoanalytik	psɪxoanalɪtɪk
komentátor	komɛntaːtor
roka	roka
málokdy	maːloɡdɪ
morální	moraːlɲiː
zeslábnout	zɛslaːbnou̯t
medvědu	mɛdvjɛdu
importér	ɪmportɛːr
čadě	t͡ʃaɟɛ
svíčkař	sviːt͡ʃkar̝̊
ušetřit	uʃɛtr̝̊ɪt
hradu	ɦradu
kouř	kou̯r̝̊
hádek	ɦaːdɛk
průběh	pruːbjɛx
jizera	jɪzɛra
zarmoutit	zarmou̯cɪt
megalomanie	mɛɡalomanɪjɛ
kavyl	kavɪl
kormidelník	kormɪdɛlɲiːk
císařův	t͡siːsar̝uːf
věto	vjɛto
dílno	ɟiːlno
dirigovat	dɪrɪɡovat
fušeřina	fuʃɛr̝ɪna
angažovat	aŋɡaʒovat
kurům	kuruːm
darům	daruːm
hrubý	ɦrubiː
kyrgyzka	kɪrɡɪska
kapalina	kapalɪna
paty	patɪ
doručení	dorut͡ʃɛɲiː
vyčerpat	vɪt͡ʃɛrpat
dopadnout	dopadnou̯t
rom	rom
miř	mɪr̝̊
koste	kostɛ
medvědí	mɛdvjɛɟiː
švadlena	ʃvadlɛna
kroucený	krou̯t͡sɛniː
komplexnost	komplɛksnost
nacista	nat͡sɪsta
sítotisk	siːtocɪsk
cvrččí	t͡svr̩t͡ʃt͡ʃiː
květina	kvjɛcɪna
hrbatý	ɦr̩batiː
nevděčný	nɛvɟɛt͡ʃniː
atomový	atomoviː
galeona	ɡalɛona
yetti	jɛtɪ
nejtišeji	nɛjcɪʃɛjɪ
uhle	uɦlɛ
drahoslava	draɦoslava
smísit	smiːsɪt
viru	vɪru
marse	marzɛ
motocyklistka	motot͡sɪklɪstka
ježčí	jɛʃt͡ʃiː
vylíčit	vɪliːt͡ʃɪt
slepicí	slɛpɪt͡siː
čekanka	t͡ʃɛkaŋka
senzibilizace	sɛnzɪbɪlɪzat͡sɛ
dokládat	doklaːdat
nedefinovaný	nɛdɛfɪnovaniː
souhlas	sou̯ɦlas
nakreslit	nakrɛslɪt
chladič	xlaɟɪt͡ʃ
ověs	ovjɛs
zmrvit	zmr̩vɪt
vydru	vɪdru
měním	mɲɛɲiːm
milí	mɪliː
vola	vola
proklatě	proklacɛ
vodo	vodo
namyšlený	namɪʃlɛniː
klávesový	klaːvɛsoviː
bojem	bojɛm
pralo	pralo
vávra	vaːvra
rostislav	roscɪslaf
anda	anda
látat	laːtat
skloňování	skloɲovaːɲiː
nemocen	nɛmot͡sɛn
gravitační	ɡravɪtat͡ʃɲiː
tožský	toʃskiː
koledami	kolɛdamɪ
markéta	markɛːta
výběh	viːbjɛx
falc	falt͡s
sirotčí	sɪrot͡ʃiː
pulsovat	pulzovat
citran	t͡sɪtran
blbka	bl̩pka
horcí	ɦort͡siː
akkadština	akatʃcɪna
kaktus	kaktus
nejen	nɛjɛn
číselný	t͡ʃiːsɛlniː
absťák	apscaːk
logičtější	loɡɪt͡ʃcɛjʃiː
alkoun	alkoun
pohlavní	poɦlavɲiː
bodlákový	bodlaːkoviː
mírám	miːraːm
paní	paɲiː
ztěžknout	scɛʃknou̯t
ohniště	oɦɲɪʃcɛ
velice	vɛlɪt͡sɛ
moták	motaːk
důchodce	duːxot͡sɛ
líbáno	liːbaːno
želé	ʒɛlɛː
mohovitý	moɦovɪtiː
upřímně	upr̝̊iːmɲɛ
taháni	taɦaːɲɪ
essexský	ɛsɛkskiː
boji	bojɪ
králích	kraːliːx
spása	spaːsa
hnědá	ɦɲɛdaː
suňme	suɲmɛ
šedá	ʃɛdaː
antimonopolní	antɪmonopolɲiː
hermína	ɦɛrmiːna
drsný	dr̩sniː
nerez	nɛrɛs
isabelin	ɪsabɛlɪn
řípa	r̝iːpa
zabrat	zabrat
druhotný	druɦotniː
bejrút	bɛjruːt
poseroutka	posɛrou̯tka
kalous	kalou̯s
talián	talɪaːn
užovka	uʒofka
čarodějnice	t͡ʃaroɟɛjɲɪt͡sɛ
zeměpisec	zɛmɲɛpɪsɛt͡s
věřily	vjɛr̝ɪlɪ
tesla	tɛsla
cepům	t͡sɛpuːm
naopak	naopak
serval	sɛrval
kvaltovat	kvaltovat
panáček	panaːt͡ʃɛk
mudrc	mudr̩t͡s
děsilo	ɟɛsɪlo
regent	rɛɡɛnt
motorista	motorɪsta
zvenku	zvɛŋku
fonetický	fonɛtɪt͡skiː
týdenní	tiːdɛɲiː
derivovat	dɛrɪvovat
veselá	vɛsɛlaː
trpaslík	tr̩pasliːk
roky	rokɪ
drobný	drobniː
nyla	nɪla
obr	obr̩
tresky	trɛskɪ
jarmilin	jarmɪlɪn
hnána	ɦnaːna
náčelníkův	naːt͡ʃɛlɲiːkuːf
košťálový	koʃcaːloviː
váša	vaːʃa
bumbat	bumbat
organizmus	orɡanɪzmus
pachy	paxɪ
kuronský	kuronskiː
vulkán	vulkaːn
udeř	udɛr̝̊
doprovodný	doprovodniː
krejčí	krɛjt͡ʃiː
šíje	ʃiːjɛ
nejkrásnější	nɛjkraːsɲɛjʃiː
podílet	poɟiːlɛt
otcovi	ot͡sovɪ
kreténský	krɛtɛːnskiː
troufalý	trou̯faliː
afghánec	avɡaːnɛt͡s
sexuologie	sɛksuoloɡɪjɛ
uganďan	uɡanɟan
strhl	str̩ɦl̩
doktorovi	doktorovɪ
suchost	suxost
natolik	natolɪk
vladimír	vlaɟɪmiːr
nenahraditelný	nɛnaɦraɟɪtɛlniː
vzhledem	vzɦlɛdɛm
selem	sɛlɛm
doležal	dolɛʒal
přípustný	pr̝̊iːpustniː
sají	sajiː
krmenčík	kr̩mɛnt͡ʃiːk
sekretářka	sɛkrɛtaːr̝̊ka
amazónek	amazoːnɛk
veden	vɛdɛn
dostavník	dostavɲiːk
vendulin	vɛndulɪn
dlátko	dlaːtko
podívej	poɟiːvɛj
obraly	obralɪ
haléř	ɦalɛːr̝̊
dějte	ɟɛjtɛ
koza	koza
oddaný	odaniː
metoděj	mɛtoɟɛj
čárů	t͡ʃaːruː
zrádkyně	zraːtkɪɲɛ
mužům	muʒuːm
narušovat	naruʃovat
zastřelit	zastr̝̊ɛlɪt
anilin	aɲɪlɪn
kladina	klaɟɪna
nepohodlný	nɛpoɦodl̩niː
parametr	paramɛtr̩
žlučovod	ʒlut͡ʃovot
pákistánka	paːkɪstaːŋka
sáva	saːva
hrál	ɦraːl
oběť	objɛc
jedině	jɛɟɪɲɛ
sólokapr	soːlokapr̩
klíčům	kliːt͡ʃuːm
vdova	vdova
kurvafix	kurvafɪks
rekreovat	rɛkrɛovat
tunisanka	tuɲɪsaŋka
bohdal	boɦdal
slávka	slaːfka
nátělník	naːcɛlɲiːk
senný	sɛniː
drob	drop
bergsonovec	bɛrksonovɛt͡s
londýňan	londiːɲan
železnice	ʒɛlɛzɲɪt͡sɛ
bipartitní	bɪpartɪtɲiː
věříš	vjɛr̝iːʃ
nekvést	nɛkvɛːst
pórobeton	poːrobɛton
sázím	saːziːm
uzda	uzda
polen	polɛn
rtů	rtuː
obtížně	opciːʒɲɛ
bohuslav	boɦuslaf
apollónův	apoloːnuːf
ryšavý	rɪʃaviː
rodinka	roɟɪŋka
