experimentar	iʃpɨɾimẽtaɾ
trivialidade	trivialidadʒi
consciente	kõʃsjẽtɨ
comité	kumitɛ
é	ɛ
combatente	kõbɐtẽtɨ
bragança	bɾɐɣɐ̃sɐ
mangual	mɐ̃ɡwaɫ
perguntando	pɨɾɣũtɐ̃du
decidido	dɨsɨðiðu
opção	ɔpsɐ̃w̃
ditadura	ditɐðuɾɐ
donde	dõdɨ
dores	doɾɨʃ
peninsular	penĩsulaɾ
criptósporo	kɾiptɔʃpoɾu
grife	ɡɾifi
dióspiro	djɔʃpiɾu
perca	pɛɾkɐ
bravas	bɾavɐʃ
capelão	kɐpɨlɐ̃w̃
gineta	ʒinetɐ
quite	kitɨ
espanha	iʃpɐɲɐ
babau	babaw
antontem	ɐ̃tõtẽj̃
traição	tɾajsɐ̃w̃
sorria	suʁiɐ
impulsivamente	ĩpuɫsivɐmẽtɨ
ergueu	iɾɣew
galinheiro	ɡɐliɲɐjɾu
nomeação	numjɐsɐ̃w̃
deliciosa	dɨlisjɔzɐ
moral	muɾaɫ
tinir	tiniɾ
roupa	ʁopɐ
crítico	kɾitiku
parceiro	pɐɾsɐjɾu
samo	samu
pamonha	pamoɲa
ativar	ativaɾ
cocheira	kuʃejɾɐ
acurácia	akuɾasja
semelhar	sɨmɨʎaɾ
íntimo	ĩtimu
sé	sɛ
grosseiro	ɡɾusejɾu
calistenia	kalistenia
araújo	aɾauʒu
mogadouro	muɣɐðowɾu
comparar	kõpɐɾaɾ
bênção	bẽsɐ̃w̃
impossível	ĩpusivɛɫ
noiturno	nojtuɾnu
representar	ʁɨpɾɨzẽtaɾ
tangerina	tɐ̃ʒɨɾinɐ
mandatário	mɐ̃dɐtaɾju
acercar	ɐsɨɾkaɾ
especialidade	iʃpɨsjɐliðaðɨ
pássaro	pasɐɾu
supostamente	supoʃtɐmẽtɨ
pigídio	piʒidju
flor	floɾ
licença	lisẽsɐ
adoçar	ɐðusaɾ
padrinho	pɐðɾiɲu
acepipe	asepipi
goa	ɡoɐ
sabedor	sɐβɨðoɾ
tristemente	tɾiʃtɨmẽtɨ
explicado	iʃplikaðu
arrente	aʁẽti
bastar	bɐʃtaɾ
nêspera	neʃpɨɾɐ
sossego	suseɣu
doer	dweɾ
linda	lĩdɐ
enormemente	inɔɾmɨmẽtɨ
hindu	ĩdu
exatamente	izatɐmẽtɨ
eliminação	ilɨminɐsɐ̃w̃
rito	ʁitu
ânsia	ɐ̃sjɐ
deusa	dewzɐ
zebro	zeβɾu
lingual	lĩɡwaɫ
couto	kowtu
intensamente	ĩtẽsɐmẽtɨ
respeitosamente	ʁɨʃpɐjtɔzɐmẽtɨ
adorno	ɐðoɾnu
seiscentos	sɐjʃsẽtuʃ
doença	dwẽsɐ
barlavento	baɾlɐvẽtu
proposição	pɾupuzisɐ̃w̃
tálus	talus
comportamento	kõpuɾtɐmẽtu
manjericão	mɐ̃ʒɨɾikɐ̃w̃
engano	ẽɡɐnu
beliz	bɨliʃ
representando	ʁɨpɾɨzẽtɐ̃du
quinto	kĩtu
cem	sɐ̃j̃
marinha	mɐɾiɲɐ
janeleiro	ʒɐnɨlɐjɾu
obeso	ɔβezu
sacerdote	sɐsɨɾdɔtɨ
pc	pese
vapor	vɐpoɾ
futricar	futɾikaɾ
loiça	lojsɐ
sefardi	sɨfɐɾði
contente	kõtẽtɨ
verdadeira	vɨɾðɐðɐjɾɐ
escárnio	iʃkaɾnju
miolo	mjolu
explicações	iʃplikɐsõj̃ʃ
humanidade	umɐniðaðɨ
ulterior	uɫtɨɾjoɾ
cavalheiro	kɐvɐʎɐjɾu
teria	tɨɾiɐ
sepultura	sɨpuɫtuɾɐ
olvidar	ɔɫviðaɾ
ruga	ʁuɣɐ
ceifar	sejfaɾ
espetáculo	iʃpɛtakulu
química	kimikɐ
virtuoso	viɾtwozu
solo	sɔlu
improvável	ĩpɾuvavɛɫ
eleger	ilɨʒeɾ
cravo	kɾavu
pilha	piʎɐ
inspiração	ĩʃpiɾɐsɐ̃w̃
compincha	kõpĩʃɐ
tratar	tɾɐtaɾ
triângulo	tɾiɐ̃ɡulu
cacareco	kakarɛku
escorpião	iʃkuɾpjɐ̃w̃
calhar	kɐʎaɾ
vilancico	vilɐ̃siku
sossegado	susɨɡadu
colmeia	koɫmejɐ
deprecar	depɾekaɾ
criptossistema	kɾipsijʃtema
frio	fɾiw
encontro	ẽkõtɾu
torre	toʁɨ
atravessar	ɐtɾɐvɨsaɾ
disgeusia	disʒewzia
passarinho	pɐsɐɾiɲu
brejeirar	breʒejɾaɾ
marquise	maɾkizɨ
bisavô	bizɐvo
vemos	vemuʃ
alabarda	alɐbaɾdɐ
retrasado	ʁetɾazadu
designado	dɨziɣnaðu
falar	fɐlaɾ
deduro	deduɾu
apanhar	ɐpɐɲaɾ
sineiro	sinejɾu
pouco	powku
copeiro	kopejɾu
escandinávia	ɨʃkɐ̃dinavjɐ
tratado	tɾɐtaðu
ventura	vẽtuɾɐ
enxofre	ẽjʃofɾi
malva	maɫvɐ
cinquenta	sĩkwẽtɐ
álcool	alkwɔl
milgrada	miɫɣɾaðɐ
desaforo	dʒizafoɾu
desgraça	dɨʒɣɾasɐ
reproduzir	ʁɨpɾuðuziɾ
sombras	sõbɾɐʃ
herói	eɾɔj
óbidos	ɔβiðuʃ
pausa	pawzɐ
chama	ʃɐmɐ
criados	kɾiaðuʃ
infrassom	ĩfɾɐsõ
sobremesa	soβɾɨmezɐ
desperdiçar	dɨʃpɨɾðisaɾ
prateleira	pɾɐtɨlɐjɾɐ
alenquer	ɐlẽkɛɾ
desidratação	dɨzidɾɐtɐsɐ̃w̃
ria	ʁiɐ
pião	pjɐ̃w̃
bibliotecário	biβljutɨkaɾju
vizinho	vɨziɲu
memorização	mɨmuɾizɐsɐ̃w̃
usurpação	uzuɾpɐsɐ̃w̃
prémio	pɾɛmju
holanda	ɔlɐ̃dɐ
temporal	tẽpuɾaɫ
comemorar	kumɨmuɾaɾ
centímetro	sẽtimɨtɾu
explodir	ɐjʃpluðiɾ
compreensão	kõpɾjẽsɐ̃w̃
cavaquinho	kɐvɐkiɲu
uníssono	unisunu
dominatrix	dominatriks
folha	foʎɐ
retirar	ʁɨtiɾaɾ
habitante	ɐbitɐ̃tɨ
graxo	ɡɾaʃu
ementa	imẽtɐ
remoto	ʁɨmɔtu
nó	nɔ
bélico	bɛliku
criança	kɾiɐ̃sɐ
guião	ɡjɐ̃w̃
primeira	pɾimɐjɾɐ
eletrão	ilɛtɾɐ̃w̃
análise	ɐnalizɨ
fez	feʃ
gigô	ʒiɡo
ténis	tɛniʃ
ladrão	lɐðɾɐ̃w̃
ovação	ovasɐ̃w̃
reclinou	ʁeklinow
velho	vɛʎu
coorte	kwɔɾtɨ
webnamorado	wɛbinamoɾadu
cheio	ʃeju
treinamento	tɾɐjnɐmẽtu
humano	umɐnu
diário	djaɾju
quera	kwɛɾa
dos	duʃ
frio	fɾiu
calcado	kaɫkaðu
iterar	iteɾaɾ
acrograma	akɾoɡɾɐ̃mɐ
chá	ʃa
morrera	muʁeɾɐ
namoro	namɔɾu
machado	mɐʃaðu
tremor	tɾɨmoɾ
gordo	ɡoɾðu
tempo	tẽpu
absoluto	ɐbsulutu
findo	fĩdu
figueira	fiɡejɾɐ
sansão	sɐ̃sɐ̃w̃
cobrar	kuβɾaɾ
palácio	pɐlasju
suspenso	suʃpẽsu
míngua	mĩɡwɐ
deste	deʃtɨ
portimão	puɾtimɐ̃w
aberto	ɐbɛɾtu
guarnecer	ɡwɐɾnɨseɾ
numa	numɐ
perigoso	pɨɾiɣozu
amendoim	ɐmẽdwĩ
dedo	deðu
jornalismo	ʒuɾnɐliʒmu
mazela	mɐzɛlɐ
cor	koɾ
chavelha	ʃɐveʎɐ
forrar	fuʁaɾ
cabide	kɐβiðɨ
porcos	pɔɾkuʃ
cardinal	kaɾðinaɫ
razões	ʁɐzõj̃ʃ
salário	sɐlaɾju
vidro	viðɾu
girassol	ʒiɾɐsɔɫ
diminuir	dɨminwiɾ
firmemente	fiɾmɨmẽtɨ
parolar	pɐɾulaɾ
desdém	dɨʒðɐ̃j̃
pastel	pɐʃtɛɫ
casaco	kɐzaku
bandido	bɐ̃diðu
malha	maʎɐ
limpeza	lĩpezɐ
pés	pɛʃ
seu	sew
vagaroso	vɐɣɐɾozu
calão	kɐlɐ̃w̃
foice	fojsɨ
gomes	ɡomɨʃ
olho	oʎu
criptoanalista	kɾiptoanalijʃta
sabia	sɐβiɐ
consistir	kõsiʃtiɾ
mundo	mũdu
atarracar	ataʁakaɾ
murtosa	muɾtɔzɐ
falena	fɐlenɐ
cálcio	kalsju
açougue	ɐsowɣɨ
remanejar	ʁemaneʒaɾ
aflita	ɐflitɐ
incrementar	ĩkremẽtaɾ
raiano	ʁajɐnu
voz	vɔʃ
berça	beɾsɐ
pano	pɐnu
chuca	ʃuka
eloá	eloa
ala	alɐ
deste	dɛʃtɨ
lívido	liviðu
reator	ʁjatoɾ
filé	filɛ
turbulento	tuɾβulẽtu
acolher	ɐkuʎeɾ
besta	bɛʃtɐ
lampejo	lɐ̃pɛʒu
aquário	ɐkwaɾju
grandes	ɡɾɐ̃dɨʃ
expressão	ɐjʃpɾɨsɐ̃w̃
tísica	tizikɐ
cã	kɐ̃
gratuito	ɡɾatuitu
rocha	ʁɔʃɐ
comunicar	kumunikaɾ
voltava	vɔɫtavɐ
desaforar	dʒizafoɾaɾ
fictício	fiktisju
raiz	ʁɐiʃ
faro	faɾu
obscuridade	ɔbʃkuɾiðaðɨ
dever	deveʁ
dividir	dividiɾ
malograr	maloɡɾaʁ
assaltante	ɐsaɫtɐ̃tɨ
frases	fɾazɨʃ
incendiar	ĩsẽdjaɾ
atirando	ɐtiɾɐ̃du
prostituta	pɾɔʃtitutɐ
roça	ʁɔsɐ
comoção	kumusɐ̃w̃
farda	faɾðɐ
andrajo	ɐ̃dɾaʒu
baldaquino	baɫðɐkinu
valete	valɛtɨ
mês	meʃ
desígnio	deziɡnju
operário	ɔpɨɾaɾju
comparável	kõpɐɾavɛɫ
sexo	sɛksu
conseguir	kõsɨɣiɾ
tua	tuɐ
morte	mɔɾtɨ
calhau	kɐʎaw
esposende	ɨʃpɔzẽdɨ
nessa	nɛsɐ
muito	mwĩtu
dedos	deðuʃ
presepada	pɾezepada
gruta	ɡɾutɐ
construtor	kõʃtɾutoɾ
cinto	sĩtu
danoso	dɐnozu
aleijamento	ɐlejʒɐmẽtu
lidera	lidɛɾa
sabugo	sɐbuɡu
cadete	kɐðetɨ
cuidado	kujðaðu
réptil	ʁɛptiɫ
piano	pjɐnu
pernas	pɛɾnɐʃ
cobarde	kuβaɾðɨ
derrocar	dɨʁukaɾ
espinho	ʃpiɲu
ã	ɐ̃
bailarina	bajlɐɾinɐ
proveito	pɾuvejtu
manumissão	mɐnumisɐ̃w̃
mercadologia	mɨɾkɐðuluʒiɐ
picante	pikɐ̃tɨ
traidor	tɾajðoɾ
ruim	ʁuĩ
varapau	vaɾapaw
flores	floɾɨʃ
ímprobo	ĩpɾobu
sangrento	sɐ̃ɡɾẽtu
causa	kawzɐ
sela	sɛlɐ
aviar	ɐvjaɾ
salamandra	sɐlɐmɐ̃dɾɐ
publicitar	puβlisitaɾ
ourique	owɾikɨ
corajoso	kuɾɐʒozu
iluminação	iluminɐsɐ̃w̃
encharcado	ẽʃɐɾkadu
ledo	leðu
pobrezinho	pɔβɾɨziɲu
contentar	kõtẽtaɾ
qualquer	kwaɫkɛɾ
poligâmico	poliɡɐ̃miku
cenoira	sɨnojɾɐ
mendaz	mendajs
citação	sitɐsɐ̃w̃
unhar	uɲaɾ
ensonado	ẽsunaðu
crime	kɾimɨ
aquilo	ɐkilu
aveia	ɐvejɐ
morrendo	muʁẽdu
obesidade	ɔβɨziðaðɨ
orelha	ɔɾɐjʎɐ
deve	dɛvɨ
impossibilitar	ĩpusiβilitaɾ
almada	ɐɫmaðɐ
cristiano	kɾiʃtjɐnu
peluche	pɨluʃɨ
contínuo	kõtinwu
máquina	makinɐ
engavete	ẽɡavɛtʃi
caspa	kaʃpɐ
poupança	powpɐ̃sɐ
falange	fɐlɐ̃ʒɨ
ramagem	ʁɐmaʒɐ̃j̃
recibo	ʁɨsiβu
equipar	ekipaɾ
excremento	ɐjʃkɾɨmẽtu
quartos	kwaɾtuʃ
adoecer	ɐðuɨseɾ
inferno	ĩfɛɾnu
ódio	ɔðju
lixo	liʃu
divertido	divɨɾtiðu
insano	ĩsɐnu
abrindo	ɐβɾĩdu
amo	ɐmu
soldado	sɔɫdaðu
escrivão	iʃkɾivɐ̃w̃
sanduíche	sɐ̃dwiʃɨ
fumar	fumaɾ
borrar	buʁaɾ
verdadeiros	vɨɾðɐðɐjɾuʃ
voçoroca	vosoɾɔka
cuneta	kuneta
portugueses	puɾtuɣezɨʃ
desgraçado	dɨʒɣɾɐsaðu
garrido	ɡɐʁidu
velhas	vɛʎɐʃ
delgado	dɛɫɣaðu
conheço	kuɲesu
misturar	miʃtuɾaɾ
monchique	mõʃikɨ
tufão	tufɐ̃w̃
resplandecente	ʁɨʃplɐ̃dɨsẽtɨ
metro	mɛtɾu
zarpar	zɐɾpaɾ
pressão	pɾɨsɐ̃w̃
desastre	dɨzaʃtɾɨ
tanso	tɐ̃su
empregar	ẽpɾɨɣaɾ
trisavó	tɾizɐvɔ
desses	desɨʃ
secção	sɛksɐ̃w̃
taberna	tɐβɛɾnɐ
bombado	bõbadu
universal	univɨɾsaɫ
defronte	dɨfɾõtɨ
alfarrábio	aɫfɐʁaβiu
indispensável	ĩdiʃpẽsavɛɫ
olmo	owmu
sono	sõnu
confederação	kõfɨðɨɾɐsɐ̃w̃
particularmente	pɐɾtikulaɾmẽtɨ
teus	tewʃ
canção	kɐ̃sɐ̃w̃
trouxe	tɾowsɨ
sonho	soɲu
sobrar	suβɾaɾ
ajudar	ɐʒudaɾ
aterro	ɐtɛʁu
bafo	bafu
lobo	lɔβu
porventura	puɾvẽtuɾɐ
sardão	sɐɾðɐ̃w̃
balé	bɐlɛ
fidúcia	fidusja
belmonte	bɛɫmõtɨ
pendurar	pẽduɾaɾ
criptomnésico	kɾiptomnɛziku
teja	teʒɐ
anime	animi
alimento	ɐlimẽtu
emitir	imitiɾ
tomava	tumavɐ
carimbo	kɐɾĩbu
fissurar	fisuɾaɾ
inflamatório	ĩflɐmɐtɔɾju
cuecas	kwɛkɐʃ
erróneo	iʁɔnju
arrumar	ɐʁumaɾ
saltou	saɫtow
sapato	sɐpatu
fulgurar	fuɫɡuɾaɾ
chádico	ʃaðiku
congresso	kõɡɾɛsu
piscina	piʃsinɐ
canto	kɐ̃tu
batel	bɐtɛɫ
anteontem	ɐ̃tjõtɐ̃j̃
ir	iɾ
arma	aɾmɐ
abactor	ɐbɐktoɾ
colega	kulɛɣɐ
gulodice	ɡulodʒisi
necessidade	nɨsɨsiðaðɨ
cheia	ʃɐjɐ
biberão	biβɨɾɐ̃w̃
ova	ɔvɐ
osso	osu
vieira	vjɐjɾɐ
feioso	fejozu
atualidade	ɐtwɐliðaðɨ
alternativa	aɫtɨɾnɐtivɐ
baiano	bajɐ̃nu
mordomo	mɔɾðomu
oiteiro	ojtɐjɾu
sugestivo	suʒɨʃtivu
santos	sɐ̃tuʃ
incenso	ĩsẽsu
público	puβliku
achado	ɐʃaðu
uro	uɾu
envergonhado	ẽvɨɾɣuɲaðu
determinação	dɨtɨɾminɐsɐ̃w̃
uso	uzu
leigo	lejɡu
sindicato	sĩdikatu
vitorioso	vituɾjozu
espingarda	ɨʃpĩɡaɾðɐ
ocioso	ɔsjozu
mensagem	mẽsaʒɐ̃j̃
árabe	aɾɐβɨ
louvar	lowvaɾ
óvni	ɔvni
bumbum	bũbũ
cajado	kɐʒaðu
usuário	uzuaɾiu
estando	iʃtɐ̃du
pega	peɣɐ
relva	ʁɛɫvɐ
contos	kõtuʃ
goi	ɡɔj
tática	tatikɐ
gótico	ɡɔtiku
pequena	pɨkenɐ
velas	vɛlɐʃ
xixi	ʃiʃi
tomara	tumaɾɐ
gigabyte	ʒiɡabajtʃi
vira	viɾɐ
basta	baʃtɐ
colher	kuʎɛɾ
fumando	fumɐ̃du
ornato	ɔɾnatu
ferrugem	fɨʁuʒẽj̃
uísque	wiʃki
normais	nɔɾmajʃ
puxar	puʃaɾ
estrangeiro	iʃtɾɐ̃ʒɐjɾu
dildo	dildu
ajustado	ɐʒuʃtaðu
parafuso	pɐɾɐfuzu
lírio	liɾju
vistoso	vistozu
veneração	vɨnɨɾɐsɐ̃w̃
cima	simɐ
cerca	sɛɾkɐ
pavimento	pɐvimẽtu
mexer	mɨʃeɾ
vaga	vaɣɐ
limpar	lĩpaɾ
publicar	puβlikaɾ
envelhecer	ẽvɨʎɨseɾ
ungido	ũʒiðu
giz	ʒis
arruaça	aʁuasa
hábito	aβitu
odivelas	odivɛlɐʃ
chegou	ʃɨɣow
consigo	kũsiɣu
nim	nĩ
abominação	ɐβuminɐsɐ̃w̃
usuário	uzuaɾju
longo	lõɡu
serpe	sɛɾpɨ
solidão	suliðɐ̃w̃
igualha	iɣwaʎɐ
soalho	swaʎu
direitos	diɾɐjtuʃ
azevinho	ɐzɨviɲu
cela	sɛlɐ
chinela	ʃinɛlɐ
ferver	fɨɾveɾ
transmitir	tɾɐ̃ʃmitiɾ
ganho	ɡɐɲu
militar	militaɾ
rapaz	ʁɐpaʃ
poderoso	puðɨɾozu
ronrono	ʁõʁonu
vidrão	viðɾɐ̃w̃
fruta	fɾutɐ
decidir	dɨsiðiɾ
externo	iʃtɛrnu
cinzento	sĩzẽtu
croácia	kɾuasjɐ
verbosamente	vɛɾβozɐmẽtɨ
janeiro	ʒɐnɐjɾu
elo	ɛlu
pérola	pɛɾulɐ
artista	ɐɾtiʃtɐ
extravio	estɾaviu
indivíduo	ĩdividwu
entremeio	ẽtɾemeiu
vendas	vẽdɐʃ
cedro	sɛðɾu
humor	umoɾ
internação	ĩteɾnasɐ̃w̃
equipa	ikipɐ
apresentação	ɐpɾɨzẽtɐsɐ̃w̃
perdão	pɨɾdɐ̃w̃
oficina	ufisinɐ
cuiabá	kujaba
furioso	fuɾiozu
batom	bɐtõ
preferir	pɾɨfɨɾiɾ
quanto	kwɐ̃tu
lê	le
sudoeste	suðwɛʃtɨ
formal	fuɾmal
caravela	kɐɾɐvɛlɐ
figo	fiɡu
madrugar	mɐðɾuɣaɾ
compilação	kõpilɐsɐ̃w̃
lagarta	lɐɣaɾtɐ
diabo	diaβu
nosocómio	nɔzɔkɔmju
enfim	ẽfĩ
nau	naw
forma	fɔɾmɐ
desfazimento	desfazimẽtu
desdenhar	dɨʒðɐɲaɾ
cupincha	kupĩʃɐ
têm	tɐ̃jɐ̃j
bezerro	bɨzeʁu
incendiário	ĩsẽdjaɾju
eau	eau
ótico	ɔtiku
caixa	kajʃɐ
espírito	iʃpiɾitu
repartição	ʁɨpɐɾtisɐ̃w̃
aos	awʃ
presépio	pɾɨzɛpju
sanatório	sɐnɐtɔɾju
polido	puliðu
soldado	soɫdaðu
ventoinha	vẽtwiɲɐ
vagar	vɐɣaɾ
exemplar	izẽplaɾ
descoberta	dɨʃkuβɛɾtɐ
fedelho	fɨðeʎu
massa	masɐ
cem	sẽj̃
nom	nõ
prostração	pɾostrasɐ̃w̃
segundos	sɨɣũduʃ
pó	pɔ
coragem	kuɾaʒɐ̃j̃
cicatriz	sikatɾis
leito	lejtu
castanho	kɐʃtɐɲu
modelo	muðelu
caderno	kɐðɛɾnu
afiar	ɐfjaɾ
legislar	lɨʒiʒlaɾ
lei	lɐj
suficiente	sufɨsjẽtɨ
polo	pulu
mármore	maɾmuɾɨ
venha	vɐjɲɐ
vizinho	viziɲu
fiquei	fikej
manhã	mɐɲɐ̃
orgulho	ɔɾɣuʎu
macio	mɐsiu
apaixonado	ɐpajʃunaðu
bancar	bɐ̃kaɾ
quinta	kĩtɐ
piscar	piʃkaɾ
abóbada	ɐβɔβɐðɐ
sarrabulho	sɐʁɐβuʎu
ofício	ɔfisju
francesa	fɾɐ̃sezɐ
resignar	ʁɨziɣnaɾ
engenho	ẽʒɐjɲu
tavam	tavɐ̃w̃
apavorar	ɐpɐvuɾaɾ
vasos	vazuʃ
murça	muɾsɐ
voltará	voɫtɐɾa
redobrar	ʁɨðuβɾaɾ
futricagem	futɾikaʒɐ̃j̃
ubre	ubɾi
sussurro	susuʁu
sarar	sɐɾaɾ
humana	umanɐ
paquerar	pakeɾaʁ
abriu	ɐβɾiw
paço	pasu
pensando	pẽsɐ̃du
achaparrado	aʃapaʁadu
jornalista	ʒuɾnɐliʃtɐ
clube	kluβɨ
palacete	pɐlɐsetɨ
cabeceira	kɐbɨsɐjɾɐ
rodo	ʁɔðu
emburrecimento	ĩbuʁesimẽtu
ativo	ativu
moletom	moletõ
trete	tɾɛtʃi
trasgo	tɾaʒɡu
presente	pɾɨzẽtɨ
daqueles	dɐkelɨʃ
chuvoso	ʃuvozu
pacóvio	pakɔvju
obséquio	obzɛkju
cantar	kɐ̃taɾ
logo	loɣu
lasso	lasu
funcho	fũʃu
cueiro	kwɐjɾu
opulento	opulẽtu
entristecer	ẽtɾiʃtɨseɾ
compreende	kõpɾjẽdɨ
tremura	tɾemuɾa
zé	zɛ
tacho	taʃu
servidor	sɨɾviðoɾ
fonema	funɛmɐ
preto	pɾetu
utilização	utilizɐsɐ̃w̃
uruguai	uɾuɡwaj
sétimo	sɛtimu
contracetivo	kõtɾɐsɛtivu
maciço	mɐsisu
pedra	pɛðɾɐ
díptico	diptiku
fungar	fũɡaɾ
consideração	kõsiðɨɾɐsɐ̃w̃
imaginário	imɐʒinaɾju
gemer	ʒɨmeɾ
amável	ɐmavɛɫ
conservava	kõsɨɾvavɐ
espectador	iʃpɛktɐdoɾ
desculpa	dɨʃkuɫpɐ
correr	kuʁeɾ
património	pɐtɾimɔnju
maresia	mɐɾɨziɐ
lógia	lɔʒjɐ
brasil	bɾɐziɫ
escritor	iʃkɾitoɾ
gibão	ʒiβɐ̃w̃
altear	aɫtjaɾ
ibérico	iβɛɾiku
ator	atoɾ
vilhancico	viʎɐ̃siku
fluxo	fluksu
formosa	fuɾmɔza
reativação	riativɐsɐ̃w
mula	mulɐ
penafiel	pɨnɐfiɛɫ
contrabaixo	kõtrɐbajʃu
desbocado	dezbokadu
deturpação	detuɾpasɐ̃w̃
lagarto	lɐɣaɾtu
ignaro	iɡnaɾu
bestas	beʃtɐʃ
chouseira	ʃowzɐjɾɐ
explicações	ɐjʃplikɐsõj̃ʃ
azereiro	ɐzɨɾɐjɾu
óculo	ɔkulu
blica	blika
inhapa	iɲapɐ
ana	ɐnɐ
arrependido	ɐʁɨpẽdiðu
ou	ow
malaquita	mɐlɐkitɐ
ancião	ɐ̃siɐ̃w
convexo	kõvɛksu
painel	pajnɛɫ
regalo	ʁɨɣalu
livremente	livɾɨmẽtɨ
enxuto	ẽʃutu
joalharia	ʒwɐʎɐɾiɐ
viria	viɾiɐ
censurar	sẽsuɾaɾ
questionar	kwestʃjonaʁ
gerar	ʒɨɾaɾ
teias	tejɐʃ
eslovénia	iʒlɔvɛnjɐ
concelho	kõseʎu
sujo	suʒu
aziago	ɐzjaɡu
digital	diʒitaɫ
flamífero	flamifeɾu
espada	ɨʃpadɐ
unção	ũsɐ̃w̃
seria	sɨɾiɐ
fashion	fɛʃõ
atravessado	ɐtɾɐvɨsaðu
coró	koɾɔ
impressão	ĩpɾɨsɐ̃w̃
espeto	iʃpetu
escravo	iʃkɾavu
pinguim	pĩɡwĩ
sídon	sidõ
miúdo	mjuðu
mandado	mɐ̃daðu
auréola	awɾɛulɐ
fizera	fizɛɾɐ
baço	basu
permitir	pɨɾmitiɾ
bisavó	bizɐvɔ
sol	sɔɫ
ouvindo	owvĩdu
hoste	ɔʃtɨ
sineiro	sinɐjɾu
pousado	powzaðu
no	nu
fortuna	fuɾtunɐ
entrevista	ẽtɾɨviʃtɐ
rubi	ʁubi
zâmbia	zɐ̃bjɐ
manga	mɐ̃ɡɐ
batista	batʃistɐ
dando	dɐ̃du
preguiça	pɾɨɣisɐ
cará	kɐɾa
penha	pɐjɲɐ
esperava	iʃpɨɾavɐ
vozes	vɔzɨʃ
finlândia	fĩlɐ̃diɐ
contribuição	kõtɾiβwisɐ̃w̃
fogaréu	fuɣɐɾɛw
perna	pɛɾnɐ
carne	kaɾnɨ
viciar	visjaɾ
chafariz	ʃɐfɐɾiʃ
agrupamento	ɐɣɾupɐmẽtu
competia	kõpɨtiɐ
proteína	pɾutiinɐ
marreco	mɐʁɛku
viveu	vivew
pegajoso	pɨɣɐʒozu
ativamente	ativɐmẽtɨ
preju	pɾeʒu
suposição	supuzisɐ̃w̃
inocência	inusẽsjɐ
nossas	nɔsɐʃ
secretamente	sɨkɾɛtɐmẽtɨ
segregação	sɨɣɾɨɣɐsɐ̃w̃
bonacheirão	bonaʃejɾɐ̃w̃
danço	dɐ̃su
legislativo	lɨʒiʒlɐtivu
alteza	aɫtezɐ
assumir	ɐsumiɾ
banir	bɐniɾ
pepino	pepinu
caseiro	kɐzejɾu
instalado	ĩʃtɐlaðu
engordar	ĩɡuɾðaɾ
saudade	sɐwðaðɨ
moirisma	mojɾiʒmɐ
servo	sɛɾvu
arriba	ɐʁiβɐ
dinamarca	dinɐmaɾkɐ
aliás	ɐljaʃ
siso	sizu
matrícula	mɐtɾikulɐ
aéreo	ɐɛɾju
prudente	pɾudẽtɨ
humilhação	umiʎɐsɐ̃w̃
complemento	kõplɨmẽtu
inteligente	ĩtɨliʒẽtɨ
amares	ɐmaɾɨʃ
bateu	bɐtew
umbigo	ũbiɣu
nectarina	nɛktɐɾinɐ
cada	kɐðɐ
imbecil	ĩbɨsiɫ
fica	fikɐ
desta	dɛʃtɐ
abelha	ɐβɐjʎɐ
calhambeque	kɐʎɐ̃bɛkɨ
sacramento	sɐkɾɐmẽtu
cair	kɐiɾ
guilherme	ɡiʎɛɾmɨ
tontura	tõtuɾɐ
jura	ʒuɾa
abafador	ɐbɐfɐdoɾ
verá	vɨɾa
vêm	vẽj̃ẽj̃
anteontem	ɐ̃tjõtẽj̃
unificar	unifikaɾ
camelô	kamelo
mártir	maɾtiɾ
demónio	dɨmɔnju
contar	kõtaɾ
chamava	ʃɐmavɐ
controlador	kõtɾulɐdoɾ
flanela	flɐnɛlɐ
arborizar	ɐɾβuɾizaɾ
alghero	alɡɛɾu
alinhado	ɐliɲaðu
pi	pi
havendo	ɐvẽdu
remendo	ʁɨmẽdu
encolheu	ẽkuʎew
bolsa	boɫsɐ
autoevidente	awtwividẽtɨ
vistoso	vijʃtozu
almude	aɫmuðɨ
contrariar	kõtɾɐɾjaɾ
acelerar	ɐsɨlɨɾaɾ
cilha	siʎɐ
sandálias	sɐ̃daljɐʃ
fevereiro	fɨvɨɾejɾu
boleto	buletu
âmbito	ɐ̃bitu
fui	fuj
ozónio	ɔzɔnju
acordar	ɐkuɾdaɾ
ferida	fɨɾidɐ
ionosfera	jonojʃfɛɾa
urubiciense	uɾubisiẽsi
coaxar	kwɐʃaɾ
pintassilgo	pĩtɐsiɫɣu
letras	letɾɐʃ
dezasseis	dzɐsɐjʃ
lata	latɐ
desligado	dɨʒliɣaðu
cartomante	kaɾtumɐ̃tɨ
argola	aɾɡɔla
ronco	ʁõku
maça	masɐ
ourela	owɾɛla
mesclar	mɛʃklaɾ
lameira	lamejɾɐ
superávit	superavitʃi
acomete	akomɛtʃi
estivesse	iʃtivɛsɨ
àquelas	akɛlɐʃ
nota	nɔtɐ
mesma	meʒmɐ
apatetado	apatetadu
descalçar	dɨʃkaɫsaɾ
política	pulitikɐ
sai	saj
benzeno	bẽzenu
sinalizar	sinɐlizaɾ
nuca	nukɐ
