organizatora	ˈorɡænˌɪzætˌoræ
premijer	pɾˈɛmɪjer
uspostavio	ˈuspostˌævɪo
pješadijska	pjˈeʃædˌɪjskæ
podići	pˈodɪt͡ɕɪ
automatske	ˈaʊtˌomætskɛ
Zadnja	zˈadɲæ
specifikacija	spˈɛt͡sɪfˌɪkæt͡sˌɪjæ
predavanja	pɾˈɛdævˌæɲæ
Larry	lˈɑrrj
izgubiti	ˈizɡʊbˌɪtɪ
predjela	pɾˈɛdjelæ
Zabilježeno	zˈabɪʎˌeʒɛno
magnetne	mˈaɡnɛtnɛ
međusobni	mˈɛd͡ʑʊsˌobnɪ
Vodio	vˈodɪo
Hrasnica	xɾˈasnɪt͡sæ
Barcelonu	bˈɑrt͡sɛlˌonʊ
Mosta	mˈostæ
novčić	nˈoft͡ʃɪt͡ɕ
stranca	stɾˈant͡sæ
minor	mˈinor
Salvador	sˈalvædor
prodaje	pɾˈodɑje
izloženi	ˈizloʒˌɛnɪ
svirali	svˈirælɪ
Main	mˈaɪn
stabilizacija	stˈabɪlˌɪzæt͡sˌɪjæ
dinamično	dˈinæmˌɪt͡ʃno
ukupne	ˈukʊpnɛ
rezultirale	ɾˈɛzʊltˌɪrælɛ
HDMI	ɣdmˈi
ljubi	ʎˈubɪ
lova	lˈovæ
zdravog	zdɾˈavoɡ
podtipova	pˈottɪpˌovæ
eksperimenti	ˈɛkspɛrˌɪmɛntɪ
filmove	fˈilmovɛ
spomenuta	spˈomɛnˌʊtæ
rastvora	ɾˈastvoræ
brojnost	bɾˈojnost
prozi	pɾˈozɪ
predvođen	pɾˈɛdvod͡ʑɛn
princip	pɾˈint͡sɪp
Svi	svˈi
Porte	pˈortɛ
podred	pˈodɾɛd
ventrikularne	vˈɛntɾɪkˌʊlɑrnɛ
povlačenjem	pˈovlæt͡ʃˌɛɲem
bronzane	bɾˈonzænɛ
dozvoljen	dˈozvoʎen
zašiljeni	zˈaʃɪʎˌenɪ
promijenjeni	pɾˈomɪjˌeɲenɪ
Hrvatskom	xrvˈaːtskom
refleksije	ɾˈɛflɛksˌɪje
džamija	d͡ʒˈamɪjæ
natjerao	nˈatjerˌæo
jeo	jˈeo
King	kˈiŋɡ
limfnog	lˈimfnoɡ
vijeku	vˈijekʊ
potvrđenih	pˈotvrd͡ʑɛnɪh
Goldman	ɡˈoldmæn
odvesti	ˈodvɛstɪ
krugom	kɾˈuɡom
hrišćanske	xɾˈiʃt͡ɕænskɛ
napravio	nˈapɾævˌɪo
rupe	ɾˈupɛ
Johanna	jˈohænnæ
evropskom	ˈɛvɾopskom
Bogu	bˈoɡʊ
potisnuti	pˈotɪsnˌʊtɪ
konsenzusa	kˈonsɛnzˌʊsæ
označena	ˈoznæt͡ʃˌɛnæ
tumori	tˈumorɪ
Karpov	kˈɑrpov
cestom	t͡sˈɛstom
REKOM	ɾˈɛkom
osmini	ˈosmɪnɪ
crvenu	t͡srvˈɛnʊ
bolida	bˈolɪdæ
Vlatko	vlˈatko
Adria	ˈadɾɪæ
stakla	stˈaklæ
mada	mˈadæ
bratu	bɾˈatʊ
AFC	ˈaft͡s
vanredni	vˈanɾɛdnɪ
sami	sˈamɪ
laboratorijskim	lˈaborˌætorˌɪjskɪm
planu	plˈanʊ
inspiraciju	ˈinspɪrˌæt͡sɪjʊ
učeći	ˈut͡ʃɛt͡ɕɪ
naširoko	nˈaʃɪrˌoko
američko	ˈamɛrˌɪt͡ʃko
Amsterdam	ˈamstɛrdæm
veće	vˈɛt͡ɕɛ
zakonskom	zˈakonskom
LGN	lˈəɡˌənˌə
opremljeni	ˈopɾɛmʎˌenɪ
zapovijed	zˈapovˌɪjed
pati	pˈatɪ
trobojka	tɾˈobojkæ
govor	ɡˈovor
Posebnu	pˈosɛbnʊ
oduzeto	ˈodʊzˌɛto
vođe	vˈod͡ʑɛ
Indian	ˈindɪæn
Tripoli	tɾˈipolɪ
Letty	lˈɛttɪ
mina	mˈinæ
varijabli	vˈɑrɪjˌæblɪ
ustaje	ˈustɑje
Utrka	ˈutrkæ
hitove	xˈitovɛ
sankcija	sˈaŋkt͡sɪjæ
netačno	nˈɛtæt͡ʃno
Bečkom	bˈɛt͡ʃkom
Human	xˈumæn
Bosnom	bˈosnom
namijenjen	nˈamɪjˌeɲen
petero	pˈɛtɛro
arhipelaga	ˈɑrhɪpˌɛlæɡæ
Najniži	nˈɑjnɪʒɪ
endemske	ˈɛndɛmskɛ
Ukoliko	ˈukolˌɪko
mašinskih	mˈaʃɪnskɪh
specifično	spˈɛt͡sɪfˌɪt͡ʃno
travnjaci	tɾˈavɲæt͡sɪ
podatak	pˈodætæk
Centurion	t͡sˈɛntʊrˌɪon
obavljanja	ˈobævljˌæɲæ
proširio	pɾˈoʃɪrˌɪo
kulturama	kˈultʊrˌæmæ
jednak	jˈednæk
kojima	kˈojɪmæ
sirovo	sˈirovo
Gora	ɡˈoræ
pomiješane	pˈomɪjˌeʃænɛ
prsima	prsˈimæ
povezanosti	pˈovɛzˌænostɪ
Libiji	lˈibɪjɪ
Lillea	lˈillɛæ
trošenje	tɾˈoʃɛɲe
dioba	dˈiobæ
Igrač	ˈiɡɾæt͡ʃ
sjenke	sjˈeŋkɛ
Popovića	pˈopovˌɪt͡ɕæ
razgovarali	ɾˈazɡovˌɑrælɪ
protumačio	pɾˈotʊmˌæt͡ʃɪo
Božića	bˈoʒɪt͡ɕæ
Bedem	bˈɛdɛm
dekoraciju	dˈɛkorˌæt͡sɪjʊ
Ioni	ˈionɪ
Đorđe	d͡ʑˈord͡ʑɛ
Fe	fˈɛ
svirala	svˈirælæ
Haydna	xˈajdnæ
atomskim	ˈatomskɪm
zvani	zvˈanɪ
tijekom	tˈijekom
zaštitnih	zˈaʃtɪtnɪh
revanšu	ɾˈɛvænʃʊ
zamisliti	zˈamɪslˌɪtɪ
Kenije	kˈɛnɪje
raketnih	ɾˈakɛtnɪh
proučavanje	pɾˈo͡ʊt͡ʃævˌæɲe
kompletnu	kˈomplɛtnʊ
duže	dˈuʒɛ
princu	pɾˈint͡sʊ
vodoravne	vˈodorˌævnɛ
Tajna	tˈɑjnæ
Porsche	pˈorst͡shɛ
branili	bɾˈanɪlɪ
Princ	pɾˈint͡s
katoličku	kˈatolˌɪt͡ʃkʊ
trojice	tɾˈojɪt͡sɛ
ostvareni	ˈostvɑrˌɛnɪ
kritični	kɾˈitɪt͡ʃnɪ
predložen	pɾˈɛdloʒɛn
desili	dˈɛsɪlɪ
Marijina	mˈɑrɪjˌɪnæ
znati	znˈatɪ
Posle	pˈoslɛ
susretima	sˈusɾɛtˌɪmæ
pouzdaniji	pˈo͡ʊzdænˌɪjɪ
mokraći	mˈokɾæt͡ɕɪ
skrivenih	skɾˈivɛnɪh
Točak	tˈot͡ʃæk
tjeraju	tjˈerɑjʊ
Zvjezdari	zvjˈezdɑrɪ
Front	fɾˈont
klubova	klˈubovæ
mira	mˈiræ
kampusu	kˈampʊsʊ
videa	vˈidɛæ
platformi	plˈatformɪ
katastrofa	kˈatæstɾˌofæ
fokusu	fˈokʊsʊ
raspadom	ɾˈaspædom
reže	ɾˈɛʒɛ
odmah	ˈodmæh
Obelisk	ˈobɛlɪsk
Kantona	kˈantonæ
dostižu	dˈostɪʒʊ
zaobljeni	zˈaobʎˌenɪ
nulta	nˈultæ
Međutim	mˈɛd͡ʑʊtɪm
evropsko	ˈɛvɾopsko
Booth	bˈooth
Austriji	ˈaʊstɾˌɪjɪ
brazilske	bɾˈazɪlskɛ
ponašanju	pˈonæʃˌæɲʊ
Koristi	kˈorɪstɪ
predstavnička	pɾˈɛtstævnˌɪt͡ʃkæ
trajala	tɾˈɑjælæ
bratstvo	bɾˈatstvo
izraelskih	ˈizɾæˌɛlskɪh
lijepih	lˈijepɪh
steka	stˈɛkæ
Jevreja	jˈevɾejæ
zimu	zˈimʊ
utvrdili	ˈutvrdɪlɪ
piridina	pˈirɪdˌɪnæ
razdobljima	ɾˈazdobʎˌɪmæ
sredstva	sɾˈɛtstvæ
you	jˈo͡ʊ
hijerarhija	xˈijerˌɑrhɪjæ
tretmana	tɾˈɛtmænæ
tantala	tˈantælæ
zvono	zvˈono
uređeni	ˈurɛd͡ʑˌɛnɪ
trošila	tɾˈoʃɪlæ
odjelu	ˈodjelʊ
odvojile	ˈodvojˌɪlɛ
radionice	ɾˈadɪˌonɪt͡sɛ
japanska	jˈapænskæ
jamu	jˈamʊ
uspona	ˈusponæ
Boliviji	bˈolɪvˌɪjɪ
naučnom	nˈaʊt͡ʃnom
potječe	pˈotjet͡ʃɛ
petogodišnji	pˈɛtoɡˌodɪʃɲɪ
protivnici	pɾˈotɪvnˌɪt͡sɪ
budućoj	bˈudʊt͡ɕoj
cjelokupne	t͡sjˈelokˌʊpnɛ
nazvanog	nˈazvænoɡ
gasovi	ɡˈasovɪ
zaslužni	zˈaslʊʒnɪ
haplogrupe	xˈaploɡɾˌʊpɛ
instrumenta	ˈinstɾʊmˌɛntæ
porukama	pˈorʊkˌæmæ
obuka	ˈobʊkæ
volim	vˈolɪm
komponovao	kˈomponˌovæo
učenika	ˈut͡ʃɛnˌɪkæ
zvijezde	zvˈijezdɛ
računarskim	ɾˈat͡ʃʊnˌɑrskɪm
poljoprivredna	pˈoʎopɾˌɪvɾɛdnæ
uzrok	ˈuzɾok
Borovac	bˈorovæt͡s
zajednicama	zˈɑjednˌɪt͡sæmæ
vaze	vˈazɛ
odigran	ˈodɪɡɾæn
slavila	slˈavɪlæ
materijalnih	mˈatɛrˌɪjælnɪh
mjehur	mjˈehʊr
nazivane	nˈazɪvˌænɛ
bolove	bˈolovɛ
dostignuće	dˈostɪɡnˌʊt͡ɕɛ
oka	ˈokæ
načinu	nˈat͡ʃɪnʊ
Šarić	ʃˈɑrɪt͡ɕ
vođenja	vˈod͡ʑɛɲæ
InChI	ˈint͡sˈəxˌəˈi
ispitivanjima	ˈispɪtˌɪvæɲˌɪmæ
nude	nˈudɛ
poredane	pˈorɛdˌænɛ
univerzalno	ˈunɪvˌɛrzælno
lahko	lˈahko
nevinost	nˈɛvɪnost
spašavaju	spˈaʃævˌɑjʊ
ozlijeđen	ˈozlɪjˌed͡ʑɛn
određivanju	ˈodɾɛd͡ʑˌɪvæɲʊ
teška	tˈɛʃkæ
homoseksualac	xˈomosˌɛksʊˌælæt͡s
domaćinstva	dˈomæt͡ɕˌɪnstvæ
Stvara	stvˈɑræ
blaže	blˈaʒɛ
sistemom	sˈistɛmom
super	sˈupɛr
italijanskom	ˈitælˌɪjænskom
smeća	smˈɛt͡ɕæ
težila	tˈɛʒɪlæ
degradacije	dˈɛɡɾædˌæt͡sɪje
navodnjavanje	nˈavodɲˌævæɲe
ograđen	ˈoɡɾæd͡ʑɛn
nevrijeme	nˈɛvɾɪjˌemɛ
izložbu	ˈizloʒbʊ
prednjem	pɾˈɛdɲem
CDC	t͡sˈədˌət͡sˌə
Oblici	ˈoblɪt͡sɪ
odbor	ˈodbor
plaćen	plˈat͡ɕɛn
mentalne	mˈɛntælnɛ
arena	ˈɑrɛnæ
opticaju	ˈoptɪt͡sˌɑjʊ
pušaka	pˈuʃækæ
džep	d͡ʒˈɛp
turneja	tˈurnejæ
premisa	pɾˈɛmɪsæ
žanru	ʒˈanɾʊ
refleks	ɾˈɛflɛks
produžecima	pɾˈodʊʒˌɛt͡sɪmæ
brinuli	bɾˈinʊlɪ
indijski	ˈindɪjskɪ
spolnu	spˈolnʊ
naglog	nˈaɡloɡ
referentni	ɾˈɛfɛrˌɛntnɪ
istraženo	ˈistɾæʒˌɛno
dodaju	dˈodɑjʊ
Robotnik	ɾˈobotnɪk
dvosmislene	dvˈosmɪslˌɛnɛ
tradicijski	tɾˈadɪt͡sˌɪjskɪ
Guitar	ɡˈuɪtɑr
Pad	pˈad
sabiraju	sˈabɪrˌɑjʊ
kvalificiralo	kvˈalɪfˌɪt͡sɪrˌælo
propisi	pɾˈopɪsɪ
poslove	pˈoslovɛ
položi	pˈoloʒɪ
daljinskim	dˈaʎɪnskɪm
autobus	ˈaʊtˌobʊs
pojedinca	pˈojedˌɪnt͡sæ
znanju	znˈaɲʊ
uzastopna	ˈuzæstˌopnæ
dugačka	dˈuɡæt͡ʃkæ
Inc	ˈint͡s
Naredni	nˈɑrɛdnɪ
Viktorije	vˈiktorˌɪje
Crazy	t͡sɾˈazɪ
poboljšali	pˈoboʎʃˌælɪ
stepenom	stˈɛpɛnom
mitoza	mˈitozæ
okolina	ˈokolˌɪnæ
izobilju	ˈizobˌɪʎʊ
uzrokovan	ˈuzɾokˌovæn
ljubavlju	ʎˈubævljʊ
ionskih	ˈionskɪh
cinka	t͡sˈiŋkæ
Visok	vˈisok
ubica	ˈubɪt͡sæ
neuspjelog	nˈɛʊspjˌeloɡ
uspravna	ˈuspɾævnæ
aktiviranje	ˈaktɪvˌɪræɲe
lojne	lˈojnɛ
španske	ʃpˈanskɛ
Zrinski	zɾˈinskɪ
fudbalskih	fˈudbælskɪh
katalizu	kˈatælˌɪzʊ
mozaici	mˈozæˌɪt͡sɪ
krovovima	kɾˈovovˌɪmæ
međusobnoj	mˈɛd͡ʑʊsˌobnoj
raketnog	ɾˈakɛtnoɡ
sazvao	sˈazvæo
izgovora	ˈizɡovˌoræ
dostupne	dˈostʊpnɛ
decembru	dˈɛt͡sɛmbɾʊ
historičar	xˈistorˌɪt͡ʃɑr
Donald	dˈonæld
bitki	bˈitkɪ
hodnik	xˈodnɪk
parkom	pˈɑrkom
sociologije	sˈot͡sɪˌoloɡˌɪje
osmislio	ˈosmɪslˌɪo
Umro	ˈumɾo
nekolicina	nˈɛkolˌɪt͡sɪnæ
mehanizme	mˈɛhænˌɪzmɛ
Dugo	dˈuɡo
izvršava	ˈizvrʃævæ
producenta	pɾˈodʊt͡sˌɛntæ
ureda	ˈurɛdæ
predložena	pɾˈɛdloʒˌɛnæ
resursi	ɾˈɛsʊrsɪ
prikazana	pɾˈikæzˌænæ
riziku	ɾˈizɪkʊ
Visual	vˈisʊæl
vodeće	vˈodɛt͡ɕɛ
prošlom	pɾˈoʃlom
cijelim	t͡sˈijelɪm
Illinois	ˈillɪnˌoɪs
uvod	ˈuvod
svetlosti	svˈɛtlostɪ
varenje	vˈɑrɛɲe
posjedu	pˈosjedʊ
posude	pˈosʊdɛ
NCBI	nd͡ʑbˈi
ljubavnicu	ʎˈubævnˌɪt͡sʊ
mitraljezi	mˈitɾæʎˌezɪ
specijalizaciju	spˈɛt͡sɪjˌælɪzˌæt͡sɪjʊ
položen	pˈoloʒɛn
Konjic	kˈoɲɪt͡s
mraka	mɾˈakæ
Crnoj	t͡srnˈoj
Kolonije	kˈolonˌɪje
bomba	bˈombæ
gradine	ɡɾˈadɪnɛ
ljuskice	ʎˈuskɪt͡sɛ
svima	svˈimæ
sukcesivno	sˈukt͡sɛsˌɪvno
Grci	ɡrt͡sˈi
učinaka	ˈut͡ʃɪnˌækæ
dugme	dˈuɡmɛ
stvarna	stvˈɑrnæ
Bosanske	bˈosænskɛ
središnju	sɾˈɛdɪʃɲʊ
Fojnice	fˈojnɪt͡sɛ
mutirani	mˈutɪrˌænɪ
Književni	kɲˈiʒɛvnɪ
zaraženih	zˈɑræʒˌɛnɪh
otpočinje	ˈotpot͡ʃˌɪɲe
približit	pɾˈiblɪʒɪt
obilježili	ˈobɪʎˌeʒɪlɪ
čarobnjaka	t͡ʃˈɑrobɲˌækæ
korisnike	kˈorɪsnˌɪkɛ
plodnom	plˈodnom
Zmaj	zmˈɑj
nisi	nˈisɪ
vlagom	vlˈaɡom
Volge	vˈolɡɛ
izloženo	ˈizloʒˌɛno
Specijalni	spˈɛt͡sɪjˌælnɪ
mušku	mˈuʃkʊ
prođe	pɾˈod͡ʑɛ
Kastilje	kˈastɪʎe
završnoj	zˈavrʃnoj
poslao	pˈoslæo
školu	ʃkˈolʊ
klasificirao	klˈasɪfˌɪt͡sɪrˌæo
životu	ʒˈivotʊ
izjašnjavaju	ˈizjæʃɲˌævɑjʊ
Zeo	zˈɛo
Rječnik	rjˈet͡ʃnɪk
M	mˈə
Jedinstvo	jˈedɪnstvo
optužen	ˈoptʊʒɛn
staroj	stˈɑroj
agresiju	ˈaɡɾɛsˌɪjʊ
obrazac	ˈobɾæzæt͡s
noviji	nˈovɪjɪ
Bosnu	bˈosnʊ
donjeg	dˈoɲeɡ
topovima	tˈopovˌɪmæ
emisija	ˈɛmɪsˌɪjæ
usvajaju	ˈusvɑjˌɑjʊ
Ispitivanje	ˈispɪtˌɪvæɲe
državnoj	drʒˈavnoj
Sherlock	shˈɛrlot͡sk
civila	t͡sˈivɪlæ
pohranjivanje	pˈohɾæɲˌɪvæɲe
Angola	ˈaŋɡolæ
sopstvenih	sˈopstvɛnɪh
Sumnja	sˈumɲæ
XP	ˈikspˌə
toplotu	tˈoplotʊ
izbace	ˈizbæt͡sɛ
aktivirati	ˈaktɪvˌɪrætɪ
određivanje	ˈodɾɛd͡ʑˌɪvæɲe
Mini	mˈinɪ
Estonija	ˈɛstonˌɪjæ
predmeti	pɾˈɛdmɛtɪ
Trebinju	tɾˈɛbɪɲʊ
zakon	zˈakon
planini	plˈanɪnɪ
izjasnio	ˈizjæsnˌɪo
Marku	mˈɑrkʊ
datoteke	dˈatotˌɛkɛ
pokazatelj	pˈokæzˌætɛʎ
prevoziti	pɾˈɛvozˌɪtɪ
zdjelice	zdjˈelɪt͡sɛ
Vojnici	vˈojnɪt͡sɪ
Pokazano	pˈokæzˌæno
vlažnom	vlˈaʒnom
Zastava	zˈastævæ
sekundarnom	sˈɛkʊndˌɑrnom
izvedenim	ˈizvɛdˌɛnɪm
putnički	pˈutnɪt͡ʃkɪ
Welles	vˈɛllɛs
saveznik	sˈavɛznɪk
uslovom	ˈuslovom
službi	slˈuʒbɪ
držali	drʒˈalɪ
preporoda	pɾˈɛporˌodæ
Glavna	ɡlˈavnæ
ventila	vˈɛntɪlæ
sarađivala	sˈɑræd͡ʑˌɪvælæ
uređaj	ˈurɛd͡ʑɑj
nauče	nˈaʊt͡ʃɛ
reprezentaciju	ɾˈɛpɾɛzˌɛntæt͡sˌɪjʊ
Novak	nˈovæk
boli	bˈolɪ
Jemen	jˈemɛn
ulaganja	ˈulæɡˌæɲæ
grubi	ɡɾˈubɪ
Sudija	sˈudɪjæ
vertikalnog	vˈɛrtɪkˌælnoɡ
birati	bˈirætɪ
Njemačkoj	ɲˈemæt͡ʃkoj
uopšte	ˈuopʃtɛ
prepoznatljivih	pɾˈɛpoznˌætʎɪvɪh
Odjeljenja	ˈodjeʎˌeɲæ
egzona	ˈɛɡzonæ
izrazi	ˈizɾæzɪ
gustine	ɡˈustɪnɛ
poprečni	pˈopɾɛt͡ʃnɪ
secesije	sˈɛt͡sɛsˌɪje
putovali	pˈutovˌælɪ
prošla	pɾˈoʃlæ
najstarijem	nˈɑjstɑrˌɪjem
situ	sˈitʊ
angažovao	ˈaŋɡæʒˌovæo
ugledali	ˈuɡlɛdˌælɪ
nekako	nˈɛkæko
Irci	ˈirt͡sɪ
različita	ɾˈazlɪt͡ʃˌɪtæ
Savić	sˈavɪt͡ɕ
crte	t͡srtˈɛ
premijere	pɾˈɛmɪjˌerɛ
auksina	ˈaʊksˌɪnæ
novim	nˈovɪm
Maja	mˈɑjæ
redovno	ɾˈɛdovno
skine	skˈinɛ
bedemima	bˈɛdɛmˌɪmæ
hormone	xˈormonɛ
košarke	kˈoʃɑrkɛ
lučki	lˈut͡ʃkɪ
životima	ʒˈivotˌɪmæ
Priroda	pɾˈirodæ
sagrađeno	sˈaɡɾæd͡ʑˌɛno
detekcije	dˈɛtɛkt͡sˌɪje
hipotalamusa	xˈipotˌælæmˌʊsæ
mobilna	mˈobɪlnæ
traume	tɾˈaʊmɛ
pripovijesti	pɾˈipovˌɪjestɪ
poništenje	pˈonɪʃtˌɛɲe
preklapanja	pɾˈɛklæpˌæɲæ
Južnoafričkoj	jˈuʒnoˌæfɾɪt͡ʃkoj
naklonost	nˈaklonost
zglobljava	zɡlˈobʎævæ
Versailles	vˈɛrsæˌɪllɛs
maksimalne	mˈaksɪmˌælnɛ
indija	ˈindɪjæ
Vlasnik	vlˈasnɪk
Vezanje	vˈɛzæɲe
Uran	ˈuræn
kvalificirale	kvˈalɪfˌɪt͡sɪrˌælɛ
Jović	jˈovɪt͡ɕ
školskom	ʃkˈolskom
aluminij	ˈalʊmˌɪnɪj
Srbin	srbˈin
krompira	kɾˈompɪræ
pranje	pɾˈaɲe
Turnir	tˈurnɪr
arheolozi	ˈɑrhɛˌolozɪ
Juana	jˈuænæ
Sovjetske	sˈovjetskɛ
zaselak	zˈasɛlæk
evropske	ˈɛvɾopskɛ
baviti	bˈavɪtɪ
neutralan	nˈɛʊtɾˌælæn
preduslov	pɾˈɛdʊslov
po	pˈo
ugrožene	ˈuɡɾoʒˌɛnɛ
Borisa	bˈorɪsæ
kongresa	kˈoŋɡɾɛsæ
invaziju	ˈinvæzˌɪjʊ
puštanja	pˈuʃtæɲæ
Matilda	mˈatɪldæ
bandu	bˈandʊ
najmlađi	nˈɑjmlæd͡ʑɪ
dovesti	dˈovɛstɪ
carstava	t͡sˈɑrstævæ
kurseva	kˈursɛvæ
kapilara	kˈapɪlˌɑræ
dinastije	dˈinæstˌɪje
Dokaz	dˈokæz
Ratko	ɾˈatko
upotrebljavali	ˈupotɾˌɛbʎævˌælɪ
zabrani	zˈabɾænɪ
potpunog	pˈotpʊnoɡ
Emily	ˈɛmɪlɪ
forumu	fˈorʊmʊ
Njegovo	ɲˈeɡovo
dozvoljena	dˈozvoʎˌenæ
Adana	ˈadænæ
varoši	vˈɑroʃɪ
minutu	mˈinʊtʊ
potpora	pˈotporæ
diploidne	dˈiploˌɪdnɛ
treplji	tɾˈɛpʎɪ
Hermes	xˈɛrmɛs
perzijskog	pˈɛrzɪjskoɡ
imunskog	ˈimʊnskoɡ
glavi	ɡlˈavɪ
Duka	dˈukæ
Zvijezda	zvˈijezdæ
Uzgoj	ˈuzɡoj
Muzika	mˈuzɪkæ
odabran	ˈodæbɾæn
drveta	drvˈɛtæ
hemije	xˈɛmɪje
Name	nˈamɛ
automatsko	ˈaʊtˌomætsko
programirati	pɾˈoɡɾæmˌɪrætɪ
neprijateljske	nˈɛpɾɪjˌætɛʎskɛ
trostruka	tɾˈostɾʊkæ
Lili	lˈilɪ
šesto	ʃˈɛsto
novcem	nˈoft͡sɛm
sedmoj	sˈɛdmoj
Vođe	vˈod͡ʑɛ
Politička	pˈolɪtˌɪt͡ʃkæ
vrt	vrt
graditelji	ɡɾˈadɪtˌɛʎɪ
mirovnih	mˈirovnɪh
čuvare	t͡ʃˈuvɑrɛ
četvrtoj	t͡ʃˈɛtvrtoj
gradijent	ɡɾˈadɪjent
dopuna	dˈopʊnæ
vojnika	vˈojnɪkæ
nađe	nˈad͡ʑɛ
čašice	t͡ʃˈaʃɪt͡sɛ
zabranjuju	zˈabɾæɲˌʊjʊ
venske	vˈɛnskɛ
Kristijana	kɾˈistɪjˌænæ
japanskom	jˈapænskom
potisnuli	pˈotɪsnˌʊlɪ
čuvar	t͡ʃˈuvɑr
izvedena	ˈizvɛdˌɛnæ
π	pˈi
fiksne	fˈiksnɛ
izvršena	ˈizvrʃɛnæ
Pacifiku	pˈat͡sɪfˌɪkʊ
voća	vˈot͡ɕæ
podzemni	pˈod͡ʑɛmnɪ
intenzitetu	ˈintɛnzˌɪtɛtʊ
Aida	ˈaɪdæ
Tikal	tˈikæl
osiguranja	ˈosɪɡˌʊræɲæ
centru	t͡sˈɛntɾʊ
slagali	slˈaɡælɪ
tvore	tvˈorɛ
konji	kˈoɲɪ
konformacije	kˈonformˌæt͡sɪje
stoljećima	stˈoʎet͡ɕˌɪmæ
skromne	skɾˈomnɛ
posjećivala	pˈosjet͡ɕˌɪvælæ
znamo	znˈamo
reprezentacija	ɾˈɛpɾɛzˌɛntæt͡sˌɪjæ
dobijati	dˈobɪjˌætɪ
procesora	pɾˈot͡sɛsˌoræ
pokazala	pˈokæzˌælæ
grubo	ɡɾˈubo
pokrajini	pˈokɾɑjˌɪnɪ
prevare	pɾˈɛvɑrɛ
unutrašnje	ˈunʊtɾˌæʃɲe
Normalna	nˈormælnæ
poslovnih	pˈoslovnɪh
Foče	fˈot͡ʃɛ
stavljene	stˈavljenɛ
prekretnicu	pɾˈɛkɾɛtnˌɪt͡sʊ
saziva	sˈazɪvæ
komandant	kˈomændænt
riječ	ɾˈijet͡ʃ
magnetsko	mˈaɡnɛtsko
centralno	t͡sˈɛntɾælno
položaja	pˈoloʒˌɑjæ
tretmanima	tɾˈɛtmænˌɪmæ
Kladuša	klˈadʊʃæ
Morao	mˈoræo
Opseg	ˈopsɛɡ
Predlaže	pɾˈɛdlæʒɛ
šećerne	ʃˈɛt͡ɕɛrnɛ
tretiraju	tɾˈɛtɪrˌɑjʊ
znake	znˈakɛ
resurse	ɾˈɛsʊrsɛ
pretkomore	pɾˈɛtkomˌorɛ
upao	ˈupæo
vokalne	vˈokælnɛ
pisala	pˈisælæ
pošao	pˈoʃæo
zdravstvenog	zdɾˈafstvɛnoɡ
špica	ʃpˈit͡sæ
struktura	stɾˈuktʊræ
narednog	nˈɑrɛdnoɡ
ljuski	ʎˈuskɪ
viđati	vˈid͡ʑætɪ
sportska	spˈortskæ
Australija	ˈaʊstɾˌælɪjæ
rogovi	ɾˈoɡovɪ
kraljevska	kɾˈaʎefskæ
paprati	pˈapɾætɪ
mediju	mˈɛdɪjʊ
Nagradu	nˈaɡɾædʊ
skloniji	sklˈonɪjɪ
Bizantu	bˈizæntʊ
sirovine	sˈirovˌɪnɛ
Sveukupni	svˈɛʊkˌʊpnɪ
pusti	pˈustɪ
kraći	kɾˈat͡ɕɪ
analognih	ˈanælˌoɡnɪh
narod	nˈɑrod
SKJ	sˈəkˌəjˌə
likove	lˈikovɛ
Škotske	ʃkˈotskɛ
nizak	nˈizæk
videoigre	vˈidɛˌoɪɡɾɛ
pokušalo	pˈokʊʃˌælo
uzorima	ˈuzorˌɪmæ
platila	plˈatɪlæ
prilagodio	pɾˈilæɡˌodɪo
Anti	ˈantɪ
sportsku	spˈortskʊ
Aslan	ˈaslæn
pokreta	pˈokɾɛtæ
zgrada	zɡɾˈadæ
plodovi	plˈodovɪ
klinike	klˈinɪkɛ
Jane	jˈanɛ
Valencia	vˈalɛnt͡sˌɪæ
Perzijsko	pˈɛrzɪjsko
željeznom	ʒˈɛʎeznom
naprednim	nˈapɾɛdnɪm
učiteljica	ˈut͡ʃɪtˌɛʎɪt͡sæ
susjeda	sˈusjedæ
organizira	ˈorɡænˌɪzɪræ
opterećen	ˈoptɛrˌɛt͡ɕɛn
režanj	ɾˈɛʒæɲ
orijentira	ˈorɪjˌentɪræ
Gen	ɡˈɛn
Maggie	mˈaɡɡɪɛ
termalne	tˈɛrmælnɛ
usmjeravanje	ˈusmjerˌævæɲe
nazad	nˈazæd
bizantijskoj	bˈizæntˌɪjskoj
tajne	tˈɑjnɛ
prakse	pɾˈaksɛ
horizontalne	xˈorɪzˌontælnɛ
recesivni	ɾˈɛt͡sɛsˌɪvnɪ
lojalnost	lˈojælnost
Ostaci	ˈostæt͡sɪ
reguliran	ɾˈɛɡʊlˌɪræn
Marijinog	mˈɑrɪjˌɪnoɡ
Ustavu	ˈustævʊ
smirila	smˈirɪlæ
nepotpuna	nˈɛpotpˌʊnæ
okršaju	ˈokrʃɑjʊ
povezati	pˈovɛzˌætɪ
populacije	pˈopʊlˌæt͡sɪje
poziciju	pˈozɪt͡sˌɪjʊ
mečeva	mˈɛt͡ʃɛvæ
svakom	svˈakom
opisano	ˈopɪsˌæno
Mac	mˈat͡s
imala	ˈimælæ
Parsons	pˈɑrsons
