vedeckému	vˈedʲet͡skˌeːmu
roamingu	rˈoamˌiŋɡu
vzdelávacom	vzdʲˈelaːvˌat͡som
podivný	pˈodʲivniː
hlúpi	hlˈuːpi
sedliackych	sˈedliˌat͡skix
dokončila	dˈokont͡ʃˌila
mladíkov	mlˈadʲiːkow
písme	pˈiːsme
mravnosti	mrˈavnostʲi
indícií	ˈindʲiːt͡sˌiiː
prevádzkareň	prˈevaːt͡skˌareɲ
dotacie	dˈotat͡sie
Bieloruska	biˈelorˌuska
vyjadrí	vˈijadriː
vítaná	vˈiːtanaː
nuž	nˈuʃ
mamičku	mˈamit͡ʃku
rovnost	rˈovnost
modrá	mˈodraː
hlásilo	hlˈaːsilo
Určená	ˈurt͡ʃenaː
Hlavnom	hlˈavnom
podtitulom	pˈottʲitˌulom
tety	tʲˈeti
Public	pˈublit͡s
prekvapilo	prˈekvapˌilo
kritériách	krˈiteːrˌiaːx
stvorení	stvˈoreɲiː
prijímať	prˈijiːmatʲ
Klinike	klˈiɲike
certifikáciu	t͡sˈertifˌikaːt͡siu
vyvolanie	vˈivolˌaɲie
strážcami	strˈaːʃt͡sami
kuchynskou	kˈuxinsko͡ʊ
hmotnostných	hmˈotnostniːx
hladkým	hlˈatkiːm
absurdným	ˈapsurdniːm
Prevládajú	prˈewlaːdˌajuː
kopírovala	kˈopiːrˌovala
osviežuje	ˈosviˌeʒuje
Sekčov	sˈekt͡ʃow
interaktívny	ˈinterˌaktʲiːvni
čínski	t͡ʃˈiːnski
Nivy	ɲˈivi
dennou	dʲˈenno͡ʊ
Indický	ˈindit͡skiː
akceleráciu	ˈakt͡selˌeraːt͡siu
punk	pˈuŋk
uzávierku	ˈuzaːviˌerku
zvládnuté	zvlˈaːdnuteː
komunikáciách	kˈomunˌikaːt͡sˌiaːx
Tibora	tʲˈibora
vyštudovala	vˈiʃtudˌovala
pohrebnej	pˈohrebnej
Blues	blˈues
ilúziou	ˈiluːzˌio͡ʊ
posledných	pˈosledniːx
Parkinsonova	pˈarkinsˌonova
Posilňovacie	pˈosilɲˌovat͡sie
obrovskom	ˈobrowskom
Volkswagen	vˈolksvaɡen
zmestilo	zmˈestʲilo
obmedzené	ˈobmed͡ʑˌeneː
seminárom	sˈeminˌaːrom
pýši	pˈiːʃi
narodená	nˈarodʲˌenaː
žatvy	ʒˈatvi
zohľadní	zˈohʎadɲiː
prednesené	prˈedɲesˌeneː
sňať	sɲˈatʲ
Bridge	brˈidɡe
súhre	sˈuːhre
súkromie	sˈuːkromie
hodinou	hˈodʲino͡ʊ
mesto	mˈesto
Najlepsia	nˈajlepsia
dopadu	dˈopadu
nerezové	ɲˈerezˌoveː
Zadávateľ	zˈadaːvˌatʲeʎ
tkanive	tkˈaɲive
sluzba	slˈuzba
ohrozenia	ˈohrozˌeɲia
susedovi	sˈusedˌovi
Venezuele	vˈeɲezˌuele
action	ˈat͡stʲion
detaile	dˈetaˌile
Žiliny	ʒˈilini
brožúry	brˈoʒuːri
poschodia	pˈosxodʲia
vzišli	vzˈiʃli
prímorské	prˈiːmorskeː
autodoplnkov	ˈautˌodopˌl̩ŋkow
kameru	kˈameru
zemepis	zˈemepis
odspodu	ˈotspodu
viceprimátor	vˈit͡seprˌimaːtor
zivotnej	zˈivotnej
Oslany	ˈoslani
Poprad	pˈoprat
náušnicami	nˈaːuʃɲˌit͡sami
Tibet	tʲˈibet
vypredaná	vˈipredˌanaː
inštalovaným	ˈinʃtalˌovaniːm
prezreli	prˈezreli
Skladba	sklˈadba
taxatívne	tˈaksatˌiːvɲe
nadovšetko	nˈadowʃˌetko
prebýva	prˈebiːva
kefku	kˈefku
basy	bˈasi
vzácny	vzˈaːt͡sni
kameramanov	kˈamerˌamanow
radovala	rˈadovˌala
otváram	ˈotvaːram
Hugh	hˈukx
Brutálne	brˈutaːlɲe
alkohole	ˈalkohˌole
MIO	mˈio
ROG	rˈok
choreografie	xˈoreˌoɡrafie
dôkladného	dˈuoklˌadneːho
koncertoch	kˈont͡sertox
flotily	flˈotʲili
zasvätili	zˈasvetʲˌili
Tatrana	tˈatrana
protestom	prˈotestom
zaviedol	zˈaviˌedol
Sharp	shˈarp
poradným	pˈoradniːm
odohralo	ˈodohrˌalo
pomenovať	pˈomenˌovatʲ
záchodík	zˈaːxodʲiːk
trhovisku	tˈr̩hovˌisku
vyčistené	vˈit͡ʃistʲˌeneː
Kyjeve	kˈijeve
Madride	mˈadridʲe
lahodnú	lˈahodnuː
očakávania	ˈot͡ʃakˌaːvaɲia
ostanú	ˈostanuː
trapas	trˈapas
onkologický	ˈoŋkolˌoɡit͡skiː
bronz	brˈons
Podkova	pˈotkova
vyšetrovateľa	vˈiʃetrˌovatʲˌeʎa
oprávnených	ˈopraːvɲˌeniːx
šampanského	ʃˈampanskˌeːho
neposkytne	ɲˈeposkˌitɲe
OASE	ˈoase
konštrukciami	kˈonʃtrukt͡siˌami
prísada	prˈiːsada
Disneyho	dˈisɲeˌiho
vykonávaná	vˈikonˌaːvanaː
zvolil	zvˈolil
obiehajú	ˈobiˌehajuː
Tlačiarne	tlˈat͡ʃiˌarɲe
partnerskou	pˈartnersko͡ʊ
zrážok	zrˈaːʒok
polotieň	pˈolotʲieɲ
zaniklo	zˈaɲiklo
stotisíc	stˈotʲisiːt͡s
arašidové	ˈaraʃˌidoveː
Oceľové	ˈot͡seʎˌoveː
zbytočné	zbˈitot͡ʃneː
hlások	hlˈaːsok
spací	spˈat͡siː
predlohou	prˈedloho͡ʊ
Šikovné	ʃˈikovneː
pozostávala	pˈozostˌaːvala
fakultou	fˈakulto͡ʊ
krátenie	krˈaːtʲeɲie
futuristický	fˈuturˌistit͡skiː
prestávkami	prˈestaːwkˌami
zhadzovať	shˈad͡ʑovatʲ
spätným	spˈetniːm
použiť	pˈo͡ʊʒitʲ
neutrálnu	nˈeutrˌaːlnu
mravec	mrˈavet͡s
strážené	strˈaːʒeneː
bazar	bˈazar
závisí	zˈaːvisiː
potesila	pˈotʲesˌila
civilnej	t͡sˈivilnej
štrnástich	ʃtˈr̩naːstix
poľnohospodárov	pˈoʎnohˌospodˌaːrow
brániacich	brˈaːɲiˌat͡six
hranolky	hrˈanolki
Dav	dˈaw
zatvorenie	zˈatvorˌeɲie
nezaregistrovali	ɲˈezarˌeɡistrˌovali
košíkov	kˈoʃiːkow
nelegálnych	ɲˈeleɡˌaːlnix
Gyula	ɡˈiula
Zuzkou	zˈusko͡ʊ
nástroji	nˈaːstroji
kapitole	kˈapitˌole
spáchala	spˈaːxala
satelitom	sˈatʲelˌitom
speve	spˈeve
myšlienku	mˈiʃliˌeŋku
sedačkou	sˈedat͡ʃko͡ʊ
profesionálnu	prˈofesˌionˌaːlnu
parlamentnou	pˈarlamˌentno͡ʊ
Nákup	nˈaːkup
odhadovať	ˈothadˌovatʲ
spomenuli	spˈomenˌuli
všeobecnú	fʃˈeobˌet͡snuː
poľnohospodárstva	pˈoʎnohˌospodˌaːrstva
Pevná	pˈevnaː
guľôčkové	ɡˈuʎuˌot͡ʃkoveː
žiareniu	ʒiˈareɲiu
vodca	vˈott͡sa
expozičné	ˈekspozˌit͡ʃneː
opačnú	ˈopat͡ʃnuː
nedôjde	ɲˈeduˌojdʲe
vodopádu	vˈodopˌaːdu
bratoch	brˈatox
rozložia	rˈozloʒia
su	sˈu
živnostíMaloobchod	ʒˈivnostʲiːmˈaloˌopxot
Živnosť	ʒˈivnostʲ
tragického	trˈaɡit͡skˌeːho
telekomunikačnej	tˈelekˌomunˌikat͡ʃnej
rastlinnými	rˈastlinnˌiːmi
odmeňuje	ˈodmeɲˌuje
pánom	pˈaːnom
sústredením	sˈuːstredʲˌeɲiːm
neduh	ɲˈedux
papričiek	pˈaprit͡ʃiek
benzínové	bˈenziːnˌoveː
dielko	dʲiˈelko
Tehotenská	tʲˈehotʲˌenskaː
zániku	zˈaːɲiku
započúvať	zˈapot͡ʃˌuːvatʲ
nečaká	ɲˈet͡ʃakaː
kúpeµòa	kdˌl̩heːˈuːpˈeːˈeːmˈiːˌoːsˈobraːtʲˌeniːmdˈl̩ːʒɲoma
PRIDANÉ	prˈidaneː
trvať	tˈr̩vatʲ
dispozíciu	dˈispozˌiːt͡siu
územiach	ˈuːzemiax
davu	dˈavu
krajinky	krˈajiŋki
exkluzívnu	ˈekskluzˌiːvnu
spadne	spˈadɲe
Montreale	mˈontreˌale
trpezlivosť	tˈr̩pezlˌivostʲ
inzertný	ˈinzertniː
vitráže	vˈitraːʒe
Vpredu	fprˈedu
vyhla	vˈihla
duálne	dˈuaːlɲe
Tento	tˈento
stránkach	strˈaːŋkax
krajsie	krˈajsie
pádom	pˈaːdom
parkoviská	pˈarkovˌiskaː
zjednotení	zjˈednotʲˌeɲiː
Bystrica	bˈistrit͡sa
nominovala	nˈominˌovala
staníc	stˈaɲiːt͡s
kuchyňa	kˈuxiɲa
nerozumiete	ɲˈerozˌumiˌetʲe
Macíková	mˈat͡siːkˌovaː
dvore	dvˈore
spôsobí	spˈuosˌobiː
pevnú	pˈevnuː
kyvadlová	kˈivadlˌovaː
duchovnom	dˈuxovnom
chaty	xˈati
pomenovaní	pˈomenˌovaɲiː
zásadný	zˈaːsadniː
imunológie	ˈimunˌoloːɡie
požadovanými	pˈoʒadˌovanˌiːmi
vypadnutie	vˈipadnˌutʲie
Elegantné	ˈeleɡˌantneː
výbavu	vˈiːbavu
kosačiek	kˈosat͡ʃiek
určitými	ˈurt͡ʃitˌiːmi
snehovej	sɲˈehovej
Slatina	slˈatina
Každá	kˈaʒdaː
sýte	sˈiːtʲe
bezmocne	bˈezmot͡sɲe
Putá	pˈutaː
príhodu	prˈiːhodu
danosti	dˈanostʲi
pobrežnej	pˈobreʒnej
kňazi	kɲˈazi
variantov	vˈariˌantow
neschopných	ɲˈesxopniːx
Oldřich	ˈoldr̝ix
Dodnes	dˈodɲes
prarodičov	prˈarodʲˌit͡ʃow
zohnali	zˈohnali
Slávka	slˈaːwka
BSM	bˈeːˌesˌem
SBA	zbˈa
Reklamné	rˈeklamneː
nezávislý	ɲˈezaːvˌisliː
Fakturácia	fˈakturˌaːt͡sia
bezvýznamné	bˈezviːznˌamneː
usmievam	ˈusmiˌevam
odpovedi	ˈotpovˌedʲi
okamihoch	ˈokamˌihox
okolitými	ˈokolˌitiːmi
zamračil	zˈamrat͡ʃil
notifikovaná	nˈotʲifˌikovˌanaː
akord	ˈakort
akosi	ˈakosi
stíhal	stʲˈiːhal
MMS	ˈemˌemˌes
testovanie	tˈestovˌaɲie
muzi	mˈuzi
Stupave	stˈupave
zúčastnená	zˈuːt͡ʃastɲˌenaː
vyplňte	vˈipl̩ɲtʲe
okomentoval	ˈokomˌentoval
akútna	ˈakuːtna
montovať	mˈontovatʲ
dopĺňala	dˈopl̩ːɲˌala
pripravený	prˈipravˌeniː
volebným	vˈolebniːm
Kuzmányho	kˈuzmaːnˌiho
mliečnymi	mliˈet͡ʃnimi
Otestovali	ˈotestˌovali
vedúcou	vˈeduːt͡so͡ʊ
hovoríte	hˈovorˌiːtʲe
ekonomická	ˈekonˌomit͡skaː
pomenovali	pˈomenˌovali
ukázané	ˈukaːzˌaneː
automobilových	ˈautˌomobˌiloviːx
zamiešajte	zˈamiˌeʃajtʲe
Košele	kˈoʃele
cťou	t͡stʲˈo͡ʊ
ekologická	ˈekolˌoɡit͡skaː
zápasy	zˈaːpasi
žasnúť	ʒˈasnuːtʲ
údaju	ˈuːdaju
citlivým	t͡sˈitliviːm
rastlinná	rˈastlinnaː
korún	kˈoruːn
ukradnú	ˈukradnuː
favorita	fˈavorˌita
Pýtal	pˈiːtal
Kabelka	kˈabelka
kontinentu	kˈontinˌentu
biskupského	bˈiskupskˌeːho
látkach	lˈaːtkax
Guy	ɡˈui
intímny	ˈintʲiːmni
nemozu	ɲˈemozu
zím	zˈiːm
narkomanov	nˈarkomˌanow
vecnú	vˈet͡snuː
vymedzenom	vˈimed͡ʑˌenom
Badín	bˈadʲiːn
furt	fˈurt
zobudil	zˈobudʲil
staèí	stˈaeiː
Hasičský	hˈasit͡ʃskiː
fotogaléria	fˈotoɡˌaleːria
produkcií	prˈodukt͡sˌiiː
čudujeme	t͡ʃˈudujˌeme
úmyslu	ˈuːmislu
pohybovej	pˈohibˌovej
Nemecku	ɲˈemet͡sku
želatíny	ʒˈelatʲˌiːni
interiéri	ˈinterˌieːri
lacnejsie	lˈat͡sɲejsie
spálenie	spˈaːleɲie
zápisu	zˈaːpisu
výška	vˈiːʃka
skutočností	skˈutot͡ʃnˌostʲiː
rozmýšľate	rˈozmiːʃʎˌatʲe
trubky	trˈupki
oddýchne	ˈoddiːxɲe
por	pˈor
verbálne	vˈerbaːlɲe
vrstvy	vˈr̩stvi
prezentačných	prˈezentˌat͡ʃniːx
podporilo	pˈotporˌilo
filmová	fˈilmovaː
Časový	t͡ʃˈasoviː
pankreasu	pˈaŋkreˌasu
unikajú	ˈunikˌajuː
okamžitá	ˈokamʒˌitaː
ťarchou	tʲˈarxo͡ʊ
milovat	mˈilovat
ulíc	ˈuliːt͡s
národný	nˈaːrodniː
krémov	krˈeːmow
Prihláška	prˈihlaːʃka
prenosoch	prˈenosox
More	mˈore
Screen	st͡srˈeen
Tomko	tˈomko
Dedoles	dʲˈedoles
snímkami	sɲˈiːmkami
cievny	t͡siˈevni
Klenoty	klˈenoti
Obálky	ˈobaːlki
Aplikáciu	ˈaplikˌaːt͡siu
vykročil	vˈikrot͡ʃil
more	mˈore
klesli	klˈesli
svetmi	svˈetmi
Break	brˈeak
ušľachtilé	ˈuʃʎaxtʲˌileː
náušničky	nˈaːuʃɲˌit͡ʃki
neplatil	ɲˈeplatʲil
ohodnotiť	ˈohodnˌotʲitʲ
ranu	rˈanu
zákrutu	zˈaːkrutu
Avion	ˈavion
vývoj	vˈiːvoj
Grécky	ɡrˈeːt͡ski
Taktiež	tˈaktieʃ
vianočným	viˈanot͡ʃniːm
koncentračného	kˈont͡sentrˌat͡ʃneːho
cukrárne	t͡sˈukraːrɲe
Kúpna	kˈuːpna
prečítaj	prˈet͡ʃiːtaj
častou	t͡ʃˈasto͡ʊ
vibračné	vˈibrat͡ʃneː
posledne	pˈosledɲe
štátmi	ʃtˈaːtmi
pohµad	pˈeːohˈaːmˈiːadˈeː
mo¾ností	mˈotrˈiʃtvˈr̩tʲininˈostʲiː
Reprezentuje	rˈeprezˌentuje
dobíjanie	dˈobiːjˌaɲie
Organizačný	ˈorɡanˌizat͡ʃniː
prispievatelia	prˈispiˌevatʲˌelia
vnutra	vnˈutra
opakom	ˈopakom
zrozumiteľne	zrˈozumˌitʲeʎɲe
cvičeniami	t͡svˈit͡ʃeɲiˌami
predáme	prˈedaːme
vyladený	vˈiladˌeniː
pojednáva	pˈojednˌaːva
poznalo	pˈoznalo
prešívaním	prˈeʃiːvˌaɲiːm
spokojný	spˈokojniː
nezdaniteľnej	ɲˈezdaɲˌitʲeʎnej
náterov	nˈaːtʲerow
Duchovné	dˈuxovneː
čakala	t͡ʃˈakala
adolescentov	ˈadolˌest͡sentow
Djokovič	djˈokovit͡ʃ
pokiaµ	pˈeːokˈiːamˈiː
slabšej	slˈapʃej
Českej	t͡ʃˈeskej
LZ	ˈelzˌet
ocka	ˈot͡ska
kartón	kˈartoːn
katastrálny	kˈatastrˌaːlni
Kalkulačka	kˈalkulˌat͡ʃka
Domnievame	dˈomɲiˌevame
pútko	pˈuːtko
vybranú	vˈibranuː
Záväzok	zˈaːvezok
podobnej	pˈodobnej
okamžiku	ˈokamʒˌiku
Nečakaná	ɲˈet͡ʃakˌanaː
vypnutu	vˈipnutu
účastnícky	ˈuːt͡ʃastɲˌiːt͡ski
výzvami	vˈiːzvami
pozvali	pˈozvali
päťkrát	pˈetʲkraːt
nastupoval	nˈastupˌoval
odporovať	ˈotporˌovatʲ
Laminátové	lˈaminˌaːtoveː
EKO	ˈeko
najdrahší	nˈajdrahʃiː
hnevala	hɲˈevala
vráteného	vrˈaːtʲenˌeːho
štandardnou	ʃtˈandardno͡ʊ
nedokonalá	ɲˈedokˌonalaː
Senčania	sˈent͡ʃaɲia
vrstvou	vˈr̩stvo͡ʊ
tmavých	tmˈaviːx
tvarom	tvˈarom
Molly	mˈolli
nezlučiteľnosť	ɲˈezlut͡ʃˌitʲeʎnostʲ
vratná	vrˈatnaː
presunuli	prˈesunˌuli
odhadnut	ˈothadnut
zdraželi	zdrˈaʒeli
jarmo	jˈarmo
Antalis	ˈantalis
Organizácie	ˈorɡanˌizaːt͡sie
dúfajú	dˈuːfajuː
najoriginálnejších	nˈajorˌiɡinˌaːlɲejʃiːx
vlaňajšom	vlˈaɲajʃom
slzách	sˈl̩zaːx
garanciu	ɡˈarant͡siu
žĺtkom	ʒˈl̩ːtkom
kamošku	kˈamoʃku
nenávratný	ɲˈenaːvrˌatniː
Vyzeralo	vˈizerˌalo
komunikujú	kˈomunˌikujuː
vypnutí	vˈipnutʲiː
konkurzov	kˈoŋkurzow
prebytku	prˈebitku
AW	ˈaw
presadiť	prˈesadʲitʲ
povahou	pˈovaho͡ʊ
zdvojnásobiť	zdvˈojnaːsˌobitʲ
energickú	ˈenerɡˌit͡skuː
prekročia	prˈekrot͡ʃia
zdolala	zdˈolala
Sp	ˈespˌeː
požiadalo	pˈoʒiˌadalo
Robbie	rˈobbie
ake	ˈake
šnúru	ʃnˈuːru
košieľku	kˈoʃiˌeʎku
maturoval	mˈaturˌoval
UV	ˈuw
majte	mˈajtʲe
Schloss	sxlˈoss
šikovným	ʃˈikovniːm
nástupcov	nˈaːstupt͡sow
nepočuje	ɲˈepot͡ʃˌuje
priečnej	priˈet͡ʃnej
People	pˈeople
Tvojho	tvˈojho
liptovských	lˈiptowskiːx
fyziologický	fˈiziˌoloɡˌit͡skiː
cukráreň	t͡sˈukraːreɲ
dištriktu	dʲˈiʃtriktu
komplexnejšie	kˈompleksɲˌejʃie
ťarcha	tʲˈarxa
vozovku	vˈozowku
Zavolal	zˈavolal
štvorkolky	ʃtvˈorkolki
Obchody	ˈopxodi
východnej	vˈiːxodnej
včera	ft͡ʃˈera
homosexuáli	hˈomosˌeksuˌaːli
reholí	rˈeholiː
nahradilo	nˈahradʲˌilo
zošit	zˈoʃit
Podkolienky	pˈotkoliˌeŋki
požitie	pˈoʒitʲie
airbagmi	ˈairbˌaɡmi
Výhodami	vˈiːhodˌami
ihned	ˈihɲet
pravdivá	prˈawdʲivaː
Holding	hˈoldʲiŋk
krbovými	kˈr̩bovˌiːmi
žiadny	ʒiˈadni
pracovnému	prˈat͡sovnˌeːmu
kňazskú	kɲˈasskuː
nečakali	ɲˈet͡ʃakˌali
špás	ʃpˈaːs
nevzdáva	ɲˈewzdaːva
príves	prˈiːves
otvoríme	ˈotvorˌiːme
ICT	ˈit͡st
kráľovskej	krˈaːʎowskej
zarobia	zˈarobia
výdrž	vˈiːdr̩ʃ
vtáčieho	ftˈaːt͡ʃiˌeho
spevákov	spˈevaːkow
antikoncepčných	ˈantikˌont͡sept͡ʃniːx
basa	bˈasa
Zostal	zˈostal
vybranými	vˈibranˌiːmi
dodávania	dˈodaːvˌaɲia
netrápi	ɲˈetraːpi
tréningový	trˈeːniŋɡˌoviː
postojačky	pˈostojˌat͡ʃki
zvolia	zvˈolia
oslavovali	ˈoslavˌovali
smogu	smˈoɡu
Memorial	mˈemorial
supermarket	sˈupermˌarket
piate	piˈate
materský	mˈatʲerskiː
posunúť	pˈosunuːtʲ
farnosti	fˈarnostʲi
priateľmi	priˈatʲeʎmi
sledovala	slˈedovˌala
rakúskym	rˈakuːskim
uznaná	ˈuznanaː
milovníkom	mˈilovɲˌiːkom
tkanín	tkˈaɲiːn
podstatou	pˈotstato͡ʊ
Factor	fˈat͡stor
súpisné	sˈuːpisneː
Hrebendu	hrˈebendu
chvosta	xvˈosta
dýchaní	dˈiːxaɲiː
Nastaviť	nˈastavitʲ
Poznámka	pˈoznaːmka
Pochopiteľne	pˈoxopˌitʲeʎɲe
poznámkový	pˈoznaːmkˌoviː
zakončením	zˈakont͡ʃˌeɲiːm
spolocnosti	spˈolot͡snˌostʲi
pýtali	pˈiːtali
ruksak	rˈuksak
CENTER	t͡sˈentʲer
prehry	prˈehri
odberateľom	ˈodberˌatʲeʎom
adorácia	ˈadorˌaːt͡sia
Overovanie	ˈoverˌovaɲie
pretvoriť	prˈetvoritʲ
prežiť	prˈeʒitʲ
halušky	hˈaluʃki
colníci	t͡sˈolɲiːt͡si
Cielom	t͡siˈelom
vodného	vˈodneːho
bojovým	bˈojoviːm
Neskôr	ɲˈeskuor
LE	lˈe
zvážte	zvˈaːʃtʲe
vizitkára	vˈizitkˌaːra
robíme	rˈobiːme
liatinový	liˈatinˌoviː
prechody	prˈexodi
horárni	hˈoraːrɲi
syry	sˈiri
klientske	kliˈentske
karamelu	kˈaramˌelu
poddanstva	pˈoddanstva
súvis	sˈuːvis
formulárom	fˈormulˌaːrom
fond	fˈont
Hviezdoslavov	hviˈezdoslˌavow
VH	vˈeːhˌaː
maslom	mˈaslom
potom	pˈotom
Night	ɲˈikht
ľubovoľný	ʎˈubovˌoʎniː
dusu	dˈusu
kontrolóra	kˈontrolˌoːra
Juno	jˈuno
chodníčky	xˈodɲiːt͡ʃki
tróni	trˈoːɲi
nepresadili	ɲˈepresˌadʲili
OLO	ˈolo
absolútnou	ˈapsolˌuːtno͡ʊ
koliesok	kˈoliˌesok
Pravidelný	prˈavidʲˌelniː
Banská	bˈanskaː
Jasné	jˈasneː
tata	tˈata
ERP	ˈerp
Slečna	slˈet͡ʃna
predkladajú	prˈetkladˌajuː
rucne	rˈut͡sɲe
staň	stˈaɲ
úryvku	ˈuːriwku
nástupca	nˈaːstupt͡sa
zobrazované	zˈobrazˌovaneː
výtvor	vˈiːtvor
údel	ˈuːdʲel
desatinu	dʲˈesatˌinu
šek	ʃˈek
vyhradená	vˈihradˌenaː
roztopí	rˈostopiː
Hronský	hrˈonskiː
ochotu	ˈoxotu
Keï	kˈei
zháňa	shˈaːɲa
zhovárať	shˈovaːratʲ
Zimbabwe	zˈimbabve
jemnej	jˈemnej
slovenskej	slˈovenskej
pivničných	pˈivɲit͡ʃniːx
SOI	sˈoi
neverí	ɲˈeveriː
obnovená	ˈobnovˌenaː
drzosť	dˈr̩zostʲ
Cadillac	t͡sˈadʲillat͡s
kampane	kˈampaɲe
korunovaný	kˈorunˌovaniː
Väčšie	vˈet͡ʃʃie
šliach	ʃliˈax
upratovať	ˈupratˌovatʲ
pravidiel	prˈavidʲiel
priebežne	priˈebeʒɲe
stanicami	stˈaɲit͡sˌami
skutocnosti	skˈutot͡snˌostʲi
odobratá	ˈodobrˌataː
Žilinou	ʒˈilino͡ʊ
kamenné	kˈamenneː
tohoročnej	tˈohorˌot͡ʃnej
Interpret	ˈinterpret
mačke	mˈat͡ʃke
zúčastní	zˈuːt͡ʃastɲiː
katolícki	kˈatolˌiːt͡ski
prihlášku	prˈihlaːʃku
Bratislavy	brˈatʲislˌavi
zmyslu	zmˈislu
Priestranný	priˈestranniː
tree	trˈee
akvizícia	ˈakvizˌiːt͡sia
anonymné	ˈanonˌimneː
Erika	ˈerika
hybridným	hˈibridniːm
cudziemu	t͡sˈud͡ʑiˌemu
slabá	slˈabaː
mŕtveho	mˈr̩ːtveho
Kompletné	kˈompletneː
pásme	pˈaːsme
Líder	lˈiːdʲer
krídelká	krˈiːdʲelkaː
vozidielwww	vˈozidʲielvvv
jezuitskej	jˈezuˌitskej
Výrazným	vˈiːrazniːm
výrobu	vˈiːrobu
Presley	prˈeslei
Sládkovičova	slˈaːtkovˌit͡ʃova
režírovať	rˈeʒiːrˌovatʲ
Frame	frˈame
vedúceho	vˈeduːt͡sˌeho
databázach	dˈatabˌaːzax
budované	bˈudovˌaneː
Ticho	tʲˈixo
postavami	pˈostavˌami
podpísanie	pˈotpiːsˌaɲie
pojazdné	pˈojazdneː
určenú	ˈurt͡ʃenuː
nerešpektuje	ɲˈereʃpˌektuje
psychicky	psˈixit͡ski
Gear	ɡˈear
pozriem	pˈozriem
otočí	ˈotot͡ʃiː
islamisti	ˈislamˌistʲi
Regionálne	rˈeɡiˌonaːlɲe
Belehradu	bˈelehrˌadu
tanieri	tˈaɲiˌeri
ošetrovaní	ˈoʃetrˌovaɲiː
Pozýva	pˈoziːva
tajomného	tˈajomnˌeːho
Clark	t͡slˈark
epizóda	ˈepizˌoːda
RNDr	ˈr̩ndr̩
telefónnych	tˈelefˌoːnnix
celodennú	t͡sˈelodʲˌennuː
nežnej	ɲˈeʒnej
sanačných	sˈanat͡ʃniːx
flexibilitou	flˈeksibˌilito͡ʊ
Kombi	kˈombi
fragmenty	frˈaɡmenti
zamestnanosti	zˈamestnˌanostʲi
name	nˈame
ozývali	ˈoziːvˌali
nahradila	nˈahradʲˌila
stredoškolským	strˈedoʃkˌolskiːm
ohlasovať	ˈohlasˌovatʲ
štadiónoch	ʃtˈadiˌoːnox
opláchneme	ˈoplaːxɲˌeme
Europy	ˈeurˌopi
elastickým	ˈelastˌit͡skiːm
úspešnom	ˈuːspeʃnom
Spotlight	spˈotlikht
zástupcovi	zˈaːstupt͡sˌovi
úplatky	ˈuːplatki
Súvisiace	sˈuːvisiˌat͡se
kontrastuje	kˈontrastˌuje
Informovala	ˈinformˌovala
Zaujímalo	zˈaujˌiːmalo
antickej	ˈantit͡skej
predný	prˈedniː
vied	viˈet
mäkkými	mˈekkiːmi
rastlinnej	rˈastlinnej
Ježišovým	jˈeʒiʃˌoviːm
položíte	pˈoloʒˌiːtʲe
nebojíme	ɲˈebojˌiːme
podnik	pˈodɲik
zastaralé	zˈastarˌaleː
rodák	rˈodaːk
encyklopédie	ˈent͡siklˌopeːdʲie
rozumie	rˈozumie
jazykový	jˈazikˌoviː
nudných	nˈudniːx
komiks	kˈomiks
kotle	kˈotle
termotaškou	tˈermotˌaʃko͡ʊ
stretka	strˈetka
Potvrdzujú	pˈotvr̩d͡ʑˌujuː
zastupovať	zˈastupˌovatʲ
čiastočnú	t͡ʃiˈastot͡ʃnuː
University	ˈunivˌersiti
milosrdenstvu	mˈilosˌr̩dʲenstvu
tetovaním	tʲˈetovˌaɲiːm
veličiny	vˈelit͡ʃˌini
inštitúcii	ˈinʃtitˌuːt͡sii
kompetentná	kˈompetˌentnaː
World	vˈorlt
letiská	lˈetʲiskaː
súhlasia	sˈuːhlasia
nenavist	ɲˈenavist
Made	mˈade
Zvýšili	zvˈiːʃili
Chicaga	xˈit͡saɡa
kuriérske	kˈuriˌeːrske
BASIC	bˈasit͡s
chciet	xt͡siˈet
varovanie	vˈarovˌaɲie
riedenie	riˈedʲeɲie
odboru	ˈodboru
chrbtici	xˈr̩ptʲit͡si
zakrivenie	zˈakrivˌeɲie
optický	ˈoptit͡skiː
iPad	ˈiːpˈat
Viedne	viˈedɲe
nenaladia	ɲˈenalˌadʲia
kompenzuje	kˈompenzˌuje
skutočnému	skˈutot͡ʃnˌeːmu
Oh	ˈox
Osobné	ˈosobneː
vozíkoch	vˈoziːkox
vyplní	vˈipl̩ɲiː
odbyt	ˈodbit
inšpirácii	ˈinʃpirˌaːt͡sii
platformy	plˈatformi
zákazníkovi	zˈaːkazɲˌiːkovi
pozrieš	pˈozrieʃ
nájomcovia	nˈaːjomt͡sˌovia
trasou	trˈaso͡ʊ
záviselo	zˈaːvisˌelo
Research	rˈesearx
Španielsky	ʃpˈaɲiˌelski
pili	pˈili
Manželka	mˈanʒelka
polku	pˈolku
expandovať	ˈekspandˌovatʲ
kĺbovej	kˈl̩ːbovej
OTF	ˈotf
nikomu	ɲˈikomu
Mladí	mlˈadiː
rozmaznané	rˈozmaznˌaneː
Franz	frˈans
zastavaná	zˈastavˌanaː
iniciátorov	ˈinit͡sˌiaːtˌorow
