embadalides	əmbədəlidəs
psicoanalític	psikuənəlitik
ordenats	oɾdənats
promeses	pɾoməzəs
preciso	pɾəsizo
espaventats	espaventats
èreb	ɛɾəp
nominats	nominats
comandava	komandava
merescuts	meɾeskuts
crescut	kɾəskut
clapades	klapades
capgirades	kəbʒiɾadəs
escarxofar	əskərʃufa
pasteuritzada	pəstəwɾid͡zadə
tos	tɔs
padrastre	pədɾastɾə
abat	abat
escalè	əskəlɛ
contemplats	kontemplats
partits	paɾtits
acaia	akaja
domtar	domta
retrunyides	retɾuɲides
embussades	embusades
liquiditat	likiditat
periodística	peɾiodistika
dejunats	dəʒunats
fàcil	fasil
etimologista	ətimoluʒistə
cora	koɾa
merder	məɾde
ajupits	əʒupits
contigu	kontiɡu
funcionari	funsiunaɾi
níquel	nikel
circulades	siɾkuladəs
llepats	ʎepats
rumb	rum
doblada	dubladə
adobada	ədobadə
observadores	upsərbədoɾəs
abonament	əbonəment
autòmats	awtɔmats
destacat	dəstəkat
faltà	fəlta
anòmals	ənɔməls
feixisme	fəʃizmə
ossada	usadə
mongòlia	muŋɡɔliə
consistides	konsistidəs
refutades	refutades
cerveseria	seɾvezeɾia
abuso	abuzo
petxina	pet͡ʃina
torralba	toralba
comentar	kumənta
ocupada	okupadə
transgredit	tɾənzɡɾədit
decolorats	dəkuluɾats
altàries	altaɾies
símiles	similes
malmeses	malmezes
oposició	upuzisio
canònic	kənɔnik
instal·lat	installat
escampada	eskampada
pitjor	pid͡ʒoɾ
elaborades	ələboɾadəs
solell	soleʎ
confiat	komfiat
troposfera	tɾoposfeɾa
ruta	rutə
illegibilitat	iʎed͡ʒibilitat
aniria	aniɾia
reemplaçats	reemplasats
escaramussats	əskəɾəmusats
encertades	ənsəɾtadəs
equí	əki
profans	pɾufans
saturo	satuɾo
orgànic	urɡanik
macerada	məsəɾadə
esponjada	espoɲd͡ʒada
amarrada	amarada
encarnats	eŋkaɾnats
narrada	narada
laborada	ləbuɾadə
contraatacar	kontɾaatakaɾ
animalitzats	animalizats
considerada	kunsidəɾadə
fotografiats	fotoɡɾafiats
motivat	motivat
ofegats	ofeɡats
embussada	əmbusadə
subsistència	supsistɛnsia
germànic	ʒəɾmanik
sotrac	sotɾak
enviat	emviat
cafeteria	kafeteɾia
sovint	suvint
bastions	bastions
patognòmic	pətoɡnɔmik
hàgiu	aʒiw
heràldica	eɾaldika
acàcia	əkasiə
eficient	əfisien
malparlat	məlpəɾlat
covada	kubadə
cuit	kujt
substituint	supstituint
enjardinada	əɲʒəɾdinadə
fíbula	fibulə
rodolades	ruduladəs
desendollat	dəzəndoʎat
estranyades	əstɾəɲadəs
especulació	əspəkuləsio
soterrada	sotəradə
sargir	saɾd͡ʒiɾ
reposades	repozades
dessagnat	desaɡnat
descansada	deskansada
suplir	supliɾ
semblada	semblada
autoritats	əwtoɾitats
escarxofades	əskəɾʃofadəs
obeí	obei
concreció	koŋkɾesio
mossegats	mosəɡats
tafanejar	tafaned͡ʒaɾ
revenjat	rəvəɲʒat
complicat	kumplikat
beneïts	bənəits
manganès	məŋɡənəs
parides	pəɾidəs
corresponsal	koresponsal
caironada	kajɾonada
tailàndia	təjlandiə
estàtic	əstatik
superposats	supeɾpozats
especialista	əspəsiəlistə
mico	miko
abelià	abelia
forçarà	foɾsaɾa
conformat	kumfurmat
comès	kumɛs
encreuats	əŋkɾəwats
obtingudes	optiŋɡudəs
multades	multades
esfèrica	esfeɾika
deguts	deɡuts
mostassa	mostasa
barallades	baɾaʎades
aforrar	əfura
segur	seɡuɾ
clavada	kləbadə
granuloma	ɡɾanuloma
servei	seɾvej
vehement	veement
masticat	mastikat
proporcionades	pɾupursiunadəs
mènsules	mɛnsules
reelegit	reeled͡ʒit
catalítics	katalitiks
discutida	diskutidə
conductives	kunduktibəs
recobrar	rekobɾaɾ
mentrimentres	mentɾimentɾes
novembre	novembɾe
cocodril	kokudɾil
heroi	eɾɔj
missa	misə
hel·lena	əllɛnə
ingràvida	iŋɡɾavidə
moralitzat	moɾəlid͡zat
revistats	rəvistats
crustaci	kɾustasi
comuniqués	komunikes
tremolades	tɾəmoladəs
coordinades	kooɾdinadəs
atraient	ətɾəjen
abdicaré	əbdikəɾe
embarcació	embaɾkasio
avantbraç	əbəmbɾas
poblada	poblada
arrabassar	ərəbəsa
subministrar	subministɾaɾ
dramatitzar	dɾamatizaɾ
aproximada	əpɾoksimadə
prometedors	pɾumətədos
inventaria	imventaɾia
bístia	bistia
indiques	indikəs
cascada	kaskada
monologar	munuluɡa
obesitat	obezitat
insistides	insistidəs
renunciats	rənunsiats
sospitada	sospitada
úter	uteɾ
abusats	abuzats
badat	bədat
temudes	temudes
lleonès	ʎeones
doblegades	dobleɡades
jurisdicció	d͡ʒuɾizdiksio
indè	indɛ
lligar	ʎiɡa
graduats	ɡɾəduats
assetjar	ased͡ʒaɾ
manera	maneɾa
ocupació	ukupəsio
encomanades	əŋkomənadəs
esmenar	ezmenaɾ
compiles	kompiles
reverent	rəbəɾen
infinitament	imfinitament
desmagnetitzar	dezmaɡnetizaɾ
perpetuades	peɾpetuades
interaccionades	intəɾəksiunadəs
traspassada	tɾəspəsadə
aplicades	aplikades
investigats	imvəstiɡats
ventrudes	ventɾudes
veritable	veɾitable
insultant	insultan
descrita	deskɾita
desconnectat	dəskonnəktat
dissociar	disusia
tau	taw
exclusivament	əkskluzivəment
venerada	vənəɾadə
cervell	səɾveʎ
berenats	bəɾənats
anell	aneʎ
contrició	kontɾisio
emigrem	əmiɡɾɛm
creuats	kɾəwats
blasons	bləzons
desqualificar	dəskwəlifika
llegit	ʎed͡ʒit
ajornar	ad͡ʒoɾnaɾ
conceptualitzar	konseptualizaɾ
endiablar	endiablaɾ
ucraïnès	ukɾəinəs
explotat	əksplotat
afilant	əfilant
hèlios	elios
suportats	supurtats
fugir	fud͡ʒiɾ
sonats	sunats
laborables	ləbuɾabləs
recórrer	rekoreɾ
eficiència	əfisiɛnsiə
mirandesos	miɾəndɛzus
lleteries	ʎeteɾies
mercaderia	meɾkadeɾia
restaurada	restawɾada
quallades	kwaʎades
melmelada	melmelada
civilització	sibilid͡zəsio
xuixo	ʃuʃo
estonià	əstonia
facilitada	fəsilitadə
denominats	denominats
vitamina	vitəminə
lamentava	ləməntabə
un	un
personificats	pərsunifikats
apologitzant	əpuluʒid͡zan
generadors	d͡ʒeneɾadoɾs
gelar	ʒəla
transfondre	tɾansfondɾe
apòstol	əpɔstul
biga	biɡa
embolicada	əmbolikadə
verat	vəɾat
nuvi	nubi
plegà	pleɡa
cantó	kanto
fascinat	fasinat
comandaran	kuməndəɾan
làmina	laminə
commocionat	kummusiunat
ampliat	əmpliat
atropellat	atɾopeʎat
temeritat	temeɾitat
moriscos	muɾiskos
reproduït	repɾoduit
simular	simula
maldestre	maldestɾe
col·leccionat	kolleksionat
crisis	kɾizis
tossuderia	tosudeɾia
cuido	kujdo
submergit	submeɾd͡ʒit
dominica	dominikə
polonés	polones
avorrida	əburidə
retirava	retiɾava
rabut	rəbut
postulats	postulats
escombrador	əskombɾədo
depurar	depuɾaɾ
esbombats	əzbombats
emplenada	emplenada
determino	deteɾmino
menat	mənat
remades	remades
irritable	iritablə
desconfiada	deskomfiada
al·luvial	əlluvial
bordi	bɔɾdi
copsada	kopsadə
compulsiu	kumpulsiw
aplicació	aplikasio
menorquí	mənuɾki
solucionada	solusionada
apassionada	əpəsiunadə
aneguet	aneɡet
sulfúria	sulfuɾiə
entusiasme	əntuziazmə
viva	vivə
triomfada	tɾiomfada
confluència	komfluɛnsiə
venceu	vensew
reorganitzat	rəoɾɡənid͡zat
sagunt	səɡunt
nit	nit
proper	pɾope
teodor	teodoɾ
dilatats	dilatats
actuo	əktuu
indicàrem	indikaɾəm
fascinades	fasinades
cardinal	kaɾdinal
nominar	nominaɾ
agònic	aɡɔnik
identificades	identifikades
calçades	kalsades
bertran	beɾtɾan
examines	eɡzamines
masticats	mastikats
respirats	rəspiɾats
ampolla	əmpoʎə
terminologia	tərminuluʒiə
nominat	nominat
puig	put͡ʃ
emeses	əməzəs
quirze	kirzə
pardals	paɾdals
cubans	kubans
benvingut	bembiŋɡut
processada	pɾosesada
legitimar	ləʒitima
merda	mɛɾdə
contravinguda	kontɾəviŋɡudə
parades	pəɾadəs
depauperades	depawpeɾades
motoritzada	motoɾizada
dimitir	dimitiɾ
segudes	seɡudes
banyades	baɲades
mitjançant	mid͡ʒənsan
adéu	adew
practicar	pɾəktika
escollits	eskoʎits
reproduïdes	repɾoduides
naixença	najʃɛnsa
trepant	tɾəpant
mudar	muda
explotades	eksplotades
colonitzat	kolonizat
comptabilitzat	kumtəbilid͡zat
empiema	əmpiəmə
preocupada	pɾeokupada
transparent	tɾənspəɾen
viure	viwɾe
macerat	maseɾat
cove	kɔve
tecnològics	teɡnolɔd͡ʒiks
manipulo	mənipulu
parodiat	pəɾodiat
esglaonat	əzɡləonat
perseverar	pərsəbəɾa
concebuts	kunsəbuts
oracle	uɾaklə
criminal	kɾiminal
sinceritat	sinsəɾitat
anvers	əmves
mitòmana	mitɔmana
biodiversitats	biodiveɾsitats
titulava	titulava
piròmetre	piɾɔmetɾe
invent	imvent
lubrificar	lubɾifikaɾ
intensiu	intensiw
pedalar	pedalaɾ
encunyats	əŋkuɲats
avarícia	əvəɾisiə
conjuntiva	koɲʒuntivə
negaria	neɡaɾia
escombrades	əskumbɾadəs
completares	komplətaɾəs
mantingudes	mantiŋɡudes
fundadores	fundədoɾəs
astròleg	əstɾɔlək
emprats	əmpɾats
centrada	sentɾada
jeu	ʒɛw
escocesos	eskosezos
estomacat	əstuməkat
extrapolats	ekstɾapolats
lamentacions	lamentasions
eivissa	ejvisa
trivialitzat	tɾibiəlid͡zat
monàrquics	munarkiks
obrat	ubɾat
manllevats	məɲʎəvats
corrents	kurens
dormits	duɾmits
papaió	papajo
altercat	alteɾkat
butlla	bulla
ciència	siɛnsia
contaminades	kontaminades
embolcall	əmbolkaʎ
aidades	əjdadəs
nas	nas
avilès	əviləs
fluor	fluoɾ
emboscats	emboskats
campestre	kampɛstɾe
adipós	ədipos
recolzar	rəkulza
cantores	kəntoɾəs
escorxador	əskoɾʃədo
cèlebre	selebɾe
presentada	pɾezentada
reunió	reunio
executares	eɡzekutaɾes
occipital	oksipital
separar	səpəɾa
córrer	koreɾ
asseure	asɛwɾe
dragades	dɾaɡades
rescatat	reskatat
empinat	əmpinat
calamar	kələmar
hala	alə
ajudant	əʒudan
continuat	kuntinuat
indiferent	indifəɾen
suavitzar	suəbid͡za
urbanística	uɾbənistikə
guatemala	ɡwətəmalə
tamboret	təmboɾət
viarany	biəɾaɲ
estrep	əstɾep
peregrinat	pəɾəɡɾinat
recent	rəsen
vital	vital
afecta	əfɛktə
idiotisme	idiutizmə
oblic	ublik
exhumada	əɡzumadə
arxillaüt	ərʃiʎəut
anivellats	ənibəʎats
pinzell	pinzeʎ
superfluïtat	supəɾfluitat
tord	toɾt
tèrbol	tɛɾbol
professar	pɾofesaɾ
covardia	kovəɾdiə
encabat	əŋkəbat
torturada	toɾtuɾadə
predominades	pɾəduminadəs
obtindre	uptindɾə
militat	militat
trivialitzar	tɾiviəlid͡za
inicialitzada	inisiəlid͡zadə
superfluïtat	supeɾfluitat
clenxa	klɛɲʃə
parèmia	pəɾəmiə
apareixent	apaɾejʃent
contra	kɔntɾə
arcaica	əɾkajkə
potenciats	potensiats
redundant	rədundan
defensar	dəfənsa
hèmera	əməɾə
finques	fiŋkəs
segregades	seɡɾeɡades
trobat	tɾubat
temperats	tempeɾats
recomanar	rəkoməna
renunciada	renunsiada
vigent	biʒen
dentats	dentats
asterisc	əstəɾisk
altercat	əltəɾkat
empaquetar	empaketaɾ
classifiques	klasifikes
generacional	d͡ʒeneɾasional
jerarquia	ʒəɾəɾkiə
titllades	tilladəs
encolomades	əŋkulumadəs
trenats	tɾenats
astrològiques	əstɾolɔʒikəs
comprovades	kompɾovadəs
xenó	kseno
enquadrar	əŋkwədɾa
debutada	dəbutadə
cantàbria	kəntabɾiə
esperat	əspəɾat
vèncer	venseɾ
negar	neɡaɾ
escotades	əskutadəs
ponderar	pondəɾa
acarnissada	əkəɾnisadə
autoritzades	awtoɾizades
estampat	əstəmpat
mutació	mutəsio
emulava	emulava
agenda	əʒendə
eludiu	eludiw
tap	tap
arpa	aɾpa
mitjançant	mid͡ʒansant
montferrer	momfereɾ
associant	əsosiant
coixejada	kojʃed͡ʒada
combatré	kombətɾe
orientalitzar	oɾientalizaɾ
pàrvula	parbulə
determinisme	dətərminizmə
denominar	dənomina
encarno	əŋkaɾno
fuselatge	fuzelad͡ʒe
puríssim	puɾisim
embridada	embɾidada
astrofísic	astɾofizik
exceptuats	əksəptuats
setmana	səmmanə
gemegar	d͡ʒemeɡaɾ
alertat	aleɾtat
accionista	aksionista
érem	eɾem
amulet	əmulɛt
instal·lar	instəlla
perdonada	peɾdonada
assolellar	asoleʎaɾ
contaria	kontəɾiə
incorporades	iŋkoɾpoɾades
òscar	ɔskər
danés	danes
masculinitat	məskulinitat
rauria	rawɾia
miolar	miola
encertats	enseɾtats
ignorar	iɡnuɾa
relacionades	rələsiunadəs
retratar	rətɾəta
acomiada	akomiada
física	fizika
diré	diɾe
temptada	təmtadə
avant	avant
prohibir	pɾoibi
talada	təladə
mineral	mineɾal
desinterès	dəzintəɾɛs
complagudes	kumpləɡudəs
antiheroi	antieɾɔj
saludat	səludat
discriminada	diskɾiminadə
urbanització	uɾbənid͡zəsio
atrocitats	ətɾusitats
declarat	deklaɾat
revitalització	revitalizasio
xarrupat	ʃərupat
guenyo	ɡɛɲo
saciar	səsia
entesos	əntəzos
cogitar	kuʒita
limonè	limonə
morrut	murut
acusem	əkuzɛm
escornada	eskoɾnada
inflamat	imfləmat
esdevingut	əzdəviŋɡut
reestructuració	rəəstɾuktuɾəsio
propagats	pɾopəɡats
anàleg	ənalək
modulats	modulats
armades	ərmadəs
obstaculitzat	upstəkulid͡zat
veure	bɛwɾə
arbori	ərbɔɾi
telegrafiats	teleɡɾafiats
firmar	firma
establertes	əstəblɛɾtəs
canons	kanons
ensordit	ənsurdit
conquerits	kuŋkəɾits
competitiva	kompetitiva
ficat	fikat
avançaria	əbənsəɾiə
versificada	vəɾsifikadə
miner	mineɾ
súplica	suplika
intempestiva	intempestiva
nosocomial	nozokomial
inacabats	inəkəbats
creu	kɾew
fractal	fɾəktal
cuina	kujnə
infeccionada	imfəksionadə
oblong	ublɔŋ
malvenut	malvenut
evolucionats	əvolusionats
ossa	ɔsa
detallada	detaʎada
cobriria	kobɾiɾiə
proverbis	pɾubɛrbis
automatitzant	əwtomətid͡zant
sobralles	subɾaʎəs
desbrossades	dəzbɾosadəs
teologia	təuluʒiə
càustic	kawstik
consentits	konsəntits
voluntari	voluntaɾi
parlades	pərladəs
manifestar	mənifəsta
instauració	instəwɾəsio
burxar	buɾʃa
guiat	ɡiat
metal·lúrgic	mətəlluɾʒik
trincada	tɾiŋkadə
informatiu	imfurmətiw
marcaràs	məɾkəɾas
costejar	kostəʒa
nigeriana	niʒəɾianə
beateries	beətəɾiəs
blasfema	bləsfɛmə
dirigits	diɾid͡ʒits
odiat	odiat
aportant	əpoɾtant
editorial	editoɾial
fraternitzada	fɾateɾnizada
aclamava	əkləmavə
protegides	pɾotəʒidəs
ofegà	ufəɡa
granada	ɡɾənadə
piano	pianu
fornejar	foɾned͡ʒaɾ
perduts	pərduts
dalmàcia	dalmasia
pamplonès	pəmplonəs
coexistida	koeɡzistidə
pronosticar	pɾonostikaɾ
hidrogenada	idɾuʒənadə
texas	tɛksəs
amainant	amajnant
embornal	əmboɾnal
reverberaria	reveɾbeɾaɾia
escarrassades	əskərəsadəs
conxorxa	koɲt͡ʃɔɾt͡ʃa
lloguer	ʎoɡeɾ
calat	kalat
treballar	tɾəbəʎa
expel·lits	ekspellits
narrades	narades
morral	mural
cautxú	kəwt͡ʃu
restablida	restablida
cercats	səɾkats
itàlia	italiə
descartar	dəskərta
enfonsar	əmfonza
piuar	piwaɾ
anhelar	ənəla
silenciat	silənsiat
memoritzades	məmuɾid͡zadəs
palestina	pələstinə
aterrit	ətərit
agusats	aɡuzats
apuntades	əpuntadəs
ornament	oɾnament
opinaria	opinəɾiə
és	es
premiar	pɾəmia
capcir	kapsiɾ
escombradora	eskombɾadoɾa
occides	oksides
apalancar	əpələŋka
salvatge	salvad͡ʒe
toràcic	toɾasik
alfabèticament	alfabɛtikament
observadors	upsərbədos
eduard	əduaɾt
textuals	təkstuals
emoció	əmosio
respiro	rəspiɾo
tecnològiques	təɡnulɔʒikəs
deposats	dəpozats
treballat	tɾebaʎat
meditada	meditada
reptat	rəptat
orbitades	oɾbitades
burgès	buɾʒəs
corroïdes	koruidəs
fèrrica	ferika
opinar	opina
assignada	asiɡnada
pasteuritzar	pəstəwɾid͡za
reconciliat	rəkonsiliat
derrocada	dərukadə
addiccions	əddiksions
miratge	miɾad͡ʒe
regades	rəɡadəs
colgar	kolɡa
tafanejar	təfənəʒa
militaritzada	militaɾizada
encaminada	əŋkəminadə
sotmeses	sommezes
constitutiva	konstitutivə
exportava	əkspurtabə
apropiar	apɾopiaɾ
enriquides	ənrikidəs
hòstia	ɔstia
psicoanalitzades	sikoənəlid͡zadəs
subhastat	supəstat
cilindrat	silindɾat
encertar	ənsərta
cordell	kurdeʎ
sífilis	sifilis
metastatitzada	mətəstətid͡zadə
patronat	patɾonat
fogar	fuɡa
reescrit	reeskɾit
elegides	eled͡ʒides
dinades	dinades
parlamentària	pəɾləməntaɾiə
anèmica	anemika
manyac	məɲak
salvada	səlbadə
encendre	ensendɾe
nostrades	nostɾadəs
exposades	ekspozades
difamatori	difamatɔɾi
rebrot	rebɾot
influents	imfluens
pontifici	puntifisi
iot	jɔt
vostre	vɔstɾə
pol	pɔl
patriarca	patɾiaɾka
beure	bəwɾə
cesc	sesk
automatitzats	əwtomətid͡zats
origina	oɾiʒinə
nominalitzades	nominalizades
afegides	əfəʒidəs
compactada	kumpəktadə
carantoines	kaɾantɔjnes
colúria	koluɾia
feblesa	fəblɛzə
llebre	ʎebɾe
denúncia	dənunsiə
mular	mulaɾ
travessat	tɾəbəsat
dividida	divididə
tiranitzada	tiɾanizada
popularitat	populaɾitat
cookie	kuki
segellats	səʒəʎats
nevats	nəvats
cigonya	siɡoɲa
te	tɛ
homenatjat	umənəd͡ʒat
preparat	pɾepaɾat
democratitzada	dəmokɾətid͡zadə
finlàndia	finlandia
coixejats	kojʃed͡ʒats
greixat	ɡɾejʃat
cosides	kozides
folrat	folrat
assolellada	əsuləʎadə
detectivescos	dətəktivəskos
massiu	masiw
kazakhstan	kazakstan
carnut	kəɾnut
desordenades	dəzurdənadəs
acordats	əkurdats
accessibilitat	əksəsibilitat
xiques	t͡ʃikes
interpretada	intərpɾətadə
assenyalar	əsəɲəla
desmoralitzat	dəzmuɾəlid͡zat
oblidadís	oblidadis
promès	pɾoməs
psicoanalitzada	sikoanalizada
ammonits	ammonits
acaparada	akapaɾada
amígdala	əmiɡdələ
crosta	kɾɔsta
ferroviària	fəroviaɾiə
catalogació	kətəloɡəsio
descarrilada	dəskəriladə
comerç	kumɛrs
perfumat	peɾfumat
dotorejats	dotoɾəʒats
procedia	pɾosədiə
pelàgic	pəlaʒik
kenyana	keɲana
cavalcat	kavalkat
dirigent	diɾiʒent
abduïts	abduits
bandejat	bəndəʒat
xangai	t͡ʃaŋɡaj
segellades	səʒəʎadəs
aucell	awseʎ
pecadors	pəkədos
embolicats	embolikats
zelandès	zələndɛs
infinitament	imfinitəment
morè	muɾɛ
flotar	fluta
trencat	tɾeŋkat
vigoritzada	viɡoɾid͡zadə
preguntada	pɾəɡuntadə
disparat	dispəɾat
napolitanes	nəpulitanəs
esofàgics	ezofad͡ʒiks
planificat	plənifikat
orientalitzades	oɾientalizades
reservat	rezeɾvat
transgènere	tɾənzʒɛnəɾə
dejú	ded͡ʒu
morisc	moɾisk
exposades	əkspuzadəs
cadell	kədeʎ
transmès	tɾənzmɛs
naturalitat	nətuɾəlitat
culpat	kulpat
burgès	buɾd͡ʒes
inacabada	inəkəbadə
líquid	likit
patern	pətɛrn
autobiogràfic	əwtubiuɡɾafik
detenir	dətəni
impures	impuɾəs
pilar	pila
darmstadti	daɾmstatti
averany	aveɾaɲ
enfilat	emfilat
esmunyits	ezmuɲits
ingràvides	iŋɡɾabidəs
somnolent	somnolent
fluctuar	fluktua
provocatiu	pɾovokətiw
catalanitzar	katalanizaɾ
embadalits	əmbədəlits
destinar	destinaɾ
cita	sita
anestèsiques	ənəstəzikəs
pertanguda	pərtəŋɡudə
topografia	topoɡɾafia
determinat	dətərminat
afí	afi
acudia	akudia
ovella	oveʎa
pegat	peɡat
triada	tɾiadə
ecocardiografia	ekokaɾdioɡɾafia
precipicis	pɾesipisis
constrènyer	kunstɾɛɲə
assistiu	asistiw
òrbita	ɔɾbitə
condret	kondɾet
clomifè	klomifə
esmicolat	əzmikolat
suportades	supoɾtades
andrògina	andɾɔd͡ʒina
súplica	suplikə
il·licitanes	illisitanəs
hissada	isadə
viatjats	biəd͡ʒats
expel·lida	ekspellida
alternada	alteɾnada
cama	kama
asseient	əsəjen
apocalipsi	əpukəlipsi
debut	debut
geòleg	ʒeɔlək
herba	eɾbə
assenyalats	əsəɲəlats
continuar	kuntinua
rebel·lada	rəbəlladə
potàssiques	potasikes
desistits	dəzistits
aprestats	əpɾəstats
nomenat	nomənat
magnòlia	maɡnɔlia
compensat	kumpənsat
multats	multats
estetoscopi	əstətoskɔpi
minimitzat	minimid͡zat
debatuda	debatuda
reverenciats	rəvəɾənsiats
desodoritzat	dəzuduɾid͡zat
fetge	fed͡ʒə
barbat	bəɾbat
simpàtic	simpatik
universalitzades	univəɾsəlid͡zadəs
tors	tɔɾs
sauna	sawnə
reflexió	refleksio
esqualè	eskwale
professades	pɾofesades
armats	ərmats
interrogades	interoɡades
canyella	kəɲeʎə
palla	paʎa
desmuntada	dəzmuntadə
lexicogràfic	ləksikoɡɾafik
ple	ple
adiràs	ədiɾas
ventruts	bəntɾuts
capides	kapides
ruixat	rujʃat
consecutiva	konsekutiva
reinicialitzada	rəjnisiəlid͡zadə
invent	imben
follar	foʎa
contradir	kontɾadiɾ
torrats	torats
enganyat	əŋɡəɲat
fraret	fɾəɾət
consular	konsulaɾ
corredora	koredoɾa
escornats	eskoɾnats
edicte	ədiktə
emancipades	əmənsipadəs
tancada	taŋkada
clòriques	klɔɾikəs
curable	kuɾable
hel·lè	elle
registrar	red͡ʒistɾaɾ
lamentat	lamentat
hadró	ədɾo
abordades	aboɾdades
actualitat	aktualitat
justos	ʒustus
escornades	əskurnadəs
guionet	ɡionet
barça	barsə
hipocorístic	ipukuɾistik
optats	uptats
deteriorats	deteɾioɾats
atrotinats	ətɾutinats
alleugerint	aʎewd͡ʒeɾint
adiria	adiɾia
empentada	empentada
serològica	səɾulɔʒikə
integració	inteɡɾasio
processar	pɾosəsa
occitana	uksitanə
estratagema	estɾatad͡ʒema
hongarès	uŋɡəɾɛs
enlairament	ənləjɾəment
legislades	led͡ʒizlades
exposat	əkspozat
xopada	t͡ʃopada
gestar	d͡ʒestaɾ
parell	paɾeʎ
monàrquica	monaɾkika
encarnar	əŋkərna
favorit	fəbuɾit
brusca	bɾuskə
gana	ɡana
espanyolitzat	espaɲolizat
menysvalorats	meɲʃvaloɾats
digitalitzat	diʒitəlid͡zat
mogudes	moɡudes
ploure	plɔwɾe
abordatge	əburdad͡ʒə
professora	pɾofesoɾa
apologètic	apolod͡ʒɛtik
cometa	kometa
col·locades	kollokadəs
feu	fəw
avançarem	avansaɾem
reformats	rəfurmats
contrarestats	kuntɾərəstats
multiplicada	multiplikada
adossar	ədusa
quitada	kitada
digestives	did͡ʒestives
hotel	utɛl
impermeables	impəɾmeabləs
apurava	əpuɾabə
refregar	rəfɾəɡa
admesos	admezos
metafísic	metafizik
enlloc	eɲʎɔk
favorites	fəbuɾitəs
esbotifarrada	ezbotifarada
halada	alada
blasó	bləzo
ensitjarà	ənsid͡ʒəɾa
assamès	əsəməs
contravingut	kontɾəviŋɡut
pelàgiques	pelad͡ʒikes
admissió	əmmisio
millor	miʎoɾ
catalitzat	kətəlid͡zat
respirada	rəspiɾadə
prostituïda	pɾustituidə
bel·licós	bəllikos
virulent	viɾulent
xinxa	t͡ʃiɲt͡ʃa
enllaçar	eɲʎasaɾ
alcalina	alkalina
arrodonides	arodonides
incloure	iŋklɔwɾə
samoa	səmoə
brànquia	bɾaŋkiə
polititzada	politizada
implume	implume
poca	pɔka
vedell	vədeʎ
kaó	kəo
acceptat	əksəptat
eixugat	ejʃuɡat
ventilats	bəntilats
malferida	malfeɾida
puresa	puɾeza
forassenyat	foɾəsəɲat
xativina	t͡ʃativina
caiac	kajak
orellut	oɾəʎut
superposades	supeɾpozades
mugits	muʒits
alternativa	əltərnətibə
despullat	dəspuʎat
popularitats	populəɾitats
sorollós	soɾoʎos
readmesa	readmeza
inspeccionats	inspeksionats
