մռու	məɾu
ուռթել	uɾtʰɛl
բազմամարդ	pʰɑzmɑmɑɾtʰ
թաքթաքուր	tʰɑkʰtʰɑkʰuɾ
նախորդ	nɑχɔɾtʰ
կերակուր	ɡɛɾɑɡuɾ
բուրում	pʰuɾum
որոճալ	vɔɾɔd͡ʒɑl
գորտնուկ	kʰɔɾdnuɡ
բաշիբոզուկ	pʰɑʃipʰɔzuɡ
սերբական	sɛɾpʰɑɡɑn
նկարագրել	nəɡɑɾɑkʰɾɛl
չափահաս	t͡ʃʰɑpʰɑhɑs
կոչել	ɡɔt͡ʃʰɛl
գնում	kʰənum
գիսակ	kʰisɑɡ
կաքավ	ɡɑkʰɑv
պոզ	bɔz
սոլիստ	sɔlist
ապահովվել	ɑbɑhɔvːɛl
դռնապան	tʰəɾnɑbɑn
խորագին	χɔɾɑkʰin
առ	ɑɾ
զանգել	zɑŋkʰɛl
ստոր	əstɔɾ
հակաճառություն	hɑɡɑd͡ʒɑɾutʰʏn
չորրորդ	t͡ʃʰɔɾːɔɾtʰ
տկռել	dəɡɾɛl
ափ	ɑpʰ
հրես	həɾɛs
եղանակ	jɛʁɑnɑɡ
բաժանորդ	pʰɑʒɑnɔɾtʰ
առասպել	ɑɾɑspɛl
փշուր	pʰəʃuɾ
դյուրին	tʰʏɾin
աղբարկղ	ɑχpɑɾɡəʁ
բանաստեղծ	pʰɑnɑstɛʁd͡z
մ	mə
պճնվել	bəd͡ʒnəvɛl
օսեթիա	ɔsɛtʰjɑ
թուլ	tʰul
գեղմ	kʰɛʁm
ոսկի	vɔski
գահավանդակ	kʰɑhɑvɑntʰɑɡ
փոխզիջում	pʰɔχzit͡ʃʰum
կրիա	ɡəɾjɑ
պես	bɛs
ռեցենզիա	ɾɛt͡sʰɛnzjɑ
ուղեղ	uʁɛʁ
հրահան	həɾɑhɑn
թեսալիա	tʰɛsɑljɑ
ծափողջույն	d͡zɑpʰɔχt͡ʃʰujn
կիսապաշտպանություն	ɡisɑbɑʃtbɑnutʰʏn
տուփ	dupʰ
աբբայուհի	ɑpʰːɑjuhi
սաղավարտ	sɑʁɑvɑɾd
ենթակառուցվածք	jɛntʰɑɡɑɾut͡sʰvɑt͡sʰkʰ
տիգրանուհի	dikʰɾɑnuhi
ճմռել	d͡ʒəmɾɛl
կշռադատել	ɡəʃɾɑtʰɑdɛl
նկուղ	nəɡuʁ
քսուք	kʰəsukʰ
ինգուշ	iŋkʰuʃ
ծերակուտական	d͡zɛɾɑɡudɑɡɑn
բազարդյուզյու	pʰɑzɑɾtʰʏzʏ
հաջողություն	hɑt͡ʃʰɔʁutʰʏn
բեզմեն	pʰɛzmɛn
գլխարկ	kʰəlχɑɾɡ
իջեւանամեջ	it͡ʃʰɛvɑnɑmɛt͡ʃʰ
մալ	mɑl
վանել	vɑnɛl
կորոնավիրուս	ɡɔɾɔnɑviɾus
մոլեխաղ	mɔlɛχɑʁ
ռյազան	ɾjɑzɑn
տյուրոս	dʏɾɔs
կյուսյու	ɡʏsʏ
փոխարինել	pʰɔχɑɾinɛl
շարժապատկեր	ʃɑɾʒɑbɑdɡɛɾ
հյուրիդ	hʏɾitʰ
կիսել	ɡisɛl
հյուրերն	hʏɾɛɾən
սադափ	sɑtʰɑpʰ
ասպատակ	ɑspɑdɑɡ
ունայն	unɑjn
մրցակից	məɾt͡sʰɑɡit͡sʰ
քելե	kʰɛlɛ
գործիչ	kʰɔɾd͡zit͡ʃʰ
սեքս	sɛkʰs
մունդառ	muntʰɑɾ
պլագիատոր	blɑkʰjɑdɔɾ
լողափ	lɔʁɑpʰ
էդուլ	ɛtʰul
ծանրություն	d͡zɑnɾutʰʏn
պահպանակ	bɑhbɑnɑɡ
երկրաչափություն	jɛɾɡɾɑt͡ʃʰɑpʰutʰʏn
տաճատ	dɑd͡ʒɑd
աստիճաններ	ɑstid͡ʒɑnːɛɾ
վերջանալ	vɛɾt͡ʃʰɑnɑl
դեղձենի	tʰɛχt͡sʰɛni
ափու	ɑpʰu
քոչվոր	kʰɔt͡ʃʰvɔɾ
աչք	ɑt͡ʃʰkʰ
թուլանալ	tʰulɑnɑl
մարտակառք	mɑɾdɑɡɑɾkʰ
նվաճում	nəvɑd͡ʒum
հյուրերին	hʏɾɛɾin
վտարանդի	vədɑɾɑntʰi
ոզնի	vɔzni
սիրտն	siɾdn
օմբուդսմեն	ɔmpʰutʰsmɛn
թոռոմ	tʰɔɾɔm
վարկանիշ	vɑɾɡɑniʃ
արվեստ	ɑɾvɛst
գույն	kʰujn
թուրքմենստան	tʰuɾkʰmɛnstɑn
մեղադրվել	mɛʁɑtʰəɾvɛl
ազնվական	ɑznəvɑɡɑn
հետմահու	hɛdmɑhu
պատգամավորացու	bɑtkʰɑmɑvɔɾɑt͡sʰu
ժամանակագիր	ʒɑmɑnɑɡɑkʰiɾ
ճոռոմաբանական	d͡ʒɔɾɔmɑpʰɑnɑɡɑn
զորեղ	zɔɾɛʁ
հնախոս	hənɑχɔs
ձիգ	t͡sʰikʰ
հղիություն	həʁijutʰʏn
գործիական	kʰɔɾd͡zjɑɡɑn
ծրագրաշար	d͡zəɾɑkʰəɾɑʃɑɾ
առագաստ	ɑɾɑkʰɑst
մարուքյան	mɑɾukʰjɑn
գանգրափունջ	kʰɑŋkʰɾɑpʰunt͡ʃʰ
ճարտարագիտական	d͡ʒɑɾdɑɾɑkʰidɑɡɑn
յություբ	jutʰʏpʰ
թրքուհի	tʰəɾkʰuhi
քրիստոնեություն	kʰɾistɔnɛutʰʏn
փշատ	pʰəʃɑd
զալցբուրգ	zɑlt͡sʰpʰuɾkʰ
ջհուդ	t͡ʃʰəhutʰ
սեւ	sɛv
բեսարաբիա	pʰɛsɑɾɑpʰjɑ
պեկ	bɛɡ
վաչե	vɑt͡ʃʰɛ
նախանձոտ	nɑχɑnt͡sʰɔd
անձրուկ	ɑnt͡sʰɾuɡ
մտերմական	mədɛɾmɑɡɑn
ինքնահող	iŋkʰnɑhɔʁ
բիրմինգհեմ	pʰiɾmiŋkʰhɛm
առերես	ɑɾɛɾɛs
հիմնավորել	himnɑvɔɾɛl
համադրություն	hɑmɑtʰəɾutʰʏn
ճրագ	d͡ʒəɾɑkʰ
կարշն	ɡɑɾʃən
արաղ	ɑɾɑʁ
խաչատուր	χɑt͡ʃʰɑduɾ
իջնել	it͡ʃʰnɛl
ֆերմիոն	fɛɾmijɔn
խրտնել	χəɾdnɛl
իտալուհի	idɑluhi
աշխատավարձ	ɑʃχɑdɑvɑɾt͡sʰ
ձեւանմուշ	t͡sʰɛvɑnəmuʃ
կեն	ɡɛn
սեղանատամ	sɛʁɑnɑdɑm
ինքնահավատք	iŋkʰnɑhɑvɑtkʰ
կարգավիճակ	ɡɑɾkʰɑvid͡ʒɑɡ
կիրով	ɡiɾɔv
աբուջա	ɑpʰut͡ʃʰɑ
սամարղանդ	sɑmɑɾʁɑntʰ
ամբարտավանանալ	ɑmpʰɑɾdɑvɑnɑnɑl
դահճապետ	tʰɑhd͡ʒɑbɛd
քաոսական	kʰɑɔsɑɡɑn
զոհվել	zɔhvɛl
դժվարամատույց	tʰəʒvɑɾɑmɑdujt͡sʰ
վահագն	vɑhɑkʰən
ոգեշնչում	vɔkʰɛʃənt͡ʃʰum
բացորոշակի	pʰɑt͡sʰɔɾɔʃɑɡi
աղկաղկ	ɑχkɑχk
աղբաման	ɑχpʰɑmɑn
դարեհ	tʰɑɾɛh
ջահ	t͡ʃʰɑh
սրիկա	sɾiɡɑ
ստատիստիկա	əstɑdistiɡɑ
մահացու	mɑhɑt͡sʰu
սուդան	sutʰɑn
աբադան	ɑpʰɑtʰɑn
բուսակերություն	pʰusɑɡɛɾutʰʏn
թեժ	tʰɛʒ
երկյուղազդեցիկ	jɛɾɡʏʁɑstʰɛt͡sʰiɡ
անդրանիկ	ɑntʰɾɑniɡ
քիբրիթ	kʰipʰɾitʰ
բարեփոխում	pʰɑɾɛpʰɔχum
խնձոր	χənt͡sʰɔɾ
ֆիլոլոգիա	filɔlɔkʰjɑ
գլխագիր	kʰəlχɑkʰiɾ
գալուստ	kʰɑlust
տախտակամած	dɑχtɑɡɑmɑd͡z
զարկ	zɑɾɡ
առասան	ɑɾɑsɑn
քրիստոսածանոթ	kʰɾistɔsɑd͡zɑnɔtʰ
ձմեռային	t͡sʰəmɛɾɑjin
հեծել	hɛd͡zɛl
կտրականաբար	ɡədɾɑɡɑnɑpʰɑɾ
աքցան	ɑkʰt͡sʰɑn
աշտուճ	ɑʃtud͡ʒ
անաքսիմանդրոս	ɑnɑkʰsimɑntʰɾɔs
թռչնագրիպ	tʰəɾt͡ʃʰnɑkʰəɾib
խաղացող	χɑʁɑt͡sʰɔʁ
անջատ	ɑnt͡ʃʰɑd
փայտոջիլ	pʰɑjdɔt͡ʃʰil
թլվատել	tʰəlvɑdɛl
անտիպ	ɑndib
բալենի	pʰɑlɛni
պարադոքս	bɑɾɑtʰɔkʰs
անիծ	ɑnid͡z
թութք	tʰutʰkʰ
հասանելի	hɑsɑnɛli
տաբատ	dɑpʰɑd
քիթ	kʰitʰ
մսմար	məsmɑɾ
հորաքույր	hɔɾɑkʰujɾ
հրապարակ	həɾɑbɑɾɑɡ
դետեկտիվ	tʰɛdɛɡdiv
բուդդայականություն	pʰutʰːɑjɑɡɑnutʰʏn
լիմասոլ	limɑsɔl
կալինին	ɡɑlinin
եփրեմ	jɛpʰɾɛm
իզմիր	izmiɾ
ախտորոշում	ɑχtɔɾɔʃum
ամբարտավանել	ɑmpʰɑɾdɑvɑnɛl
թավուտ	tʰɑvud
այրի	ɑjɾi
կասկած	ɡɑskɑd͡z
հագչել	hɑkʰt͡ʃʰɛl
խրոխտանալ	χəɾɔχtɑnɑl
հաճություն	hɑd͡ʒutʰʏn
սակարկվել	sɑɡɑɾɡvɛl
փրփուր	pʰəɾpʰuɾ
տարամիտել	dɑɾɑmidɛl
վարվառա	vɑɾvɑɾɑ
սրբանային	səɾpʰɑnɑjin
նայվածք	nɑjvɑt͡sʰkʰ
ականջակալ	ɑɡɑnt͡ʃʰɑɡɑl
գողոն	kʰɔʁɔn
սլովեներեն	slɔvɛnɛɾɛn
կարգիչ	ɡɑɾkʰit͡ʃʰ
տասնութ	dɑsnutʰ
թարխուն	tʰɑɾχun
պտույտ	bədujd
երեւակայածին	jɛɾɛvɑɡɑjɑd͡zin
պտղոմեոս	bədʁɔmɛɔs
պարտք	bɑɾtkʰ
հաշտեցում	hɑʃtɛt͡sʰum
դիաբետ	tʰijɑpʰɛd
առոգանություն	ɑɾɔkʰɑnutʰʏn
սարայ	sɑɾɑj
չարչարվել	t͡ʃʰɑɾt͡ʃʰɑɾvɛl
բուդապեշտ	pʰutʰɑbɛʃt
չորոց	t͡ʃʰɔɾɔt͡sʰ
արտ	ɑɾd
ոտնաձայն	vɔdnɑt͡sʰɑjn
հիշատակ	hiʃɑdɑɡ
ցեմենտ	t͡sʰɛmɛnd
ահազանգել	ɑhɑzɑŋkʰɛl
բարիք	pʰɑɾikʰ
կիսատաբատ	ɡisɑdɑpʰɑd
սարսափում	sɑɾsɑpʰum
կոչում	ɡɔt͡ʃʰum
ծովահեն	d͡zɔvɑhɛn
աբեթենի	ɑpʰɛtʰɛni
իիհ	iihə
բազմել	pʰɑzmɛl
կորիզ	ɡɔɾiz
անագապղինձ	ɑnɑkʰɑbəʁint͡sʰ
պագնել	bɑkʰnɛl
աղխ	ɑχː
խե	χɛ
նեգր	nɛkʰəɾ
հինդուիզմ	hintʰuizm
կախարդաբար	ɡɑχɑɾtʰɑpʰɑɾ
միլիարդ	miljɑɾtʰ
մեխակ	mɛχɑɡ
օշ	ɔʃ
մատաղ	mɑdɑʁ
աչքաթող	ɑt͡ʃʰkʰɑtʰɔʁ
մենակատար	mɛnɑɡɑdɑɾ
ինտեգրալ	indɛkʰɾɑl
վան	vɑn
մարմար	mɑɾmɑɾ
գուրգեն	kʰuɾkʰɛn
հիցուն	hit͡sʰun
ալբերտ	ɑlpʰɛɾd
խարդախ	χɑɾtʰɑχ
տեւողություն	dɛvɔʁutʰʏn
վերջնակետ	vɛɾt͡ʃʰnɑɡɛd
հյուրի	hʏɾi
սասան	sɑsɑn
գյադա	kʰjɑtʰɑ
հայկական	hɑjɡɑɡɑn
գավրիլ	kʰɑvɾil
պատճառ	bɑdd͡ʒɑɾ
տնտեսական	dəndɛsɑɡɑn
առն	ɑɾən
զինված	zinvɑd͡z
կատաղել	ɡɑdɑʁɛl
սարաեւո	sɑɾɑjɛvɔ
տպել	dəbɛl
ուրդու	uɾtʰu
հանրագիր	hɑnɾɑkʰiɾ
մղեղ	məʁɛʁ
եվրոպեոիդ	jɛvɾɔbɛɔitʰ
դեդլայն	tʰɛtʰlɑjn
ադամանդագործական	ɑtʰɑmɑntʰɑkʰɔɾd͡zɑɡɑn
քրեական	kʰəɾɛjɑɡɑn
մտայնություն	mədɑjnutʰʏn
մադիան	mɑtʰjɑn
հեծան	hɛd͡zɑn
ադամանդագործ	ɑtʰɑmɑntʰɑkʰɔɾd͡z
վերջնասահման	vɛɾt͡ʃʰnɑsɑhmɑn
սեռանիշ	sɛɾɑniʃ
անձեռնհաս	ɑnt͡sʰɛɾənhɑs
լայնատարած	lɑjnɑdɑɾɑd͡z
զիստ	zist
կոստյում	ɡɔstʏm
մահակ	mɑhɑɡ
լոգին	lɔkʰin
դայակ	tʰɑjɑɡ
հեռաձայն	hɛɾɑt͡sʰɑjn
կոնտրոլ	ɡɔndɾɔl
կենդանաբանական	ɡɛntʰɑnɑpʰɑnɑɡɑn
սոցիալիստական	sɔt͡sʰjɑlistɑɡɑn
պրոդուկտիվ	bɾɔtʰuɡdiv
կախակապ	ɡɑχɑɡɑb
ղասաբ	ʁɑsɑpʰ
դյուրով	tʰʏɾɔv
եվսեբիոս	jɛfsɛpʰjɔs
գդակագործ	kʰətʰɑɡɑkʰɔɾd͡z
զուգահեռ	zukʰɑhɛɾ
նաֆար	nɑfɑɾ
բուլղարացի	pʰulʁɑɾɑt͡sʰi
չուգուն	t͡ʃʰukʰun
արգելան	ɑɾkʰɛlɑn
հառել	hɑɾɛl
դուքս	tʰukʰs
մոտահաս	mɔdɑhɑs
դատ	tʰɑd
զանջաֆիլ	zɑnt͡ʃʰɑfil
շլինք	ʃəliŋkʰ
թանչ	tʰɑnt͡ʃʰ
քանդակ	kʰɑntʰɑɡ
ճապուկ	d͡ʒɑbuɡ
ոսկերիչ	vɔskɛɾit͡ʃʰ
դյուրացնել	tʰʏɾɑt͡sʰənɛl
աճեցնել	ɑd͡ʒɛt͡sʰənɛl
գերմանացի	kʰɛɾmɑnɑt͡sʰi
չորթան	t͡ʃʰɔɾtʰɑn
կռունկ	ɡəɾuŋɡ
որբություն	vɔɾpʰutʰʏn
սիրավեպ	siɾɑvɛb
նորվեգիա	nɔɾvɛkʰjɑ
մահափորձ	mɑhɑpʰɔɾt͡sʰ
տուրին	duɾin
եահկ	jɛɑhəɡə
կ	ɡə
ղպտիական	ʁəbdijɑɡɑn
երաշտ	jɛɾɑʃt
շուշա	ʃuʃɑ
լեն	lɛn
փութաջանորեն	pʰutʰɑt͡ʃʰɑnɔɾɛn
փիճի	pʰid͡ʒi
թուխս	tʰuχs
հակոբյան	hɑɡɔpʰjɑn
ապե	ɑbɛ
եվրասիա	jɛvɾɑsjɑ
հասակ	hɑsɑɡ
գայթակղություն	kʰɑjtʰɑɡəʁutʰʏn
մորմոն	mɔɾmɔn
կապուտակ	ɡɑbudɑɡ
բոցարձակ	pʰɔt͡sʰɑɾt͡sʰɑɡ
յուրահատուկ	juɾɑhɑduɡ
մթնոլորտ	mətʰnɔlɔɾd
երթուղի	jɛɾtʰuʁi
երկայնանալ	jɛɾɡɑjnɑnɑl
չար	t͡ʃʰɑɾ
խորվաթական	χɔɾvɑtʰɑɡɑn
կաշուբերեն	ɡɑʃupʰɛɾɛn
ջարքանդ	t͡ʃʰɑɾkʰɑntʰ
շամամ	ʃɑmɑm
լիմբուրգերեն	limpʰuɾkʰɛɾɛn
աստանա	ɑstɑnɑ
հաուրան	hɑuɾɑn
նախասիրտ	nɑχɑsiɾd
անգի	ɑŋkʰi
հինգշաբթի	hiŋkʰʃɑpʰtʰi
ամբակում	ɑmpʰɑɡum
հիանալ	hijɑnɑl
լողալ	lɔʁɑl
շլդիկ	ʃəltʰiɡ
տեղեկություն	dɛʁɛɡutʰʏn
ոսկանյան	vɔskɑnjɑn
ծավի	d͡zɑvi
հուն	hun
նան	nɑn
թազա	tʰɑzɑ
վարսակ	vɑɾsɑɡ
չվան	t͡ʃʰəvɑn
մոտավորություն	mɔdɑvɔɾutʰʏn
գափ	kʰɑpʰ
դերձակ	tʰɛɾt͡sʰɑɡ
խմբագրել	χəmpʰɑkʰɾɛl
մայրիկ	mɑjɾiɡ
մեծաբեռ	mɛd͡zɑpʰɛɾ
սլավ	səlɑv
սկզբունք	əskəspʰuŋkʰ
չանա	t͡ʃʰɑnɑ
ռուանդա	ɾuɑntʰɑ
շեքսպիր	ʃɛkʰspiɾ
քաղցրավուն	kʰɑχt͡sʰɾɑvun
բարիոն	pʰɑɾijɔn
կինոթատրոն	ɡinɔtʰɑdɾɔn
քնկոտ	kʰəŋɡɔd
սուսերամարտիկ	susɛɾɑmɑɾdiɡ
ընդոծին	əntʰɔd͡zin
կինճ	ɡind͡ʒ
անփողկապ	ɑnpʰɔχkɑb
խորամանկ	χɔɾɑmɑŋɡ
դուբոսար	tʰupʰɔsɑɾ
համահայկական	hɑmɑhɑjɡɑɡɑn
ջերմ	t͡ʃʰɛɾm
կոնակրի	ɡɔnɑɡɾi
անհավատ	ɑnhɑvɑd
հյուսն	hʏsən
բազմակնություն	pʰɑzmɑɡənutʰʏn
ակնոց	ɑɡnɔt͡sʰ
հեռակառավարում	hɛɾɑɡɑɾɑvɑɾum
ձյունափաթիլ	t͡sʰʏnɑpʰɑtʰil
բյուջետային	pʰʏt͡ʃʰɛdɑjin
երգեցողություն	jɛɾkʰɛt͡sʰɔʁutʰʏn
գժանոց	kʰəʒɑnɔt͡sʰ
թուրծ	tʰuɾd͡z
նարնջագույն	nɑɾənt͡ʃʰɑkʰujn
մայրաբերդ	mɑjɾɑpʰɛɾtʰ
ստորացում	əstɔɾɑt͡sʰum
ժիրայր	ʒiɾɑjɾ
բրոմ	pʰɾɔm
լոռի	lɔɾi
ըմբոստ	əmpʰɔst
պոնտոս	bɔndɔs
կռնատ	ɡəɾnɑd
կրծքանշան	ɡəɾt͡sʰkʰɑnəʃɑn
գանձավոր	kʰɑnt͡sʰɑvɔɾ
փորսող	pʰɔɾsɔʁ
սողոմոնյան	sɔʁɔmɔnjɑn
ղազախերեն	ʁɑzɑχɛɾɛn
պիտակ	bidɑɡ
շեք	ʃɛkʰ
գանգրանման	kʰɑŋkʰɾɑnəmɑn
ստորացվել	əstɔɾɑt͡sʰvɛl
մատչ	mɑtʰt͡ʃʰ
ակ	ɑɡ
եկող	jɛɡɔʁ
առկայծում	ɑɾɡɑjd͡zum
քրդերեն	kʰɾtʰɛɾɛn
կանբեռա	ɡɑnpʰɛɾɑ
տամուկ	dɑmuɡ
ունակ	unɑɡ
բարձունքներ	pʰɑɾt͡sʰuŋkʰnɛɾ
բախում	pʰɑχum
ծպտվել	d͡zəbdvɛl
ղրիմ	ʁəɾim
կազմախոսություն	ɡɑzmɑχɔsutʰʏn
ոտնապտույտ	vɔdnɑbədujd
տասնհինգ	dɑsnəhiŋkʰ
մաղձ	mɑχt͡sʰ
կոլումբիա	ɡɔlumpʰjɑ
զուլու	zulu
հրվանդան	həɾvɑntʰɑn
բարձունք	pʰɑɾt͡sʰuŋkʰ
ֆիլիպիններ	filibinːɛɾ
կեղտոտել	ɡɛχtɔdɛl
ժանտաթզենի	ʒɑndɑtʰəzɛni
պակասուրդ	bɑɡɑsuɾtʰ
գարշել	kʰɑɾʃɛl
ձկնորսական	t͡sʰəɡnɔɾsɑɡɑn
մոտո	mɔdɔ
մերովսանն	mɛɾɔfsɑnː
ծախոտվել	d͡zɑχɔdvɛl
արագարար	ɑɾɑkʰɑɾɑɾ
խաղացնել	χɑʁɑt͡sʰənɛl
իմպերիալիստ	imbɛɾjɑlist
մալայզիա	mɑlɑjzjɑ
յագուար	jɑkʰuɑɾ
հաստույր	hɑstujɾ
թայբեյ	tʰɑjpʰɛj
անորոշակի	ɑnɔɾɔʃɑɡi
եթովպիա	jɛtʰɔfbjɑ
մամուլի	mɑmuli
ամ	ɑm
դրակոն	tʰəɾɑɡɔn
քչփորել	kʰt͡ʃʰpʰɔɾɛl
լավ	lɑv
գաղտրիկ	kʰɑχtɾiɡ
կտրոն	ɡədɾɔn
գանձարան	kʰɑnt͡sʰɑɾɑn
հստակորեն	həstɑɡɔɾɛn
կծել	ɡəd͡zɛl
վտանգ	vədɑŋkʰ
կրախ	ɡəɾɑχ
վնասակար	vənɑsɑɡɑɾ
ազգական	ɑskʰɑɡɑn
բասկետբոլ	pʰɑskɛtʰpʰɔl
պոզիտրոն	bɔzidɾɔn
հուշ	huʃ
տպավորված	dəbɑvɔɾvɑd͡z
կուբա	ɡupʰɑ
փորսուղ	pʰɔɾsuʁ
անկած	ɑŋɡɑd͡z
վերջնամրցում	vɛɾt͡ʃʰnɑməɾt͡sʰum
առլյուծ	ɑɾlʏd͡z
վերուվարել	vɛɾuvɑɾɛl
միկրոօրգանիզմ	miɡɾɔɔɾkʰɑnizm
համակարգային	hɑmɑɡɑɾkʰɑjin
երկրագունդ	jɛɾɡɾɑkʰuntʰ
ղուրան	ʁuɾɑn
փուշթու	pʰuʃtʰu
դուխով	tʰuχɔv
փրկանք	pʰəɾɡɑŋkʰ
բեկոր	pʰɛɡɔɾ
երեւիլ	jɛɾɛvil
գագրա	kʰɑkʰɾɑ
կլրտել	ɡələɾdɛl
պլուտոնիում	bludɔnijum
ղանդահար	ʁɑntʰɑhɑɾ
նորայր	nɔɾɑjɾ
ֆուտբոլային	futʰpʰɔlɑjin
յորուբա	jɔɾupʰɑ
ընդերք	əntʰɛɾkʰ
ժառանգել	ʒɑɾɑŋkʰɛl
խմոր	χəmɔɾ
աղու	ɑʁu
ձերբակալել	t͡sʰɛɾpʰɑɡɑlɛl
սիմոնիդես	simɔnitʰɛs
երեւակ	jɛɾɛvɑɡ
ոտք	vɔtkʰ
հուներեն	hunɛɾɛn
էտրուսկյան	ɛdɾuskjɑn
յարեն	jɑɾɛn
աքսորում	ɑkʰsɔɾum
հայկազուն	hɑjɡɑzun
դասընկեր	tʰɑsəŋɡɛɾ
փարսադան	pʰɑɾsɑtʰɑn
չեռնոբիլ	t͡ʃʰɛɾnɔpʰil
ջիգյար	t͡ʃʰikʰjɑɾ
եղիա	jɛʁjɑ
պրծնել	bəɾd͡znɛl
դուքյան	tʰukʰjɑn
զարհուրաձայն	zɑɾhuɾɑt͡sʰɑjn
սարդենի	sɑɾtʰɛni
շնորհակալություն	ʃənɔɾɑɡɑlutʰʏn
դիեցիկ	tʰijɛt͡sʰiɡ
դյուրաթեք	tʰʏɾɑtʰɛkʰ
բորեկ	pʰɔɾɛɡ
սահմանափակ	sɑhmɑnɑpʰɑɡ
իրիկուն	iɾiɡun
եքիդնա	jɛkʰitʰnɑ
օգոստոս	ɔkʰɔstɔs
մոզի	mɔzi
արե	ɑɾɛ
սուշի	suʃi
ճոռոմաբանել	d͡ʒɔɾɔmɑpʰɑnɛl
շանսոնյե	ʃɑnsɔnjɛ
ժամանց	ʒɑmɑnt͡sʰ
անձնական	ɑnt͡sʰnɑɡɑn
լյուբլյանա	lʏpʰljɑnɑ
երեսնամյան	jɛɾɛsnɑmjɑn
տաղտկոտ	dɑʁdɡɔd
անթեղ	ɑntʰɛʁ
փորոտիք	pʰɔɾɔdikʰ
միջնորդ	mit͡ʃʰnɔɾtʰ
մարտական	mɑɾdɑɡɑn
մոտիվացիա	mɔdivɑt͡sʰjɑ
կերչ	ɡɛɾt͡ʃʰ
արքայամոր	ɑɾkʰɑjɑmɔɾ
կապիտոլիում	ɡɑbidɔlijum
ամրակազմ	ɑmɾɑɡɑzm
խորանարդ	χɔɾɑnɑɾtʰ
մոլել	mɔlɛl
պահեստ	bɑhɛst
թիթեռնակ	tʰitʰɛɾnɑɡ
եգիպտոս	jɛkʰibdɔs
պորտալար	bɔɾdɑlɑɾ
սմարթֆոն	smɑɾtʰfɔn
լախանա	lɑχɑnɑ
ջուրը	t͡ʃʰuɾə
մանանեխ	mɑnɑnɛχ
ագարականալ	ɑkʰɑɾɑɡɑnɑl
աշխատող	ɑʃχɑdɔʁ
իննսուն	inːəsun
գուջարաթ	kʰut͡ʃʰɑɾɑtʰ
սահմանադրություն	sɑhmɑnɑtʰəɾutʰʏn
վարժ	vɑɾʒ
ապտակել	ɑbdɑɡɛl
պարկել	bɑɾɡɛl
գցել	kʰət͡sʰɛl
արտապատվիրում	ɑɾdɑbɑdviɾum
պաշտոնակից	bɑʃtɔnɑɡit͡sʰ
ծիծեռնակ	d͡zid͡zɛɾnɑɡ
գութ	kʰutʰ
կոշկոճել	ɡɔʃɡɔd͡ʒɛl
խոպոպացում	χɔbɔbɑt͡sʰum
հիվանդագին	hivɑntʰɑkʰin
բանջարեղեն	pʰɑnt͡ʃʰɑɾɛʁɛn
արագություն	ɑɾɑkʰutʰʏn
այն	ɑjn
որքին	vɔɾkʰin
ագրեգատավորել	ɑkʰɾɛkʰɑdɑvɔɾɛl
բերում	pʰɛɾum
օֆիս	ɔfis
բուխարական	pʰuχɑɾɑɡɑn
պարսիկ	bɑɾsiɡ
հորթուկ	hɔɾtʰuɡ
մզկիթ	məzɡitʰ
աքսորավայր	ɑkʰsɔɾɑvɑjɾ
հենդալֆ	hɛntʰɑlf
տաղանդավոր	dɑʁɑntʰɑvɔɾ
բալ	pʰɑl
սոխակ	sɔχɑɡ
թաթպան	tʰɑtʰpɑn
թեսեւս	tʰɛsɛfs
վլադիկավկազ	vlɑtʰiɡɑvɡɑz
համառոտաբար	hɑmɑɾɔdɑpʰɑɾ
բարձրացնել	pʰɑɾt͡sʰɾɑt͡sʰənɛl
կազմավորություն	ɡɑzmɑvɔɾutʰʏn
հրավեր	həɾɑvɛɾ
արծվաբույն	ɑɾd͡zvɑpʰujn
մասկաթ	mɑskɑtʰ
ցաքատ	t͡sʰɑkʰɑd
ալպագա	ɑlbɑkʰɑ
եզ	jɛz
շոգեշարժ	ʃɔkʰɛʃɑɾʒ
կրոնավոր	ɡɾɔnɑvɔɾ
մաթեւոսյան	mɑtʰɛvɔsjɑn
ծղոտ	d͡zəʁɔd
մերի	mɛɾi
մարքս	mɑɾkʰs
ավազականոց	ɑvɑzɑɡɑnɔt͡sʰ
գործածել	kʰɔɾd͡zɑd͡zɛl
զանգի	zɑŋkʰi
հնարավոր	hənɑɾɑvɔɾ
որդեգրում	vɔɾtʰɛkʰəɾum
պարտվողական	bɑɾdvɔʁɑɡɑn
պլատոն	blɑdɔn
վայրկյան	vɑɾɡjɑn
աղջամուղջ	ɑχt͡ʃʰɑmuχt͡ʃʰ
ծագել	d͡zɑkʰɛl
մարաթոն	mɑɾɑtʰɔn
քլինթոն	kʰlintʰɔn
դիցուք	tʰit͡sʰukʰ
նվիրակ	nəviɾɑɡ
հիմնադրում	himnɑtʰɾum
ղանոն	ʁɑnɔn
գահակալել	kʰɑhɑɡɑlɛl
հոն	hɔn
աբսուրդ	ɑpʰsuɾtʰ
գեղացի	kʰɛʁɑt͡sʰi
տասը	dɑsə
ավետիս	ɑvɛdis
կողմնացույց	ɡɔʁmnɑt͡sʰujt͡sʰ
նախկին	nɑχkin
ձի	t͡sʰi
հայաշատ	hɑjɑʃɑd
մետաղադրամ	mɛdɑʁɑtʰəɾɑm
բիզոն	pʰizɔn
