زرتشتی	zæɾtoʃtiː
چاک خوردن	t͡ʃɒːkxoɾdæn
سرطان	sæɾætɒːn
سلطنت	sæltænæt
خواستگاری	xɒːsteɡɒːɾiː,xvɒːstɡɒːɾiː
هر چند وقت یک بار	hæɾt͡ʃændvæɢtjekbɒːɾ
دیگ	dîɡ,diːɡ
عکس گرفتن	æksɡeɾeftæn
خراب کردن	xæɾɒːbkæɾdæn
ویکی‌پدیا	viːkiːpediːjɒː
نفس زدن	næfæszædæn
برانکارد	bɾɒːnkɒːɾd
داغ	dɒːɢ
شیهه زدن	ʃejhezædæn
رو به راه	ɾuːbeɾɒːh
خاقان	xɒːɢɒːn
ارزیابی	æɾzjɒːbiː
شاهزاده‌خانم	ʃɒːhzɒːdexɒːnom
عصب	ʔæsæb,æsæb
گروه	ɡoɾuːhʔ,ɡoɾuːh
احضار	ehzɒːɾ
عادت گرفتن	ɒːdætɡeɾeftæn
مشغول	mæʃɢuːl
خواسته باشد	xɒːstebɒːʃæd
دوربین	duːɾbiːn
گپ	ɡæp
تکنولوژی	teknoloʒiː
درست کردن	doɾostkæɾdæn
شو	ʃuː
شناخت	ʃenɒːxt
روستایی	ɾuːstɒːjiː,ɾuːstɒːʔiː
جارو کردن	d͡ʒɒːɾuːkæɾdæn
فارسی دری	fɒːɾsiːjedæɾiː
گفتگو کردن	ɡofteɡuːkæɾdæn
چینی	t͡ʃiːniː
ﺱیﺲﺘﻣ ﻉﺎﻤﻟ	siːstemɒːmæl
آشتی	ɒːʃtiː,æʃtiː
دلبر	delbæɾ
چای سیاه	t͡ʃɒːjesiːjɒːh
اصلاح کردن	eslɒːhkæɾdæn
نهان	nehɒːn
خود آمدن	xodɒːmædæn
بوی	büj
چال انداختن	t͡ʃɒːlændɒːxtæn
خمپاره زدن	xompɒːɾezædæn
چشم زخم زدن	t͡ʃeʃmzæxmzædæn
شهامت	ʃæhɒːmæt
ضربت خوردن	zæɾbætxoɾdæn
چوگان	t͡ʃoʊɡɒːn
پهپاد	pæhpɒːd
آمودریا	ɒːmuːdæɾjɒː
گریه افتادن	ɡeɾjeoftɒːdæn
او	æw,oʊ,uː
کنگر فرنگی	kænɡæɾefæɾænɡiː
عرق کردن	æɾæɢkæɾdæn
اطمینان	etmiːnɒːn
زیانشانه‌شناسی	ziːɒːneʃæneʃenɒːs
تهی	tohiː
تزیین	tæzʔiːn
آفریقایی	ɒːfɾiːɢɒːjiː
راز	ɾɒːz
بی‌خیالی	biːxiːjɒːliː
می‌خواستید	míxɒːstiːd
خندیدن	xændiːdæn
هفته‌ی آینده	hæftejeɒːjænde
میانبر	miːɒːnboɾ
رسم کردن	ɾæsmkæɾdæn
کلک خوردن	kælækxoɾdæn
سرماخوردگی زدن	sæɾmɒːxoɾdeɡiːzædæn
تشر	tæʃæɾ
بلعیدن	bæliːdæn,bælʔiːdæn
استراتژی	esteɾɒːteʒiː
تعریف کردن	tæʔɾiːfkæɾdæn,tæʔɾiːfkæɾdæn
ایسلند	ʔiːslænd
نظاره	nezɒːɾe
قلمه	ɢælæme
جنسیت	d͡ʒensiːjæt
خاموش	xɒːmuːʃ
طفره رفتن	tæfɾeɾæftæn
اذیت کردن	æziːjætkæɾdæn
لیبی	liːbiː
نارنجک	nɒːɾend͡ʒæk
انگشت	ænɡoʃt
تحریم‌ کردن	tæhɾiːmkæɾdæn
نروژ	noɾveʒ
نمودار	nemuːdɒːɾ
شعر	ʃʔeɾ
درآوردن	dæɾɒːvæɾdæn
بوئینگ	boʔiːnɡ
روغن	ɾoʊɢæn,ɾuːɢæn
اسکار	oskæɾ
خراش	xæɾɒːʃ
شیمی	ʃiːmiː
خواسته‌ام	xɒːsteæm
سگدو زدن	sæɡdozædæn
یاسمن	jɒːsæmen
وصول	vosuːl
ارمود	æɾmuːd
گشودن	ɡoʃuːdæn
آويزان كردن	ɒːviːzɒːnkæɾdæn
راهبرد	ɾɒːhboɾd
استارت زدن	estɒːɾtzædæn
گلایه	ɡelɒːje
زن	zæn
شیء	ʃejʔ
سندیکا	sendiːkɒː
تو راه	tuːɾɒːh
روشن	ɾoʊʃæn,ɾouːʃæn,ɾoŝæn,ɾoʃæn
صبر کردن	sæbɾkæɾdæn,sæbɾkæɾdæn
نیمکت	niːmkæt
مادام	mɒːdɒːm
زنده	zendæ,zende
روزی از روزها	ɾuːziːæzɾuːzhɒː
توپ وتشر	tuːpotæʃæɾ
سیاه خروس	siːjɒːhexoɾuːs
مست تلو تلو خوردن سست	sostmæst
پنیسیلین	peniːsiːliːn
باز خواندن	bɒːzxɒːndæn
امیر	æmiːɾ
پلاتو	pelæto
اسمیت	iːsmiːt
زمانی که	zæmɒːniːke
بهانه آوردن	bæhɒːneɒːvæɾdæn
شعله	ʃoʔle,ʃo’le
اصل	æsl
لژیون	leʒiːon
شهوتی	ʃæhvætiː
غش غش زدن	ɢæʃɢæʃzædæn
اتفاقا	ettefɒːɢæn
بنیانگذار	bonjɒːnɡozɒːɾ
به یاد داشتن	bejɒːddɒːʃtæn
کلنجار	kælænd͡ʒɒːɾ
بجنب	bed͡ʒonb
هفتصد	hæftsæd
ناشتا	nɒːʃtɒː
دختر خواهر	doxtæɾexwɒːhæɾ
آبگونه	ɒːbɡuːne
جوانه زدن	d͡ʒævɒːnezædæn
کرکس	kæɾkæs
تخفیف	tæxfiːf
مروارید	mæɾvɒːɾiːd
قابل نداشت	ɢɒːbelnædɒːʃt
چهارشنبه	t͡ʃæhɒːɾʃænbe
جرم	d͡ʒoɾm,d͡ʒeɾm
انباز	ænbɒːz
حاکم	hɒːkem
آی‌فون	ɒːjfuːn
اعلامیه	eʔlɒːmiːje
بینش	biːneʃ
والده	vɒːlede
شانه زدن	ʃɒːnezædæn
قتل	ɢætl
براروسی	bæɾɒːɾuːsiː
صفحه	sæfhe
برخواندن	bæɾxɒːndæn
خوابیدن	xɒːbiːdæn,xwɒːbiːdæn
مکانیک	mekɒːniːk
صافی	sɒːfiː
دادگری	dɒːdɡæɾiː
چوبان	t͡ʃuːbɒːn
پزنده	pæzændæ,pæzænde
گیلک	ɡiːlæk
مقاله	mæɢɒːle
پوسته	puːste,puːstæ
تشویق	tæʃviːɢ
نق زدن	neɢzædæn,neɢzædæn
هشتاد	hæʃtɒːd
کاباره	kɒːbɒːɾe
گورستان	ɡuːɾestɒːn
لاف زدن	lɒːfzædæn
شیون کردن	ʃiːvænkæɾdæn
درودن	dɾuːdæn,doɾuːdæn
حمله بردن	hæmleboɾdæn
افلاطون	æflɒːtuːn
پریشتینا	peɾiːʃtiːnɒː
مومیا	muːmjɒː
کشیده	kæʃiːdæ,keʃiːde,kæʃiːde
کمین کردن	kæmiːnkæɾdæn
پله برقی	pelebæɾɢiː
جویدن	d͡ʒæviːdæn
پوکر	pokeɾ,puːkeɾ
وب نوشت	vebneveʃt
آتشسوزی	ɒːtæʃsuːziː
لطمه زدن	lætmezædæn
مهر کردن	mohɾkæɾdæn
تنگستن	tænɡesten
مطب	mætæb
حمل	hæml
غر زدن	ɢoɾzædæn
ستاد	setɒːd
کرایست‌چرچ	kɾɒːjstt͡ʃeɾt͡ʃ
حیرت	hejɾæt
جا به جا	d͡ʒɒːbed͡ʒɒː
زبانه	zæbɒːne
رقص	ɾæɢs
داداش	dɒːdɒːʃ
شترمرغ	ʃotoɾmoɾɢ,ʃotoɾmoɾɢ
انتیموان	æntiːmoɒːn
خروشچف	xɾuːʃt͡ʃef
کنسولگری	konsuːlɡæɾiː
گازولین	ɡɒːzuːliːn
گل آویز	ɡolɒːviːz
آنکارا	ɒːnkæɾæ
اوباما	obɒːmɒː
باسلق	bɒːsloɢ
شیوه	ʃiːve
چامه	t͡ʃɒːme
فرمان	fæɾmɒːn
یاماکا	jɒːmɒːkɒː
مرحله	mæɾhæle
حیله	hiːle
ناسازگاری	nɒːsɒːzɡɒːɾiː
ترش	toɾʃ
اروپا	oɾuːpɒː
واکس	vɒːks
گردن بند	ɡæɾdænbænd
سلام دادن	sælɒːmdɒːdæn
کوبیدن	kuːbiːdæn
دانایی	dɒːnɒːjiː
هشت‌پا	hæʃtpɒː
حضور	hozuːɾ
جیحون	d͡ʒejhuːn
غیر مجاز کردن	ɢejɾemod͡ʒɒːzkæɾdæn
ناهید	nɒːhiːd
سازمان	sɒːzmɒːn
ادب	ædæb
ناله کردن	nɒːlekæɾdæn
بار کردن	bɒːɾkæɾdæn
خوشگلی	xoʃɡeliː
خلاف	xælɒːf
پاشنه	pɒːʃne
آسیب خوردن	ɒːsiːbxoɾdæn
کله معلق زدن	kællemoællæɢzædæn
ابجد	ɒːbǧæd
خارطوم	xɒːɾtuːm
قله	ɢolle
دهانه	dæhɒːne
دست خوردن	dæstxoɾdæn
آنان	ɒːnɒːn
پاسپورت	pɒːspoɾt
موسولینی	muːsuːliːniː
مفعول	mæfʔuːl
عکاسی	ækkɒːsiː
فرانسویان	fæɾɒːnsæviːjɒːn
عمل	æmæl
وهم	væhm
حذر	hæzæɾ
رقص باله	ɾæɢsebɒːle
خوک	xuːk
چهارده	t͡ʃæhɒːɾdæh
رنگ زیتونی	ɾænɡzæiːtuːniː
پیچیدن	piːt͡ʃiːdæn
اسکاتلند	eskɒːtlænd
معلم	moʔællem
جنازه	d͡ʒænɒːze,d͡ʒenɒːze
هندایرانی	hendiːɾɒːniː
هیچ‌چیز	hiːt͡ʃt͡ʃiːz
نفرت	næfɾæt
بلد بودن	bælædbuːdæn
فکر کردن	fekɾkæɾdæn,fekɾkæɾdæn
انار	ænɒːɾ
غذا	ɢæzɒː
نظر داشتن	næzæɾdɒːʃtæn
بلور	bellôɾ
تقلید	tæɢliːd
پشت گردنی زدن	poʃtɡæɾdæniːzædæn
کوپرنیک	kuːpeɾniːk
جهالت زدن	d͡ʒæhɒːlætzædæn
نازیسم	nɒːziːsæm
باران گرفتن	bɒːɾɒːnɡeɾeftæn
مسلمان	mosælmɒːn
طعم	tæʔm
جمهوری	d͡ʒomhuːɾiː
تاتارستان	tætæɾstɒːn
گهگاه	ɡæhɡɒːh
بز	boz
رود	ɾuːd
برادرشوهر	bæɾɒːdæɾʃoʊhæɾ
پنجابی	pænd͡ʒɒːbiː
غیرالکلی	ɢejɾeælkoliː
تهيه	tæhiːje
ایراد	iːɾɒːd
سنگ	sænɡ
دوشنبه	doʃænbe,doʃæmbe
حمام رفتن	hæmmɒːmɾæftæn
خی	xiː
باسک	bɒːsk
آزمایشگاه	ɒːzmɒːjeʃɡɒːh
علامت منها	ʔælɒːmætemenhɒː
سادگی زدن	sɒːdeɡiːzædæn
میلیون	miːljuːn,miːljon
جبران	d͡ʒobɾɒːn
بافر	bɒːfeɾ
غارت	ɢɒːɾæt
مچ دست	mot͡ʃedæst
اندروا	ændæɾvɒː
تایلند	tɒːjlɒːnd
کس‌کش	koskeʃ
کینگستون	kiːnɡston
قبلا	ɢæblæn
بات	bɒːt
اختر	æxtæɾ
مطبوعات	mætbuːʔɒːt
جهاز	d͡ʒæhɒːz
اطاعت	etɒːʔæt
اسلام‌هراسی	eslɒːmhæɾɒːsiː
سمفونی	semfuːniː,siːmfuːniː
الجزایر	æld͡ʒæzɒːjeɾ
کرفس	kæɾæfs
آرزو كردن	ɒːɾezuːkæɾdæn
مچ گرفتن	mot͡ʃɡeɾeftæn
عنوان کردن	onvɒːnkæɾdæn
دورنگار	doɾneɡɒːɾ
ادرار	edɾɒːɾ
هوادار	hævɒːdɒːɾ
تصدیق کردن	tæsdiːɢkæɾdæn
خربزه	xæɾboze
بیرونی	biːɾuːniː
تصمیم گرفتن	tæsmiːmɡeɾeftæn
حسودی شدن	hæsuːdiːʃodæn
شگرف	ʃeɡæɾf
بلغم	bælɢæm
یخ بستن	jæxbæstæn
نیرنگ زدن	nejɾænɡzædæn
نمایه	næmɒːje
پرسیدن	poɾsiːdæn
شامپاین	ʃɒːmpɒːiːn
خواهش	xɒːheʃ
گاو	ɡɒːv
تایلندی	tɒːjlændiː
گذر	ɡozæɾ
خرچنگ	xæɾt͡ʃænɡ
شرط	ʃæɾt
خواست	xɒːst
مش زدن	meʃzædæn
چینی سنتی	t͡ʃiːniːjesonætiː
ماتیک زدن	mɒːtiːkzædæn
دگمه	doɡmæ,doɡme
مردگی	moɾdeɡiː
کارخانه	kɒːɾxɒːne
کف زدن	kæfzædæn
نخست	noxost
صبح بخیر	sobhbexejɾ
تقویت	tæɢviːæt
تكرار	tekɾɒːɾ
کتف	ketf
وول	vuːl
اندلس	ændælos
نشان	neŝɒːn,neʃɒːn
گریه کردن	ɡeɾjekæɾdæn,ɡeɾjekæɾdæn
صحبت	sohbæt
آمریکا	ɒːmɾiːkɒː
زیتونی	zejtuːniː
انگشت زدن	ænɡoʃtzædæn
بدلیل آن	bedæliːleɒːn
تصویر	tæsviːɾ
بوس کردن	buːskæɾdæn
اس ام اس کردن	esemeskæɾdæn
الفبای سیریلیک	ælefbɒːjesiːɾiːliːk
بسکتبال	bæsketbɒːl
یه ی	jeiː
یورتمه	joɾtmæ
واکسن زدن	vɒːksænzædæn
رونوشت	ɾuːneveʃt
نیزه‌دار	nejzedɒːɾ
طرابلس	tæɾɒːbolos
درد دل	dæɾdedel
فلز	felez
زیرآبی زدن	ziːɾɒːbiːzædæn
یکی یکی	jekiːjekiː
کوچولو	kuːt͡ʃuːluː
خریت زدن	xæɾiːjjætzædæn
شایع	ʃɒːjeʔ
اندرز	ændæɾz
جنس بلند کردن	ɡensbolændkæɾdæn
شیرین	ʃiːɾiːn
رکاب زدن	ɾekɒːbzædæn
درمانگاه	dæɾmɒːnɡɒːhʔ
آخر هفته	ɒːxeɾehæfte,ɒːxæɾehæfte
شماره‌گذاری شدن	ʃomɒːɾeɡozɒːɾiːʃodæn
نامیدن	nɒːmiːdæn
فلفل	felfel
شروع کردن	ʃoɾuːʔkæɾdæn,ʃoɾuːʔkæɾdæn
هاوانا	hɒːvɒːnɒː
فواره	fævvɒːɾe
چماق زدن	t͡ʃomɒːɢzædæn
در میان	dæɾmiːjɒːne
فرز	feɾz
چاپ زدن	t͡ʃɒːpzædæn
جشنواره	d͡ʒæʃnvɒːɾe
خوک خاکی	xuːkexɒːkiː
آزاد کردن	ɒːzɒːdkæɾdæn
شناگر	ʃenɒːɡæɾ
ورم	væɾæm
مستند	mostænæd
رساندن	ɾesɒːndæn
ستخوان	sotxɒːn
آتش زدن	ɒːtæʃzædæn
سازمان ملل متّحد	sɒːzmɒːnemelælemottæhed
تکمه	tokme,tokmæ
بنيانگذاري	bonjɒːnɡozɒːɾiː
پیامک	pæjɒːmæk
فکر	fekɾ
هند	hend
پستچی	postt͡ʃiː
شهبانو	ʃæhbɒːnuː
خطاط	xættɒːt
کوزپلی	kosplej
مترجم	motæɾd͡ʒem
جنگل	d͡ʒænɡæl
هارد راک	hɒːɾdɾɒːk
جنوب	d͡ʒonuːb
بیان شدن	bæjɒːnʃodæn
چاک پستان	t͡ʃɒːkpestɒːn
تمنا	tæmænnɒː
خر و پف	xoɾopof
سردابه	sæɾdɒːbe
نام	nɒːm
موش	muːʃ
نشستن	neʃæstæn
در	dæɾ
ترانه	tæɾɒːne
داغ زدن	dɒːɢzædæn
گلابی	ɡolɒːbiː
اروتیکی	eɾotiːkiː
انجام رساندن	ænd͡ʒɒːmɾesɒːndæn
مرض قند	mæɾæzeɢænd
جیم	d͡ʒiːm
کنیسه	kæniːse
مجهول	mæd͡ʒhuːl
برانگیختن	bæɾɒːnɡiːxtæn
هسپانیه	hespɒːniːje
شتر بیکوهان	ʃotoɾebiːkohɒːn
شخص	ʃæxs
دنده	dænde
خاور	xɒːvæɾ
فیلیپین	fiːliːpiːn
گابورون	ɡɒːboɾon
فوت کردن	foʊtkæɾdæn,fuːtkæɾdæn
برانداز	bæɾændɒːz
چاه	t͡ʃɒːh
کوارک	kuːɒːɾk
عق	oɢ,oɢɢ
افق	ofoɢ
قفقاز جنوبی	ɢæfɢɒːzed͡ʒonuːbiː
دیروز	diːɾuːz
تقریب زدن	tæɢɾiːbzædæn
گسترده شدن	ɡostæɾdæʃodæn,ɡostæɾdeʃodæn
ویرگول	viːɾɡuːl
کشف	kæʃf
هندو	henduː
صدمه	sædæme
معمولی	mæʔmuːliː
خنجر	xænd͡ʒæɾ
ایسیک کول	iːstiːkkuːl
گود	ɡoʊd
بادام هندی	bɒːdɒːmehendiː
دم گرفتن	dæmɡeɾeftæn
قصد	ɢæsd
سکه	sekke
ترک کردن	tæɾækkæɾdæn,tæɾkkæɾdæn
ارشمیدس	æɾʃemiːdes
آمور	ɒːmuːɾ
بامداد	bɒːmdɒːd
تراش	tæɾɒːʃ
جرگه‌سالاری	d͡ʒæɾɡesɒːlɒːɾiː
لهستان	læhestɒːn
ختنه‌گاه	xætneɡɒːh
نقطه‌ی ذوب	noɢtejezob
اژدر	æʒdæɾ
جن	d͡ʒen
فلفل قرمز	felfelɢeɾmez,felfeleɢeɾmez
گل‌کلم	ɡolkælæm
بید مجنون	biːdmæd͡ʒnuːn
اف‌بی‌آی	efbiːɒːj
عرب	ʔæɾæb
مخالفت	moxɒːlefæt
شامگاه	ʃɒːmɡɒːh
پرل هاربر	peɾlhɒːɾboɾ
مشروب	mæʃɾuːb
اسم فامیل	esmefɒːmiːl
دریا زدن	dæɾjɒːzædæn
وحشت	væhʃæt
روی	ɾuːj
خوشبختی	xoʃʔbàxtiː
ازگیل	æzɡiːl
شیرفروش	ʃiːɾfoɾuːʃ
انبه	ænbe
قره‌باغ	ɢæɾebɒːɢ
فروسرخ	foɾuːsoɾx
زبانه کشیدن	zæbɒːnekeʃiːdæn
خنگ	xenɡ
گستاخ	ɡostɒːx
آسیای جنوبی	ɒːsiːjɒːjed͡ʒonuːbiː
یاد کردن	jɒːdkæɾdæn
دادگاه	dɒːdɡɒːh
کیک	kejk
هم خوردن	hæmxoɾdæn
نيز	niːz
سورنای	suːɾnɒːj
آبغوره	ɒːbɢuːɾe
تصور	tæsævvoɾ
اثر کردن	æsæɾkæɾdæn
چقدر	t͡ʃeɢædɾ
بهار عربی	bæhɒːɾeʔæɾæbiː
تاجیک	tɒːd͡ʒiːk
درد	dæɾd
هامین	hɒːmiːn
شوی	ʃuːj
شدت گرفتن	ʃeddætɡeɾeftæn
راجع به	ɾɒːd͡ʒeʔbe
هوس کردن	hævæskæɾdæn
شبان	ʃobɒːn,ʃæbɒːn
گاوبندی	ɡɒːvbændiː
بیهوشی	biːhuːʃiː
زحمت	zæhmæt
آبفشاری	ɒːbfeʃæɾiː
فریبکار	fæɾiːbkɒːɾ
عبارت باقاعده	ʔebɒːɾætebɒːɢɒːʔede
!یاهو	jɒːhuː!
ژنوم	ʒenuːm,ʒenom
سرفه گرفتن	soɾfeɡeɾeftæn
موزامبیک	muːzɒːmbiːk
پذیرایی	pæziːɾɒːjiː
کناره گیری کردن	kenɒːɾeɡiːɾiːkæɾdæn
صندلی راحتی‏	sændæliːɾɒːhætiː
عالی	ʔɒːliː
دست دادن	dæstdɒːdæn
اعتنا	eʔtenɒː
کاپوت	kɒːpuːt
سنگاپور	senɡɒːpuːɾ
نوکر	nouːkæɾ
حقه زدن	hoɢɢezædæn
نم کردن	næmkæɾdæn
آسیب‌شناسی	ɒːsiːbʃenɒːsiː
رویارویی	ɾuːjɒːɾuːʔiː
میانه	miːjɒːne
آذر	ɒːzæɾ
حساب کردن	hesɒːbkæɾdæn
آلت	ɒːlæt
گیلگمش	ɡiːlɡæmeʃ
متن	mætn
شوش	ʃuːʃ
آلمان شرقی	ɒːlemɒːnʃæɾɢiː
ادا	ædɒː
بادنگان	bɒːdenɡɒːn
علامت مساوی	ʔælɒːmætemosɒːviː
کول گرفتن	kuːlɡeɾeftæn
صوفیا	sofiːjɒː
خواسته بودی	xɒːstebúdiː
عاشق	ʔɒːʃeɢ
الکل	ælkol
ساختن	sɒːxtæn
وسعت دادن	vosʔætdɒːdæn
کف دادن	kæfdɒːdæn
جادار	d͡ʒɒːdɒːɾ
بهترین	behtæɾiːn
نر	næɾ
موت	mouːt
ونگوگ	vænɡôɡ
کانجی	kɒːnd͡ʒiː
پرواز	pæɾvɒːz
بار آوردن	bɒːɾɒːvæɾdæn
مقام	mæɢɒːm
کنعان	kænʔɒːn
ضرب	zæɾb
آخشیج	ɒːxʃiːd͡ʒ
مباهات	mobɒːhɒːt
سنقر	sonɢoɾ
بدلیل	dæliːl
سرکوفت خوردن	sæɾkuːftxoɾdæn
توضیح دادن	tæwziːhdɒːdæn,toʊziːhdɒːdæn
بور	boɾ,buːɾ
نهایتا	næhɒːjætæn
تب کردن	tæbkæɾdæn
عطر زدن	ætɾzædæn
انبار	ænbɒːɾ
نامْور	nɒːmvæɾ
شمار آمدن	ʃomɒːɾɒːmædæn
نام‌آوا	nɒːmɒːvɒː
خواهند	xɒːhænd
فیروزه	fiːɾuːze
دودوئی	dodoiː
نقصان	noɢsɒːn
وعده دادن	væʔdedɒːdæn
سرک	sæɾæk
کشیدن	keʃiːdæn
فلافل	fælɒːfel
به ندرت	benodtɾæt
دو زار	dozɒːɾ
سقلمه زدن	soɢolmezædæn
نایاب	nɒːjɒːb
قیچی زدن	ɢejt͡ʃiːzædæn
لکنت افتادن	loknætoftɒːdæn
شورش‌ها	ʃuːɾeʃhɒː
پشت پا زدن	poʃtepɒːzædæn
شصت	ʃæst
حجاب	hed͡ʒɒːb
عرق	ʔæɾæɢ,æɾæɢ
در حال	dæɾhɒːle
پروتئین	poɾoteiːn
طلا	tælɒː
منبع	mænbæ
چمچه	t͡ʃæmt͡ʃe,t͡ʃomt͡ʃe
لج	læd͡ʒ
ولفرام	volfɾɒːm
ونسان ونگوگ	vænsɒːnvænɡôɡ
خو	xuː
کونا	kuːnɒː
مشتق گرفتن	moʃtæɢɡeɾeftæn
فرومون	feɾuːmuːn
شدت	ʃeddæt
ایزد	iːzæd
پیش	piːʃ
درس دادن	dæɾsdɒːdæn,dæɾsdɒːdæn
انتقاد کردن	enteɢɒːdkæɾdæn
دندانساز	dændɒːnsɒːz
مصاحبه کردن	mosɒːhebekæɾdæn
سعی	sæʔj
کلر	koloɾ
مرا	mæɾɒː
محک زدن	mæhækzædæn
دانشگاه	dɒːneʃɡɒːh
بقال	bæɢɢɒːl
عصر بخیر	æsɾbexejɾ
رحم آمدن	ɾæhmɒːmædæn
جا زدن	d͡ʒɒːzædæn
خردمند	xeɾædmænd
معنی‌شناسی	mæʔniːʃenɒːsiː
کشیش	keʃiːʃ
نوک	nok
زرافه	zæɾɾɒːfe
خرید رفتن	xæɾiːdɾæftæn
آهنگ زدن	ɒːhænɡzædæn
ستون	sotuːn
رشک	ɾæʃk
آزار دادن	ɒːzɒːɾdɒːdæn
همنوع‌خواری	hæmnouːʔxɒːɾiː
ماک	mɒːk
آدام	ɒːdɒːm
پر و بال زدن	pæɾobɒːlzædæn
نماز خواندن	næmɒːzxɒːndæn
متاسفانه	motæʔæssefɒːne
آها	ɒːhɒː
ساز	sɒːz
سرشیر	sæɾʃiːɾ
پستان	pestɒːn
جلا	d͡ʒælɒː
پرووکاتور	pɾovokɒːtoɾ
طوطی	tuːtiː
شرق	ʃæɾɢ
جنوب غربی	d͡ʒonuːbeɢæɾbiː
رمزگذاری	ɾæmzɡozɒːɾiː
صلیب	sæliːb
پردیس	pæɾdiːs
رسانه‌های گروهی	ɾæsɒːnehɒːjeɡoɾuːhiː
اقلیم	eɢliːm
دار کردن	dɒːɾkæɾdæn
عطسه	ætse
ماه	mɒːh
ماندگاری	mɒːndeɡɒːɾiː
تاج	tɒːd͡ʒ
آفتابه	ɒːftɒːbe
نشانه‌گذاری شدن	neʃɒːneɡozɒːɾiːʃodæn
برنز	bɾonz
آشامیدنی	ɒːʃɒːmiːdæniː
پنهان	penhɒːn
يوزپلنگ	juːzpælænɡ
همیستار	hæmiːstɒːɾ
کیش و مات	kiːʃomɒːt
جولان	d͡ʒoʊlɒːn
حجم	hæd͡ʒm
الکلی	ælkoliː
باریم	bɒːɾiːjom
شیرگاه	ʃiːɾɡɒːh
سرزمین	sæɾzæmiːn
غر غر	ɢoɾɢoɾ
دامن خوردن	dɒːmænxoɾdæn
کف دست	kæfedæst
تعمیرکار	tæʔmiːɾkɒːɾ
تلسکوپ	teleskop
هاشور خوردن	hɒːʃuːɾxoɾdæn
لبخند	læbxænd
صدف	sædæf
شهد	ʃæhd
مداد	medɒːd
شنبه	ʃænbe
زبان برمه‌ای	zæbɒːnebeɾmeʔɒːjiː
خاک سپردن	xɒːksepoɾdæn
شاه	ʃɒːh
رحم گرفتن	ɾæhmɡeɾeftæn
زبردستی	zebæɾdæstiː
انفورماتیک	ænfoɾmɒːtiːk
آبتنی	ɒːbtæniː
بگذریم	beɡzæɾiːm
روسپی‌گری	ɾuːspiːɡæɾiː
جواب گرفتن	d͡ʒævɒːbɡeɾeftæn
بارداری	bɒːɾdɒːɾiː
گائیدن	ɡɒːʔiːdæn
جیب زدن	d͡ʒiːbzædæn
وجد آمدن	væd͡ʒdɒːmædæn
دهان	dæhɒːn
اينقدر	iːnɢædɾ
طبیعت	tæbiːjʔæt
بروز	boɾuːz
آوردن	ɒːvæɾdæn,ɒːvoɾdæn
مقیاس ریشتر	meɢjɒːsɾiːʃteɾ
کیسه	kiːse
وطن	vætæn
خیمه	xejme
کرسی	koɾsiː
سال نو	sɒːlnouː
داریم می‌خواهیم	dɒːɾiːmmíxɒːhiːm
جفتک زدن	d͡ʒoftækzædæn
مائوری	mɒːʔoɾiː
ناتاراجا	nɒːtɒːɾɒːd͡ʒɒː
انگشت پا	ænɡoʃtepɒː
مشیمیه	mæʃiːmiːje
بارو	bɒːɾuː
ما	mɒː
کراچی	kæɾɒːt͡ʃiː
موسی	muːsɒː
آشیانه	ɒːʃjɒːne
نویسه	neviːsæ
تک	tæk
زاغ	zɒːɢ
پالائی	pɒːlɒːʔiː
میل کردن	mejlkæɾdæn
اندیشه	ændiːʃe,ændiːŝæ,ændiːŝe
سیلی	siːliː
گوته	ɡote,ɡuːte
سنت	sonnæt
پروتکل اینترنت	pɾotokoleiːnteɾnet
میکائیل	miːkɒːʔiːl
بابا	bɒːbɒː
قبول کردن	ɢæbuːlkæɾdæn,ɢæbuːlkæɾdæn
پرهیز کردن	pæɾhiːzkæɾdæn
ارزن	æɾzæn
خواهنده	xɒːhænde
خواب رفتن	xɒːbɾæftæn
هرچه زودتر	hæɾt͡ʃezuːdtæɾ
توجه کردن	tævæd͡ʒd͡ʒohkæɾdæn
غلت	ɢælt
بلوط	boluːt,bæluːt
شاخاب	ʃɒːxɒːb
قوچ	ɢuːt͡ʃ
مین	miːn
درس خواندن	dæɾsxɒːndæn
زمین خوردن	zæmiːnxoɾdæn
تطبیق	tætbiːɢ
نیرنگباز	nejɾænɡbɒːz
کپی کردن	kæpiːkæɾdæn,kopjkæɾdæn
کودک	kuːdæk
نادانی زدن	nɒːdɒːniːzædæn
چین تایپه	t͡ʃiːntɒːjpe
مؤذن	moʔæzzen
انجيلي	end͡ʒiːliː
نفس نفس	næfæsnæfæs
ستاره‌ی دریایی	setɒːɾejedæɾjɒːjiː
آه	ɒːh
چمباتمه زدن	t͡ʃombɒːtmezædæn
نی	nej
انتقاد شدن	enteɢɒːdʃodæn
هپاتیت	hiːpɒːtiːt
لاکشمی	lɒːkʃmiː
ناسا	nɒːsɒː
مغازه زدن	mæɢɒːzezædæn
هول زدن	hoʊlzædæn
آمیختن	ɒːmiːxtæn
ایستادن	iːstɒːdæn
کثافت زدن	kesɒːfætzædæn
ابرنواختر	æbæɾnouːæxtæɾ
بریتانی	beɾiːtɒːniː
اسلوونیائی	esluːveniːjɒːʔiː
لیس	liːs
عاریت گرفتن	ɒːɾjætɡeɾeftæn
نقلی	næɢliː
مینسک	miːnsk
آواز زدن	ɒːvɒːzzædæn
