memberitahukan	məmbˌɛritahˈukan
Cave	t͡ʃˈavə
Jamkesda	d͡ʒamkˈɛsda
keterkaitan	kətərkˈa͡ɪtan
sewindu	səwˈindu
Dlm	dˌeəlˈɛm
Didenda	didˈɛnda
ampisilin	ˌampisˈilin
campurkan	t͡ʃampˈurkan
mengibaratkan	məŋˌibarˈatkan
gray	ɡrˈaj
Waris	wˈaris
bundel	bˈundəl
baterei	bˌatərˈɛi
pengemasan	pəŋəmˈasan
seluruhnya	səlurˈuhɲa
ditampilkan	dˌitampˈilkan
keterlaksanaan	kətˌɛrlaksanˈaan
lanjut	lˈand͡ʒut
Tilt	tˈilt
mengemudi	məŋəmˈudi
Soares	soˈarəs
UNSADA	unsˈada
Guruku	ɡurˈuku
mengarungi	məŋarˈuŋi
Berawal	bərˈawal
keesokan	kəəsˈokan
ditransaksikan	dˌitransaksˈikan
taktiknya	taktˈikɲa
ter	tˈɛr
butuhnya	butˈuhɲa
peliharaannya	pəlˌiharaˈanɲa
GKY	ɡkj
Khayat	xˈajat
Upas	ˈupas
kesalahpahaman	kəsˌalahpahˈaman
disebutin	dˌisəbˈutin
Komariah	kˌomarˈiah
Tawar	tˈawar
beranikah	bəranˈikah
hakim	hˈakim
berkonsolidasi	bərkˌonsolidˈasi
mengonsumsi	məŋonsˈumsi
dituding	ditˈudiŋ
Dikirim	dikˈirim
Intelegensi	ˌintələɡˈɛnsi
sulforaphane	sˌulfɔrafˈanə
Goods	ɡˈoods
Kemhut	kˈɛmhut
Rayeuk	rajˈɛuk
Imawan	imˈawan
meniupnya	məniˈupɲa
Dj	dˌed͡ʒˈe
terafiliasi	tərˌafiliˈasi
dibebani	dˌibəbˈani
SCG	ˌɛst͡ʃˌeɡˈe
tropik	trˈopik
sendang	sˈɛndaŋ
Demikianlah	dˌɛmikiˈanlah
tergarap	tərɡˈarap
problematika	prˌobləmatˈika
didesa	didˈɛsa
Products	prˈodut͡ʃts
BASF	bˈasf
OOT	ˈoot
Aktivitas	ˌaktivˈitas
MORE	mˈɔrə
pengobatannya	pəŋˌobatˈanɲa
peterpan	pətˈɛrpan
Bsc	bˌeəst͡ʃˈe
Penas	pˈɛnas
Pilipina	pˌilipˈina
seater	səˈatər
corrupt	t͡ʃˈɔrupt
ega	ˈɛɡa
menyamakan	məɲamˈakan
cemilan	t͡ʃəmˈilan
JUR	d͡ʒˈur
Apartment	apˈartmənt
Glen	ɡlˈɛn
Riyadhush	rijˈadhush
Diksar	dˈiksar
Tahiti	tahˈiti
disharmoni	dˌisharmˈoni
Observer	obsˈɛrvər
Rendahnya	rəndˈahɲa
Cassandra	t͡ʃasˈandra
Entahlah	əntˈahlah
Novan	nˈovan
elektrolisis	ˌɛləktrolˈisis
ajah	ˈad͡ʒah
Geoteknik	ɡˌɛotˈɛknik
intelektualisme	ˌintəlˌɛktualˈismə
PSTW	pˌeəstˌewˈe
NPHD	ˌɛnpˌehˌadˈe
Smp	ˌɛsˌɛmpˈe
Bukunya	bukˈuɲa
bersamanya	bərsamˈaɲa
Soufyan	soˈufjan
separasi	səparˈasi
bli	blˈi
Pacis	pˈat͡ʃis
sehalus	səhˈalus
Kalidawir	kˌalidˈawir
Bendtner	bəndtnˈɛr
Tomografi	tˌomoɡrˈafi
oraclePosted	ɔrˈat͡ʃləpˈostəd
Beijing	bəˈid͡ʒiŋ
gmana	ɡmˈana
Asesmen	asˈɛsmən
katulistiwa	kˌatulistˈiwa
Lahab	lˈahab
TRIBUNNEWS	tribˈunnəws
SUKA	sˈuka
Rakitic	rakˈitit͡ʃ
Camplong	t͡ʃˈamploŋ
kobaran	kobˈaran
diceritakannya	dˌit͡ʃərˌitakˈanɲa
kebudayaannya	kəbˌudajaˈanɲa
PLTP	pˌeəltˌepˈe
kebhinekaan	kəbhˌinəkˈaan
Kristina	kristˈina
mempraktikannya	məmprˌaktikˈanɲa
Diebold	dˈibold
Meadow	məˈadow
Tawaf	tˈawaf
berbunyi	bərbˈuɲi
Imanuddin	ˌimanˈuddin
dimusnahkan	dˌimusnˈahkan
mega	mˈɛɡa
bead	bˈɛad
dominant	domˈinant
terpaku	tərpˈaku
perguruan	pərɡurˈuan
Lei	lˈɛi
pengait	pˈɛŋa͡ɪt
NYA	ɲˈa
berselingkuh	bərsəlˈiŋkuh
kejengkelan	kəd͡ʒəŋkˈɛlan
disunat	disˈunat
LPKJ	ˌɛlpˌekˌad͡ʒˈe
Merawat	mərˈawat
Banggar	bˈaŋɡar
Origins	ɔrˈiɡins
Barisan	barˈisan
venture	vəntˈurə
SkyDrive	skjdrˈivə
ufuk	ˈufuk
dandanan	dandˈanan
Titip	tˈitip
mengendurkan	məŋəndˈurkan
mutan	mˈutan
antarsesama	ˌantarsəsˈama
Pantia	pantˈia
Hasnul	hˈasnul
Bagaikan	baɡˈa͡ɪkan
mengencangkan	məŋənt͡ʃˈaŋkan
MEDAN	mˈɛdan
sibukkan	sibˈukkan
bakti	bˈakti
kepik	kˈɛpik
Situmorang	sˌitumˈɔraŋ
diperbuatnya	dˌipərbuˈatɲa
Atria	atrˈia
Patra	pˈatra
Legoland	ləɡˈoland
Mellitus	məlˈitus
Amg	ˈamɡ
shahabatnya	shˌahabˈatɲa
terpidana	tərpidˈana
Kopwan	kˈopwan
SIR	sˈir
Gam	ɡˈam
Tedi	tˈɛdi
Alhamdullilah	ˌalhamdulˈilah
melandai	məlˈanda͡ɪ
Memaafkan	məmaˈafkan
PERSERO	pərsˈɛro
grizzly	ɡrˈizzlj
assistant	asˈistant
departemennya	dˌɛpartəmˈɛnɲa
Persidafon	pərsidˈafon
ditampilkannya	dˌitampilkˈanɲa
suamiku	sˌuamˈiku
Helsinki	həlsˈinki
Taxi	tˈaksi
crew	t͡ʃrˈɛw
Afifah	afˈifah
Dikendalikan	dˌikəndalˈikan
Patrige	patrˈiɡə
dijadikannya	dˌid͡ʒadikˈanɲa
anxiety	ˈanksitj
Narita	narˈita
laporkan	lapˈɔrkan
PELITA	pəlˈita
sebuat	səbˈuat
Kodja	kˈod͡ʒa
Historical	hˌistɔrˈit͡ʃal
algoritmik	ˌalɡɔrˈitmik
babad	bˈabad
Asshiddiqie	ˌashiddˈiki
Provincial	prˌovint͡ʃˈial
Liow	lˈiow
menyabet	məɲˈabət
metric	mˈɛtrit͡ʃ
Sampaoli	sˌampaˈoli
cawali	t͡ʃawˈali
Sains	sˈa͡ɪns
Acne	ˈat͡ʃnə
Karibia	kˌaribˈia
bisinis	bisˈinis
stats	stˈats
insfrastruktur	ˌinsfrastrˈuktur
tandingan	tandˈiŋan
menginternalisasikan	məŋˌintərnˌalisasˈikan
sungkem	sˈuŋkəm
terhadapku	tərhadˈapku
diwakilinya	dˌiwakilˈiɲa
Precise	prət͡ʃˈisə
bokeh	bˈokəh
UH	ˈuh
Nongol	nˈoŋol
Aliman	alˈiman
mengekspos	məŋˈɛkspos
Cluring	t͡ʃlˈuriŋ
specialis	spˌɛt͡ʃiˈalis
Berkeadilan	bərkˌɛadˈilan
klub	klˈub
Incident	int͡ʃˈidənt
Kusir	kˈusir
Pemanggilan	pəmaŋɡˈilan
mirage	mirˈaɡə
mengerek	məŋˈɛrək
Pendaratan	pəndarˈatan
kamusnya	kamˈusɲa
disebarkan	dˌisəbˈarkan
klimatologis	klˌimatolˈoɡis
sertanya	sərtˈaɲa
RSPI	rspˈi
fX	ˈɛfˈɛks
lumping	lˈumpiŋ
dimonopoli	dˌimonopˈoli
BANYAK	bˈaɲak
Zubairi	zubˈa͡ɪri
peruntungan	pəruntˈuŋan
kepepet	kəpˈɛpət
terhidang	tərhˈidaŋ
kembalian	kəmbalˈian
Khoo	xˈoo
Camaro	t͡ʃamˈaro
Incentive	ˌint͡ʃəntˈivə
Terhormat	tərhˈɔrmat
pemindah	pəmˈindah
Moratti	mɔrˈatti
IKAPI	ikˈapi
inclusion	ˌint͡ʃlusˈion
berbalut	bərbˈalut
merangkak	mərˈaŋkak
wagub	wˈaɡub
Implementation	ˌimpləmˌɛntatˈion
Exchanger	əksχˈaŋər
marking	mˈarkiŋ
happy	hˈapj
ls	ˌɛlˈɛs
Cooperative	t͡ʃˌoopˌɛratˈivə
porsi	pˈɔrsi
lecithin	lət͡ʃˈithin
Ambawang	ambˈawaŋ
Chalik	χˈalik
kemari	kəmˈari
overnight	ovˈɛrniɡht
busana	busˈana
polaroid	pˌolarˈoid
BLPT	bˌeəlpˌetˈe
persidangan	pərsidˈaŋan
partisipasi	pˌartisipˈasi
Luka	lˈuka
LANJUT	lˈand͡ʒut
Desk	dˈɛsk
ati	ˈati
Fadilla	fadˈila
undercut	undˈɛrt͡ʃut
Gue	ɡˈuə
kotamu	kotˈamu
Torque	tˈɔrkwə
Sisakan	sisˈakan
engine	əŋˈinə
Menyerap	məɲˈɛrap
kepadaKu	kəpˈadakˈu
Emosional	ˌɛmosiˈonal
pemantauan	pəmantˈa͡ʊan
Pelajarilah	pəlˌad͡ʒarˈilah
Irna	ˈirna
Deradikalisasi	dˌɛradˌikalisˈasi
Marita	marˈita
soundtrack	soˈundtrat͡ʃk
Koptu	kˈoptu
Kramat	krˈamat
Peresmian	pərəsmˈian
Rouge	roˈuɡə
pasang	pˈasaŋ
Rt	ˌɛrtˈe
jenjang	d͡ʒˈɛnd͡ʒaŋ
Wahyudi	wahjˈudi
bagaimana	bˌaɡa͡ɪmˈana
dropbox	drˈopboks
SOPA	sˈopa
pendapatan	pəndapˈatan
petal	pˈɛtal
undang	ˈundaŋ
habislah	habˈislah
Register	rəɡˈistər
PJAS	pd͡ʒˈas
mual	mˈual
activities	ˌat͡ʃtivˈitis
ANFIS	ˈanfis
Liza	lˈiza
profitable	prˌofitˈablə
produktifnya	prˌoduktˈifɲa
Pertentangan	pərtəntˈaŋan
janji	d͡ʒˈand͡ʒi
diperjuangkannya	dˌipərd͡ʒˌuaŋkˈanɲa
Voli	vˈoli
Guns	ɡˈuns
merahasiakannya	mərˌahasˌiakˈanɲa
kewenangannya	kəwˌɛnaŋˈanɲa
Nikmatilah	nˌikmatˈilah
Luca	lˈut͡ʃa
Lemlit	lˈɛmlit
solois	solˈois
Leona	ləˈona
rayanya	rajˈaɲa
pemompa	pəmˈompa
wealth	wˈɛalth
Aka	ˈaka
Hatiku	hatˈiku
gondang	ɡˈondaŋ
dikembangkan	dˌikəmbˈaŋkan
Morgan	mˈɔrɡan
diketok	dikˈɛtok
berikat	bərˈikat
staf	stˈaf
berjibaku	bərd͡ʒibˈaku
sportivo	spɔrtˈivo
Indonesi	ˌindonˈɛsi
perontok	pərˈontok
Akmal	ˈakmal
BIJB	bˈid͡ʒb
shots	shˈots
Users	ˈusərs
peresapan	pərəsˈapan
Abadi	abˈadi
StreetFire	strˈɛətfˈirə
mudik	mˈudik
HGN	hˌaɡˌeən
Beradaptasi	bərˌadaptˈasi
Ceremony	t͡ʃərˈɛmoɲ
JIDD	d͡ʒˈidd
Alila	alˈila
Yonny	jˈonɲ
konstelasi	kˌonstəlˈasi
krn	kˌaˌɛrˈɛn
OTR	ˈotr
Atlantik	atlˈantik
hidungku	hidˈuŋku
Kinect	kˈinət͡ʃt
Katniss	kˈatnis
Colorful	t͡ʃolˈɔrful
Eiger	əˈiɡər
MLA	mlˈa
penyabar	pəɲˈabar
Tahm	tˈahm
Holly	hˈolj
Seismic	səˈismit͡ʃ
Biopori	bˌiopˈɔri
Menarik	mənˈarik
OSK	ˈosk
Oei	ˈui
rugby	rˈuɡbj
underwriter	ˌundərwrˈitər
Maloy	mˈaloj
persekolahan	pərsˌɛkolˈahan
Sehebat	səhˈɛbat
SSE	sˈɛ
Arjuno	ard͡ʒˈuno
EBD	ˈɛbd
Sumberdana	sˌumbərdˈana
YKS	jks
berlangsung	bərlˈaŋsuŋ
memuja	məmˈud͡ʒa
Paryanto	parjˈanto
Miris	mˈiris
Insentif	insˈɛntif
dikoleksi	dˌikolˈɛksi
Mayangsari	mˌajaŋsˈari
Masalahnya	mˌasalˈahɲa
Personnel	pərsˈonnəl
dicukur	dit͡ʃˈukur
Dzulhijah	dzulhˈid͡ʒah
gorengan	ɡɔrˈɛŋan
kemih	kˈɛmih
Retroviruses	rˌɛtrovirˈusəs
mayones	majˈonəs
Kiper	kˈipər
Kalianda	kˌaliˈanda
berlantai	bərlˈanta͡ɪ
villa	vˈila
Atmo	ˈatmo
mutiara	mˌutiˈara
plantarum	plantˈarum
Elen	ˈɛlən
Curtis	t͡ʃˈurtis
menyusun	məɲˈusun
Minapolitan	mˌinapolˈitan
sepaktakraw	səpaktˈakraw
Australia	ˌa͡ʊstralˈia
Yuniar	junˈiar
Fredly	frˈɛdlj
Gurame	ɡurˈamə
stick	stˈit͡ʃk
Hearing	həˈariŋ
IS	ˈis
kesenyapan	kəsəɲˈapan
Sunpride	sunprˈidə
lobus	lˈobus
Khuzaimah	xuzˈa͡ɪmah
dihanyutkan	dˌihaɲˈutkan
duren	dˈurən
Ebola	əbˈola
Anime	anˈimə
lempuyang	ləmpˈujaŋ
CCC	t͡ʃˌet͡ʃˌet͡ʃˈe
fosfolipid	fˌosfolˈipid
ud	ˈud
receiver	rˌɛt͡ʃəˈivər
Keperawatan	kəpˌɛrawˈatan
mimin	mˈimin
Hasundutan	hˌasundˈutan
Pulogebang	pˌuloɡˈɛbaŋ
Aluminium	ˌaluminˈium
forumnya	fɔrˈumɲa
Walid	wˈalid
Shepard	shˈɛpard
Pracimantoro	prˌat͡ʃimantˈɔro
KLIA	klˈia
meletus	məlˈɛtus
Mayjen	mˈajd͡ʒən
digelapkan	dˌiɡəlˈapkan
pullet	pˈulət
transpirasi	trˌanspirˈasi
premiere	prəmˈirə
men	mˈɛn
Ugm	ˈuɡm
rw	ˌɛrwˈe
Elicina	ˌɛlit͡ʃˈina
Zakaria	zˌakarˈia
Lulusannya	lˌulusˈanɲa
jaipong	d͡ʒˈa͡ɪpoŋ
U	ˈu
orbital	ɔrbˈital
Acetogenins	ˌat͡ʃətoɡˈɛnins
Barru	bˈaru
SSI	sˈi
Understanding	ˌundərstˈandiŋ
Herlinda	hərlˈinda
pedes	pˈɛdəs
UANG	ˈuaŋ
asiri	asˈiri
Nafisah	nafˈisah
pembiusan	pəmbiˈusan
rayap	rˈajap
membuta	məmbˈuta
Mendaftarkan	məndaftˈarkan
abad	ˈabad
pembobolan	pəmbobˈolan
domma	dˈomma
Kanak	kˈanak
khutbah	xˈutbah
DPW	dˌepˌewˈe
redundan	rədˈundan
Simangunsong	sˌimaŋˈunsoŋ
stel	stˈɛl
solid	sˈolid
Faal	fˈaal
responsiveness	rˌɛsponsivˈɛnəs
pengurusnya	pəŋurˈusɲa
kertas	kˈɛrtas
ditipu	ditˈipu
perkolasi	pərkolˈasi
Jupe	d͡ʒˈupə
menyelematkan	məɲˌɛləmˈatkan
Turbin	tˈurbin
Yoon	jˈoon
Selera	səlˈɛra
Hayom	hˈajom
Baguala	bˌaɡuˈala
etnosentrisme	ˌɛtnosəntrˈismə
Yauch	jˈa͡ʊχ
defence	dəfˈɛnt͡ʃə
Peci	pˈɛt͡ʃi
Tatu	tˈatu
Pengentasan	pəŋəntˈasan
picking	pˈit͡ʃkiŋ
Visual	visˈual
melepaskannya	məlˌɛpaskˈanɲa
siklusnya	siklˈusɲa
memperbaiki	məmpərbˈa͡ɪki
Lepaskan	ləpˈaskan
thing	thˈiŋ
Liu	lˈiu
instropeksi	ˌinstropˈɛksi
Bahru	bˈahru
placebo	plat͡ʃˈɛbo
KYC	kjt͡ʃ
Ratih	rˈatih
nisan	nˈisan
Rie	rˈi
TLD	tˌeəldˈe
menegasikan	mənˌɛɡasˈikan
Bosan	bˈosan
hasilnya	hasˈilɲa
santa	sˈanta
dikritik	dikrˈitik
Tumbler	tˈumblər
langkahnya	laŋkˈahɲa
eritrosit	ˌɛritrˈosit
Damar	dˈamar
Pawe	pˈawə
Pangkotama	pˌaŋkotˈama
Sonny	sˈonɲ
Lars	lˈars
globulin	ɡlobˈulin
jawabanku	d͡ʒˌawabˈanku
dirangkaikan	dˌiraŋkˈa͡ɪkan
JMR	d͡ʒˌeəmˈɛr
lamongan	lamˈoŋan
dimuat	dimˈuat
ponselku	ponsˈɛlku
ITdBI	ˈitˌedˈebˈi
Lestaluhu	lˌɛstalˈuhu
pendayagunaan	pəndˌajaɡunˈaan
akibatnya	ˌakibˈatɲa
Pulai	pˈula͡ɪ
terispirasi	tərˌispirˈasi
mengajariku	məŋˌad͡ʒarˈiku
Seakan	səˈakan
kuucapkan	kˌuut͡ʃˈapkan
Komurindo	kˌomurˈindo
pengemudinya	pəŋˌɛmudˈiɲa
kedunguan	kəduŋˈuan
checker	χˈɛt͡ʃkər
Rampoe	rˈampu
Suryo	sˈurjo
fasiltas	fasˈiltas
menundukan	mənundˈukan
perisa	pərˈisa
Bugil	bˈuɡil
Munculnya	munt͡ʃˈulɲa
Panigoro	pˌaniɡˈɔro
Testimonial	tˌɛstimonˈial
piala	piˈala
Ubudiyah	ˌubudˈijah
Pengubahan	pəŋubˈahan
kebanggaan	kəbaŋɡˈaan
menyinkronkan	məɲinkrˈonkan
terlapisi	tərlapˈisi
limfatik	limfˈatik
lahiriah	lˌahirˈiah
women	wˈomən
Withdrawal	withdrˈawal
Sinofsky	sˈinofskj
Automotive	ˌa͡ʊtomotˈivə
Cokelat	t͡ʃokˈɛlat
seragam	sərˈaɡam
rilpivirine	rˌilpivirˈinə
Pilates	pilˈatəs
mentargetkan	məntarɡˈɛtkan
TKKS	tˌekˌakˌaˈɛs
Firaun	fˈira͡ʊn
UREPORT	urˈɛpɔrt
Reservoir	rˌɛsərvˈoir
Bulat	bˈulat
PAL	pˈal
Kawin	kˈawin
desc	dˈɛst͡ʃ
DPM	dˌepˌeəm
perkilo	pərkˈilo
kebudayan	kəbudˈajan
rekombinasi	rˌɛkombinˈasi
Berkurang	bərkˈuraŋ
SPAN	spˈan
Muhammadiyah	mˌuhammadˈijah
KV	kˌafˈe
pancasila	pˌant͡ʃasˈila
perlente	pərlˈɛntə
Tersusunnya	tərsusˈunɲa
outcome	ˌoutt͡ʃˈomə
BOPD	bˈopd
ibroh	ˈibroh
akar	ˈakar
tempat	tˈɛmpat
Volunteer	vˌoluntˈɛər
Biogen	biˈoɡən
berpesan	bərpˈɛsan
perlakukan	pərlakˈukan
Veterinary	vˌɛtərˈinarj
Maroko	marˈoko
sambar	sˈambar
banua	banˈua
Jaken	d͡ʒˈakən
romantis	romˈantis
Menekan	mənˈɛkan
Lamrim	lˈamrim
heritabilitas	hˌɛritˌabilˈitas
SFC	ˌɛsˌɛft͡ʃˈe
saying	sˈajiŋ
tukak	tˈukak
Sulistio	sˌulistˈio
sung	sˈuŋ
Trombosit	trombˈosit
density	dˈɛnsitj
Empress	ˈɛmprəs
NOTE	nˈotə
Kejatuhan	kəd͡ʒatˈuhan
STIKIP	stˈikip
gundik	ɡˈundik
Almansyah	almˈançah
Panggungharjo	pˌaŋɡuŋhˈard͡ʒo
IKPI	ˈikpi
heheh	hˈɛhəh
HPAI	hpˈa͡ɪ
pengungsian	pəŋuŋsˈian
ditekan	ditˈɛkan
Kaswadi	kaswˈadi
ditingkatan	dˌitiŋkˈatan
Pembatasan	pəmbatˈasan
menatap	mənˈatap
Amini	amˈini
RAKER	rˈakər
Instagramnya	ˌinstaɡrˈamɲa
Moga	mˈoɡa
Honeycomb	honˈɛjt͡ʃomb
dibacakannya	dˌibat͡ʃakˈanɲa
spare	spˈarə
UNFPA	ˈunfpa
Tot	tˈot
USAID	ˈusa͡ɪd
Perda	pˈɛrda
Elche	ˈɛlχə
ngalap	ŋˈalap
difraksinasi	dˌifraksinˈasi
keistimewaan	kəˌistiməwˈaan
sure	sˈurə
Hell	hˈɛl
penyeru	pəɲˈɛru
PAIS	pˈa͡ɪs
kerjain	kˈɛrd͡ʒa͡ɪn
Diungkapkan	dˌiuŋkˈapkan
Selebritis	sələbrˈitis
Ougon	oˈuɡon
Sesayap	səsˈajap
pengiriman	pəŋirˈiman
momentum	momˈɛntum
pukul	pˈukul
Gamma	ɡˈamma
Boxer	bˈoksər
memisalkan	məmisˈalkan
brilian	brilˈian
bullet	bˈulət
ahli	ˈahli
hipertrofi	hˌipərtrˈofi
pakek	pˈakək
cantumkan	t͡ʃantˈumkan
Selecao	sələt͡ʃˈao
rangkain	rˈaŋka͡ɪn
Qolbi	kˈolbi
Hydra	hjdrˈa
kalangan	kalˈaŋan
Pitaloka	pˌitalˈoka
pensi	pˈɛnsi
Zulham	zˈulham
federal	fədˈɛral
Jelasnya	d͡ʒəlˈasɲa
Solah	sˈolah
positivisme	pˌositivˈismə
invention	ˌinvəntˈion
peramalan	pəramˈalan
Deco	dˈɛt͡ʃo
caramu	t͡ʃarˈamu
RTA	rtˈa
gratis	ɡrˈatis
charade	χarˈadə
diluncurkan	dˌilunt͡ʃˈurkan
PETSI	pˈɛtsi
Aldi	ˈaldi
arbitrasi	ˌarbitrˈasi
tusuk	tˈusuk
Tropik	trˈopik
Melung	mˈɛluŋ
Kosala	kosˈala
pribumisasi	prˌibumisˈasi
penjelasanya	pənd͡ʒˌɛlasˈaɲa
nats	nˈats
Ahzab	ˈahzab
kawat	kˈawat
Unggung	ˈuŋɡuŋ
piaraan	pˌiarˈaan
alfanumerik	ˌalfanumˈɛrik
launcing	lˈa͡ʊnt͡ʃiŋ
ngeh	ŋˈɛh
Kamling	kˈamliŋ
Pangaribuan	pˌaŋaribˈuan
mengambilnya	məŋambˈilɲa
perserikatan	pərsˌɛrikˈatan
evil	ˈɛvil
resleting	rəslˈɛtiŋ
Importance	ˌimpɔrtˈant͡ʃə
Indriani	ˌindriˈani
Demangan	dəmˈaŋan
sekaligus	səkalˈiɡus
kucing	kˈut͡ʃiŋ
Anindito	ˌanindˈito
Nordic	nˈɔrdit͡ʃ
permenungan	pərmənˈuŋan
diimani	dˌiimˈani
seakurat	səakˈurat
dipasok	dipˈasok
Parking	pˈarkiŋ
mengungkap	məŋˈuŋkap
yach	jˈaχ
selangkangan	səlaŋkˈaŋan
Hermanus	hərmˈanus
diwajibkan	dˌiwad͡ʒˈibkan
menggendong	məŋɡˈɛndoŋ
persawahan	pərsawˈahan
MS	ˌɛmˈɛs
Corpora	t͡ʃɔrpˈɔra
rekahan	rəkˈahan
menyelusuri	məɲˌɛlusˈuri
Lutfi	lˈutfi
Hotmail	hˈotma͡ɪl
Twente	twˈɛntə
Rapih	rˈapih
musa	mˈusa
penikahan	pənikˈahan
silver	sˈilvər
Surround	surˈound
Meyda	məjdˈa
Mambaul	mˈamba͡ʊl
Lolos	lˈolos
Namang	nˈamaŋ
mismatch	mˈismatχ
KPDEKom	kpdˈɛkˈom
Sepinya	səpˈiɲa
sebagaian	səbaɡˈa͡ɪan
Banjarangkan	bˌand͡ʒarˈaŋkan
kelaikan	kəlˈa͡ɪkan
kultural	kultˈural
ICMI	ˈit͡ʃmi
iyaa	ijˈaa
Terbentuknya	tərbəntˈukɲa
pikirku	pikˈirku
adu	ˈadu
MAF	mˈaf
Sedap	sˈɛdap
lubang	lˈubaŋ
Moerdani	murdˈani
NPCI	npt͡ʃˈi
mengontaminasi	məŋˌontaminˈasi
maksimalnya	mˌaksimˈalɲa
Gaya	ɡˈaja
Whitehead	whˌitəhˈɛad
dikonversikan	dˌikonvərsˈikan
Walcott	wˈalt͡ʃott
pedangnya	pədˈaŋɲa
Rookie	roˈoki
mendongak	məndˈoŋak
LCCT	ˌɛlt͡ʃˌet͡ʃˌetˈe
Perasuransian	pərˌasuransˈian
almond	ˈalmond
robohnya	robˈohɲa
Relationship	rˌɛlatiˈonship
Sampaikanlah	sˌampa͡ɪkˈanlah
pendahuluan	pəndˌahulˈuan
BTS	bˌetˌeəs
CG	t͡ʃˌeɡˈe
Rehabilitation	rˌɛhabˌilitatˈion
Andra	ˈandra
PPRO	prˈo
Girang	ɡˈiraŋ
Menggunakan	məŋɡunˈakan
Wisata	wisˈata
evaluatif	ˌɛvaluˈatif
vice	vˈit͡ʃə
matamu	matˈamu
Mursyid	mˈurçid
Terlaris	tərlˈaris
internasional	ˌintərnˌasiˈonal
biotek	biˈotək
Tias	tˈias
disuruhnya	dˌisurˈuhɲa
mansukh	mˈansux
mewarnainya	məwarnˈa͡ɪɲa
Nurani	nurˈani
Kholiq	xˈolik
Cyan	t͡ʃjˈan
mempercayainya	məmpərt͡ʃajˈa͡ɪɲa
sekpimon	səkpˈimon
temperaturnya	tˌɛmpəratˈurɲa
Pertamanya	pərtamˈaɲa
menunggu	mənˈuŋɡu
kenaikkan	kənˈa͡ɪkkan
gurihnya	ɡurˈihɲa
pedang	pˈɛdaŋ
Membebankan	məmbəbˈankan
Borno	bˈɔrno
Kyo	kjˈo
Disesuaikan	dˌisəsua͡ɪkan
Hartadi	hartˈadi
Illa	ˈila
Choose	χoˈosə
Nakamoto	nˌakamˈoto
NetApp	nˈɛtˈap
tartan	tˈartan
pangsi	pˈaŋsi
Sati	sˈati
gereget	ɡərˈɛɡət
Jumadi	d͡ʒumˈadi
WYSIWYG	wjsˈiwjɡ
Koala	koˈala
Pengotan	pəŋˈotan
betulkah	bətˈulkah
tersenggol	tərsˈɛŋɡol
Lorong	lˈɔroŋ
teteh	tˈɛtəh
Pendawa	pəndˈawa
menghindar	məŋhˈindar
jelek	d͡ʒˈɛlək
PENAS	pˈɛnas
toga	tˈoɡa
Penyuntikan	pəɲuntˈikan
memberondong	məmbərˈondoŋ
RCA	rt͡ʃˈa
Milk	mˈilk
Mengobati	məŋobˈati
Byzantium	bjzantˈium
petshop	pˈɛtshop
melapis	məlˈapis
Institution	ˌinstitutˈion
memasarkan	məmasˈarkan
amino	amˈino
Miss	mˈis
Comitte	t͡ʃomˈittə
disangkakan	dˌisaŋkˈakan
Garibaldi	ɡˌaribˈaldi
Amal	ˈamal
melodi	məlˈodi
Jejak	d͡ʒˈɛd͡ʒak
Shuhaib	shˈuha͡ɪb
dipikulnya	dˌipikˈulɲa
Rwanda	rwˈanda
Laurentiis	lˌa͡ʊrəntˈiis
komunisme	kˌomunˈismə
Jon	d͡ʒˈon
logistics	loɡˈistit͡ʃs
disangkal	disˈaŋkal
Ajeng	ˈad͡ʒəŋ
Records	rˈɛt͡ʃɔrds
printer	prˈintər
paprika	paprˈika
EPA	ˈɛpa
Mengelola	məŋəlˈola
ASTRA	ˈastra
simpelnya	simpˈɛlɲa
Belerang	bəlˈɛraŋ
New	nˈɛw
membatik	məmbˈatik
Aircraft	ˈa͡ɪrt͡ʃraft
Sangaji	saŋˈad͡ʒi
bodinya	bodˈiɲa
leveling	ləvˈɛliŋ
Racer	rˈat͡ʃər
Karsinoma	kˌarsinˈoma
Pelembut	pəlˈɛmbut
Kutuh	kˈutuh
DPKD	dˌepˌekˌadˈe
perdelapan	pərdəlˈapan
Hunt	hˈunt
niy	nˈij
merobohkan	mərobˈohkan
Buavita	bˌuavˈita
kisarannya	kˌisarˈanɲa
Indicator	ˌindit͡ʃˈatɔr
LIFE	lˈifə
diketemukan	dˌikətəmˈukan
spiritus	spirˈitus
salsa	sˈalsa
QT	kˌitˈe
Noordjannah	nˌoɔrd͡ʒˈannah
Kilo	kˈilo
Depresiasi	dˌɛprəsiˈasi
Pulang	pˈulaŋ
Bergairah	bərɡˈa͡ɪrah
dikebiri	dˌikəbˈiri
angkutnya	aŋkˈutɲa
pemindahan	pəmindˈahan
Charcoal	χart͡ʃˈoal
Minus	mˈinus
efektip	əfˈɛktip
Sungei	suŋˈɛi
meeting	məˈɛtiŋ
dukacita	dˌukat͡ʃˈita
terhadapnya	tərhadˈapɲa
radiografer	rˌadioɡrˈafər
adapun	adˈapun
pentingnya	pəntˈiŋɲa
missi	mˈisi
berpendapatan	bərpˌɛndapˈatan
vodka	vˈodka
