ସହଯୋଗୀ	sɔhɔd͡ʒogi
ରାଜପୁତମାନେ	raːd͡ʒɔput̪ɔmaːne
ସେଥିପାଇଁ	set̪ʰipaːĩ
ବ୍ରାହ୍ମଣ	braːhmɔɳɔ
ପାଣିଭିତରୁ	paːɳibʱit̪ɔru
ଡେଣା	ɖeɳaː
ଆନ୍ଦୋଳନ	aːnd̪ol̪ɔnɔ
ସଫାକରିବା	sɔpʰaːkɔribaː
ହାସଲ	haːsɔlɔ
କଂଗ୍ରେସ	kɔŋgresɔ
ନିଆଁ	niaː̃
ଗୋଟି	goʈi
ଲୋଦିଙ୍କୁ	lod̪iŋku
ଦୁର୍ବଳ	d̪urbɔl̪ɔ
ହସିହସି	hɔsihɔsi
ଶୁଣିଲେ	suɳile
ଖିଲାଣକରା	kʰilaːɳɔkɔraː
ଫୁଟିଥିଲା	pʰuʈit̪ʰilaː
ରଙ୍ଗର	ɾɔŋɡɔɾɔ
ସଫା	sɔpʰaː
ମାମୁ	maːmu
ଗାନ୍ଧୀଜୀ	gaːnd̪ʱid͡ʒi
ପିଲାଟି	pilaːʈi
ଲୋଗୋ	logo
କ୍ରେଟାସିଅସ	kreʈaːsiɔsɔ
ଅପାଂକ	ɔpaːŋkɔ
ରଡ଼ି	ɾɔɽi
ଘୋଡାଟିଏ	gʰoɖaːʈie
ରାନ୍ଧିହେବ	raːnd̪ʱihebɔ
ବାସ୍	baːs
ମୁଣ୍ଡଟି	muɳɖɔʈi
ଠିକ୍	ʈʰik
ଗାନ	gaːnɔ
ଚରଣ	t͡ʃɔɾɔɳɔ
କ୍ଷେତ୍ର	kʰet̪ɾɔ
ଭାଜ	bʱaːd͡ʒɔ
ଲିନକ୍ସ	linɔksɔ
ଲୋକ	lokɔ
ଫାଇଲ	pʰaːilɔ
ଗୁମୁରୁଥିଲେ	gumurut̪ʰile
ଉଡିଯାଏ	uɖid͡ʒaːe
ବାହାରିଲା	baːhaːrilaː
ରଷୋଇ	ɾɔsoi
ତନ୍ଦ୍ରା	t̪ɔnd̪raː
କହୁଥିଲା	kɔhut̪ʰilaː
ଟମାଟୋ	ʈɔmaːʈo
ଭାଲୁ	bʱaːlu
ପିନ୍ଧନ୍ତେ	pind̪ʱɔnt̪e
କଣ୍ଟା	kɔɳʈaː
ହଲି	hɔli
କାହାଳୀଟି	kaːhaːl̪iʈi
ଚାହୁଁଥିଲି	t͡ʃaːhũt̪ʰili
ବୁଲେ	bule
ଫୁଲର	pʰulɔɾɔ
ଭୋକି	bʱoki
ଯାଉନି	d͡ʒaːuni
ହାତକୁ	haːt̪ɔku
ଆନନ୍ଦ	aːnɔnd̪ɔ
ପାଉଁରୁଟି	paːũruʈi
ଦୁର୍ଗ	d̪urɡɔ
ଖାତାକୁ	kʰaːt̪aːku
ଲୋକଙ୍କ	lokɔŋkɔ
ତଳପଟେ	t̪ɔl̪ɔpɔʈe
ପାରା	paːraː
କୁହୁଡ଼ି	kuhuɽi
ନୀଳରଙ୍ଗର	nil̪ɔɾɔŋɡɔɾɔ
ରାଣୀ	raːɳi
ଅସ୍ଥି	ɔst̪ʰi
ସମସ୍ତଙ୍କୁ	sɔmɔst̪ɔŋku
ଠାଣିରେ	ʈʰaːɳire
ପିଲାମାନଂକୁ	pilaːmaːnɔŋku
ଅଳାଇଚ	ɔl̪aːit͡ʃɔ
ବସିପଡ଼ିଲା	bɔsipɔɽilaː
ପୃ	pru
ଦୌଡିଯାଇ	d̪ɔuɖid͡ʒaːi
ମଜା	mɔd͡ʒaː
ଇଷ୍	is
ବିଧାୟକ	bid̪ʱaːjɔkɔ
ପ୍ରତୀକ	pɾɔt̪ikɔ
ପାଖ	paːkʰɔ
ବସନ୍ତରେ	bɔsɔnt̪ɔre
ବିତି	bit̪i
ଦେବୁ	d̪ebu
ଅନୁମାନ	ɔnumaːnɔ
ପୋତିଲୁ	pot̪ilu
ଖଞ୍ଜିଲା	kʰɔɲd͡ʒilaː
ଋତୁକୁ	rut̪uku
ନିମନ୍ତ୍ରଣ	nimɔnt̪ɾɔɳɔ
ଇମ୍ମା	immaː
ଯେଉଁମାନେ	d͡ʒeũmaːne
ଜଙ୍ଗଲ	d͡ʒɔŋɡɔlɔ
ସ୍ପଷ୍ଟ	spɔsʈɔ
ଗଣିବାକୁ	ɡɔɳibaːku
ଅପରେଶନ	ɔpɔresɔnɔ
ଜିଲ୍ଲାରେ	d͡ʒillaːre
ନିର୍ଦ୍ଦେଶକ	nird̪d̪esɔkɔ
ପଶୁ	pɔsu
ଚିଡ଼ିଗଲା	t͡ʃiɽiɡɔlaː
ଦେଖିଲା	d̪ekʰilaː
ଦେହକୁ	d̪ehɔku
ରବିବାର	ɾɔbibaːɾɔ
ଇଲେକଟ୍ରିକ୍	ilekɔʈrik
ସ୍ତମ୍ଭ	st̪ɔmbʰɔ
ଶିଡ଼ି	siɽi
ଆଧ୍ୟାତ୍ମିକ	aːd̪ʱjaːt̪mikɔ
ମୁଁହ	mũhɔ
ଉଡ଼ିପାରେ	uɽipaːre
ମନାନ୍ତି	mɔnaːnt̪i
ଗତ	ɡɔt̪ɔ
କ୍ରିକେଟ୍	krikeʈ
ସଫଳ	sɔpʰɔl̪ɔ
ଘଣ୍ଟା	ɡʱɔɳʈaː
ବଞ୍ଚିବା	bɔɲt͡ʃibaː
ପିଆଜି	piaːd͡ʒi
ରହୁଥିଲେ	ɾɔhut̪ʰile
ଦିନସାରା	d̪inɔsaːraː
ଆକର୍ଷଣ	aːkɔrsɔɳɔ
ଲୁହାର	luhaːɾɔ
ଝିଅଟିଏ	d͡ʒʱiɔʈie
ବିରଙ୍ଗ	biɾɔŋɡɔ
ଏକାଦଶୀ	ekaːd̪ɔsi
ବାହାଘରକୁ	baːhaːɡʱɔɾɔku
ଏମାନଙ୍କୁ	emaːnɔŋku
ଗୁଣ	guɳɔ
ଅଧିକାରୀ	ɔd̪ʱikaːri
ସମାଜ	sɔmaːd͡ʒɔ
ଆମକୁ	aːmɔku
ଖାଇଥାନ୍ତି	kʰaːit̪ʰaːnt̪i
ଭିତରେ	bʱit̪ɔre
ଗଛରେ	ɡɔt͡ʃʰɔre
ପୁରାଇ	puraːi
କରିବାରେ	kɔribaːre
ହୋଇଯାଏ	hoid͡ʒaːe
ଦିଆଗଲା	d̪iaːɡɔlaː
ବର୍ଣ୍ଣନାକାରୀ	bɔrɳɳɔnaːkaːri
ଫାଟି	pʰaːʈi
ଆବିଷ୍କାର	aːbiskaːɾɔ
ଗୁଡ଼ିକର	guɽikɔɾɔ
କଣିକା	kɔɳikaː
ଶିଖିଗଲି	sikʰiɡɔli
ବିଶ୍ୱାସ	bisuaːsɔ
ଗୁଡ଼ିକୁ	guɽiku
ସିଡ଼ି	siɽi
ନୃତ୍ୟ	nrut̪jɔ
ଖୁବ୍‌	kʰub
କୁମ୍ଭୀରମାନେ	kumbʱiɾɔmaːne
ବୁଦା	bud̪aː
ଗଳ୍ପ	ɡɔl̪pɔ
ଚାଲିବାରେ	t͡ʃaːlibaːre
ମାପ	maːpɔ
ଅଧାକିଲୋ	ɔd̪ʱaːkilo
ମୁଣ୍ତ	muɳt̪ɔ
ଚଂଚଳ	t͡ʃɔŋt͡ʃɔl̪ɔ
ଦେଖୁଛି	d̪ekʰut͡ʃʰi
ଚଢ଼ିଗଲା	t͡ʃɔɽʱiɡɔlaː
ବନାନ୍ତି	bɔnaːnt̪i
କାଟିଦେବାକୁ	kaːʈid̪ebaːku
ସାର୍	saːr
ନିଯୁକ୍ତି	nid͡ʒukt̪i
ଯାଅ	d͡ʒaːɔ
ରଜନୀ	ɾɔd͡ʒɔni
ଭାବୁଥିବ	bʱaːbut̪ʰibɔ
ହସରେ	hɔsɔre
ମନଦୁଃଖରେ	mɔnɔd̪uhkʰɔre
ତରକାରୀ	t̪ɔɾɔkaːri
ଆଗକୁ	aːɡɔku
ପାରିବି	paːribi
ଟେମ୍ପଲେଟ	ʈempɔleʈɔ
ସେଠି	seʈʰi
ଉପେକ୍ଷା	upekʰjaː
କମ	kɔmɔ
କେନ୍ଦ୍ରାପଡ଼ା	kend̪raːpɔɽaː
ଯାଇ	d͡ʒaːi
କୂଅଁ	kuɔ̃
ରାଷ୍ଟ୍ରପତି	raːsʈɾɔpɔt̪i
ମାଂସ	maːŋsɔ
ଉଠି	uʈʰi
ବତାଶ	bɔt̪aːsɔ
ଅବଦୁଲ୍	ɔbɔd̪ul
ସମୁଦ୍ର	sɔmud̪ɾɔ
ବିଭାଜନ	bibʱaːd͡ʒɔnɔ
କେସର	kesɔɾɔ
କଳ୍ପନା	kɔl̪pɔnaː
ଡେଉଁଥିଲେ	ɖeũt̪ʰile
ବ୍ୟାଟ	bjaːʈɔ
କହୁଛୁ	kɔhut͡ʃʰu
ସିଂର	siŋɾɔ
ଚର୍ମ	t͡ʃɔrmɔ
ଗଡ଼ାଣିରେ	ɡɔɽaːɳire
ଆବଶ୍ୟକତା	aːbɔsjɔkɔt̪aː
ମାରିବେ	maːribe
ତାକୁତ	t̪aːkut̪ɔ
ଏହିପରି	ehipɔri
ଲାଇଟ୍	laːiʈ
ରଗେଇବ	ɾɔgeibɔ
ରକ୍ତରେ	ɾɔkt̪ɔre
ଏକାଠି	ekaːʈʰi
ଖୋଲିଦେଖିଲା	kʰolid̪ekʰilaː
ୟା	jaː
ଏକାଧିକ	ekaːd̪ʱikɔ
ଆଣିଦିଅ	aːɳid̪iɔ
ରାଜପ୍ରାସାଦ	raːd͡ʒɔpraːsaːd̪ɔ
ଆସିଯିବ	aːsid͡ʒibɔ
ଜୀବ	d͡ʒibɔ
ଝଡିବା	d͡ʒʱɔɖibaː
ଛାଡ଼ିଦେବା	t͡ʃʰaːɽid̪ebaː
ଏଗୁଡିକ	eguɖikɔ
ଝୁଲା	d͡ʒʱulaː
ହସୁଥିବା	hɔsut̪ʰibaː
ଉଇଁଲା	uĩlaː
କଟି	kɔʈi
ଦେଖିଲୁ	d̪ekʰilu
ଆଣିଲି	aːɳili
ଚିତ୍ରକାର	t͡ʃit̪ɾɔkaːɾɔ
କରିପାରି	kɔripaːri
କେମ୍ପିଙ୍ଗ	kempiŋɡɔ
ଶିଖିବାକୁ	sikʰibaːku
କବାଟରେ	kɔbaːʈɔre
ମୁହଁ	muhɔ̃
ପୁପୁ	pupu
ସାହାଜାନଙ୍କ	saːhaːd͡ʒaːnɔŋkɔ
ଚେହେରା	t͡ʃeheraː
ଚଢିବା	t͡ʃɔɖʱibaː
ପକାଇବ	pɔkaːibɔ
ସ୍ଵପ୍ନଟେ	suɔpnɔʈe
କାଚ	kaːt͡ʃɔ
ଜୁନ	d͡ʒunɔ
ମଙ୍ଗଳବାର	mɔŋɡɔl̪ɔbaːɾɔ
ଅଦା	ɔd̪aː
ଜଣେ	d͡ʒɔɳe
ଚରଖା	t͡ʃɔɾɔkʰaː
ଫୁଉସ୍	pʰuus
ସିଂହାସନ	siŋhaːsɔnɔ
ସାରକଥା	saːɾɔkɔt̪ʰaː
ବାଣ	baːɳɔ
ପଦକ	pɔd̪ɔkɔ
ରହମତ	ɾɔhɔmɔt̪ɔ
ଭରିଗଲା	bʰɔriɡɔlaː
ଉଠାଇ	uʈʰaːi
ଆମଭଳି	aːmɔbʰɔl̪i
କାଶ	kaːsɔ
ବିଭାଗର	bibʱaːɡɔɾɔ
ଭାଙ୍ଗିଦେଲେ	bʱaːŋgid̪ele
ସବୁଦିନ	sɔbud̪inɔ
ଏଥିର	et̪ʰiɾɔ
ଅଫିସ୍	ɔpʰis
ଜିଲା	d͡ʒilaː
ନମ୍ବର୍	nɔmbɔr
ସେ	se
ପହଞ୍ଚିବ	pɔhɔɲt͡ʃibɔ
ପାଖରେ	paːkʰɔre
କୋଣରେ	koɳɔre
ଦେଖନ୍ତି	d̪ekʰɔnt̪i
ପ୍ରତି	pɾɔt̪i
ପରିବାରରୁ	pɔribaːɾɔru
ଡାକ୍ଟର	ɖaːkʈɔɾɔ
ଦୁହିଁଙ୍କୁ	d̪uhĩŋku
ଆଇକୁ	aːiku
ଧନୀଜୀ	d̪ʱɔnid͡ʒi
ଦେଇଛି	d̪eit͡ʃʰi
ଆରପଟେ	aːɾɔpɔʈe
ଖେଳୁଛନ୍ତି	kʰel̪ut͡ʃʰɔnt̪i
ହୋଇଯାଇଛି	hoid͡ʒaːit͡ʃʰi
ସହସ୍ର	sɔhɔsɾɔ
ରାଗିଯାଇ	raːgid͡ʒaːi
କେନ୍ଦ୍ର	kend̪ɾɔ
ଯିବାକୁ	d͡ʒibaːku
ବଢ଼େଇ	bɔɽʱei
ବରଯାତ୍ରୀ	bɔɾɔd͡ʒaːt̪ri
ସମଯରେ	sɔmɔd͡ʒɔre
କୋଠରୀ	koʈʰɔri
ଦିବସ	d̪ibɔsɔ
ଦିଶିଲା	d̪isilaː
ସ୍ଵାଇଁ	suaːĩ
ଦଶମୀ	d̪ɔsɔmi
ସନ୍ତୁଷ୍ଟ	sɔnt̪usʈɔ
ଅବନ୍ତୀର	ɔbɔnt̪iɾɔ
କୋଇଲି	koili
ଅଜବ	ɔd͡ʒɔbɔ
ପାଲିତ	paːlit̪ɔ
ଉପାସନା	upaːsɔnaː
ସମ୍ପର୍କ	sɔmpɔrkɔ
ଡିଆଁମାରି	ɖiaː̃maːri
ଜେଜେମା	d͡ʒed͡ʒemaː
କାବ୍ୟ	kaːbjɔ
ପୁନପ୍ରେରଣ	punɔpreɾɔɳɔ
ମଜବୁତ	mɔd͡ʒɔbut̪ɔ
ଦୌଡ଼ି	d̪ɔuɽi
ମିଳେ	mil̪e
ଭାବିଲା	bʱaːbilaː
ଅଜା	ɔd͡ʒaː
ବାହାରକୁ	baːhaːɾɔku
କିଲୋମିଟର	kilomiʈɔɾɔ
କାହାକୁ	kaːhaːku
ଫେଡ଼େ	pʰeɽe
ରୋମାଞ୍ଚକ	romaːɲt͡ʃɔkɔ
ଜଣକର	d͡ʒɔɳɔkɔɾɔ
ପରିବା	pɔribaː
ନିର୍ଦ୍ଦିଷ୍ଟ	nird̪d̪isʈɔ
ପ୍ରତାପ	pɾɔt̪aːpɔ
କୁଣ୍ଡାଇବା	kuɳɖaːibaː
ହେଇପଡ଼ିଥାଏ	heipɔɽit̪ʰaːe
ପ୍ରବାହିତ	pɾɔbaːhit̪ɔ
ଶୁଣିଲଣି	suɳilɔɳi
ଆସିଛ	aːsit͡ʃʰɔ
ବରଷିବାକୁ	bɔɾɔsibaːku
ଗର୍ବରେ	ɡɔrbɔre
ଖାଲିବସ୍ତା	kʰaːlibɔst̪aː
ଜେଜେବାପାଙ୍କ	d͡ʒed͡ʒebaːpaːŋkɔ
ପଦଯାତ୍ରା	pɔd̪ɔd͡ʒaːt̪raː
ଦେଓ	d̪eo
ଦେଇଥାଏ	d̪eit̪ʰaːe
ହୋଇଛି	hoit͡ʃʰi
କୋଳି	kol̪i
ବିଜେତା	bid͡ʒet̪aː
ହୋଇଥିବା	hoit̪ʰibaː
ଦେଖିଥିଲା	d̪ekʰit̪ʰilaː
ନେଇଥିଲେ	neit̪ʰile
ଆସନ୍ତା	aːsɔnt̪aː
ଖାଇଦେଲା	kʰaːid̪elaː
ପାଇଲି	paːili
ଗଣିତ	ɡɔɳit̪ɔ
ଡାକିଲେ	ɖaːkile
ଅଗଣାକୁ	ɔɡɔɳaːku
ମିଳିମିଶି	mil̪imisi
ଲୋ	lo
ଲେମ୍ବୁସର୍ବତ	lembusɔrbɔt̪ɔ
ଯୋଡି	d͡ʒoɖi
ଗ୍ରେଗୋରି	gregori
ଦୂରରେ	d̪uɾɔre
ଘୋଷଣା	gʰosɔɳaː
ପୂରା	puraː
ଜଳପ୍ରପାତ	d͡ʒɔl̪ɔpɾɔpaːt̪ɔ
ଚନ୍ଦନ	t͡ʃɔnd̪ɔnɔ
ଅନ୍ୟ	ɔnjɔ
ପ୍ରହରାଜ	pɾɔhɔraːd͡ʒɔ
ନାନି	naːni
ରାଗିନି	raːgini
ମୋଟେ	moʈe
ଥାଇ	t̪ʰaːi
ସିମେଇ	simei
ଶିଖିଯିବ	sikʰid͡ʒibɔ
ନିଘୋଡ଼	nigʰoɽɔ
ନାଡ଼ିର	naːɽiɾɔ
ଆପଣଙ୍କର	aːpɔɳɔŋkɔɾɔ
ମାତ୍ରା	maːt̪raː
ପାକୁଳି	paːkul̪i
ଶୁକ୍ଳପକ୍ଷ	sukl̪ɔpɔkʰjɔ
ଶୈଳୀରେ	sɔil̪ire
ଲଗାଇଛ	lɔgaːit͡ʃʰɔ
ବାଲେଶ୍ୱର	baːlesuɔɾɔ
ହଂସ	hɔŋsɔ
ଗୁଡିକୁ	guɖiku
ଦୋକାନରେ	d̪okaːnɔre
ପିରାମିଡ	piraːmiɖɔ
ଲୁଗା	lugaː
କରୁଥିବାର	kɔrut̪ʰibaːɾɔ
ପଡ଼ିଶାଘର	pɔɽisaːɡʱɔɾɔ
କାହାଳୀ	kaːhaːl̪i
ଦେଖାଇଲେ	d̪ekʰaːile
କରିଦେବକି	kɔrid̪ebɔki
ଲଢ଼ୁଛୁ	lɔɽʱut͡ʃʰu
ଆଶ୍ଚର୍ଯ୍ୟଚକିତ	aːst͡ʃɔrd͡ʒjɔt͡ʃɔkit̪ɔ
ଧନ	d̪ʱɔnɔ
ସୂକ୍ଷ୍ମରେଣୁ	sukʰmɔreɳu
ଧାଉଁଥିଲା	d̪ʱaːũt̪ʰilaː
ପଥ	pɔt̪ʰɔ
ଗପବହି	ɡɔpɔbɔhi
ଦାଣ୍ତିକୁ	d̪aːɳt̪iku
ଜ୍ୟେଷ୍ଠ	d͡ʒjesʈʰɔ
ଅଧେ	ɔd̪ʱe
ସକାସେ	sɔkaːse
କଲେଣି	kɔleɳi
କବାଟକୁ	kɔbaːʈɔku
କେଫେନ୍	kepʰen
କରିଦେଲେ	kɔrid̪ele
ସୁଶୀଳାର	susil̪aːɾɔ
ଦେଖ	d̪ekʰɔ
ଯାଉନଥିଲେ	d͡ʒaːunɔt̪ʰile
ଯୋଗୁ	d͡ʒogu
ଶିତିକଣ୍ଠ	sit̪ikɔɳʈʰɔ
ଦାଣ୍ତିଯାତ୍ରାର	d̪aːɳt̪id͡ʒaːt̪raːɾɔ
ଖ୍ରୀ	kʰri
ଧୂର୍ତ୍ତ	d̪ʱurt̪t̪ɔ
ଠେଲା	ʈʰelaː
ପ୍ଲାସ୍ଟିକ୍	plaːsʈik
ତତେ	t̪ɔt̪e
ହସିଦେଲା	hɔsid̪elaː
କଳାଛିଟ	kɔl̪aːt͡ʃʰiʈɔ
ପାତ୍ରକୁ	paːt̪ɾɔku
ଶୁଖିଲା	sukʰilaː
ତାଲିକା	t̪aːlikaː
ୱସନ୍ତ	uɔsɔnt̪ɔ
ଗଳିପଡ଼ିଲା	ɡɔl̪ipɔɽilaː
ନୀଳଗିରି	nil̪ɔgiri
ଝୁଲେଇ	d͡ʒʱulei
ଅର୍ଥାତ	ɔrt̪ʰaːt̪ɔ
ଦୌଡ଼ିଲେ	d̪ɔuɽile
ଆଣିଥିଲା	aːɳit̪ʰilaː
ମନୋରଞ୍ଜନ	mɔnoɾɔɲd͡ʒɔnɔ
ଏକାଡେମୀ	ekaːɖemi
ବଞ୍ଚୁଥିବା	bɔɲt͡ʃut̪ʰibaː
ପଦଯାତ୍ରାରେ	pɔd̪ɔd͡ʒaːt̪raːre
କ୍ରମାଙ୍କ	kɾɔmaːŋkɔ
ସ୍ନାନ	snaːnɔ
ରାଣ	raːɳɔ
କୋଣ	koɳɔ
ଛାଡ଼ି	t͡ʃʰaːɽi
ଦରଜ	d̪ɔɾɔd͡ʒɔ
ତୋରଣ	t̪oɾɔɳɔ
ଶିଖିଥିଲା	sikʰit̪ʰilaː
ଆରାମରେ	aːraːmɔre
କଳାକାର	kɔl̪aːkaːɾɔ
ଗପସପ	ɡɔpɔsɔpɔ
ଶିଖିବା	sikʰibaː
ରାଉତ	raːut̪ɔ
ଉଡ଼	uɽɔ
ମସିହା	mɔsihaː
ସେଇ	sei
ଚାହୁଁଥାଏ	t͡ʃaːhũt̪ʰaːe
ଡାକବାକ୍ସରେ	ɖaːkɔbaːksɔre
ଉପ	upɔ
ଚାଲିବାକୁ	t͡ʃaːlibaːku
ସୁବୁଠୁ	subuʈʰu
ସଂଶୋଧନ	sɔŋsod̪ʱɔnɔ
ବଗୀଚା	bɔgit͡ʃaː
ଲସ୍ସି	lɔssi
ରହିପାରିବ	ɾɔhipaːribɔ
ଗୁଡ଼ି	guɽi
ଚତୁର୍ଦ୍ଦଶୀ	t͡ʃɔt̪urd̪d̪ɔsi
ଫୁଲକୁ	pʰulɔku
ଅନେକ	ɔnekɔ
ଜିରା	d͡ʒiraː
ଓଜନିଆ	od͡ʒɔniaː
ନଗର	nɔɡɔɾɔ
ଗାର	gaːɾɔ
କରିଥାନ୍ତ	kɔrit̪ʰaːnt̪ɔ
ନିରାପଦରେ	niraːpɔd̪ɔre
ମାଛଙ୍କୁବି	maːt͡ʃʰɔŋkubi
ଆଣିବେ	aːɳibe
ସବୁପିଲାଙ୍କ	sɔbupilaːŋkɔ
ମଟର	mɔʈɔɾɔ
ବସିବା	bɔsibaː
ହସେ-ଚିତ୍ର	hɔse-t͡ʃit̪ɾɔ
ପୃଥିବୀର	prut̪ʰibiɾɔ
ଲାଙ୍ଗଲେନର	laːŋɡɔlenɔɾɔ
ଆସି	aːsi
ନିର୍ବାଚନ	nirbaːt͡ʃɔnɔ
ସମସ୍ତଙ୍କ	sɔmɔst̪ɔŋkɔ
ନିଦୁଆ	nid̪uaː
କର୍ମ	kɔrmɔ
ରେଶମରେ	resɔmɔre
ସାମନାରେ	saːmɔnaːre
ସମ୍ୱାଦ	sɔmuaːd̪ɔ
ହୁଏ	hue
ଝୁଲୁଥିଲା	d͡ʒʱulut̪ʰilaː
ସ୍ଥିତି	st̪ʰit̪i
ଚୁମ୍ବକ	t͡ʃumbɔkɔ
ରାସ୍ଥାରେ	raːst̪ʰaːre
ଲଡୁର	lɔɖuɾɔ
ଆମ୍ୱ	aːmuɔ
ରହୁଥଲା	ɾɔhut̪ʰɔlaː
ଶାନ୍ତଥିଲା	saːnt̪ɔt̪ʰilaː
ପୁରା	puraː
ସେଇଠି	seiʈʰi
ଆଳୁ	aːl̪u
କାର୍ଯ୍ୟକ୍ରମ	kaːrd͡ʒjɔkɾɔmɔ
ପହଣ୍ଡି	pɔhɔɳɖi
ବ୍ଳକ	bl̪ɔkɔ
ସରୁ	sɔru
ହସ	hɔsɔ
ଖାତାରୁ	kʰaːt̪aːru
ସମାନ	sɔmaːnɔ
ଉନ୍ନତ	unnɔt̪ɔ
କଳାଜାଇଟିଏ	kɔl̪aːd͡ʒaːiʈie
ଗୁଜୁରାଟ	gud͡ʒuraːʈɔ
ଗଠନ	ɡɔʈʰɔnɔ
ଖୋଜୁଛ	kʰod͡ʒut͡ʃʰɔ
କ୍ଷୀରି	kʰiri
ତାରାଭଳି	t̪aːraːbʰɔl̪i
ସର	sɔɾɔ
କଇଁଚ	kɔĩt͡ʃɔ
ଶରୀରର	sɔriɾɔɾɔ
ଲାଭ	laːbʰɔ
ମନୁଆ	mɔnuaː
ଦୁଇଜଣଙ୍କୁ	d̪uid͡ʒɔɳɔŋku
ପାହାଡ଼	paːhaːɽɔ,paːhaːɖɔ
ଗଡିପଡିଲା	ɡɔɖipɔɖilaː
ରହିଲା	ɾɔhilaː
ପାରିନି	paːrini
ଲାଗିପାରେ	laːgipaːre
ଗଣତି	ɡɔɳɔt̪i
ଆଧାରିତ	aːd̪ʱaːrit̪ɔ
ପ୍ରଦେଶର	pɾɔd̪esɔɾɔ
ହସିଲୁ	hɔsilu
ଉଦ୍ଦେଶ୍ୟରେ	ud̪d̪esjɔre
ପରାପ୍ପୁ	pɔraːppu
ଆସିଛୁ	aːsit͡ʃʰu
ଖୋଲ	kʰolɔ
ଚକମକିଆ	t͡ʃɔkɔmɔkiaː
ଲୁହାରେ	luhaːre
ଦେହରେ	d̪ehɔre
କହିବେ	kɔhibe
ଚିନାମାଟିରେ	t͡ʃinaːmaːʈire
ୟୁ	ju
କାଗଜବାଲା	kaːɡɔd͡ʒɔbaːlaː
ରଖାହୋଇଥିବା	ɾɔkʰaːhoit̪ʰibaː
ଆଇିମ	aːimɔ
କାର	kaːɾɔ
ଛୁଟିରେ	t͡ʃʰuʈire
ଦାନ୍ତରେ	d̪aːnt̪ɔre
ସ୍ନିଫଲ୍ସ	snipʰɔlsɔ
ଓସ୍ତ	ost̪ɔ
ଦ୍ରଷ୍ଟବ୍ୟ	d̪ɾɔsʈɔbjɔ
ପାଣିରଖି	paːɳiɾɔkʰi
ସିଂ	siŋ
ପୋଷ୍ଟାଲ	posʈaːlɔ
ମତେ	mɔt̪e
ହସୁଥିଲା	hɔsut̪ʰilaː
ଖୋଜନ୍ତୁ	kʰod͡ʒɔnt̪u
ନାକଟି	naːkɔʈi
ଧୂପ	d̪ʱupɔ
ଲାଲ୍	laːl
ଶୁଣିପାରିବି	suɳipaːribi
ହଠାତ୍	hɔʈʰaːt̪
ପତ୍ରିକା	pɔt̪rikaː
ଡାକୁଛି	ɖaːkut͡ʃʰi
କେ	ke
ତଳକୁ	t̪ɔl̪ɔku
ଫେରିଆସିଲେ	pʰeriaːsile
ପର	pɔɾɔ
ସିଝେଇବା	sid͡ʒʱeibaː
ମୁଣ୍ଡା	muɳɖaː
ବାଳ	baːl̪ɔ
କରିଛ	kɔrit͡ʃʰɔ
ଝିଅକୁ	d͡ʒʱiɔku
ପଶୁମାନଙ୍କ	pɔsumaːnɔŋkɔ
ପାରୁଥିଲେ	paːrut̪ʰile
ଫୁଲରୁ	pʰulɔru
ଜେଜେ	d͡ʒed͡ʒe
ଘୋଡା	gʰoɖaː
ପାଲଟି	paːlɔʈi
ଦୌଡ଼ା	d̪ɔuɽaː
ନାହଁ	naːhɔ̃
ମେଘ	meɡʱɔ
ପଞ୍ଜାବ	pɔɲd͡ʒaːbɔ
ସ୍ୱରୂପ	suɔrupɔ
ଲାଞ୍ଜକୁ	laːɲd͡ʒɔku
ବାପା-ମା	baːpaː-maː
ଜୁଳୁଜୁଳିଆ	d͡ʒul̪ud͡ʒul̪iaː
ଗାଢ	gaːɖʱɔ
ବର୍ଷରେ	bɔrsɔre
ଝର୍କା	d͡ʒʱɔrkaː
ଭିତରୁ	bʱit̪ɔru
ଦୁଷ୍ଟାମି	d̪usʈaːmi
ପଡ଼ିଲା	pɔɽilaː
ପଞ୍ଚକୁ	pɔɲt͡ʃɔku
ଗୁଳ୍ମ	gul̪mɔ
କପାଳ	kɔpaːl̪ɔ
ଛମ୍-ଛମ୍-ଛମ୍	t͡ʃʰɔm-t͡ʃʰɔm-t͡ʃʰɔm
ପୃଷ୍ଠାରେ	prusʈʰaːre
ଜାଣିନୁ	d͡ʒaːɳinu
ପର୍ବାଣୀ	pɔrbaːɳi
ବଜାଇ	bɔd͡ʒaːi
ଶନିବାର	sɔnibaːɾɔ
ଥିବା	t̪ʰibaː
ସାଧ୍ୟ	saːd̪ʱjɔ
ଘରୁ	ɡʱɔru
ବାଟଦେଇ	baːʈɔd̪ei
ଆଂକିବାକୁ	aːŋkibaːku
ଘଣ୍ଟି	ɡʱɔɳʈi
ହେତୁ	het̪u
କଥା	kɔt̪ʰaː
ହେବ	hebɔ
କରିଉଠିଲେ	kɔriuʈʰile
ପହଞ୍ଚିବାକୁ	pɔhɔɲt͡ʃibaːku
ଲୁଚିଗଲା	lut͡ʃiɡɔlaː
ଲୋକର	lokɔɾɔ
ଝିଙ୍କ	d͡ʒʱiŋkɔ
ଗଢିବାରେ	ɡɔɖʱibaːre
ପାଇଁ	paːĩ
ଡେଣାର	ɖeɳaːɾɔ
