leeschtungsstaark	leːʃtˈuɳstaːʀk
vergiess	fʁgˈi͡əs
Virginia	vˌiʀginˈiɑ
Hafestad	haːfˈeːztaːd
ausgestreckt	æː͡ʊsgˈəʃtʀækt
Schwesteren	ʃveːztˈeːʀeːn
Leonardo	lˌəoːnˈɑʀtoː
Opbrochstëmmung	ˌopbʀokhztˈəmuɳ
berühmt	bˈəʀyːmt
geziilten	gəʦˈiːlteːn
jugéieren	jˌuːʒɜ͡ɪˈəʀən
Regierungsbedeelegung	ʀˌeːʒiˌɐuɳzbˌeːdeːlˈeːguɳ
Rouges	ʀˈə͡ʊʁeːz
afaale	aːfˈaːlə
iwwergaangen	ivʁgˈaːɳən
Doodle	dˈoːdlə
Nährstoffer	nˈɛːʁʃtofʁ
Ouverturen	ə͡ʊfʁtˈuːʀən
eru	ˈɐu
onbeléift	onbˈəlɜ͡ɪft
schwammen	ʃwˈɑmən
playing	plɑˈiiɳ
Wochelaang	voXˈəlaːɳ
rondrem	ʀˈontʀeːm
getruede	gətʀˈu͡ədə
Producer	pʀˈoːduːsʀ
Brach	bʀˈɑX
Fraerechter	fʀɑˈəʀæɕtʁ
Wanterpneuen	vɑntʁpnˈœːən
Multimedia	mˌultiːmeːdˈiɑ
Tabu	tˈɑbyː
Bulgarien	bylgˈaːʀi͡ən
chaussées	khˈɑ͡ʊseːz
zugonschten	ʦuːgˈonʃteːn
Mae	mˈɑə
Praxissen	pʀɑksˈisən
Elefant	əlˈəfɑnt
strengen	ʃʀˈeːɳeːn
Grafik	gʀˈaːfik
bereesen	beːʀˈeːsən
europäische	ˌo͡ɪʀoːpˈæː͡ɪʃə
stagnéieren	ʃtˌɑgnɜ͡ɪˈəʀən
Absence	ˈɑpzɑ̃ːs
opgesicht	opgˈəziʃt
Firefox	fˌiɐˈeːfoːks
iwwerreecht	ivˈəʀeːɕt
Streisel	ʃtʀˈɑ͡ɪzəl
gesot	gˈəzot
onwäit	ˈonvæː͡ɪt
destabiliséiert	dˌestɑbilˈizɜ͡ɪʁt
LD	lt
ACSP	ˈɑkzp
Sold	zˈolt
erennert	ɐˈeːneːʀt
alarméiert	ɑlˈaːʀmɜ͡ɪʁt
Golfstaaten	golfztˈaːteːn
ofgefouert	ˌofgəfˈə͡ʊɐt
gréisst	gʀˈɜ͡ɪst
état	ˈætaːt
Autorité	ˌɑ͡ʊtoːʀˈiːtæ
Velodrom	veːlˈodʀoːm
ziville	ʦiːvˈilə
austauscht	ˈɑ͡ʊztɑ͡ʊʃt
Direkter	dˈiʀæktʁ
Ëmbauaarbechten	ˌəmbæː͡ʊaːʁbˈəɕtən
zäitlech	ʦˈæː͡ɪtləɕ
Yannick	ʒˈɑnik
Statiounen	ʃtɑʦjˈə͡ʊnən
assuréiere	ˌɑsuːʀɜ͡ɪˈɐə
konstruktiven	kˌonʃʀuktˈiːveːn
Challenge	ʃɑlˈæɳə
Rollen	ʀˈolən
Table	tˈɑblə
Nationalkongress	nˌaːtiˌoːnɑlkˈoɳʀeːs
Ekip	ˈəkiːp
Zion	ʦˈioːn
rechtfäerdegt	ʀˌæɕtfɛːˈɐteːgt
wierzen	vˈiːʁʦən
fiskale	fizkˈaːlə
Konsolen	konzˈoːleːn
chiffréieren	ʃˌifʀɜ͡ɪˈəʀən
fäert	fˈɛːɐt
Austrëttsaccord	ˌɑ͡ʊʃʀətzˈɑkkoʀt
classique	klɑsˈiːku͡ə
Beschäftegt	bəʃˈæftəɕt
Saudiarabien	zˌɑ͡ʊdjɑʀɑbˈiːən
beduecht	bˈədu͡əɕt
iwwersetze	ˌiveːʀzˈæʦə
Brigange	bʀiːgˈɑɳə
geschéien	gəʃˈɜ͡ɪən
Béchs	bˈeks
iwwerluechten	ˌiveːʀlˈu͡əkhteːn
gudde	gˈudə
fräischaffend	fʀæː͡ɪʃˈɑfeːnt
Krise	kʀˈiːzə
agi	ˈaːʒi
Bodensee	boːdˈənzeː
fréien	fʀˈɜ͡ɪən
handfest	hˈɑntfæst
Aussteller	ˈæː͡ʊsʃtælʁ
auszespillen	ˌɑ͡ʊzʦəzpˈileːn
schwarz	ʃvˈɑʀʦ
Kommunikatioun	kˌomynikˈɑʦjə͡ʊn
Fluchverkéier	flˌuXveːʀkˈɜ͡ɪɐ
intensivéieren	ˌinteːnzˌiːvɜ͡ɪˈɐeːn
onënnerbrach	ˌoːnənˈeːʀbʀɑX
Parkingen	pɑʀkˈiɳən
iwwerméissege	ˌiveːʀmˈɜ͡ɪseːʃ
Chance	ʃˈɑ̃ːs
Lightning	lˈightniɳ
Benotze	beːnˈotʦə
Astérix	ɑztˈæʀiːks
Sven	zvˈeːn
Indikatioun	ˌintiːkaːtˈiə͡ʊn
Fuerverbuet	fu͡əʀvˈeːʀbu͡ət
trëlle	tʀˈələ
ageschüchtert	ɑgˈəʃyɕtʁt
Eed	ˈeːt
Portrait	pˈoʀtʀɛːt
këmmeren	kəmˈəʀən
Belgrad	bˈeːlgʀaːd
Autismus	ɑ͡ʊtˈizmuːz
verklengeren	vˌeːʀkleːɳˈeːʀeːn
interesséierten	ˌinteːʀˌeːsɜ͡ɪˈɐteːn
séiersten	zɜ͡ɪˈɐzteːn
Duerstellunge	dˌu͡əʀztəllˈuɳə
schäerfen	ʃɛːˈɐfən
Begabung	bəgˈaːbuɳ
Sécherheetsbeamten	zˌəɕʁheːtsbəˈɑmtən
tanke	tˈɑɳə
zougefruer	ʦə͡ʊgˈəfʀuːʁ
Reenschaueren	ʀˌeːnskhɑ͡ʊˈɐeːn
grammatesch	gʀɑmˈaːtəʃ
vergënnt	vˈeːʀgənt
Tsitsipas	tzitzˈiːpaːz
Grott	gʀˈot
ongewinnt	ongˈəvint
Von	vˈoːn
Komplizen	komplˈiʦən
Fleegepersoun	flˌeːgəpˈeːʀzə͡ʊn
ab	ˈɑp
Friemwierder	fʀˌi͡əmviˈɐdɐ
Goldmedaile	gˌoltmeːdˈɑ͡ɪlə
Sproochen	ʃpʀˈoːXən
Pokémon	poːkˈæmoːn
uerdentlechen	ˌu͡əʀdəntlˈæɕeːn
luch	lˈuX
Qualité	kwaːlˈiːtæ
erofgesat	ˌəʀoːfgˈəsaːt
Laugs	lˈɑ͡ʊgz
schwéierste	ʃvɜ͡ɪˈɐztə
Compte	kˈomptə
COSTA	kˈostaː
Permanente	peʀmˈɑnɑ̃ːt
ofzekillen	ˌofʦəkˈileːn
Bistum	bˈistum
bësselchen	bəsˈeːlkheːn
Filmfestival	fˌilmfæstˈiːvaːl
landwirtschaftlecher	lˌɑntviʀtʃɑftlˈæɕeːʀ
Cruises	kʀuˈizeːz
mathematesch	mˌɑtemˈaːtəʃ
Portioune	pˌoʀtiˈə͡ʊnə
iwwerdrobar	ˌiveːʀtʀˈoːbaːʀ
ausstraalt	ˈɑ͡ʊstʀaːlt
Neuville	no͡ɪvˈilə
Aert	ˈɑɐt
Strike	ʃʀˈiːkə
stolze	ʃˈolʦə
Ëmmer	ˈəmʁ
bedeite	beːdˈɑ͡ɪtə
anzedréngen	ˌɑnʦədʀˈæɳeːn
berouen	bəʀˈə͡ʊən
ugeht	ˈuːʁəht
eraussprangen	ˌəʀæː͡ʊsʃpʀˈɑɳən
grondverschidden	gʀontfʁʃˈidən
Léngt	lˈeɳt
Ausseministeren	ˌæː͡ʊsəmˌinistˈəʀən
äich	ˈæː͡ɪʃ
Donneschdeg	donˈəʃdəɕ
iwwerfëllte	ˌiveːʀfˈəltə
Nonumm	nˈoːnum
Doheem	dˈoːheːm
Schëtter	ʃˈətʁ
Danilo	daːnˈiːloː
Bulli	bˈuli
links	lˈiɳz
Männerchouer	mˌeneːʀkhˈə͡ʊɐ
Nach	nˈɑX
Sproochwëssenschaftler	ʃpʀˌoːXvəsˈənʃɑftlʁ
Bertholet	beːʀthˈoːleːt
Cravatte	kʀaːvˈɑtə
dialogue	dˌiaːlˈoːXu͡ə
Clio	klˈioː
Statute	ʃaːtˈuːtə
Duarte	duˈɑʀtə
Fest	fˈæst
Aktionismus	ˌɑktioːnˈizmuːz
Pressehëllef	pʀˌeːseːhˈəleːf
Enfin	ˈənfiːn
Sécherheet	zˈəɕʁheːt
Obstakel	obztˈaːkeːl
Haaptzil	hˈaːptʦiːl
äussert	ɛːˈuseːʀt
Drénglechkeetsfro	dʀˌæɳlæɕkˈeːtzfʀoː
schmunzelen	ʃmunʦˈələn
Pressecommuniqué	pʀˌeːseːkˌomuːniːkˈuæ
ugebaute	ˌuːʁəbˈɑ͡ʊtə
schwéiert	ʃvˈɜ͡ɪɐt
Limousine	limˈuzin
Craft	kʀˈɑft
wupp	vˈup
Renne	ʀˈeːnə
festgeschriwwen	fˌeːztgəʃʀˈiveːn
Artikele	ˌɑʀtiːkˈeːlə
Sécherheetssystemer	zˌækheːʀhˌeːtsiztˈeːmeːʀ
Pour	pˈə͡ʊʀ
Bd	bt
Rekordjoer	ʀˌeːkoʀtjˈoɐ
Sëtzen	zˈəʦən
Orchestra	oʀkhˈeːʃʀɑ
Léiwe	lˈɜ͡ɪvə
geparkt	gˈəpɑʀkt
Passé	pˈɑsæ
Bluttspenden	blutzpˈændən
knëppelhaart	knəpˈeːlhaːʀt
Konfuzius	kˌonfuːʦˈiuːz
Bad	bˈaːt
Décken	dˈækeːn
Réiser	ʀˈɜ͡ɪzʁ
Louisiana	lˌə͡ʊiziˈaːnɑ
ernimmt	ʁnˈimt
Buedbidden	bu͡ətbˈidən
Terre	tˈeːʀə
Wurscht	vˈuʀʃt
Berücksichtegung	bˌəʀykziɕtˈəʑuɳ
Fräibéier	fʀˈæː͡ɪbɜ͡ɪʁ
ervirsträichen	ʁfiːʁʃtʀˈæː͡ɪɕən
Kaaschtel	kˈaːʃtəl
ausgesäit	ɑ͡ʊzgˈəzæː͡ɪt
entaméiert	əntˈɑmɜ͡ɪʁt
meets	mˈeːtz
erausspillen	ˌɐɑ͡ʊspˈileːn
Erhalen	ʁhˈaːlən
hued	hˈu͡əd
grënnen	gʀˈənən
gepusht	gˈəpuzht
Fonda	fˈontɑ
Consumer	konzˈumeːʀ
Trompettist	tʀompˈætist
Wirtschaftlech	viʀt͡ʃˈɑftləɕ
Kompetenzzenter	kˌompeːteːnʦʦˈənteːʀ
Hesse	hˈeːsə
vollwäerteg	folvˈɛːʁtəɕ
miss	mˈis
Ugeleeënheete	ˌuːʁəlˌeːənhˈeːtə
Léa	lˈæɑ
Veianen	vɛːjˈɑnən
Victimes	viktˈiːmeːz
Britain	bʀˈiːtɑ͡ɪn
Stroosseschëlder	ʃʀˌoːseːʃˈəldɐ
Sektiounen	zækʦjˈə͡ʊnən
presuméierter	pʀˌeːzumɜ͡ɪˈɐteːʀ
galant	gˈɑlɑ̃ː
Karfreideg	kɑʀfʀˈɑ͡ɪdəɕ
brongt	bʀˈoɳt
Autoen	ɑ͡ʊtˈoːən
horrend	hˈoʀənt
Verfleegung	fʁflˈeːʑuɳ
zentral	ʦˈæntʀaːl
Spambots	zpˈɑmbotz
Kielener	ki͡əlˈeːneːʀ
Netzneutralitéit	nˌeːtʦno͡ɪtʀaːlˈiːtɜ͡ɪt
Amtszäit	ˈɑmtsʦæː͡ɪt
Mr	mʀ
Proportioun	pʀopˈoʀʦjə͡ʊn
Sécherung	zəɕˈəʀuɳ
beäntweren	bˌəæntvˈəʀən
Tubalux	tuːbˈaːluːks
Statuë	ʃaːtˈuə
ernähren	ʁnˈɛːʀən
effet	ˈæfeː
Nationbranding	nˌaːtionbʀˈɑntiɳ
Wëllefchen	vəlˈəfɕən
erareechen	ˌəʀɑʀˈeːɕən
Typpen	tˈipən
Zouversiicht	ʦˈə͡ʊfʁziːɕt
Freske	fʀˈeːzkə
virzedroen	vˌiʀʦədʀˈoən
Staarken	ʃˈaːʀkeːn
Rei	ʀˈɑ͡ɪ
Julia	juːlˈiɑ
Boer	bˈoːʁ
Abréch	ˈɑbʀəɕ
Schäiner	ʃˈæː͡ɪnʁ
Kreml	kʀˈeːml
Lokalpolitik	lˌoːkɑlpoːlˈiːtiːk
Widdersproch	vˈidʁʃpʀoX
Marius	maːʀˈiuːz
Summerserie	zˌumeːʀzˈeːʀi͡ə
Parole	pɑʀˈoːlə
Attributiounen	ˌɑtʀibutjˈə͡ʊnən
Himmelfaart	himˈəlfaːʀt
geschmunzelt	gəʃmˈunʦəlt
Hëpperdang	hˈəpʁdɑɳ
Stären	ʃtˈɛːʀən
Camionschaufferen	kˌɑmjɑ̃ːsʃoːfˈəʀən
kënnt	kˈənt
Kulturell	kultˈuːʀæl
Fête	fˈeːtə
Schossel	ʃˈosəl
Méikäschte	mɜ͡ɪkˈeʃtə
Viraarbecht	fiːʁˈaːʁbəɕt
Joerzéngt	jˈoːʁʦeɳt
rechten	ʀˈæɕteːn
Buergbrennen	bu͡əʑbʀˈænən
Schnett	ʃnˈeːt
juridique	jˌuːʀiːdˈiːku͡ə
Agrement	ɑgʀˈeːmeːnt
kommen	kˈomən
Dëscher	dˈəʃʁ
stonnelaang	ʃtonˈəlaːɳ
PTGui	ptgˈui
Stëmmung	ʃtˈəmuɳ
BD	bt
Without	vˈithə͡ʊt
Reintegratioun	ʀˌɑ͡ɪnteːgʀaːtˈiə͡ʊn
gung	gˈuɳ
CP	kp
Taxichauffer	tɑksˈiʃoːfʁ
demokratescht	dˌeːmokʀˈaːteːʃt
gelagert	gˈəlaːgʁt
Hinne	hˈinə
literaresch	litʁˈaːʀəʃ
Presidenten	pʀˌezidˈæntən
agreabeler	ˌɑgʀəaːbˈeːleːʀ
geseit	gˈəzɑ͡ɪt
Libramont	libʀˈaːmont
midd	mˈit
Soziale	zˌoːʦiˈaːlə
opzeginn	opʦˈəginn
Präiser	pʀˈæː͡ɪzeːʀ
Rocker	ʀˈokʁ
fra	fʀˈaː
harmonéieren	hˌɑʀmoːnɜ͡ɪˈəʀən
Libération	lˌiːbæʀaːtˈioːn
siele	zˈi͡ələ
renovéieren	ʀˌənovɜ͡ɪˈəʀən
Zenners	ʦˈəneːʀz
Wafferou	vɑfˈəʀə͡ʊ
moderner	moːdˈɐneːʀ
ultimativ	ˌultimˈɑtiːf
Meisch	mˈɑ͡ɪʃ
erstallt	ˈɐztɑlt
Lemaire	leːmˈɑ͡ɪʀə
doremmer	doːʀˈeːmeːʀ
Kanalisatioun	kˌɑnaːlizˈɑʦjə͡ʊn
Iwwerdaach	ˈivʁdaːX
Selbstmord	zˈəlbstmoʀt
Michelin	miʃˈeːliːn
Ingredienten	ˌiɳʀeːdˈi͡ənteːn
titre	tˈitʀə
littéraire	lˌitæʀˈɑ͡ɪʀə
Biergop	bˈiːʁɕop
ISDN	ˈiztn
Rousperter	ʀə͡ʊzpˈeːʀteːʀ
prekoniséiert	pʀˌeːkoːniːzˈɜ͡ɪɐt
Visibilitéit	vˌizibilˈitɜ͡ɪt
Gebuertsstad	gəbˈu͡əʀtstaːd
gief	ʒˈi͡əf
verzweifelt	fʁʦwˈɑ͡ɪfælt
Garen	gˈaːʀən
nogesicht	noːgˈəziɕt
Usammlung	uːzˈɑmluɳ
nogeholl	noːgˈəhol
Knapps	knˈɑps
Milliarde	mˌiliˈɑʀtə
bäi	bˈæː͡ɪ
Erkennen	ʁkˈænən
Dentzer	dˈəntʦəʀ
Responsabel	ʀˌæspɑ̃ːsˈaːbəl
Gruppechef	gʀupˈæɕeːf
Kommentar	komˈæntaːʀ
Artikel	ɑʀtˈikəl
Mullendorf	mulˈeːntoʀf
Discours	dˈiskuːʁ
Operstéiung	oːpʁʃtˈɜ͡ɪuɳ
Strofrecht	ʃtʀˈoːfʀæɕt
gelueft	gˈəlu͡əft
Lion	lˈioːn
kaft	kˈɑft
Devisen	dəvˈiːən
weidergëtt	vɑ͡ɪdˈɐgət
kléngen	klˈeɳən
Käschtegrënn	kæʃtˈəgʀən
Schëller	ʃˈəlʁ
Topfotoen	tˌopfoːtˈoən
hey	hˈəiː
méisproocheger	mˌɜ͡ɪzpʀoːXˈeːgəʀ
vertratt	vˈeːʀtʀɑt
conjoncture	kˌonjonktˈuːʀə
Iesswueren	i͡əsvˈuːʁʀən
HP	hp
LGS	lgz
beschwéiere	bˌeːʃvɜ͡ɪˈɐə
Wuel	vˈu͡əl
Dreckskëschten	dʀækskˈəʃtən
Kohl	kˈohl
MTB	mtb
Mikrofinanz	mˌikʀoːfˈiːnɑnʦ
weidergaang	vɑ͡ɪdˈɐgaːɳ
duerzegoen	dˌu͡əʀʦəgˈoən
matschleefen	mɑt͡ʃlˈeːfən
onerhéiert	ˈonʁhɜ͡ɪʁt
diskuteiren	dˌizkuːtˈɑ͡ɪʀeːn
klanglech	klˈɑɳlæɕ
anzegesinn	ˌɑnʦəgˈəzin
Hood	hˈoːd
Floskelen	floskˈələn
Painting	pˈɑ͡ɪntiɳ
Virginie	viʀgˈini͡ə
irgendeppes	ˌiːɐgəntˈeːpeːz
Mondeo	montˈəoː
eenzegt	ˈeːnʦəgt
Schroeder	ʃʀoˈədɐ
ernannte	ɐnˈɑntə
Wahlziedel	vaːlʦˈi͡ədəl
gréissen	gʀˈɜ͡ɪsən
Kappzerbrieches	kɑpʦʁbʀˈi͡əɕəs
vertraglech	fʁtʀˈɑgləɕ
Gewënn	gˈəvən
encourageant	ˌənkə͡ʊʀɑʁˈəɑnt
depressiv	dəpʀˈæsiːf
Schwäi	ʃvˈæː͡ɪ
Honduras	hontˈuʀaːs
Hecke	hˈeːkə
iwwerluecht	ˈivʁlu͡əɕt
Nole	nˈoːlə
Cup	kˈuːp
Lëften	lˈəftən
Dramwelt	dʀˈɑmveːlt
Konsument	konzˈumænt
Adelheid	aːdˈeːlhɑ͡ɪd
Erausfuerderung	ˌəʀæː͡ʊsfuːʁdˈəʀuɳ
betrëfft	bˈeːtʀəft
Wei	vˈɑ͡ɪ
Autosindustrie	ˌɑ͡ʊtoːzintˈuʃʀi͡ə
riseger	ʀiːzˈeːgəʀ
Droht	dʀˈoht
neierdéngs	nˈɑ͡ɪʁdeɳs
muenche	mˈu͡ənkhə
Vega	vˈeːgɑ
Gruppementer	gʀˌupeːmˈeːnteːʀ
Jo	jˈoː
Schouljoer	ʃˈə͡ʊljoːʁ
Komesch	kˈoːməʃ
double	dˈə͡ʊblə
Trust	tʀˈuzt
Interesséierter	ˌinteːʀˌeːsɜ͡ɪˈɐteːʀ
Déiernahrung	dˌɜ͡ɪɐnˈɑhʀuɳ
London	lˈontoːn
besuergt	bˈəzuːʁɕt
verschleeft	fʁʃlˈeːft
m²	ˈemʦvˈeː
CAD	kˈaːd
Buschaufferen	bˌusʃoːfˈəʀən
Waldbëlleger	vˌɑltbəlˈeːgəʀ
ënnereneen	ˌənəʀˈəneːn
Ofschreckung	ofʃʀˈeːkuɳ
esou	ˈəzə͡ʊ
Réckspigel	ʀekʃpˈiʑəl
Deelen	dˈeːlən
Zeechen	ʦˈeːɕən
Riot	ʀˈioːt
nozekucke	nˌoːʦəkˈukə
Castro	kˈɑʃʀoː
zënter	ʦˈəntʁ
Gebieder	gˈəbi͡ədʁ
wuelverstanen	vu͡əlfʁʃtˈaːnən
Partnerin	pɑʀtnˈəʀin
Saisonen	sɛːzˈɑ̃ːən
Seefeblosen	zˌeːfəblˈoːzən
onattraktiv	ˌoːnɑtʀˈɑktiːv
laangscht	lˈaːɳʃt
Friemkierper	fʀˌi͡əmkiˈɐpeːʀ
Osaka	oːzˈaːkɑ
Gesond	gˈəzont
wonnert	vˈoneːʀt
Jugendberäich	jˌuːʁəntbˈeːʀæː͡ɪʃ
gong	gˈoɳ
Dokumenter	dokˈumæntʁ
déplacéiert	dˌæplaːkˈɜ͡ɪɐt
Busreseau	bˌuzʀeːzˈəɑ͡ʊ
Opgrond	ˈopgʀont
accompli	ɑkkˈompli
passant	pˈɑsɑnt
Wandstroum	vˈɑntʃʀə͡ʊm
radioaktive	ʀˌaːdiˌoɑktˈiːvə
Hospice	hˈozpiːs
entlooss	ˈəntloːs
uni	ˈuni
demografesche	dˌeːmogʀaːfˈeːʃə
Titelsong	tiːtˈəlzoɳ
meschtens	mˈeːʃteːnz
Musterbeispill	mustʁbˈɑ͡ɪʃpil
noschärfen	noʃˈeʀfən
Graphik	gʀˈaːfiːk
Wen	vˈeːn
däneschen	dɛːnˈeːʃeːn
ënnerschätzen	ənʁʃˈæʦən
Renato	ʀeːnˈaːtoː
Raup	ʀˈæː͡ʊp
Kueb	kˈu͡əp
Coronakris	kˌoːʀoːnˈɑkʀiːz
Existenz	æksˈistænʦ
opwenneg	opvˈænəɕ
duerchzesetzen	dˌu͡əʀkhʦəzˈæʦeːn
Studente	ʃuːdˈəntə
geweigert	gˈəvɑ͡ɪʑʁt
VALENTE	vaːlˈeːntə
Lukaschenko	lˌuːkɑʃˈeːɳoː
Fässer	fˈeseːʀ
bereed	bˈeːʀeːd
clevere	kleːvˈeːʀə
Ganzdagsschoul	gɑnʦtˈɑgskhə͡ʊl
gewënschte	gəvˈənʃtə
ageschriwwe	ˌɑʁəʃʀˈivə
Bekannte	beːkˈɑntə
Pc	pk
Debutfilm	deːbˈutfilm
Kabel	kˈaːbəl
soulaang	sˈulaːɳ
Doudesaffer	də͡ʊdˈəzɑfʁ
Nu	nˈuː
Schlussklassement	ʃlˌusklɑsˈeːmeːnt
Kierzunge	kˌiɐʦˈuɳə
blechen	blˈæɕən
LEM	lˈeːm
Salmane	zɑlmˈaːnə
But	bˈuːt
Gemengenautonomie	gˌəmæɳˌənɑ͡ʊtoːnˈomiː
Kënschtlernumm	kənʃtlˈeːʀnum
düsterer	dyːztˈeːʀeːʀ
ausgedeent	ɑ͡ʊzgˈədeːnt
gewënnt	gˈəvənt
Zalto	ʦˈɑltoː
Päischtvakanz	pæː͡ɪʃtvˈɑkɑnʦ
Zäitfuere	ʦæː͡ɪtfˈu͡əʀə
beidroen	bɑ͡ɪdʀˈoən
Steieroptimiséierung	ʃˌɑ͡ɪɐˌoptiːmˌiːzɜ͡ɪˈɐuɳ
Full	fˈul
wëll	vˈəl
dräivéierel	dʀˌæː͡ɪvɜ͡ɪˈɐeːl
weltwäiter	veːltvˈæː͡ɪteːʀ
Sounds	zˈə͡ʊntz
LTA	ltˈɑ
liewege	lˈi͡əveːʃ
oofgestëmmt	oːfgˈəztəmt
Zoller	ʦˈoleːʀ
learning	ləˈɑʀniɳ
ausgerout	æː͡ʊsgˈəʀə͡ʊt
Gläichzäiteg	glæː͡ɪɕʦˈæː͡ɪtəɕ
Madagaskar	mˌɑdɑgˈɑskaːʀ
Zeitpunkt	ʦəˈitpuɳt
Gaudin	gˈɑ͡ʊdiːn
Cuba	kˈuːbɑ
Weer	vˈeːʀ
oprifft	ˈopʀift
Myanmar	miˈɑ̃ːmaːʀ
gläichermoossen	glˌæː͡ɪʃeːʀmˈoːseːn
Deelzäit	dˈeːlʦæː͡ɪt
verfracht	fʁfʀˈɑXt
Legislatur	lˌeːʒizlˈaːtuːʀ
nogefrot	noːgˈəfʀoːt
limiteiert	lˌiːmiːtˈɑ͡ɪɐt
crise	kʀˈiːzə
Centser	sntzˈeːʀ
concernéierte	kˌonsʀnɜ͡ɪˈɐtə
Schuel	ʃˈu͡əl
Infinitiv	ˌinfiːnˈiːtiːv
Xiaomi	ksˌiɑˈoːmi
ekologesche	ˌəkoːloːʁˈəʃə
Virgoe	viʀgˈoə
Dysfunktionnementer	dˌizfuɳtˌioneːmˈeːnteːʀ
onvirbereet	ˌonfiːʁbˈəʀeːt
diskutéieren	dˌiskutɜ͡ɪˈəʀən
rapportéiert	ʀɑpˈoːʀtɜ͡ɪʁt
Taxi	tˈɑksiː
Unanimitéit	ˌunɑnimˈitɜ͡ɪt
Radiohead	ʀˌaːdioːhˈəɑd
Betriber	bˈətʀiːbʁ
Eenzeler	eːnʦˈəleːʀ
philosophesche	phˌiːloːzophˈeːʃə
associéieren	ˌɑsoːkˌiɜ͡ɪˈɐeːn
EuGH	ˈo͡ɪgh
mat	mˈɑt
Mogherini	mˌogheːʀˈiːni
Illegalitéit	ˌilegaːlˈitɜ͡ɪt
Härebierg	hˌɛːɐeːbˈiɐg
schluss	ʃlˈus
ged	gˈəd
deaktiviert	dˌəɑktiːvˈiɐt
Bilane	biːlˈaːnə
Bluttprouf	blˈutpʀə͡ʊf
Handaarbecht	hɑndˈaːʁbəɕt
Schëndels	ʃˈəndəls
geliwert	gəlˈiːveːʀt
jiddefalls	ʑidˈəfɑls
zugläich	ʦˈuːglæː͡ɪɕ
Delvaux	dˈeːlvɑ͡ʊks
wäertvollen	vˌɛːɐtvˈoleːn
ënnerholl	ˈənʁhol
Kulturgutt	kultˈuʀgut
ërem	oˈæʀeːm
Urwald	ˈuʀvɑlt
aliichten	ɑlˈiːɕtən
Stuck	ʃˈuk
geint	ʒˈɑ͡ɪnt
antike	ɑntˈiːkə
gekréint	gˈəkʀɜ͡ɪnt
Entwécklungszesummenaarbecht	ˌəntvæklˌuɳzʦəzˌumeːnˈaːʀbæɕt
Héichuewen	hɜ͡ɪɕˈu͡əvən
Report	ʀˈeːpoʀt
Wuesstemsdebatt	vˌu͡əsteːmztˈeːbɑt
Massimo	mɑsˈiːmoː
Age	ˈɑʁə
dänescher	dɛːnˈeːʃeːʀ
fonctionnéiere	fˌonktiˌonɜ͡ɪˈɐə
Klimagerechtegkeet	klˌiːmɑʁˌəʀæɕtˈeːgkeːt
Herbiziden	hˌeːʀbiːʦˈiːdən
Silva	zˈilvɑ
zesummesetzt	ʦˌəzumˈeːzæʦt
kommunalen	kˌomuːnˈaːleːn
Ebola	əbˈoːlɑ
Uriff	ˈuʀif
freck	fʀˈeːk
Steierklass	ʃɑ͡ɪˈɐklɑs
kanns	kˈɑnz
Membersfichier	mˌeːmbeːʀzfiʃˈiɐ
Kräfte	kʀˈeftə
zouschléit	ʦˈə͡ʊʃlɜ͡ɪt
geleiert	gˈəlɑ͡ɪʁt
Duo	dˈuːoː
haideger	hɑ͡ɪdˈeːgəʀ
ländlecher	lentlˈæɕeːʀ
radikal	ʀɑdˈikaːl
perséinlechem	pˌeːʀzɜ͡ɪnlˈæɕeːm
professionnelle	pʀˌoːfeːsˌionˈeːlə
Jugendbuch	juːʁˈəntbuX
Christihimmelfahrt	khʀˌiztiːhimˈeːlfɑhʀt
ausgeglachener	ˌɑ͡ʊzgəglɑXˈeːneːʀ
Gravitéit	gʀaːvˈiːtɜ͡ɪt
abonnéieren	ˌɑbonɜ͡ɪˈəʀən
Landwiertschaft	lˌɑntviˈɐtʃɑft
Esouguer	əzˈə͡ʊguːʁ
verschenken	fʁʃˈæɳkən
fuederen	fu͡ədˈɐeːn
Mierer	mˈiːʀʁ
Garderobe	gˌɑʀdeːʀˈoːbə
Fotoapparater	fˌoːtoˌɑpaːʀˈaːteːʀ
Edmond	ˈədmont
navigéiert	nɑvˈigɜ͡ɪʁt
Seidestrooss	zɑ͡ɪdˈeːʃʀoːs
Empain	ˈəmpɑ͡ɪn
Elektropop	ˌəleːktʀˈoːpoːp
Kielech	kˈi͡əlæɕ
verpufft	fʁpˈuft
bestoung	bˈeːztə͡ʊɳ
Domänen	domˈɛːnən
diskrete	dizkʀˈeːtə
diverse	diːvˈeːʀzə
Chrom	kʀˈom
vereedegt	fəʀˈeːdəɕt
Stephens	ʃˈeːpheːnz
Karton	kˈɑʀtoːn
Glas	glˈaːs
Siidlungen	ziːdlˈuɳən
Wunnengsmaart	vunˈəngzmaːʀt
erbréngen	ɐbʀˈæɳeːn
recycléierbar	ʀˌeːsiklˈɜ͡ɪʁbaːʀ
Charleroi	khˌɑʀleːʀˈoi
Träpplek	tʀˈæplek
desaktivéieren	dˌeːzɑktˌiːvɜ͡ɪˈɐeːn
Zeechnen	ʦˈeːɕnən
Ambulancieren	ˌɑmbuːlˌɑnkiˈɐeːn
