caixilho	kajʃiʎu
voragem	voɾaʒẽj̃
mais	majs
mormente	mɔʁmẽt͡ʃi
comunicado	kumunikadu
sálvia	sawvjɐ
coração	koɾasɐ̃w̃
escalar	iskalaʁ
trabalho	tɾabaʎo
represa	ʁepɾɛzɐ
profecia	pɾofesiɐ
equilíbrio	ekilibɾiw
laranjeira	laɾɐ̃ʒejɾa
medo	medu
rastejante	ʁasteʒɐ̃t͡ʃi
cândido	kãdʒidu
preocupar	pɾewkupaʁ
bíblia	bibliɐ
ultimato	uwt͡ʃimatu
vastidão	vaʃt͡ʃidɐ̃w̃
asa	azɐ
pascácio	paskasju
secretária	sekɾetaɾiɐ
neri	neɾi
regente	ʁeʒẽt͡ʃi
simetria	simetɾia
travesseiro	tɾavesejɾu
ética	ɛt͡ʃikɐ
rajada	ʁaʒada
joão	ʒuɐ̃w̃
tráfego	tɾafeɡu
benevento	benevẽtu
bombom	bõbõ
mar	maʁ
troco	tɾɔku
nos	nus
beiço	bejsu
homero	omɛɾu
logro	loɡɾu
piloto	pilɔtu
rajastão	ʁaʒastɐ̃w̃
bombado	bõbadu
ditatorial	d͡ʒitatoɾiaw
rugosa	ʁuɡɔzɐ
marido	maɾidu
alfisol	awfisɔw
verdade	vɛxdadi
andes	ɐ̃d͡ʒis
naja	naʒa
grande	ɡɾɐ̃de
branco	bɾɐ̃ku
povoar	povoaʁ
castro	kaʃtɾu
gourmand	ɡuʁmɐ̃
independência	ĩdepẽdẽsjɐ
opinião	opiniɐ̃w̃
país	pais
velho	vɛjʊ
caixão	kajʃɐ̃õ
reais	ɾeajs
encaixar	ĩkajʃaʁ
pesca	pɛskɐ
escadaria	iʃkadaɾiɐ
reta	ʁɛtɐ
arbitramento	aʁbitɾɐmẽtu
tachar	taʃaʁ
teve	tevi
palhaço	paʎasu
óbvio	ɔbivju
filas	filɐs
missa	misa
impacto	ĩpaktu
questionar	kestʃjonaʁ
joice	ʒɔjsi
produzir	pɾoduziɻ
vã	vɐ̃
poema	poemɐ
boate	buat͡ʃi
das	das
arcádia	aʁkad͡ʒiɐ
farol	faɾɔw
argola	aʁɡɔla
partido	paʁt͡ʃidu
dele	deli
manada	manadɐ
semeador	semeadoʁ
noveleiro	novelejɾu
proibição	pɾojbisɐ̃w̃
golpe	ɡɔwpi
viking	vikĩɡi
osaka	ozakɐ
ovnilogia	ɔviniloʒia
essa	ɛsɐ
pirata	piɾatɐ
selecionar	selesjonaʁ
páscoa	paskwɐ
praseodímio	pɾazjud͡ʒimju
uva	uva
usina	uzina
monárquico	monaʁkiku
narina	naɾina
afirmar	afiʁmaʁ
ceia	seja
anómalo	anomalu
inútil	inutʃiw
renhir	ʁeɲiχ
maneiro	mɐnɛɾu
sã	sɐ̃
estatura	istatuɾa
zodíaco	zod͡ʒiaku
topo	topu
criptorquia	kɾiptoɾkia
pureza	puɾezɐ
segredo	seɡɾedu
vândalo	vɐ̃dalu
medicina	medsina
prisão	pɾizɐ̃w
sônia	soniɐ
otan	otɐ̃
caridade	kaɾidad͡ʒi
chovendo	ʃovẽdu
amazonítico	ɐmɐzunitiku
líquido	likidu
petista	pet͡ʃista
brando	bɾɐ̃du
comité	komite
triste	tɾiste
livrete	livɾet͡ʃi
traveco	tɾavɛku
dalgumas	dawɡumɐs
estádio	iʃtad͡ʒju
download	daw̃lowd͡ʒ
wolfgang	volfɡɐ̃ɡ
sociedade	sosjedad͡ʒi
ordenar	oʁdenaʁ
mover	moveɻ
hidrelétrico	idɾelɛtɾiku
pago	paɡu
juliano	ʒuljɐnu
refugiado	ʁefuʒiadu
curiosidade	kuɾiozidad͡ʒi
mnemosine	mnemozini
privado	pɾivadu
tergiversação	teɾʒiveɾsasɐ̃w̃
tecnologia	tɛknoloʒiɐ
abundar	abũdaʁ
ele	eli
contino	kõt͡ʃinu
própria	pɾɔpɾiɐ
patrícia	patɾisjɐ
intimamente	ĩt͡ʃimamẽt͡ʃi
moldura	mowduɾɐ
cachoeira	kaʃuejɾɐ
geórgia	ʒeɔʁʒiɐ
passagem	pasaʒẽj̃
uppsala	upsalɐ
remover	ʁemoveʁ
enteado	ẽt͡ʃiadu
alcateia	awkatejɐ
chefiar	ʃefiaʁ
desejar	dezeʒaɹ
àquela	akɛlɐ
vietname	vjɛt͡ʃnɐ̃
arte	aɾte
abadan	abadɐ̃
parlamento	paʁlamẽtu
ejete	eʒɛtʃi
fantasie	fɐ̃tazii
dessa	dɛsɐ
plano	plɐno
padre	padɾe
limpar	lĩpaɻ
isis	izis
ládoga	ladoɡɐ
cana	kɐnɐ
ringue	ʁĩɡi
perseu	peʁsew
bebedeira	bebedejɾa
sardinha	saʁd͡ʒiɲɐ
renascença	ʁenasẽsɐ
centrípeto	sẽtɾipetu
tese	tɛzi
pedagogia	pedaɡoʒia
enlevo	ej̃levu
enxuto	ẽʃutu
contra	kõtɾɐ
buliçoso	bulisozu
kiev	kiɛv
zelda	zɛwdɐ
furão	fuɾɐ̃w̃
transplantar	tɾɐ̃splɐ̃taʁ
flórida	flɔɾidɐ
verborragia	vɛɹboʁaʒia
vassili	vasili
naquele	nakele
pelo	pɛlu
borda	bɔʁdɐ
palmeira	pawmejɾa
sutil	sut͡ʃiw
vez	vejs
trocado	tɾokadu
puxar	puʃaʁ
geada	ʒeada
latira	lat͡ʃiɾɐ
erasmo	eɾazmu
valáquio	valakju
jonathan	ʒonatɐ̃
pagando	paɡɐ̃du
visar	vizaʁ
hobby	hɔbi
nossos	nɔsus
poder	podeɾ
confessar	kõfesaʁ
presa	pɾeza
salvar	sawvaʁ
as	as
sereia	seɾeja
religião	ʁeliʒiɐ̃w̃
suíça	suisɐ
retângulo	retɐ̃ɡulʊ
diurna	d͡ʒiuʁnɐ
andar	ɐ̃daʁ
pilar	pilaʁ
futicar	futʃikaɾ
tanuki	tɐnuki
eczema	eɡzemɐ
política	pulitikɐ
notar	notaʁ
faça	fasa
desterro	deʃteʁu
butiá	but͡ʃja
bug	bɐɡ
mancar	mɐ̃kaʁ
autor	awtoʁ
padecestes	padesest͡ʃis
abano	abɐnu
omaha	omahɐ
barbeador	baʁbjadoʁ
gigabyte	ʒiɡabajtʃi
reco	ʁɛku
guardar	ɡwaɦdah
sudanesas	sudɐnezɐs
migrante	miɡɾɐ̃t͡ʃi
montenegro	mõt͡ʃineɡɾu
sepultar	sepuwtaʁ
sobrar	sobɾaʁ
galhada	ɡaʎadɐ
irracionalidade	iʁasiunalidad͡ʒi
nop	nɔp
alterar	awteɾaʁ
conteúdo	kõteudu
fez	fɛs
boiardo	bojaʁdu
bacharel	baʃaɾɛw
mazela	mazɛlɐ
contramão	kõwtɾamãw
migalha	miɡaʎa
ouro	owɾu
oráculo	oɾakulu
switch	swit͡ʃ
nessa	nɛsɐ
traqueia	tɾakejɐ
klinger	klĩʒɛχ
derramamento	deχamamẽtu
muro	muɾu
sacerdote	saseʁdɔti
rajada	ʁaʒadɐ
anguila	ɐ̃ɡilɐ
operário	opeɾaɾjo
rutilo	ʁut͡ʃilɐ
tumor	tumoʁ
criptológico	kɾiptolɔʒiku
vazio	vaziw
alívio	aliviu
pedra	pɛdɾɐ
melhor	mɛʎɔh
janta	ʒɐ̃tɐ
persuadir	peʁswadʒiʁ
menta	mẽtɐ
ignorar	iɡinoɾaʁ
étnico	ɛtniku
tantos	tɐ̃tus
bombava	bõbavɐ
bacalhau	bakaʎaw
semanal	semanaw
moranga	muɾɐ̃ɡɐ
natã	natɐ̃
sonho	soɲu
aquitânia	akitɐnjɐ
strike	istɾajki
coleta	kolɛtɐ
strike	stɾajk
ativar	at͡ʃivaʁ
relatório	ʁelatɔɾju
vitimismo	vitimiʃmu
casco	kasku
interferência	ĩteʁfeɾẽsiɐ
césar	sɛzɐʁ
supimpa	supĩpɐ
nupcial	nupsiaw
falar	falah
foguete	fuɡetʃi
fume	fumi
lacinho	lasiɲu
colégio	kɔlɛʒju
zoólogo	zoɔloɡu
metodologia	mɛtodoloʒia
vestido	vest͡ʃido
força	foʁsɐ
félix	fɛliks
anima	ɐnimɐ
deduro	deduɾu
felizes	felizɪs
doutro	dowtɾu
miscigenação	misiʒenasɐ̃w̃
pc	pese
dobras	dɔbɾɐs
confuso	kõfuzu
nuca	nuka
raul	ʁauw
acertar	aseʁtaʁ
pessoa	pesoɐ
capacitância	kapasitɐ̃sja
natalino	natalinu
abafadamente	abafadamẽte
metodista	metodʒistɐ
creolina	kɾewlinɐ
delgada	dewɡadɐ
alerta	alɛʁtɐ
mato	matu
pró	pɾɔ
bruxelas	bɾuʃɛlɐs
sicofanta	sikofɐ̃tɐ
oração	oɾasɐ̃w̃
pasárgada	pazaʁɡadɐ
particular	paʁt͡ʃikulaʁ
curitiba	kuɾit͡ʃibɐ
condicional	kõd͡ʒisionaw
tê	te
poço	posu
chegada	ʃeɡada
satiríase	sat͡ʃiɾiazi
descrita	d͡ʒiskɾitɐ
carmim	kaɹmĩ
motorista	motoɾistɐ
dividido	d͡ʒivid͡ʒidu
despedido	desped͡ʒidu
doméstico	domɛstʃiku
ventar	vẽtaɾ
deprecar	depɾekaχ
desentendimento	dezẽtẽdʒimẽtu
alfacinha	awfasiɲɐ
manga	mɐ̃ɡɐ
será	seɾa
sede	sedʒi
diretor	d͡ʒiɾetoʁ
banha	bɐɲɐ
melhor	meʎɔɻ
baical	bajkaw
desrespeito	deʒʁeʃpejtu
melindroso	melĩdɾozu
pedido	ped͡ʒido
rugby	ʁɐɡbi
fumaça	fumasɐ
doçura	dosuɾa
capetagens	kapetaʒẽs
amigo	amiɡo
ar	ah
abacista	abasiʃtɐ
subdivisão	subidivizɐ̃w̃
particularmente	paʁtikulaʁmẽt͡ʃi
margarida	maχɡaɾidɐ
prece	pɾɛsi
culminar	kuwminaʁ
próximo	pɾɔsimu
xote	ʃɔt͡ʃi
grude	ɡɾud͡ʒi
punk	pɐ̃k
achaparrado	aʃapaʁadu
carta	kaʁtɐ
ancorar	ɐ̃koɾaʁ
arremete	aʁemɛtʃi
maracanã	mɐɾakɐnɐ̃
topzeira	tɔpzejɾɐ
respiração	ʁespiɾasɐ̃w̃
madruga	madɾuɡɐ
tença	tẽsa
àqueles	akeliʃ
corcunda	koɹkũdɐ
perda	peʁdɐ
nenhuma	neɲũɐ
sachola	saʃɔlɐ
através	atɾavɛjs
abóbora	abɔboɾɐ
associação	asosjasɐ̃w̃
sonda	sõdɐ
arlene	aʁleni
xerocar	ʃeɾokaʁ
urze	uʁzi
poça	pɔsɐ
adem	adẽj̃
fio	fiu
noviço	novisu
cipozal	sipozaw
alta	awtɐ
goteira	ɡotejɾa
ambrósio	ɐ̃bɾɔzju
estrangeirismo	istrɐ̃ʒejɾizmu
desalojado	d͡ʒizaloʒadu
muita	mũj̃tɐ
existentes	ezistẽt͡ʃis
arquivo	aʁkivu
localmente	lokawmẽt͡ʃi
quebrar	kebɾaɻ
jambo	ʒɐ̃bu
embora	ĩbɔɾɐ
lentilha	lẽt͡ʃiʎɐ
darknet	daɹknɛt͡ʃ
próprio	pɾɔpɾju
dum	dũ
besteiro	bestejɾu
sacada	sakadɐ
surrão	suʁɐ̃w̃
estabelecido	estabelesidu
condigno	kõd͡ʒiɡinu
vencer	vẽseʁ
risada	ʁizadɐ
ignorante	iɡnoɾɐ̃t͡ʃi
ditado	d͡ʒitadu
portal	poɾtaw
promete	pɾomɛtʃi
celeiro	selejɾu
partirmos	paʁt͡ʃiʁmus
tanta	tɐ̃tɐ
esmeralda	izmeɾawdɐ
condimentar	kõd͡ʒimẽtaʁ
flume	flumi
argola	aɾɡɔla
agradar	aɡɾadaʁ
sociabilidade	sosjabilidadʒi
exonerar	izoneɾaʁ
artículo	aʁt͡ʃikulu
prima	pɾimɐ
aventurado	avẽtuɾadu
dirigir	d͡ʒiɾiʒiɻ
básico	baziku
dimensão	d͡ʒimẽsɐ̃w̃
chuca	ʃuka
nasça	nasɐ
birra	biʁa
raio	ɦaju
sonso	sõsu
literatura	liteɾatuɾɐ
contraste	kõtɾastʃi
sacarose	sakɐɾɔzi
oficial	ofisiaw
verear	veɾjaʁ
latiram	lat͡ʃiɾɐ̃w̃
teodoro	tewdɔɾu
fleuma	flewma
expressar	ispɾesaʁ
incêndio	ĩsẽd͡ʒju
piaçaba	piasabɐ
parténope	paʁtenopi
rolha	ʁoʎɐ
deodato	dewdatu
húmus	umuʃ
trampolim	tɾɐ̃pulĩ
acádia	akad͡ʒiɐ
bagre	baɡɾi
limeira	limejɾa
ratazana	ʁatɐzɐnɐ
veterinário	veteɾinariu
escadaria	eskadaɾia
chato	ʃatu
bruno	bɾunu
jaqueta	ʒaketɐ
merlin	mɛʁlĩ
magro	maɡɾu
violinista	vjuliniʃtɐ
eternamente	etɛʁnamẽt͡ʃi
secretário	sekɾetaɾio
oxe	oʃ
derivada	deɾivada
contêiner	kõtejneʁ
seguinte	siɡĩt͡ʃi
protactínio	pɾotakit͡ʃinju
exatamente	izatɐmẽt͡ʃi
bahamas	baɐmɐs
fatwa	fatwɐ
charada	ʃaɾadɐ
amistoso	amiʃtozu
livrar	livɾaʁ
associais	asosjajs
interiorano	ĩteɾjoɾɐnu
morte	mɔht͡ʃ
net	nɛtʃi
vietname	vjɛtnɐ̃
chispa	ʃispɐ
sensatez	sẽsatejs
ficar	fikaɾ
cicerone	siseɾoni
sinfonia	sĩfoniɐ
youtube	jutubi
plotar	plotaɾ
chororô	ʃoɾoɾo
resistir	ʁezistʃiɹ
uruguaio	uɾuɡwaju
intifada	ĩt͡ʃifadɐ
abacaxizeiro	abakaʃizejɾo
vazamento	vazɐmẽtu
oceânico	osiɐniku
mateus	matews
bimbar	bĩbah
parede	paɾedɪ
meta	metɐ
galgo	ɡawɡu
taverna	tɐvɛɾnɐ
pagão	paɡɐ̃w̃
prosseguir	pɾoseɡiʁ
cauda	kawdɐ
melhores	meʎɔɾiʃ
subclínico	subkliniku
acabou	akabow
arenoso	aɾenozu
saneamento	sɐniɐmẽtu
taipei	tajpej
cisne	sizni
exsudar	esudaʁ
política	pulit͡ʃikɐ
princípio	pɾĩsipiw
renano	ʁenɐnu
socorro	sokoʁu
melhor	miʎɔ
abstenção	abʃtẽsɐ̃w̃
rótulo	ʁɔtulu
instância	ĩstɐ̃sjɐ
lobisomem	lobizomẽj̃
milhares	miʎaɾis
substituto	subist͡ʃitutu
instituição	ĩstʃitujsɐ̃w̃
judaico	ʒudajku
te	te
parra	paʁa
ioga	joɡa
pareço	paɾesu
infelicidade	ĩfelisidad͡ʒi
bolota	bolɔta
permitir	peχmit͡ʃiχ
desperdiçar	dʒispeʁdʒisaʁ
jaborandi	ʒaboɾɐ̃d͡ʒi
mesmo	mezmo
poetisa	poet͡ʃiza
bituruna	bituɾunɐ
competirem	kõpet͡ʃiɾẽj̃
demo	demu
vossas	vɔsɐs
cocota	kokota
almoço	awmɔsu
lasca	laskɐ
teta	tɛtɐ
testa	tɛstɐ
morrinhenta	moʁiɲẽta
chicote	ʃikɔt͡ʃi
extensão	istẽsɐ̃w̃
perturbador	peʁtuʁbadoʁ
comprar	kõpɾaʁ
géis	ʒejʃ
falecer	faleseʁ
roer	χoeχ
coquete	kokɛtʃi
fungou	fũɡow
camelo	kɐmelu
caranguejeira	kaɾɐ̃ɡeʒejɾɐ
azarento	azarẽtu
porrete	poʁetʃi
óbvio	ɔbvju
bielorrusso	bjɛloʁusu
tintura	t͡ʃĩtuɾɐ
lula	lula
pó	pɔ
uapiti	wapit͡ʃi
amiga	ɐmiɡɐ
seres	seɾis
aleixo	alejʃu
caviar	kaviaɾ
mandato	mɐ̃datu
logo	lɔɡu
candói	kɐ̃dɔj
daquilo	dakilu
brasilidade	bɾazilidadʒi
sílaba	silɐbɐ
vanglória	vɐ̃ɡlɔɾjɐ
acervo	asɛʁvu
íntimo	ĩt͡ʃimu
robalo	ʁobalu
adequado	adekwadu
booleano	buleɐnu
placa	plaka
puxar	puʃaɻ
tardio	taɹd͡ʒiu
cabo	kabu
portão	poɹtɐ̃w̃
vácuo	vakuo
qual	kwaw
embolar	ĩbolaɾ
diabo	diabu
intracraniana	ĩtɾakɾɐnjɐnɐ
subjuntivo	subʒũt͡ʃivu
rasuro	ʁazuɾu
caia	kajɐ
competição	kõpetʃisɐ̃w̃
jessé	ʒesɛ
defunto	defũtu
borrazópolis	boʁazɔpolis
baita	bajtɐ
capturo	kaptuɾu
zoo	zow
retirante	ʁet͡ʃiɾɐ̃t͡ʃi
realizar	ʁealizaʁ
sensações	sẽsasõj̃s
com	kõ
industrial	ĩdustɾiaw
aqueles	akelis
nabo	nabu
marujo	maɾuʒu
banhado	bɐɲadu
sóbrio	sɔbɾiu
duma	dumɐ
veterinário	veteɾinarju
churras	ʃuʁas
cantina	kɐ̃t͡ʃina
trato	tɾatu
lírio	liɾju
senhorita	seɲoɾitɐ
quilowatt	kilovat͡ʃ
balanço	balɐ̃su
latiria	lat͡ʃiɾiɐ
vizinhança	viziɲɐ̃sɐ
til	tʃiw
publicar	publikaʁ
sopro	sɔpɾu
extravio	estɾaviu
semiólogo	semjɔloɡu
naquilo	nakilo
criadora	kɾiadoɾɐ
fuxicar	fuʃika
posterioridade	posteɾjoɾidad͡ʒi
refletir	ʁeflet͡ʃiʁ
amplo	ɐ̃plu
carmim	kaʁmĩ
côvão	kovɐ̃w̃
isto	iʃtu
mendaz	mendajs
carola	kaɾɔla
açafrão	asafɾɐ̃w̃
doença	doẽsɐ
trema	tɾemɐ
apaixonar	apajʃonaʁ
torcido	toʁsidu
gozo	ɡozu
bituca	bitukɐ
problema	pɾɔblẽmɐ
merda	mɛʁdɐ
aceso	asezu
napolitano	napulitɐnu
nossas	nɔsɐs
pugnar	puɡinaʁ
caca	kakɐ
zulu	zulu
opulência	opulẽsja
designadamente	deziɡinadamẽt͡ʃi
esclarecer	isklaɾeseʁ
pestana	pestɐnɐ
protactínio	pɾotakt͡ʃinju
desenvolvido	dezẽvowvidu
puro	puɾu
desacato	dezakatu
terabit	tɛɾabit͡ʃi
apoiar	apojaʁ
casal	kazaw
fundamentar	fũdamẽtaɾ
regular	ʁeɡulaʁ
esposa	ispozɐ
letra	letɾɐ
branca	bɾɐ̃kɐ
ok	ɔkej
apreender	apɾeẽdeʁ
partida	paʁtʃidɐ
exploratória	esploɾatɔɾiɐ
morte	mɔɹt͡ʃi
clavícula	klavikula
escocês	eskosejs
apresentam	apɾezẽtɐ̃w̃
descrever	deskɾeveʁ
criptocomunismo	kɾipkomunismu
roda	ɦɔdɐ
durar	duɾaʁ
maria	maɾiɐ
açude	asud͡ʒi
quantidade	kwɐ̃t͡ʃidad͡ʒi
morro	moʁu
abaixo	abajʃu
rampa	ʁɐ̃pɐ
ocidente	osidẽt͡ʃi
coentro	koẽtɾu
maneirismo	mɐnejɾizmu
preço	pɾeso
portar	poʁtaʁ
bolo	bolu
garota	ɡaɾotɐ
borboletear	boʁboleteaʁ
simulação	simulasɐ̃w̃
tensão	tẽsɐ̃w̃
cachaça	kaʃasɐ
sálvia	sawvia
desinteresse	dezĩteɾesi
novaes	novajs
adonai	adonaj
wikipédia	wikipɛd͡ʒjɐ
tarsiliano	taɾsiljɐnu
imperativa	ĩpeɾat͡ʃivɐ
terráqueo	teʁakju
repetir	ʁepetʃiʁ
registro	ʁeʒistɾu
corrupio	koʁupiu
fronteira	fɾõtejɾɐ
gigó	ʒiɡɔ
combinar	kõbinaʁ
laranjeira	laɾɐ̃ʒejɾɐ
anelisa	ɐnelizɐ
alberto	awbɛʁtu
sentinela	sẽt͡ʃinɛlɐ
cidadania	sidadɐniɐ
daquelas	dakɛlɐs
cereja	seɾeʒɐ
descortinar	deskoɾt͡ʃinaɾ
supimpa	supipɐ
trafalgar	tɾafawɡaʁ
sósia	sɔzjɐ
algo	aɻɡo
urano	uɾɐnu
aqueles	akeles
ciprestal	sipɾestaw
visualizar	vizwalizaʁ
hiena	ijɛnɐ
dezesseis	d͡ʒizesejs
estrada	estɾadɐ
ocupação	okupasɐ̃w̃
time	t͡ʃime
elegível	eleʒivew
interpretação	ĩteʁpɾetasɐ̃w̃
capacete	kapasetʃi
ainhum	ajɲũ
gibi	ʒibi
brício	bɾisju
aventureiro	avẽtuɾejɾu
estou	istow
discernimento	d͡ʒiseʁnimẽtu
espere	espɛɾi
afastamento	afastamẽtu
ganhar	ɡɐɲaʁ
vatapá	vatapa
associação	asosiasɐ̃w̃
batráquio	batɾakju
sob	sob
descanso	deskɐ̃su
copo	kɔpu
mentecapto	mẽtekaptu
corpo	koʁpu
zê	ze
posso	pɔsu
lecionar	lesjonaχ
cheesecake	t͡ʃiskejki
apoderar	apodeɾaʁ
afixar	ɐfiksaɾ
escadaria	eʃkadaɾiɐ
ranqueada	ʁɐ̃kjadɐ
islandês	izlɐ̃dejs
estabelecer	istabeleseʁ
tenente	tenẽt͡ʃi
relacionado	ʁelasjonadu
desperdiçar	despeʁdʒisaʁ
artista	aχtʃiʃtɐ
bastante	baʃtɐ̃t͡ʃi
anho	ɐɲu
arredondar	aʁedõdaʁ
podes	pɔd͡ʒis
rezende	ʁezẽdʒi
freio	fɾeju
gaitaço	ɡajtasu
plástico	plast͡ʃiku
cardinal	kaʁd͡ʒinaw
buscar	buskaʁ
abraçar	abɾasaʁ
carro	kaʁo
operar	opeɾaʁ
investir	ĩvestʃiʁ
escravismo	iskravismu
nascença	nasẽsɐ
fruta	fɾutɐ
augusto	awɡustu
cateter	katetɛʁ
soborô	soboɾo
indicar	ĩd͡ʒikaʁ
mental	mẽtaw
hécate	ɛkatʃi
vinagrete	vinaɡɾɛtʃi
sambódromo	sɐ̃bɔdɾomu
cereal	seɾiaw
destras	dɛstɾɐs
parietal	paɾjetaw
astúcia	astusiɐ
hidrografia	idɾoɡɾafia
florzinha	floʁziɲɐ
moraes	moɾajs
gangue	ɡɐ̃ɡi
lesão	lezɐ̃w̃
detroit	detɾɔjt͡ʃ
multiúso	muwtʃiuzu
divisa	divizɐ
berlim	beʁlĩ
despedir	desped͡ʒiʁ
sangrento	sɐ̃ɡɾẽtu
sempre	sẽpɾi
acabar	akabaχ
invisível	ĩvizivew
arte	aɾt͡ʃ
caimão	kajmɐ̃w̃
clorose	kloɾɔzi
num	nũ
astenia	astenia
fusa	fuza
viral	viɾaw
tecer	teseɾ
mestre	mɛstɾi
bocó	bokɔ
perseguir	peʁseɡiʁ
ravina	ʁavina
masturbação	mastuʁbasɐ̃w̃
pano	pɐnu
barro	baʁu
bolapé	bolapɛ
compincha	kõpĩʃɐ
gaveta	ɡaveta
óleo	ɔʎu
tri	tɾi
lulopetismo	lulopet͡ʃizmu
vagante	vɐɡɐ̃t͡ʃi
criptograma	kɾiptoɡɾɐma
bisbilhotice	bizbiʎot͡ʃisi
boto	botu
detonado	detonadu
clevelândia	klevelɐ̃d͡ʒiɐ
te	tɪ
quadro	kwadɾu
salamandra	salamɐ̃dɾa
cidreira	sidɾejɾɐ
elemento	elemẽtu
romãzeira	ʁomɐ̃zejɾɐ
diferente	d͡ʒifeɾẽt͡ʃi
aranha	aɾɐ̃ɲa
equinócio	ekinɔsjʊ
nome	nome
desculpa	d͡ʒiʃkuwpɐ
bernardo	beʁnaʁdu
falou	falow
âmbito	ɐ̃bitu
beira	bejɾɐ
violação	vjolasɐ̃w̃
escravagismo	ijʃkravaʒijʒmu
assessorar	asesoɾaχ
carrasco	kaʁaʃku
gatilho	ɡat͡ʃiʎu
arranjado	aʁɐ̃ʒadu
daí	dai
estremeceu	estɾemesew
arrais	aʁajs
cobrir	kobɾiɻ
unção	ũsɐ̃w̃
visão	vizɐ̃w̃
neurológica	newɾolɔʒikɐ
santuário	sɐ̃tuaɾiu
pergunta	peʁɡũtɐ
futebol	futibɔw
vestuário	vestuaɾju
quatro	kwatɾu
irregularidades	iʁeɡulaɾidad͡ʒis
risco	hisko
artístico	aʁt͡ʃist͡ʃiku
avaliação	avaliasɐ̃w̃
explicar	isplikaʁ
rolar	ʁolaʁ
ver	veɻ
camila	kamilɐ
airela	ajɾɛlɐ
aluno	alunu
premiar	pɾimiaʁ
folia	folia
milho	miʎu
álamo	alamu
manada	manada
moita	mojtɐ
sombra	sõbɾɐ
bravateiro	bɾavatejɾu
iluminismo	iluminizmu
petúnia	petunia
esse	ɛsi
brinquedo	bɾĩkedu
tormenta	toɾmẽtɐ
embolar	ĩbolaχ
dante	dɐ̃t͡ʃi
cuca	kukɐ
campânia	kɐ̃pɐniɐ
cleptomania	klɛptomania
emir	emiʁ
devassa	devasɐ
descartes	d͡ʒiskaʁt͡ʃis
bruços	bɾusus
cristiano	kɾist͡ʃjɐnu
frol	fɾɔw
constantino	kõstɐ̃t͡ʃinu
interno	ĩtɛʁnu
kazatchok	kazat͡ʃɔki
calistenia	kalistenia
esparta	ispaʁtɐ
pazes	paziʃ
quinhentos	kiɲẽtus
gênio	ʒenju
sogra	sɔɡɾɐ
metralhadora	metɾaʎadoɾa
balzaca	bawzaka
reação	ʁeasɐ̃w̃
misturar	mistuɾaʁ
fonte	fõt͡ʃi
gerardo	ʒeɾaʁdu
nata	natɐ
titicaca	t͡ʃit͡ʃikakɐ
frapê	fɾape
ação	asɐ̃w̃
pepineiro	pepinejɾu
azar	azaʁ
pestana	peʃtɐnɐ
igual	iɡwaw
incentivar	ĩsẽt͡ʃivaʁ
tranquilíssima	tɾɐ̃kwilisimɐ
dezenove	dezenɔve
monitorar	monitoɾaʁ
sarilho	saɾiʎu
desacompanhei	dezakõpɐɲej
dente	dẽt͡ʃi
nu	nu
contar	kõtaʁ
nápoles	napolis
mouro	mowɾu
simum	simũ
emburrecimento	ĩbuʁesimẽtu
ofídio	ofid͡ʒjo
persépolis	peʁsɛpolis
camelô	kamelo
íris	iɾiʃ
maoísmo	maoizmu
molhamento	moʎamẽtu
aborto	abɔʁtu
réptil	hɛpt͡ʃiw
submeter	subimeteʁ
nojeira	noʒejɾa
piso	pizu
chumbo	ʃũbu
respeito	ʁeʃpejtu
lingala	lĩɡalɐ
animosidade	ɐnimozidad͡ʒi
produto	pɾoduto
ponhar	põɲa
renúncia	ʁenũsiɐ
lembrar	lẽbɾaʁ
diet	dajt͡ʃ
reino	ʁejnu
amavio	amaviu
checar	ʃekaɻ
filhos	fiʎuʃ
pijama	piʒɐmɐ
algures	awɡuɾis
sagu	saɡu
presentear	pɾezẽt͡ʃiaʁ
pedacinho	pedasiɲu
valo	valu
terço	teʁsu
nheengatu	j̃ẽɡatu
presilha	pɾiziʎɐ
flor	floɾ
incapacitar	ĩkapasitaʁ
agonizar	aɡõnizaχ
análise	ɐnalizi
hipoteca	ipotɛka
vela	vɛla
harpa	aʁpɐ
tratamento	tɾatɐmẽtu
impulsivamente	ĩpuwsivɐmẽt͡ʃi
problema	pɾoblemɐ
brida	bɾidɐ
sua	suɐ
cuidar	kujdaɻ
bão	bɐ̃w̃
funk	fɐ̃ki
temporada	tẽpoɾadɐ
cento	sẽtu
derrete	deʁɛtʃi
ecografia	ɛkoɡɾafiɐ
esmirna	ezmiʁnɐ
precoce	pɾekɔsi
valor	valoɾ
convidar	kõvidaʁ
liberdade	libeɾdade
descrição	deskɾisɐ̃w̃
cristo	kɾistu
componente	kõponẽt͡ʃi
estopim	ijʃtupĩ
histeria	isteɾiɐ
desgraça	d͡ʒiʃɡɾasɐ
furacão	fuɾakɐ̃w̃
hidrargírio	idɾaʁʒiɾiu
cu	ku
março	maɾsu
tácito	tasitu
atitude	atʃitudʒi
antônio	ɐ̃tonju
consumidor	kõsumidoʁ
opressão	opɾesɐ̃w̃
procedimento	pɾosed͡ʒimẽtu
fungicida	fũʒisida
território	tɛɦitɔɾju
conferência	kõfeɾẽsjɐ
executivo	ezekutʃivu
frágil	fɾaʒiw
caravela	kaɾavɛlɐ
camelódromo	kamelɔdɾomu
