հեռաձայնել	hɛrɑd͡zɑjnɛl
կարբ	kɑɾb
բերել	bɛɾɛl
հռովմայեցի	hrɔvmɑjɛt͡sʰi
աբրա	ɑbɾɑ
հրաժարական	həɾɑʒɑɾɑkɑn
ստանձնել	əstɑnd͡znɛl
մենամարտ	mɛnɑmɑɾt
բուրում	buɾum
սրճիտ	səɾt͡ʃit
թաթավել	tʰɑtʰɑvɛl
ռավիոլի	rɑviɔli
մոտալուտ	mɔtɑlut
սուսեր	susɛɾ
կարգաբանել	kɑɾkʰɑbɑnɛl
կարիա	kɑɾjɑ
բուդդայականություն	budːɑjɑkɑnutʰjun
շուշանիկ	ʃuʃɑnik
նախագահացու	nɑχɑɡɑhɑt͡sʰu
անորոշաբար	ɑnɔɾɔʃɑbɑɾ
երկսայրի	jɛɾksɑjɾi
նիգեր	niɡɛɾ
սահմանապահ	sɑhmɑnɑpɑh
հարստություն	hɑɾəstutʰjun
ատել	ɑtɛl
ագուռ	ɑɡur
մեծաշքեղություն	mɛt͡sɑʃəkʰɛʁutʰjun
կույբիշեւ	kujbiʃɛv
գիլյոտին	ɡiljɔtin
ուստր	ustəɾ
մական	mɑkɑn
խորհուրդ	χɔɾuɾtʰ
ագուցել	ɑɡut͡sʰɛl
ոգեւորել	vɔkʰɛvɔɾɛl
սերունդ	sɛɾund
հունարեն	hunɑɾɛn
սուխումի	suχumi
պրինտեր	pɾintɛɾ
օսական	ɔsɑkɑn
ինստիտուտ	institut
սահմանափակող	sɑhmɑnɑpʰɑkɔʁ
աքացի	ɑkʰɑt͡sʰi
կողմնակի	kɔʁmnɑki
աբբայություն	ɑbːɑjutʰjun
մտորել	mətɔɾɛl
ոսկրաբան	vɔskɾɑbɑn
կծել	kət͡sɛl
առաջադիմում	ɑrɑt͡ʃʰɑdimum
ծավի	t͡sɑvi
հավատարմագրվել	hɑvɑtɑɾmɑɡəɾvɛl
ամիս	ɑmis
արտորալ	ɑɾtɔɾɑl
տուլա	tulɑ
թիկունք	tʰikuŋkʰ
թիթեռ	tʰitʰɛr
կացնել	kɑt͡sʰənɛl
բաժնետոմս	bɑʒnɛtɔms
վայրենի	vɑjɾɛni
սիմոն	simɔn
կոկորդային	kɔkɔɾtʰɑjin
խորհրդաժողով	χɔɾəɾtʰɑʒɔʁɔv
քննադատ	kʰənːɑdɑt
մասշտաբ	mɑʃtɑb
պաշար	pɑʃɑɾ
սպասասրահ	əspɑsɑsəɾɑh
օգնականություն	ɔkʰnɑkɑnutʰjun
սարավանդ	sɑɾɑvɑnd
մայրամուտ	mɑjɾɑmut
հաղթանակ	hɑχtʰɑnɑk
քաբուլ	kʰɑbul
իմպերիալիստ	impɛɾjɑlist
ընկճել	əŋkət͡ʃɛl
որոճ	vɔɾɔt͡ʃ
զգեստ	əzɡɛst
բախյուն	bɑχjun
լիպեցկ	lipɛt͡sʰk
խոպոպացում	χɔpɔpɑt͡sʰum
կլարա	klɑɾɑ
ոստիկանություն	vɔstikɑnutʰjun
փորձարկու	pʰɔɾt͡sʰɑɾku
պլուտարքոս	plutɑɾkʰɔs
ռակկա	rɑkːɑ
որկրամոլ	vɔɾkɾɑmɔl
պատմուճակ	pɑtmut͡ʃɑk
բաջանաղ	bɑd͡ʒɑnɑʁ
ապարանցի	ɑpɑɾɑnt͡sʰi
երկարաժամկետ	jɛɾkɑɾɑʒɑmkɛt
տեւողություն	tɛvɔʁutʰjun
բեղմ	bɛʁm
սրտխփոց	səɾtχəpʰɔt͡sʰ
վիրակապ	viɾɑkɑp
ձեւաբանություն	d͡zɛvɑbɑnutʰjun
մար	mɑɾ
փետել	pʰɛtɛl
ճարպիկ	t͡ʃɑɾpik
խաղատուն	χɑʁɑtun
բորբ	bɔɾb
խնոցի	χənɔt͡sʰi
գազախ	ɡɑzɑχ
բիբար	bibɑɾ
մգացնել	məkʰɑt͡sʰnɛl
կանոնավոր	kɑnɔnɑvɔɾ
կայուն	kɑjun
հին	hin
ազատություն	ɑzɑtutʰjun
արիշտա	ɑɾiʃtɑ
առաքել	ɑrɑkʰɛl
վիետնամերեն	vjɛtnɑmɛɾɛn
սպիրտ	əspiɾt
մադաթ	mɑdɑtʰ
անակրեոն	ɑnɑkɾɛɔn
հորդանան	hɔɾdɑnɑn
մտադրական	mətɑdɾɑkɑn
մահիճ	mɑhit͡ʃ
անջատել	ɑnd͡ʒɑtɛl
կամենալ	kɑmɛnɑl
տիբեր	tibɛɾ
փապ	pʰɑp
ընձուղտ	ənd͡zuχt
մյուսլի	mjusli
քերծել	kʰɛɾt͡sɛl
կամընտրական	kɑməntɾɑkɑn
բոր	bɔɾ
աղետ	ɑʁɛt
սվահիլի	svɑhili
գերեզման	ɡɛɾɛzmɑn
երեւակ	jɛɾɛvɑk
վեզուվ	vɛzuv
սինձ	sind͡z
հանպատրաստից	hɑnpɑtɾɑstit͡sʰ
դելփին	dɛlpʰin
անկանոն	ɑŋkɑnɔn
սողանք	sɔʁɑŋkʰ
կնքահայր	kəŋkʰɑhɑjɾ
լղար	ləʁɑɾ
հոպար	hɔpɑɾ
լցնել	lət͡sʰnɛl
ակութ	ɑkutʰ
եվրոպայում	jɛvɾɔpɑjum
ցո	t͡sʰɔ
ձնե	d͡zənɛ
մոնիտոր	mɔnitɔɾ
պոմպ	pɔmp
փուչիկ	pʰut͡ʃʰik
ոսկեծաղիկ	vɔskɛt͡sɑʁik
ակներեւապես	ɑknɛɾɛvɑpɛs
մանուկ	mɑnuk
անշշուկ	ɑnʃəʃuk
բայց	bɑjt͡sʰ
հայոց	hɑjɔt͡sʰ
պագել	pɑkʰɛl
ուրարտական	uɾɑɾtɑkɑn
հողեղեն	hɔʁɛʁɛn
ապուլիա	ɑpuljɑ
դրասխանակերտ	dɾɑsχɑnɑkɛɾt
պատճառական	pɑtt͡ʃɑrɑkɑn
մոգ	mɔɡ
բալայան	bɑlɑjɑn
սնանկանալ	sənɑŋkɑnɑl
քրդստան	kʰəɾdəstɑn
բյուր	bjuɾ
գեղացի	ɡɛʁɑt͡sʰi
մեծաքանակ	mɛt͡sɑkʰɑnɑk
ցեխ	t͡sʰɛχ
գերատեսչություն	ɡɛɾɑtɛst͡ʃʰutʰjun
բեկել	bɛkɛl
դավ	dɑv
վարաժնունի	vɑɾɑʒnuni
հերոսություն	hɛɾɔsutʰjun
տակաշոր	tɑkɑʃɔɾ
հակամասնիկ	hɑkɑmɑsnik
վերջնահնչյուն	vɛɾd͡ʒnɑhənt͡ʃʰjun
փայլում	pʰɑjlum
նվագել	nəvɑɡɛl
գունդ	ɡund
սուպերմարկետ	supɛɾmɑɾkɛt
կարեւոր	kɑɾɛvɔɾ
դադարեցվել	dɑtʰɑɾɛt͡sʰvɛl
բահամներ	bɑhɑmnɛɾ
ապահովանալ	ɑpɑhɔvɑnɑl
նացիստ	nɑt͡sʰist
վորկուտա	vɔɾkutɑ
աբերդին	ɑbɛɾdin
ուռենի	urɛni
տուրին	tuɾin
շլոր	ʃəlɔɾ
սասան	sɑsɑn
տժվժալ	təʒvəʒɑl
թարգմանել	tʰɑɾkʰmɑnɛl
կուշտ	kuʃt
սպա	əspɑ
շանթահար	ʃɑntʰɑhɑɾ
աղբանոց	ɑχpɑnɔt͡sʰ
դրսեւորվել	dɾəsɛvɔɾvɛl
արամեերեն	ɑɾɑmɛːɾɛn
փական	pʰɑkɑn
երբ	jɛɾpʰ
կոդոր	kɔdɔɾ
ջուրը	d͡ʒuɾə
չարաշահել	t͡ʃʰɑɾɑʃɑhɛl
չերոկի	t͡ʃʰɛɾɔki
յուրովին	juɾɔvin
ճանապարհորդ	t͡ʃɑnɑpɑɾɔɾtʰ
օսերեն	ɔsɛɾɛn
հնդկական	həndkɑkɑn
մոշ	mɔʃ
համբալ	hɑmbɑl
ավտոռեֆերատ	ɑftɔrɛfɛɾɑt
հաղթու	hɑχtʰu
հարթակ	hɑɾtʰɑk
էլեկտրականություն	ɛlɛktɾɑkɑnutʰjun
չախու	t͡ʃʰɑχu
սխալ	səχɑl
թենիսիստուհի	tʰɛnisistuhi
սափրվել	sɑpʰəɾvɛl
նրանով	nəɾɑnɔv
պատասխանատվություն	pɑtɑsχɑnɑtvutʰjun
ջալալ	d͡ʒɑlɑl
երախայրիք	jɛɾɑχɑjɾikʰ
խրտվիլակ	χəɾtvilɑk
ծպտի	t͡səpti
միասեռական	mijɑsɛrɑkɑn
հատուկ	hɑtuk
ներ	nɛɾ
ասոցացնել	ɑsɔt͡sʰɑt͡sʰnɛl
շպարանյութ	əʃpɑɾɑnjutʰ
քերականորեն	kʰɛɾɑkɑnɔɾɛn
զվարակ	zəvɑɾɑk
նալբանդյան	nɑlbɑndjɑn
փերիխանյան	pʰɛɾiχɑnjɑn
ներբող	nɛɾpʰɔʁ
նիկարագուա	nikɑɾɑɡuɑ
սիմոնյան	simɔnjɑn
կոնֆերենցիա	kɔnfɛɾɛnt͡sʰjɑ
կտտալ	kətːɑl
արծաթի	ɑɾt͡sɑtʰi
սարդենի	sɑɾdɛni
ղազախական	ʁɑzɑχɑkɑn
հիմնադրվել	himnɑdəɾvɛl
սեֆերբերլիք	sɛfɛɾbɛɾlikʰ
րաբունապետ	ɾɑbunɑpɛt
կրպակ	kəɾpɑk
խոպոպահեր	χɔpɔpɑhɛɾ
փակագիծ	pʰɑkɑɡit͡s
հեզաբել	hɛzɑbɛl
լող	lɔʁ
սրված	səɾvɑt͡s
չախմախ	t͡ʃʰɑχmɑχ
մխրճվել	məχəɾt͡ʃvɛl
ռոդիում	rɔdijum
օքսֆորդ	ɔkʰsfɔɾd
արժանահավատ	ɑɾʒɑnɑhɑvɑt
տգետ	təɡɛt
բանան	bɑnɑn
ձվածեղ	d͡zəvɑt͡sɛʁ
ավարտուն	ɑvɑɾtun
ոստ	vɔst
տառատեսակ	tɑrɑtɛsɑk
համառոտ	hɑmɑrɔt
զանգված	zɑŋɡvɑt͡s
հավատարիմ	hɑvɑtɑɾim
աբադան	ɑbɑdɑn
համալսարան	hɑmɑlsɑɾɑn
ակադեմիա	ɑkɑdɛmjɑ
ընտրական	əntɾɑkɑn
դյուրաշարժ	djuɾɑʃɑɾʒ
բույն	bujn
ցլամարտ	t͡sʰəlɑmɑɾt
ձայնորդ	d͡zɑjnɔɾtʰ
լեռնագրություն	lɛrnɑɡɾutʰjun
արոտ	ɑɾɔt
աճել	ɑt͡ʃɛl
հապաղություն	hɑpɑʁutʰjun
հիման	himɑn
լոգիկա	lɔɡikɑ
քնաշրջիկ	kʰənɑʃəɾd͡ʒik
պարմեզան	pɑɾmɛzɑn
լիազորվել	ljɑzɔɾvɛl
կտղել	kətʁɛl
թրակիա	tʰəɾɑkjɑ
ձերովսանն	d͡zɛɾɔfsɑnː
պաշտպանություն	pɑʃpɑnut͡sʰjun
աստեղաբան	ɑstɛʁɑbɑn
պայթական	pɑjtʰɑkɑn
սովամահ	sɔvɑmɑh
խցիկ	χət͡sʰik
գանգես	ɡɑŋɡɛs
դեղ	dɛʁ
քանդել	kʰɑndɛl
առոգանություն	ɑrɔɡɑnutʰjun
հայկ	hɑjk
ծախծխվել	t͡sɑχt͡səχvɛl
առնմանություն	ɑrnəmɑnutʰjun
եմ	jɛmə
զուգաբարձ	zuɡɑbɑɾt͡sʰ
լավատես	lɑvɑtɛs
ալիք	ɑlikʰ
բացականչում	bɑt͡sʰɑkɑnt͡ʃʰum
ստախոս	sətɑχɔs
սացիվի	sɑt͡sʰivi
բեւեռացույց	bɛvɛrɑt͡sʰujt͡sʰ
հարայ	hɑɾɑj
էտրուսկերեն	ɛtɾuskɛɾɛn
տեսողություն	tɛsɔʁutʰjun
արտ	ɑɾt
մխրճել	məχəɾt͡ʃɛl
հայթայթանք	hɑjtʰɑjtʰɑŋkʰ
առանցքային	ɑrɑnt͡sʰkʰɑjin
շնորհավորում	ʃnɔɾɑvɔɾum
անվանել	ɑnvɑnɛl
ազդ	ɑzd
հորդորեցուցիչ	hɔɾdɔɾɛt͡sʰut͡sʰit͡ʃʰ
թոխարական	tʰɔχɑɾɑkɑn
տղմուտ	təʁmut
ծանրաբեռ	t͡sɑnɾɑbɛr
մանկտիք	mɑŋktikʰ
սեւական	sɛvɑkɑn
միատոն	mijɑtɔn
կոչում	kɔt͡ʃʰum
շախմատ	ʃɑχmɑt
կարմրախայտ	kɑɾmɾɑχɑjt
խալի	χɑli
զինաթափություն	zinɑtʰɑpʰutʰjun
մեջք	mɛt͡ʃʰkʰ
հռոմեական	hrɔmjɑkɑn
բոկոտ	bɔkɔt
ալժիր	ɑlʒiɾ
իրատեսություն	iɾɑtɛsutʰjun
քանթալ	kʰɑntʰɑl
թորոս	tʰɔɾɔs
այտուց	ɑjtut͡sʰ
նկատմամբ	nəkɑtmɑmb
դադարգյուն	dɑdɑɾɡjun
տատմեր	tɑtmɛɾ
ֆլոմաստեր	fəlɔmɑstɛɾ
պանթուրքիստ	pɑntʰuɾkʰist
հաղարջ	hɑʁɑɾd͡ʒ
ծրագրային	t͡səɾɑɡɾɑjin
դակուր	dɑkuɾ
ձի	d͡zi
դերասանուհի	dɛɾɑsɑnuhi
էստոնական	ɛstɔnɑkɑn
հայուհի	hɑjuhi
քլոր	kʰlɔɾ
գովեստ	ɡɔvɛst
ատամնաբույժ	ɑtɑmnɑbujʒ
նիկել	nikɛl
երկայնք	jɛɾkɑjŋkʰ
նազար	nɑzɑɾ
ճառագայթ	t͡ʃɑrɑɡɑjtʰ
վանո	vɑnɔ
վհատել	vəhɑtɛl
երաստանք	jɛɾɑstɑŋkʰ
միության	miutʰjɑn
դարանակալել	dɑɾɑnɑkɑlɛl
գինարբուք	ɡinɑɾbukʰ
բոց	bɔt͡sʰ
թե	tʰɛ
խրատ	χəɾɑt
գյադա	ɡjɑdɑ
շտապօգնություն	əʃtɑpɔkʰnutʰjun
վանաձոր	vɑnɑd͡zɔɾ
անկված	ɑŋkvɑt͡s
պեկ	pɛk
չկայացած	t͡ʃʰəkɑjɑt͡sʰɑt͡s
անհանգիստ	ɑnhɑŋɡist
մեղկ	mɛχk
հետիոտն	hɛtiɔtən
մող	mɔʁ
եզերք	jɛzɛɾkʰ
վաճառասեղան	vɑt͡ʃɑrɑsɛʁɑn
ստրիպտիզ	əstɾiptiz
վրաց	vəɾɑt͡sʰ
հերկել	hɛɾkɛl
լցվել	lət͡sʰvɛl
շքեղ	ʃəkʰɛʁ
ադրբեջանական	ɑdəɾbɛd͡ʒɑnɑkɑn
ընթերցող	əntʰɛɾt͡sʰɔʁ
իլիոն	ilijɔn
վազք	vɑskʰ
դերանուն	dɛɾɑnun
նպատակ	nəpɑtɑk
կծու	kət͡su
դոլմեն	dɔlmɛn
պլյաժ	pljɑʒ
խեղդ	χɛχt
պոռնկանոց	pɔrnəkɑnɔt͡sʰ
միջին	mit͡ʃʰin
տոպրակ	tɔpɾɑk
հուսահատեցնող	husɑhɑtɛt͡sʰnɔʁ
վաշտ	vɑʃt
անզգայորեն	ɑnəzɡɑjɔɾɛn
աղջիկ	ɑχt͡ʃʰik
շենլիք	ʃɛnlikʰ
ուրարտացի	uɾɑɾtɑt͡sʰi
տարածել	tɑɾɑt͡sɛl
կաճառ	kɑt͡ʃɑr
տառապել	tɑrɑpɛl
նախատեսվել	nɑχɑtɛsvɛl
արամերեն	ɑɾɑmɛɾɛn
ցուցափեղկ	t͡sʰut͡sʰɑpʰɛχk
ենթադրել	jɛntʰɑdɾɛl
կտակարան	kətɑkɑɾɑn
մատնություն	mɑtnutʰjun
լանչ	lɑnt͡ʃʰ
հավատարմություն	hɑvɑtɑɾmutʰjun
տիմոթեոս	timɔtʰɛɔs
արտաքուստ	ɑɾtɑkʰust
լրազամբյուղ	ləɾɑzɑmbjuʁ
ամպել	ɑmpɛl
եպեր	jɛpɛɾ
գանգաթիթեռ	ɡɑŋɡɑtʰitʰɛr
մխրճում	məχəɾt͡ʃum
անզգայանալ	ɑnzɡɑjɑnɑl
համակրելի	hɑmɑkɾɛli
ուրարտերեն	uɾɑɾtɛɾɛn
պուճախ	put͡ʃɑχ
վախճանվել	vɑχt͡ʃɑnvɛl
մուրալ	muɾɑl
սուսուփուս	susupʰus
աքլոր	ɑkʰlɔɾ
ժամհար	ʒɑmhɑɾ
սակե	sɑkɛ
կարայան	kɑɾɑjɑn
ձեռնոց	d͡zɛrnɔt͡sʰ
ժողով	ʒɔʁɔv
խոռոչ	χɔrɔt͡ʃʰ
ստորին	əstɔɾin
չվերթ	t͡ʃʰəvɛɾtʰ
էյնշտեյնիում	ɛjnʃtɛjnijum
ասպաստան	ɑspɑstɑn
զբոսնել	əzbɔsnɛl
հլու	həlu
ուսնոց	usnɔt͡sʰ
հատկացնել	hɑtkɑt͡sʰnɛl
ուռհա	urhɑ
թմփլիկ	tʰəmpʰəlik
թռչուն	tʰərt͡ʃʰun
տեղեկատու	tɛʁɛkɑtu
հաննովեր	hɑnːɔvɛɾ
ամենայն	ɑmɛnɑjn
ագի	ɑɡi
բազմազան	bɑzmɑzɑn
զգենալ	əzɡɛnɑl
վերք	vɛɾkʰ
գանգրավուն	ɡɑŋɡɾɑvun
ասպատակ	ɑspɑtɑk
խոճկոր	χɔt͡ʃkɔɾ
ճշմարտիվ	t͡ʃəʃmɑɾtiv
կասկարա	kɑskɑɾɑ
փայլունացում	pʰɑjlunɑt͡sʰum
ապտակել	ɑptɑkɛl
գազան	ɡɑzɑn
մեխ	mɛχ
նովգորոդ	nɔvɡɔɾɔd
մաշարա	mɑʃɑɾɑ
չափ	t͡ʃʰɑpʰ
դերկոմս	dɛɾkɔms
շարժվել	ʃɑɾʒvɛl
մեռնել	mɛrnɛl
ե	jɛ
ինձնից	ind͡znit͡sʰ
պատվեր	pɑtvɛɾ
դատապարտել	dɑtɑpɑɾtɛl
հայտ	hɑjt
մարկիոս	mɑɾkijɔs
դուրս	duɾs
խահ	χɑh
զուգահեռ	zuɡɑhɛr
բռնոցի	bərnɔt͡sʰi
ամբիցիոզ	ɑmbit͡sʰiɔz
պ	pə
քննություն	kʰənːutʰjun
դիսկոտեկ	diskɔtɛk
համաձուլվածք	hɑmɑd͡zulvɑt͡skʰ
զմրուխտ	zəmɾuχt
ընթերցասրահ	əntʰɛɾt͡sʰɑsəɾɑh
ջանալ	d͡ʒɑnɑl
դեսպան	dɛspɑn
բուսնել	busnɛl
լուրթ	luɾtʰ
իրականում	iɾɑkɑnum
հռոմ	hrɔm
սարկավագ	sɑɾkɑvɑɡ
սուլուգունի	suluɡuni
ռուս	rus
գայլաձուկ	ɡɑjlɑd͡zuk
թոքաբորբ	tʰɔkʰɑbɔɾb
լինել	linɛl
անվասայլակ	ɑnvɑsɑjlɑk
պարծանք	pɑɾt͡sɑŋkʰ
ցիկլոն	t͡sʰiklɔn
երեւակայություն	jɛɾɛvɑkɑjutʰjun
ողջախոհ	vɔχt͡ʃʰɑχɔh
կախարդական	kɑχɑɾdɑkɑn
քեն	kʰɛn
հումոր	humɔɾ
թեոկրատիա	tʰɛɔkɾɑtjɑ
բնություն	bənutʰjun
կուր	kuɾ
ողջագուրել	vɔχt͡ʃʰɑɡuɾɛl
աբաջյան	ɑbɑd͡ʒjɑn
չքնաղ	t͡ʃʰəkʰnɑʁ
օրիսա	ɔɾisɑ
ադամանդագործություն	ɑdɑmɑndɑɡɔɾt͡sutʰjun
ամբարտակ	ɑmbɑɾtɑk
հոգս	hɔkʰs
վիկտոր	viktɔɾ
կնունք	kənuŋkʰ
կենդանի	kɛntʰɑni
հոժարել	hɔʒɑɾɛl
մահանա	mɑhɑnɑ
մսմար	məsmɑɾ
անհատակ	ɑnhɑtɑk
լոս	lɔs
խոնավանալ	χɔnɑvɑnɑl
ով	ɔv
քենի	kʰɛni
երկ	jɛɾk
մուրացկան	muɾɑt͡sʰkɑn
ալարել	ɑlɑɾɛl
կապար	kɑpɑɾ
խուճուճ	χut͡ʃut͡ʃ
ծորան	t͡sɔɾɑn
մրցանակ	məɾt͡sʰɑnɑk
ասք	ɑskʰ
ապաստան	ɑpɑstɑn
բանականություն	bɑnɑkɑnutʰjun
ետ	jɛt
ադոնց	ɑdɔnt͡sʰ
նկարագրություն	nəkɑɾɑɡɾutʰjun
ողբ	vɔχp
նուբար	nubɑɾ
սանձ	sɑnd͡z
օդերեւութաբան	ɔtʰɛɾɛvutʰɑbɑn
կոտեմ	kɔtɛm
անտիտավրոս	ɑntitɑvɾɔs
մուճակ	mut͡ʃɑk
պառակտություն	pɑrɑktutʰjun
վիենտյան	vjɛntjɑn
կոստղաշատ	kɔstʁɑʃɑt
բղջախոհություն	bəʁd͡ʒɑχɔhutʰjun
նախալեզու	nɑχɑlɛzu
այրացի	ɑjɾɑt͡sʰi
մատուցող	mɑtut͡sʰɔʁ
նկարահանել	nəkɑɾɑhɑnɛl
դատարկաձեռն	dɑtɑɾkɑd͡zɛrən
շքասրահ	ʃəkʰɑsəɾɑh
հարկահավաք	hɑɾkɑhɑvɑkʰ
աղբերակ	ɑχpɛɾɑk
նիստ	nist
թարմանալ	tʰɑɾmɑnɑl
անսպասելիություն	ɑnspɑsɛliutʰjun
ձնծաղիկ	d͡zənt͡sɑʁik
փրկել	pʰəɾkɛl
պարանոց	pɑɾɑnɔt͡sʰ
սարկիսյան	sɑɾkisjɑn
գյորմամիշ	ɡjɔɾmɑmiʃ
վտանգավոր	vətɑŋɡɑvɔɾ
ռիսկ	risk
քննադատաբար	kʰənːɑdɑtɑbɑɾ
հանճարեղ	hɑnt͡ʃɑɾɛʁ
կոյամպուտուր	kɔjɑmputuɾ
չեխոլ	t͡ʃʰɛχɔl
ապրել	ɑpɾɛl
չմուշկ	t͡ʃʰəmuʃk
կենարար	kɛnɑɾɑɾ
ալյասկա	ɑljɑskɑ
կոշկաթել	kɔʃkɑtʰɛl
նասաու	nɑsɑu
միլիերեն	milijɛɾɛn
դասագիրք	dɑsɑɡiɾkʰ
սիսեռ	sisɛr
վերլուծական	vɛɾlut͡sɑkɑn
ճռիկ	t͡ʃərik
էլեկտրոլիզ	ɛlɛktɾɔliz
հեծելազոր	hɛt͡sɛlɑzɔɾ
տաճկերեն	tɑt͡ʃkɛɾɛn
տեսնել	tɛsnɛl
ամենուրեք	ɑmɛnuɾɛkʰ
ոչինչ	vɔt͡ʃʰint͡ʃʰ
էլեկտրոդ	ɛlɛktɾɔd
սկոտչ	əskɔtt͡ʃʰ
ակնածել	ɑknɑt͡sɛl
գայլ	ɡɑjl
բար	bɑɾ
սուկրե	sukɾɛ
քչփորել	kʰt͡ʃʰpʰɔɾɛl
կորսիկերեն	kɔɾsikɛɾɛn
կանկար	kɑŋkɑɾ
թելավ	tʰɛlɑv
շանթամբոխ	ʃɑntʰɑmbɔχ
չագուչ	t͡ʃʰɑɡut͡ʃʰ
հոժարվել	hɔʒɑɾvɛl
արգոլիս	ɑɾɡɔlis
ամբողջ	ɑmbɔχt͡ʃʰ
կոռուպցիոներ	kɔrupt͡sʰjɔnɛɾ
ապենինյան	ɑpɛninjɑn
վերջանվագ	vɛɾt͡ʃʰɑnəvɑɡ
կատալոնիա	kɑtɑlɔnjɑ
անանցողական	ɑnɑnt͡sʰɔʁɑkɑn
պոզիտիվիզմ	pɔzitivizm
ակնկալել	ɑkəŋkɑlɛl
անդյա	ɑndjɑ
տապար	tɑpɑɾ
վենետիկցի	vɛnɛtikt͡sʰi
արագացուցիչ	ɑɾɑɡɑt͡sʰut͡sʰit͡ʃʰ
ծիծառնուկ	t͡sit͡sɑrnuk
տարբերել	tɑɾbɛɾɛl
ընդհանրապես	əntʰɑnɾɑpɛs
աճեմ	ɑt͡ʃɛm
մորթել	mɔɾtʰɛl
բյուջետային	bjud͡ʒɛtɑjin
թերմոստատ	tʰɛɾmɔstɑt
խմբակցություն	χəmbɑkt͡sʰutʰjun
փոստանջյան	pʰɔstɑnd͡ʒjɑn
եգիպտացորեն	jɛɡiptɑt͡sʰɔɾɛn
թիակ	tʰijɑk
ծարավի	t͡sɑɾɑvi
մասուր	mɑsuɾ
սոչի	sɔt͡ʃʰi
շիլ	ʃil
գուրզ	ɡuɾz
խրամատ	χəɾɑmɑt
քորել	kʰɔɾɛl
հելլեն	hɛlːɛn
ինգուշ	iŋɡuʃ
շաբաթ	ʃɑpʰɑtʰ
կախաղան	kɑχɑʁɑn
գառ	ɡɑr
բազմապատկում	bɑzmɑpɑtkum
ավարերեն	ɑvɑɾɛɾɛn
երդիկ	jɛɾtʰik
գուբ	ɡub
բեյրութ	bɛjɾutʰ
համերգ	hɑmɛɾɡ
քթանցք	kʰətʰɑnt͡sʰkʰ
պարսավանք	pɑɾsɑvɑŋkʰ
թուլաբնություն	tʰulɑbənutʰjun
գրադարձել	ɡəɾɑdɑɾt͡sʰɛl
զոքանչ	zɔkʰɑnt͡ʃʰ
բարձիթողի	bɑɾt͡sʰitʰɔʁi
ցինկ	t͡sʰiŋk
հեփեստոս	hɛpʰɛstɔs
պլոր	pəlɔɾ
գեջ	ɡɛd͡ʒ
հետադարձ	hɛtɑdɑɾt͡sʰ
մոդուլ	mɔdul
շեյթան	ʃɛjtʰɑn
սրիկա	sɾikɑ
խտղտացնել	χətʁətɑt͡sʰnɛl
կաղկանձել	kɑχkɑnd͡zɛl
բաջի	bɑd͡ʒi
այսօր	ɑjsɔɾ
երկյուղաբեկ	jɛɾkjuʁɑbɛk
թեղոշ	tʰɛʁɔʃ
ագամեմնոն	ɑɡɑmɛmnɔn
լարում	lɑɾum
լուսաբեր	lusɑbɛɾ
շուշուտ	ʃuʃut
ահազանգում	ɑhɑzɑŋɡum
պատասխան	pɑtɑsχɑn
այսրկովկաս	ɑjsəɾkɔfkɑs
գեղարվեստական	ɡɛʁɑɾvɛstɑkɑn
գնդիկ	ɡəndik
ծախսամատյան	t͡sɑχsɑmɑtjɑn
լիանալ	lijɑnɑl
օդաչու	ɔtʰɑt͡ʃʰu
քնապարկ	kʰənɑpɑɾk
ավերանք	ɑvɛɾɑŋkʰ
այգեպան	ɑjɡɛpɑn
վեթինգ	vɛtʰiŋɡ
առնետ	ɑrnɛt
գործելի	ɡɔɾt͡sɛli
պայմանագիր	pɑjmɑnɑɡiɾ
ծոծրակ	t͡sɔt͡sɾɑk
դիրիժաբլ	diɾiʒɑbəl
իրավիճակ	iɾɑvit͡ʃɑk
աջ	ɑt͡ʃʰ
հրամայել	həɾɑmɑjɛl
խուլ	χul
ծանր	t͡sɑnəɾ
եռանդ	jɛrɑnd
կոփածո	kɔpʰɑt͡sɔ
շահագործում	ʃɑhɑɡɔɾt͡sum
գետաբերան	ɡɛtɑbɛɾɑn
հումք	humkʰ
շատակերիկ	ʃɑtɑkɛɾik
համակարգ	hɑmɑkɑɾkʰ
ծախսում	t͡sɑχsum
միզուկ	mizuk
նապոլեոն	nɑpɔljɔn
գիրկ	ɡiɾk
պրայա	pɾɑjɑ
ինքը	iŋkʰə
երիտասարդ	jɛɾitɑsɑɾtʰ
համաժամանակյա	hɑmɑʒɑmɑnɑkjɑ
միասին	mjɑsin
թափանցիկ	tʰɑpʰɑnt͡sʰik
բոռ	bɔr
ստվարաթիվ	əstəvɑɾɑtʰiv
համբուրվել	hɑmpʰuɾvɛl
շեշտել	ʃɛʃtɛl
կարթագեն	kɑɾtʰɑɡɛn
մոտեմոտ	mɔtɛmɔt
սարկազմ	sɑɾkɑzm
տարածություն	tɑɾɑt͡sutʰjun
բաքու	bɑkʰu
ենիսեյ	jɛnisɛj
ժամանակաշրջան	ʒɑmɑnɑkɑʃəɾd͡ʒɑn
ճնճղկաբլիթ	t͡ʃənt͡ʃəχkɑbəlitʰ
հարսնացնել	hɑɾsnɑt͡sʰnɛl
բոզի	bɔzi
ըմբիշ	əmbiʃ
առկախուկ	ɑrkɑχuk
կարմիր	kɑɾmiɾ
ց	t͡sʰə
