של	ʃl
שיורדת	ʃjvʁdt
שיושבו	ʃjvʃvv
שיושם	ʃjvʃm
שיחיה	ʃjχˈiʔ
שיחשבו	ʃjχʃvv
שייוולד	ʃjjwld
שיינה	ʃjjnʔ
שייסדה	ʃjjsdʔ
שיכבוש	ʃjχvvʃ
שיכיר	ʃjχˈiʁ
שיכנו	ʃjχnv
שיכר	ʃjχʁ
שילובו	ʃjlvvv
שילובן	ʃjlvvn
שילחם	ʃjlχm
שינפלד	ʃjnfld
שיסדו	ʃjsdv
שיעבד	ʃjʔvd
שיעורו	ʃjʔvʁv
שיפוצו	ʃjfvtsv
שיצירתו	ʃjtsˈiʁtv
שיקויים	ʃjkvjjm
שיקראו	ʃjkʁʔv
שישאר	ʃjʃʔʁ
שישוב	ʃjʃvv
שישוחרר	ʃjʃvχʁʁ
שישפיע	ʃjʃfˈiʔ
שישפיעו	ʃjʃfˈiʔv
שיתבסס	ʃjtvss
שכוכב	ʃχvχv
שכוכבי	ʃχvχvˈi
שכולה	ʃχvlʔ
שכורים	ʃχvʁˈim
שלאגר	ʃlʔɡʁ
שלאו	ʃlʔv
שלגברים	ʃlɡvʁˈim
שלגי	ʃlɡˈi
שלדה	ʃldʔ
שלובש	ʃlvvʃ
שלומו	ʃlvmv
שלומציון	ʃlvmtsˈivn
שליהודים	ʃlˈiʔvdim
שלישו	ʃlˈiʃv
שלכד	ʃlχd
שלמנאסר	ʃlmnʔsʁ
שלשחקן	ʃlʃχkn
שלשמה	ʃlʃmʔ
שלשתי	ʃlʃtˈi
שמאחוריה	ʃmʔχvʁˈiʔ
שמאיימת	ʃmˈijmt
שמאלנים	ʃmʔlnˈim
שמאשים	ʃmʔʃjm
שמבדיל	ʃmvdˈil
שמגדירים	ʃmɡdˈiʁim
שמדגיש	ʃmdɡˈiʃ
שמוטב	ʃmvtv
שמוטל	ʃmvtl
שמונח	ʃmvnχ
שמוסיף	ʃmvsˈif
שמוסיפים	ʃmvsˈifim
שמוריד	ʃmvʁˈid
שמורכבים	ʃmvʁχvˈim
שמושכת	ʃmvʃχt
שמזוהים	ʃmzvˈim
שמחוברים	ʃmχvvʁˈim
שמחזק	ʃmχzk
שמחכה	ʃmχχʔ
שמחשב	ʃmχʃv
שמטוס	ʃmtvs
שמטילה	ʃmtˈilʔ
שמיה	ʃmˈiʔ
שמיימי	ʃmˈijmi
שמייצגות	ʃmˈijtsɡvt
שמילותיו	ʃmˈilvtiv
שמימן	ʃmˈimn
שמיניית	ʃmˈinijt
שמיקם	ʃmˈikm
שממונה	ʃmmvnʔ
שמנגד	ʃmŋd
שמסוגלות	ʃmsvɡlvt
שמסייעת	ʃmsˈijʔt
שמספרו	ʃmsfʁv
שמסתו	ʃmstv
שמפריד	ʃmfʁˈid
שמפתח	ʃmftχ
שמרביתם	ʃmʁvˈitm
שמרגיש	ʃmʁɡˈiʃ
שמרכזו	ʃmʁχzv
שמרלינג	ʃmʁlˈiŋ
שמשדרת	ʃmʃdʁt
שמשלבת	ʃmʃlvt
שמשלם	ʃmʃlm
שמשם	ʃmʃm
שמשתקף	ʃmʃtkf
שמתגוררים	ʃmtɡvʁʁˈim
שמתגוררת	ʃmtɡvʁʁt
שמתכנן	ʃmtχnn
שמתמודד	ʃmtmvdd
שמתנגדים	ʃmtŋdˈim
שנאספה	ʃnʔsfʔ
שנבדקה	ʃnvdkʔ
שנגדו	ʃŋdv
שנחטפה	ʃnχtfʔ
שנטבע	ʃntvʔ
שניזון	ʃnˈizvn
שניצוד	ʃnˈitsvd
שניקסון	ʃnˈiksvn
שנכפו	ʃnχfv
שנלסון	ʃnlsvn
שנמכרים	ʃnmχʁˈim
שנסקרו	ʃnskʁv
שנענה	ʃnʔnʔ
שנפוץ	ʃnfvts
שנפרסו	ʃnfʁsv
שנציג	ʃntsˈiɡ
שנקלטו	ʃnkltv
שנקנתה	ʃnkntʔ
שנרדף	ʃnʁdf
שנשברו	ʃnʃvʁv
שנשמעה	ʃnʃmʔʔ
שנשקף	ʃnʃkf
שנשר	ʃnʃʁ
שנתונים	ʃntvnˈim
שנתקבל	ʃntkvl
שסוכנות	ʃsvχnvt
שסופחה	ʃsvfχʔ
שסיימון	ʃsˈijmvn
שסייר	ʃsˈijʁ
שסיכויי	ʃsˈiχvjj
שספריו	ʃsfʁˈiv
שעגנה	ʃʔɡnʔ
שעולם	ʃʔvlm
שעונש	ʃʔvnʃ
שעור	ʃʔvʁ
שעיבדו	ʃˈivdv
שעיה	ʃˈiʔ
שעלותו	ʃʔlvtv
שעניינן	ʃʔnˈijnn
שעף	ʃʔf
שערוץ	ʃʔʁvts
שערק	ʃʔʁk
שעשינו	ʃʔʃjnv
שפארקר	ʃfʔʁkʁ
שפוזרו	ʃfvzʁv
שפונקציית	ʃfvnktsˈijt
שפטו	ʃftv
שפטסברי	ʃftsvʁˈi
שפיכה	ʃfˈiχʔ
שפיקדו	ʃfˈikdv
שפנגלר	ʃfŋlʁ
שפרטים	ʃfʁtˈim
שפרינצק	ʃfʁˈintsk
שפריר	ʃfʁˈiʁ
שפשתה	ʃfʃtʔ
שצוותי	ʃtswtˈi
שצויד	ʃtsvjd
שצוידו	ʃtsvjdv
שצרו	ʃtsʁv
שקדי	ʃkdˈi
שקובעות	ʃkvvʔvt
שקוראת	ʃkvʁʔt
שקישרו	ʃkˈiʃʁv
שקספיר	ʃksfˈiʁ
שקרנים	ʃkʁnˈim
שראשו	ʃʁʔʃv
שראשיתו	ʃʁʔʃjtv
שרחשו	ʃʁχʃv
שריונות	ʃʁˈivnvt
שריכוז	ʃʁˈiχvz
שרצים	ʃʁtsˈim
שרצף	ʃʁtsf
ששוויו	ʃʃwjv
ששולב	ʃʃvlv
ששולטים	ʃʃvltˈim
ששחררו	ʃʃχʁʁv
ששטו	ʃʃtv
ששיערו	ʃʃjʔʁv
ששירה	ʃʃjʁʔ
ששיתפה	ʃʃjtfʔ
ששלטונות	ʃʃltvnvt
ששמעתי	ʃʃmʔtˈi
שתבדוק	ʃtvdvk
שתדלנות	ʃtdlnvt
שתהרוג	ʃtʔʁvɡ
שתופסת	ʃtvfst
שתוצאה	ʃtvtsʔʔ
שתוצאתה	ʃtvtsʔtʔ
שתוציא	ʃtvtsˈiʔ
שתזכה	ʃtzχʔ
שתחקור	ʃtχkvʁ
שתישא	ʃtˈiʃʔ
שתכליתם	ʃtχlˈitm
שתנהל	ʃtnʔl
שתק	ʃtk
שתשפיע	ʃtʃfˈiʔ
תאקרי	tʔkʁˈi
תאריה	tʔʁˈiʔ
תבונתו	tvvntv
תביעתם	tvˈiʔtm
תבנה	tvnʔ
תגביר	tɡvˈiʁ
תגיות	tɡˈivt
תגליותיו	tɡlˈivtiv
תהיו	tˈiv
תוארכה	tvʔʁχʔ
תוגברה	tvɡvʁʔ
תופקד	tvfkd
תוצאתה	tvtsʔtʔ
תוקע	tvkʔ
תוקפות	tvkfvt
תוקפם	tvkfm
תורניות	tvʁnˈivt
תותחן	tvtχn
תזמור	tzmvʁ
תחביריים	tχvˈiʁijm
תחולק	tχvlk
תחולתו	tχvltv
תחייב	tχˈijv
תחתונות	tχtvnvt
תי	tˈi
תיאם	tˈiʔm
תיגרה	tˈiɡʁʔ
תיור	tˈivʁ
תיירותיים	tˈijʁvtijm
תילי	tˈili
תיעודים	tˈiʔvdim
תיתפס	tˈitfs
תכנונה	tχnvnʔ
תכנונית	tχnvnˈit
תכשיר	tχʃjʁ
תלבש	tlvʃ
תלויי	tlvjj
תלמידותיה	tlmˈidvtiʔ
תלמידם	tlmˈidm
תמהוני	tmʔvnˈi
תמונותיה	tmvnvtˈiʔ
תמלא	tmlʔ
תמנה	tmnʔ
תנהל	tnʔl
תנוע	tnvʔ
תניב	tnˈiv
תנקוט	tnkvt
תעוד	tʔvd
תעצור	tʔtsvʁ
תפיסותיו	tfˈisvtiv
תפריטים	tfʁˈitim
תפרסם	tfʁsm
תצרוכת	ttsʁvχt
תקיים	tkˈijm
תקפותו	tkfvtv
תשבץ	tʃvts
תשומות	tʃvmvt
תשוקתה	tʃvktʔ
תשמע	tʃmʔ
תשפר	tʃfʁ
תשר	tʃʁ
תתפרק	ttfʁk
ANSI	(͡e͡n)ˈe͡ɪ ˈɛn ˈɛs ˈa͡ɪ(͡h͡e)
ARIA	(͡e͡n)ˈe͡ɪ ˈɑː ˈa͡ɪ ˈe͡ɪ(͡h͡e)
Administration	(͡e͡n)ˈe͡ɪ dˈiː ˈɛm ˈa͡ɪ ˈɛn ˈa͡ɪ ˈɛs tˈiː ˈɑː ˈe͡ɪ tˈiː ˈa͡ɪ ˈə͡ʊ ˈɛn(͡h͡e)
Aero	(͡e͡n)ˈe͡ɪ ˈiː ˈɑː ˈə͡ʊ(͡h͡e)
Airlines	(͡e͡n)ˈe͡ɪ ˈa͡ɪ ˈɑː ˈɛl ˈa͡ɪ ˈɛn ˈiː ˈɛs(͡h͡e)
Applause	(͡e͡n)ˈe͡ɪ pˈiː pˈiː ˈɛl ˈe͡ɪ jˈuː ˈɛs ˈiː(͡h͡e)
Artists	(͡e͡n)ˈe͡ɪ ˈɑː tˈiː ˈa͡ɪ ˈɛs tˈiː ˈɛs(͡h͡e)
Asia	(͡e͡n)ˈe͡ɪ ˈɛs ˈa͡ɪ ˈe͡ɪ(͡h͡e)
BMC	(͡e͡n)bˈiː ˈɛm sˈiː(͡h͡e)
Base	(͡e͡n)bˈiː ˈe͡ɪ ˈɛs ˈiː(͡h͡e)
Boat	(͡e͡n)bˈiː ˈə͡ʊ ˈe͡ɪ tˈiː(͡h͡e)
Bring	(͡e͡n)bˈiː ˈɑː ˈa͡ɪ ˈɛn d͡ʒˈiː(͡h͡e)
Bureau	(͡e͡n)bˈiː jˈuː ˈɑː ˈiː ˈe͡ɪ jˈuː(͡h͡e)
CONCACAF	(͡e͡n)sˈiː ˈə͡ʊ ˈɛn sˈiː ˈe͡ɪ sˈiː ˈe͡ɪ ˈɛf(͡h͡e)
CP	(͡e͡n)sˈiː pˈiː(͡h͡e)
CPP	(͡e͡n)sˈiː pˈiː pˈiː(͡h͡e)
Cape	(͡e͡n)sˈiː ˈe͡ɪ pˈiː ˈiː(͡h͡e)
Carl	(͡e͡n)sˈiː ˈe͡ɪ ˈɑː ˈɛl(͡h͡e)
Chase	(͡e͡n)sˈiː ˈe͡ɪt͡ʃ ˈe͡ɪ ˈɛs ˈiː(͡h͡e)
Chemistry	(͡e͡n)sˈiː ˈe͡ɪt͡ʃ ˈiː ˈɛm ˈa͡ɪ ˈɛs tˈiː ˈɑː wˈa͡ɪ(͡h͡e)
Citizen	(͡e͡n)sˈiː ˈa͡ɪ tˈiː ˈa͡ɪ zˈɛd ˈiː ˈɛn(͡h͡e)
Classics	(͡e͡n)sˈiː ˈɛl ˈe͡ɪ ˈɛs ˈɛs ˈa͡ɪ sˈiː ˈɛs(͡h͡e)
Controller	(͡e͡n)sˈiː ˈə͡ʊ ˈɛn tˈiː ˈɑː ˈə͡ʊ ˈɛl ˈɛl ˈiː ˈɑː(͡h͡e)
Crime	(͡e͡n)sˈiː ˈɑː ˈa͡ɪ ˈɛm ˈiː(͡h͡e)
DR	(͡e͡n)dˈiː ˈɑː(͡h͡e)
Daddy	(͡e͡n)dˈiː ˈe͡ɪ dˈiː dˈiː wˈa͡ɪ(͡h͡e)
Diamonds	(͡e͡n)dˈiː ˈa͡ɪ ˈe͡ɪ ˈɛm ˈə͡ʊ ˈɛn dˈiː ˈɛs(͡h͡e)
Distinguished	(͡e͡n)dˈiː ˈa͡ɪ ˈɛs tˈiː ˈa͡ɪ ˈɛn d͡ʒˈiː jˈuː ˈa͡ɪ ˈɛs ˈe͡ɪt͡ʃ ˈiː dˈiː(͡h͡e)
Doom	(͡e͡n)dˈiː ˈə͡ʊ ˈə͡ʊ ˈɛm(͡h͡e)
ERP	(͡e͡n)ˈiː ˈɑː pˈiː(͡h͡e)
Egypt	(͡e͡n)ˈiː d͡ʒˈiː wˈa͡ɪ pˈiː tˈiː(͡h͡e)
Electronic	(͡e͡n)ˈiː ˈɛl ˈiː sˈiː tˈiː ˈɑː ˈə͡ʊ ˈɛn ˈa͡ɪ sˈiː(͡h͡e)
Emergency	(͡e͡n)ˈiː ˈɛm ˈiː ˈɑː d͡ʒˈiː ˈiː ˈɛn sˈiː wˈa͡ɪ(͡h͡e)
Extra	(͡e͡n)ˈiː ˈɛks tˈiː ˈɑː ˈe͡ɪ(͡h͡e)
FSH	(͡e͡n)ˈɛf ˈɛs ˈe͡ɪt͡ʃ(͡h͡e)
Far	(͡e͡n)ˈɛf ˈe͡ɪ ˈɑː(͡h͡e)
Fields	(͡e͡n)ˈɛf ˈa͡ɪ ˈiː ˈɛl dˈiː ˈɛs(͡h͡e)
Fish	(͡e͡n)ˈɛf ˈa͡ɪ ˈɛs ˈe͡ɪt͡ʃ(͡h͡e)
Flag	(͡e͡n)ˈɛf ˈɛl ˈe͡ɪ d͡ʒˈiː(͡h͡e)
Fool	(͡e͡n)ˈɛf ˈə͡ʊ ˈə͡ʊ ˈɛl(͡h͡e)
Fred	(͡e͡n)ˈɛf ˈɑː ˈiː dˈiː(͡h͡e)
GIST	(͡e͡n)d͡ʒˈiː ˈa͡ɪ ˈɛs tˈiː(͡h͡e)
GPL	(͡e͡n)d͡ʒˈiː pˈiː ˈɛl(͡h͡e)
Georg	(͡e͡n)d͡ʒˈiː ˈiː ˈə͡ʊ ˈɑː d͡ʒˈiː(͡h͡e)
Ghosts	(͡e͡n)d͡ʒˈiː ˈe͡ɪt͡ʃ ˈə͡ʊ ˈɛs tˈiː ˈɛs(͡h͡e)
Ground	(͡e͡n)d͡ʒˈiː ˈɑː ˈə͡ʊ jˈuː ˈɛn dˈiː(͡h͡e)
Grove	(͡e͡n)d͡ʒˈiː ˈɑː ˈə͡ʊ vˈiː ˈiː(͡h͡e)
Guns	(͡e͡n)d͡ʒˈiː jˈuː ˈɛn ˈɛs(͡h͡e)
HR	(͡e͡n)ˈe͡ɪt͡ʃ ˈɑː(͡h͡e)
Has	(͡e͡n)ˈe͡ɪt͡ʃ ˈe͡ɪ ˈɛs(͡h͡e)
Hate	(͡e͡n)ˈe͡ɪt͡ʃ ˈe͡ɪ tˈiː ˈiː(͡h͡e)
Historical	(͡e͡n)ˈe͡ɪt͡ʃ ˈa͡ɪ ˈɛs tˈiː ˈə͡ʊ ˈɑː ˈa͡ɪ sˈiː ˈe͡ɪ ˈɛl(͡h͡e)
Hitler	(͡e͡n)ˈe͡ɪt͡ʃ ˈa͡ɪ tˈiː ˈɛl ˈiː ˈɑː(͡h͡e)
Hole	(͡e͡n)ˈe͡ɪt͡ʃ ˈə͡ʊ ˈɛl ˈiː(͡h͡e)
Howard	(͡e͡n)ˈe͡ɪt͡ʃ ˈə͡ʊ dˈʌbə͡ljˌuː ˈe͡ɪ ˈɑː dˈiː(͡h͡e)
Hunter	(͡e͡n)ˈe͡ɪt͡ʃ jˈuː ˈɛn tˈiː ˈiː ˈɑː(͡h͡e)
Invasion	(͡e͡n)ˈa͡ɪ ˈɛn vˈiː ˈe͡ɪ ˈɛs ˈa͡ɪ ˈə͡ʊ ˈɛn(͡h͡e)
Iron	(͡e͡n)ˈa͡ɪ ˈɑː ˈə͡ʊ ˈɛn(͡h͡e)
Jane	(͡e͡n)d͡ʒˈe͡ɪ ˈe͡ɪ ˈɛn ˈiː(͡h͡e)
Jet	(͡e͡n)d͡ʒˈe͡ɪ ˈiː tˈiː(͡h͡e)
Juden	(͡e͡n)d͡ʒˈe͡ɪ jˈuː dˈiː ˈiː ˈɛn(͡h͡e)
Killer	(͡e͡n)kˈe͡ɪ ˈa͡ɪ ˈɛl ˈɛl ˈiː ˈɑː(͡h͡e)
Kings	(͡e͡n)kˈe͡ɪ ˈa͡ɪ ˈɛn d͡ʒˈiː ˈɛs(͡h͡e)
Knights	(͡e͡n)kˈe͡ɪ ˈɛn ˈa͡ɪ d͡ʒˈiː ˈe͡ɪt͡ʃ tˈiː ˈɛs(͡h͡e)
Kunst	(͡e͡n)kˈe͡ɪ jˈuː ˈɛn ˈɛs tˈiː(͡h͡e)
LDL	(͡e͡n)ˈɛl dˈiː ˈɛl(͡h͡e)
Labor	(͡e͡n)ˈɛl ˈe͡ɪ bˈiː ˈə͡ʊ ˈɑː(͡h͡e)
Ladies	(͡e͡n)ˈɛl ˈe͡ɪ dˈiː ˈa͡ɪ ˈiː ˈɛs(͡h͡e)
Larry	(͡e͡n)ˈɛl ˈe͡ɪ ˈɑː ˈɑː wˈa͡ɪ(͡h͡e)
Leave	(͡e͡n)ˈɛl ˈiː ˈe͡ɪ vˈiː ˈiː(͡h͡e)
Lies	(͡e͡n)ˈɛl ˈa͡ɪ ˈiː ˈɛs(͡h͡e)
Loud	(͡e͡n)ˈɛl ˈə͡ʊ jˈuː dˈiː(͡h͡e)
MCI	(͡e͡n)ˈɛm sˈiː ˈa͡ɪ(͡h͡e)
Machinery	(͡e͡n)ˈɛm ˈe͡ɪ sˈiː ˈe͡ɪt͡ʃ ˈa͡ɪ ˈɛn ˈiː ˈɑː wˈa͡ɪ(͡h͡e)
Many	(͡e͡n)ˈɛm ˈe͡ɪ ˈɛn wˈa͡ɪ(͡h͡e)
Metro	(͡e͡n)ˈɛm ˈiː tˈiː ˈɑː ˈə͡ʊ(͡h͡e)
Minute	(͡e͡n)ˈɛm ˈa͡ɪ ˈɛn jˈuː tˈiː ˈiː(͡h͡e)
Mother	(͡e͡n)ˈɛm ˈə͡ʊ tˈiː ˈe͡ɪt͡ʃ ˈiː ˈɑː(͡h͡e)
Munții	(͡e͡n)ˈɛm jˈuː ˈɛn(͡h͡e) lˈetəbˈiː (͡e͡n)ˈa͡ɪ ˈa͡ɪ(͡h͡e)
Murray	(͡e͡n)ˈɛm jˈuː ˈɑː ˈɑː ˈe͡ɪ wˈa͡ɪ(͡h͡e)
MyHeritage	(͡e͡n)ˈɛm wˈa͡ɪ ˈe͡ɪt͡ʃ ˈiː ˈɑː ˈa͡ɪ tˈiː ˈe͡ɪ d͡ʒˈiː ˈiː(͡h͡e)
Myself	(͡e͡n)ˈɛm wˈa͡ɪ ˈɛs ˈiː ˈɛl ˈɛf(͡h͡e)
NCIS	(͡e͡n)ˈɛn sˈiː ˈa͡ɪ ˈɛs(͡h͡e)
NOW	(͡e͡n)ˈɛn ˈə͡ʊ dˈʌbə͡ljˌuː(͡h͡e)
Neue	(͡e͡n)ˈɛn ˈiː jˈuː ˈiː(͡h͡e)
Nord	(͡e͡n)ˈɛn ˈə͡ʊ ˈɑː dˈiː(͡h͡e)
OCD	(͡e͡n)ˈə͡ʊ sˈiː dˈiː(͡h͡e)
OK	(͡e͡n)ˈə͡ʊ kˈe͡ɪ(͡h͡e)
Officer	(͡e͡n)ˈə͡ʊ ˈɛf ˈɛf ˈa͡ɪ sˈiː ˈiː ˈɑː(͡h͡e)
Once	(͡e͡n)ˈə͡ʊ ˈɛn sˈiː ˈiː(͡h͡e)
Owl	(͡e͡n)ˈə͡ʊ dˈʌbə͡ljˌuː ˈɛl(͡h͡e)
PDF	(͡e͡n)pˈiː dˈiː ˈɛf(͡h͡e)
PNG	(͡e͡n)pˈiː ˈɛn d͡ʒˈiː(͡h͡e)
Past	(͡e͡n)pˈiː ˈe͡ɪ ˈɛs tˈiː(͡h͡e)
Pearl	(͡e͡n)pˈiː ˈiː ˈe͡ɪ ˈɑː ˈɛl(͡h͡e)
Piazza	(͡e͡n)pˈiː ˈa͡ɪ ˈe͡ɪ zˈɛd zˈɛd ˈe͡ɪ(͡h͡e)
Pink	(͡e͡n)pˈiː ˈa͡ɪ ˈɛn kˈe͡ɪ(͡h͡e)
Poor	(͡e͡n)pˈiː ˈə͡ʊ ˈə͡ʊ ˈɑː(͡h͡e)
Problems	(͡e͡n)pˈiː ˈɑː ˈə͡ʊ bˈiː ˈɛl ˈiː ˈɛm ˈɛs(͡h͡e)
Products	(͡e͡n)pˈiː ˈɑː ˈə͡ʊ dˈiː jˈuː sˈiː tˈiː ˈɛs(͡h͡e)
Push	(͡e͡n)pˈiː jˈuː ˈɛs ˈe͡ɪt͡ʃ(͡h͡e)
Quake	(͡e͡n)kjˈuː jˈuː ˈe͡ɪ kˈe͡ɪ ˈiː(͡h͡e)
RS	(͡e͡n)ˈɑː ˈɛs(͡h͡e)
Reality	(͡e͡n)ˈɑː ˈiː ˈe͡ɪ ˈɛl ˈa͡ɪ tˈiː wˈa͡ɪ(͡h͡e)
Really	(͡e͡n)ˈɑː ˈiː ˈe͡ɪ ˈɛl ˈɛl wˈa͡ɪ(͡h͡e)
Recordings	(͡e͡n)ˈɑː ˈiː sˈiː ˈə͡ʊ ˈɑː dˈiː ˈa͡ɪ ˈɛn d͡ʒˈiː ˈɛs(͡h͡e)
Relief	(͡e͡n)ˈɑː ˈiː ˈɛl ˈa͡ɪ ˈiː ˈɛf(͡h͡e)
Religion	(͡e͡n)ˈɑː ˈiː ˈɛl ˈa͡ɪ d͡ʒˈiː ˈa͡ɪ ˈə͡ʊ ˈɛn(͡h͡e)
Rh	(͡e͡n)ˈɑː ˈe͡ɪt͡ʃ(͡h͡e)
Riders	(͡e͡n)ˈɑː ˈa͡ɪ dˈiː ˈiː ˈɑː ˈɛs(͡h͡e)
Riot	(͡e͡n)ˈɑː ˈa͡ɪ ˈə͡ʊ tˈiː(͡h͡e)
Rome	(͡e͡n)ˈɑː ˈə͡ʊ ˈɛm ˈiː(͡h͡e)
Russia	(͡e͡n)ˈɑː jˈuː ˈɛs ˈɛs ˈa͡ɪ ˈe͡ɪ(͡h͡e)
SV	(͡e͡n)ˈɛs vˈiː(͡h͡e)
Salon	(͡e͡n)ˈɛs ˈe͡ɪ ˈɛl ˈə͡ʊ ˈɛn(͡h͡e)
Scout	(͡e͡n)ˈɛs sˈiː ˈə͡ʊ jˈuː tˈiː(͡h͡e)
Secrets	(͡e͡n)ˈɛs ˈiː sˈiː ˈɑː ˈiː tˈiː ˈɛs(͡h͡e)
Shop	(͡e͡n)ˈɛs ˈe͡ɪt͡ʃ ˈə͡ʊ pˈiː(͡h͡e)
Sierra	(͡e͡n)ˈɛs ˈa͡ɪ ˈiː ˈɑː ˈɑː ˈe͡ɪ(͡h͡e)
Slave	(͡e͡n)ˈɛs ˈɛl ˈe͡ɪ vˈiː ˈiː(͡h͡e)
Smash	(͡e͡n)ˈɛs ˈɛm ˈe͡ɪ ˈɛs ˈe͡ɪt͡ʃ(͡h͡e)
Speak	(͡e͡n)ˈɛs pˈiː ˈiː ˈe͡ɪ kˈe͡ɪ(͡h͡e)
Speed	(͡e͡n)ˈɛs pˈiː ˈiː ˈiː dˈiː(͡h͡e)
Standing	(͡e͡n)ˈɛs tˈiː ˈe͡ɪ ˈɛn dˈiː ˈa͡ɪ ˈɛn d͡ʒˈiː(͡h͡e)
Start	(͡e͡n)ˈɛs tˈiː ˈe͡ɪ ˈɑː tˈiː(͡h͡e)
Step	(͡e͡n)ˈɛs tˈiː ˈiː pˈiː(͡h͡e)
Sunshine	(͡e͡n)ˈɛs jˈuː ˈɛn ˈɛs ˈe͡ɪt͡ʃ ˈa͡ɪ ˈɛn ˈiː(͡h͡e)
Swan	(͡e͡n)ˈɛs dˈʌbə͡ljˌuː ˈe͡ɪ ˈɛn(͡h͡e)
Switch	(͡e͡n)ˈɛs dˈʌbə͡ljˌuː ˈa͡ɪ tˈiː sˈiː ˈe͡ɪt͡ʃ(͡h͡e)
Sydney	(͡e͡n)ˈɛs wˈa͡ɪ dˈiː ˈɛn ˈiː wˈa͡ɪ(͡h͡e)
Syfy	(͡e͡n)ˈɛs wˈa͡ɪ ˈɛf wˈa͡ɪ(͡h͡e)
São	(͡e͡n)ˈɛs ˌe͡ɪtˈɪldə ˈə͡ʊ(͡h͡e)
TEU	(͡e͡n)tˈiː ˈiː jˈuː(͡h͡e)
THC	(͡e͡n)tˈiː ˈe͡ɪt͡ʃ sˈiː(͡h͡e)
Table	(͡e͡n)tˈiː ˈe͡ɪ bˈiː ˈɛl ˈiː(͡h͡e)
Tale	(͡e͡n)tˈiː ˈe͡ɪ ˈɛl ˈiː(͡h͡e)
Tank	(͡e͡n)tˈiː ˈe͡ɪ ˈɛn kˈe͡ɪ(͡h͡e)
Tapes	(͡e͡n)tˈiː ˈe͡ɪ pˈiː ˈiː ˈɛs(͡h͡e)
Terra	(͡e͡n)tˈiː ˈiː ˈɑː ˈɑː ˈe͡ɪ(͡h͡e)
Test	(͡e͡n)tˈiː ˈiː ˈɛs tˈiː(͡h͡e)
Thank	(͡e͡n)tˈiː ˈe͡ɪt͡ʃ ˈe͡ɪ ˈɛn kˈe͡ɪ(͡h͡e)
Thief	(͡e͡n)tˈiː ˈe͡ɪt͡ʃ ˈa͡ɪ ˈiː ˈɛf(͡h͡e)
Thinking	(͡e͡n)tˈiː ˈe͡ɪt͡ʃ ˈa͡ɪ ˈɛn kˈe͡ɪ ˈa͡ɪ ˈɛn d͡ʒˈiː(͡h͡e)
Thought	(͡e͡n)tˈiː ˈe͡ɪt͡ʃ ˈə͡ʊ jˈuː d͡ʒˈiː ˈe͡ɪt͡ʃ tˈiː(͡h͡e)
Ti	(͡e͡n)tˈiː ˈa͡ɪ(͡h͡e)
Tim	(͡e͡n)tˈiː ˈa͡ɪ ˈɛm(͡h͡e)
Tribune	(͡e͡n)tˈiː ˈɑː ˈa͡ɪ bˈiː jˈuː ˈɛn ˈiː(͡h͡e)
Trip	(͡e͡n)tˈiː ˈɑː ˈa͡ɪ pˈiː(͡h͡e)
Tunnel	(͡e͡n)tˈiː jˈuː ˈɛn ˈɛn ˈiː ˈɛl(͡h͡e)
Velvet	(͡e͡n)vˈiː ˈiː ˈɛl vˈiː ˈiː tˈiː(͡h͡e)
Vice	(͡e͡n)vˈiː ˈa͡ɪ sˈiː ˈiː(͡h͡e)
Vista	(͡e͡n)vˈiː ˈa͡ɪ ˈɛs tˈiː ˈe͡ɪ(͡h͡e)
Washington	(͡e͡n)dˈʌbə͡ljˌuː ˈe͡ɪ ˈɛs ˈe͡ɪt͡ʃ ˈa͡ɪ ˈɛn d͡ʒˈiː tˈiː ˈə͡ʊ ˈɛn(͡h͡e)
Winter	(͡e͡n)dˈʌbə͡ljˌuː ˈa͡ɪ ˈɛn tˈiː ˈiː ˈɑː(͡h͡e)
Within	(͡e͡n)dˈʌbə͡ljˌuː ˈa͡ɪ tˈiː ˈe͡ɪt͡ʃ ˈa͡ɪ ˈɛn(͡h͡e)
XI	(͡e͡n)ˈɛks ˈa͡ɪ(͡h͡e)
ZDF	(͡e͡n)zˈɛd dˈiː ˈɛf(͡h͡e)
analysis	(͡e͡n)ˈe͡ɪ ˈɛn ˈe͡ɪ ˈɛl wˈa͡ɪ ˈɛs ˈa͡ɪ ˈɛs(͡h͡e)
aux	(͡e͡n)ˈe͡ɪ jˈuː ˈɛks(͡h͡e)
base	(͡e͡n)bˈiː ˈe͡ɪ ˈɛs ˈiː(͡h͡e)
bid	(͡e͡n)bˈiː ˈa͡ɪ dˈiː(͡h͡e)
ct	(͡e͡n)sˈiː tˈiː(͡h͡e)
end	(͡e͡n)ˈiː ˈɛn dˈiː(͡h͡e)
group	(͡e͡n)d͡ʒˈiː ˈɑː ˈə͡ʊ jˈuː pˈiː(͡h͡e)
j	(͡e͡n)d͡ʒˈe͡ɪ(͡h͡e)
l	(͡e͡n)ˈɛl(͡h͡e)
law	(͡e͡n)ˈɛl ˈe͡ɪ dˈʌbə͡ljˌuː(͡h͡e)
part	(͡e͡n)pˈiː ˈe͡ɪ ˈɑː tˈiː(͡h͡e)
table	(͡e͡n)tˈiː ˈe͡ɪ bˈiː ˈɛl ˈiː(͡h͡e)
π	(͡e͡l)pˈi(͡h͡e)
