да	dˈɑ
суреттерінен	swɾetteɾɪnˈen
сценарийдi	stsenˈɑɾəjjd(͡e͡n)ˈa͡ɪ(͡k͡k)
сценаристер	stsenˈɑɾəjsteɾ
сыйған	səjʀɑn
сыйғызып	səjʀəzəp
сымбаты	səmbɑtə
сынағанда	sənɑʀɑndɑ
сыныптардағы	sənəptɑɾdɑʀə
сыныптастарым	sənəptɑstɑɾəm
сыныптық	sənəptəq
сырлап	səɾɫɑp
сырласқан	səɾɫɑsqɑn
сырымды	səɾəmdə
сырғытып	səɾʀətəp
сырқаттарға	səɾqɑttɑɾʀɑ
сырқатымен	səɾqɑtəmen
сығымдап	səʀəmdɑp
сыңар	səŋɑɾ
сыңсыған	səŋsəʀɑn
сілкінісіне	sɪɫkɪnɪsɪnˈe
сілтемені	sɪɫtemenˈɪ
сүзгiсiнен	sˈuzɡ(͡e͡n)ˈa͡ɪ(͡k͡k)sə(͡e͡n)ˈa͡ɪ(͡k͡k)nˈen
сүйiспеншiлiгi	sˈuj(͡e͡n)ˈa͡ɪ(͡k͡k)spˈenʃ(͡e͡n)ˈa͡ɪ(͡k͡k)ɫə(͡e͡n)ˈa͡ɪ(͡k͡k)ɡə(͡e͡n)ˈa͡ɪ(͡k͡k)
сүйдiм	sˈujd(͡e͡n)ˈa͡ɪ(͡k͡k)mə
сүймейтiн	sujmˈejt(͡e͡n)ˈa͡ɪ(͡k͡k)nə
сүйредi	sujɾˈed(͡e͡n)ˈa͡ɪ(͡k͡k)
сүнниттерді	sˈunnəjtteɾdɪ
сүргiсi	sˈuɾɡ(͡e͡n)ˈa͡ɪ(͡k͡k)sə(͡e͡n)ˈa͡ɪ(͡k͡k)
сүргенде	suɾɡendˈe
сүретiнiн	suɾˈet(͡e͡n)ˈa͡ɪ(͡k͡k)nə(͡e͡n)ˈa͡ɪ(͡k͡k)nə
сүрлеу	suɾlˈew
сүруін	suɾwˈɪn
сүтiнен	sˈut(͡e͡n)ˈa͡ɪ(͡k͡k)nˈen
сұлы	sˈʊɫə
сұлқ	sˈʊɫq
сұрадыПрокурор	sʊɾˈɑdə pɾokwɾˈoɾ
сұралатын	sʊɾɑɫˈɑtən
сұрамадым	sʊɾɑmˈɑdəm
сұраушысы	sʊɾˈɑwʃəsə
сұрауымыз	sʊɾˈɑwəməz
сұрағанына	sʊɾɑʀˈɑnənɑ
сұхбаттарын	sʊxbɑttˈɑɾən
сұхбатымда	sʊxbˈɑtəmdɑ
сұғады	sʊʀˈɑdə
сұғына	sˈʊʀənɑ
сұқбатының	sʊqbˈɑtənəŋ
сәбилері	sˈæbəjleɾɪ
сәйгүлiк	sæjɡˈuɫ(͡e͡n)ˈa͡ɪ(͡k͡k)kə
сәйкестiгiн	sæjkˈest(͡e͡n)ˈa͡ɪ(͡k͡k)ɡə(͡e͡n)ˈa͡ɪ(͡k͡k)nə
сәйкестiк	sæjkˈest(͡e͡n)ˈa͡ɪ(͡k͡k)kə
сәтiнен	sˈæt(͡e͡n)ˈa͡ɪ(͡k͡k)nˈen
сәттiң	sˈætt(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
сөзiмде	sˈɵz(͡e͡n)ˈa͡ɪ(͡k͡k)mdˈe
сөздерiм	sɵzdˈeɾ(͡e͡n)ˈa͡ɪ(͡k͡k)mə
сөзімізге	sɵzɪmɪzɡˈe
сөйлегендердiң	sɵjleɡendˈeɾd(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
сөйлеймiн	sɵjlˈejm(͡e͡n)ˈa͡ɪ(͡k͡k)nə
сөйлемдердi	sɵjlemdˈeɾd(͡e͡n)ˈa͡ɪ(͡k͡k)
сөйлемнен	sɵjlemnˈen
сөйлесемiз	sɵjlesˈem(͡e͡n)ˈa͡ɪ(͡k͡k)zə
сөйлесемін	sɵjlesemˈɪn
сөйлесең	sɵjlesˈeŋ
сөйлескенiн	sɵjleskˈen(͡e͡n)ˈa͡ɪ(͡k͡k)nə
сөйлеспеген	sɵjlespeɡˈen
сөйлеспейді	sɵjlespejdˈɪ
сөйлетіп	sɵjletˈɪp
сөйтсе	sɵjtsˈe
сөкеттігі	sɵkettɪɡˈɪ
сөндiрушiлер	sˈɵnd(͡e͡n)ˈa͡ɪ(͡k͡k)ɾwʃ(͡e͡n)ˈa͡ɪ(͡k͡k)lˈeɾ
сөрелері	sɵɾeleɾˈɪ
сөресі	sɵɾesˈɪ
тiлшiлерiне	tə(͡e͡n)ˈa͡ɪ(͡k͡k)ɫəʃə(͡e͡n)ˈa͡ɪ(͡k͡k)lˈeɾ(͡e͡n)ˈa͡ɪ(͡k͡k)nˈe
тiрiлте	tə(͡e͡n)ˈa͡ɪ(͡k͡k)ɾə(͡e͡n)ˈa͡ɪ(͡k͡k)ɫtˈe
тiредiк	tə(͡e͡n)ˈa͡ɪ(͡k͡k)ɾˈed(͡e͡n)ˈa͡ɪ(͡k͡k)kə
тiрелгенде	tə(͡e͡n)ˈa͡ɪ(͡k͡k)ɾeɫɡendˈe
тiрескен	tə(͡e͡n)ˈa͡ɪ(͡k͡k)ɾeskˈen
тiркелгенiн	tə(͡e͡n)ˈa͡ɪ(͡k͡k)ɾkeɫɡˈen(͡e͡n)ˈa͡ɪ(͡k͡k)nə
тiркеудiң	tə(͡e͡n)ˈa͡ɪ(͡k͡k)ɾkˈewd(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
тiршiлiгiнен	tə(͡e͡n)ˈa͡ɪ(͡k͡k)ɾəʃə(͡e͡n)ˈa͡ɪ(͡k͡k)ɫə(͡e͡n)ˈa͡ɪ(͡k͡k)ɡə(͡e͡n)ˈa͡ɪ(͡k͡k)nˈen
табалап	tɑbɑɫˈɑp
табалдырығына	tɑbˈɑɫdəɾəʀənɑ
табалдырықтан	tɑbˈɑɫdəɾəqtɑn
табатындар	tɑbˈɑtəndɑɾ
табақшаларды	tɑbɑqʃɑɫˈɑɾdə
табаққа	tɑbɑqqˈɑ
табылатынына	tˈɑbəɫɑtənənɑ
табылмапты	tˈɑbəɫmɑptə
табылғандығын	tˈɑbəɫʀɑndəʀən
табынушылар	tˈɑbənwʃəɫɑɾ
табыссыз	tˈɑbəssəz
табыстарына	tˈɑbəstɑɾənɑ
табыстырған	tˈɑbəstəɾʀɑn
тазалаумен	tɑzɑɫɑwmˈen
тазартқыш	tɑzˈɑɾtqəʃ
тазылар	tˈɑzəɫɑɾ
талайларға	tɑɫɑjɫɑɾʀˈɑ
талантқа	tɑɫɑntqˈɑ
талаптармен	tɑɫɑptɑɾmˈen
талаптарымыздың	tɑɫɑptˈɑɾəməzdəŋ
талаптарында	tɑɫɑptˈɑɾəndɑ
таласын	tɑɫˈɑsən
талдауын	tɑɫdˈɑwən
талпыныстар	tˈɑɫpənəstɑɾ
талпынысын	tˈɑɫpənəsən
талпынғанымен	tˈɑɫpənʀɑnəmen
талтаңдап	tɑɫtɑŋdˈɑp
талықсып	tˈɑɫəqsəp
талғажу	tɑɫʀˈɑʒw
талқандалып	tɑɫqɑndˈɑɫəp
талқылауларда	tˈɑɫqəɫɑwɫɑɾdɑ
талқылағаны	tˈɑɫqəɫɑʀɑnə
талқылағысы	tˈɑɫqəɫɑʀəsə
тамағының	tɑmˈɑʀənəŋ
тамшылары	tˈɑmʃəɫɑɾə
тамырсыз	tˈɑməɾsəz
тамырының	tˈɑməɾənəŋ
тан	tˈɑn
тандырып	tˈɑndəɾəp
танкісі	tɑnkɪsˈɪ
танудан	tɑnwdˈɑn
таны	tˈɑnə
танылатын	tˈɑnəɫɑtən
таныспай	tˈɑnəspɑj
таныстырмай	tˈɑnəstəɾmɑj
таныстырғанын	tˈɑnəstəɾʀɑnən
танысуды	tˈɑnəswdə
танысыма	tˈɑnəsəmɑ
танысыпты	tˈɑnəsəptə
танысың	tˈɑnəsəŋ
танысқаны	tˈɑnəsqɑnə
танытайық	tˈɑnətɑjəq
танытатыны	tˈɑnətɑtənə
танытпаса	tˈɑnətpɑsɑ
танытпақ	tˈɑnətpɑq
танытсам	tˈɑnətsɑm
танытқанда	tˈɑnətqɑndɑ
таппаймыз	tɑppˈɑjməz
тапсырмай	tˈɑpsəɾmɑj
тапсыруын	tˈɑpsəɾwən
тапсырғалы	tˈɑpsəɾʀɑɫə
тапсырғандар	tˈɑpsəɾʀɑndɑɾ
тарабына	tɑɾˈɑbənɑ
тараптардан	tɑɾɑptɑɾdˈɑn
тарапымен	tɑɾˈɑpəmen
тарапында	tɑɾˈɑpəndɑ
тараса	tɑɾɑsˈɑ
таратылғаны	tɑɾˈɑtəɫʀɑnə
таратқанда	tɑɾɑtqɑndˈɑ
тарақандар	tɑɾɑqɑndˈɑɾ
тарифтің	tˈɑɾəjftɪŋ
тарихымыздан	tˈɑɾəjxəməzdɑn
тартпауы	tɑɾtpˈɑwə
тартылмағанын	tˈɑɾtəɫmɑʀɑnən
тартылуға	tˈɑɾtəɫwʀɑ
тартынады	tˈɑɾtənɑdə
тасталмақ	tɑstɑɫmˈɑq
тасталыпты	tɑstˈɑɫəptə
тастары	tɑstˈɑɾə
тастағанымен	tɑstɑʀˈɑnəmen
тасуы	tˈɑswə
тасығышынан	tˈɑsəʀəʃənɑn
тасқынды	tˈɑsqəndə
тасқынын	tˈɑsqənən
тасқынының	tˈɑsqənənəŋ
тат	tˈɑt
татами	tɑtˈɑməj
татпай	tɑtpˈɑj
татты	tˈɑttə
тауарлық	tɑwˈɑɾɫəq
тауқыметке	tˈɑwqəmetke
ташкенттік	tɑʃkenttˈɪk
таяғымен	tɑjˈaʀəmen
тағайындайтынын	tɑʀˈɑjəndɑjtənən
тағайындалыпты	tɑʀˈɑjəndɑɫəptə
тағайындаудан	tɑʀˈɑjəndɑwdɑn
тағайындауларға	tɑʀˈɑjəndɑwɫɑɾʀɑ
тағайындағанда	tɑʀˈɑjəndɑʀɑndɑ
тағамнан	tɑʀɑmnˈɑn
тағдырмен	tˈɑʀdəɾmen
тағудан	tɑʀwdˈɑn
тағуды	tˈɑʀwdə
тағының	tˈɑʀənəŋ
тағынған	tˈɑʀənʀɑn
тағысы	tˈɑʀəsə
тақiлеттес	tˈɑq(͡e͡n)ˈa͡ɪ(͡k͡k)lettˈes
тақтайшалар	tɑqtɑjʃɑɫˈɑɾ
тақырыптармен	tˈɑqəɾəptɑɾmen
таңбамен	tɑŋbɑmˈen
таңдаймыз	tɑŋdˈɑjməz
таңдайсыз	tɑŋdˈɑjsəz
таңдайтынын	tɑŋdˈɑjtənən
таңдамаған	tɑŋdɑmɑʀˈɑn
таңданарлығы	tɑŋdɑnˈɑɾɫəʀə
таңданды	tɑŋdˈɑndə
таңырқатты	tˈɑŋəɾqɑttə
таңғалдыра	tɑŋʀˈɑɫdəɾɑ
таңғалғаным	tɑŋʀɑɫʀˈɑnəm
тебетiн	tebˈet(͡e͡n)ˈa͡ɪ(͡k͡k)nə
тегiнiң	tˈeɡ(͡e͡n)ˈa͡ɪ(͡k͡k)nə(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
тежегіші	teʒeɡɪʃˈɪ
тексергенін	tekseɾɡenˈɪn
тексеретінін	tekseɾetɪnˈɪn
тексермеген	tekseɾmeɡˈen
тексерістің	tekseɾɪstˈɪŋ
телевизиясын	telˈevəjzəjjasən
телевизиясының	telˈevəjzəjjasənəŋ
телесериалдар	telesˈeɾəjɑɫdɑɾ
телефонында	telefˈonəndɑ
телмiре	tˈeɫm(͡e͡n)ˈa͡ɪ(͡k͡k)ɾˈe
телімінде	telɪmɪndˈe
темекiнiң	temˈek(͡e͡n)ˈa͡ɪ(͡k͡k)nə(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
температураны	tempeɾɑtwɾˈɑnə
теміржолшы	temɪɾʒˈoɫʃə
тенденциялар	tendˈentsəjjaɫɑɾ
тендерлердің	tendeɾleɾdˈɪŋ
тендерлік	tendeɾlˈɪk
теннисшiлер	tˈennəjsʃ(͡e͡n)ˈa͡ɪ(͡k͡k)lˈeɾ
теннисшiлердiң	tˈennəjsʃ(͡e͡n)ˈa͡ɪ(͡k͡k)lˈeɾd(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
тенор	tenˈoɾ
теориясының	teˈoɾəjjasənəŋ
терiсiнен	tˈeɾ(͡e͡n)ˈa͡ɪ(͡k͡k)sə(͡e͡n)ˈa͡ɪ(͡k͡k)nˈen
терiскей	tˈeɾ(͡e͡n)ˈa͡ɪ(͡k͡k)skˈej
тербелетін	teɾbeletˈɪn
тергелді	teɾɡeɫdˈɪ
тергелу	teɾɡˈeɫw
тергеуiнде	teɾɡˈew(͡e͡n)ˈa͡ɪ(͡k͡k)ndˈe
тергеудегi	teɾɡewdˈeɡ(͡e͡n)ˈa͡ɪ(͡k͡k)
тере	teɾˈe
теректей	teɾektˈej
тереңдiктен	teɾˈeŋd(͡e͡n)ˈa͡ɪ(͡k͡k)ktˈen
терминалдар	tˈeɾməjnɑɫdɑɾ
терминологиялық	tˈeɾməjnoɫoɡəjjaɫəq
территорияларды	tˈeɾɾəjtoɾəjjaɫɑɾdə
терроризмнiң	teɾɾˈoɾəjzmn(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
терроршыл	teɾɾˈoɾʃəɫ
терім	teɾˈɪm
терімшілер	teɾɪmʃɪlˈeɾ
терін	teɾˈɪn
терістеуге	teɾɪstewɡˈe
тестi	tˈest(͡e͡n)ˈa͡ɪ(͡k͡k)
тетігіне	tetɪɡɪnˈe
тетіктердің	tetɪkteɾdˈɪŋ
технократ	texnokɾˈɑt
теңгеде	teŋɡedˈe
теңгесінің	teŋɡesɪnˈɪŋ
теңестi	teŋˈest(͡e͡n)ˈa͡ɪ(͡k͡k)
теңесті	teŋestˈɪ
теңестірген	teŋestɪɾɡˈen
теңестіретін	teŋestɪɾetˈɪn
тиiсуге	təj(͡e͡n)ˈa͡ɪ(͡k͡k)swɡˈe
тиетіндей	təjetɪndej
тиеу	təjew
титықтатқан	təjtəqtɑtqɑn
тиіпті	təjɪptɪ
тиістіміз	təjɪstɪmɪz
тобығын	tˈobəʀən
тоздырды	tˈozdəɾdə
тоздыруға	tˈozdəɾwʀɑ
тойларында	tojɫˈɑɾəndɑ
тойлаудың	tojɫˈɑwdəŋ
тоймайды	tojmˈɑjdə
тойса	tojsˈɑ
тойым	tˈojəm
толтырылуы	tˈoɫtəɾəɫwə
толығуы	tˈoɫəʀwə
толғауы	toɫʀˈɑwə
толқи	tˈoɫqəj
толқындары	tˈoɫqəndɑɾə
томография	tomoɡɾˈɑfəjja
тонауды	tonˈɑwdə
тоннаның	tonnˈɑnəŋ
топтасты	toptˈɑstə
топтастырған	toptˈɑstəɾʀɑn
топтағылар	toptˈɑʀəɫɑɾ
топшылады	tˈopʃəɫɑdə
топырлаған	tˈopəɾɫɑʀɑn
торабына	toɾˈɑbənɑ
тосап	tosˈɑp
тоспа	tospˈɑ
тоғайды	toʀˈɑjdə
тоғанды	toʀˈɑndə
тоғызын	tˈoʀəzən
тоғысты	tˈoʀəstə
тоқсандағы	toqsɑndˈɑʀə
тоқтаймыз	toqtˈɑjməz
тоқталуды	toqtˈɑɫwdə
тоқтататыны	toqtɑtˈɑtənə
тоқтатуымыз	toqtˈɑtwəməz
тоқтатыла	toqtˈɑtəɫɑ
тоңған	toŋʀˈɑn
тракторлар	tɾɑktoɾɫˈɑɾ
трамвайлар	tɾɑmvɑjɫˈɑɾ
трамплиннен	tɾˈɑmpɫəjnnen
транзитпен	tɾˈɑnzəjtpen
транзитті	tɾˈɑnzəjttɪ
трасса	tɾɑssˈɑ
трилогиясының	tɾəjɫoɡəjjasənəŋ
тропикалық	tɾˈopəjkɑɫəq
тротуарлар	tɾotwɑɾɫˈɑɾ
тудыSkip	twdə(͡e͡n)kˈɪp(͡k͡k)
тудырары	twdəɾɑɾə
тудырса	twdəɾsɑ
тудырушы	twdəɾwʃə
турнирiн	twɾnəjɾ(͡e͡n)ˈa͡ɪ(͡k͡k)nə
турнирлердiң	twɾnəjɾleɾd(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
туымен	twəmen
туындауда	twəndɑwdɑ
туыстарымыз	twəstɑɾəməz
туғызатынын	twʀəzɑtənən
туғызуды	twʀəzwdə
тымақ	təmɑq
тындыратын	təndəɾɑtən
тындыру	təndəɾw
тындық	təndəq
тынысты	tənəstə
тыныштандыра	tənəʃtɑndəɾɑ
тынығу	tənəʀw
тыраштанған	təɾɑʃtɑnʀɑn
тырмалап	təɾmɑɫɑp
тырысам	təɾəsɑm
тышқанға	təʃqɑnʀɑ
тықпалай	təqpɑɫɑj
тықпалайды	təqpɑɫɑjdə
тықсыру	təqsəɾw
тыңдармандардың	təŋdɑɾmɑndɑɾdəŋ
тыңдармандары	təŋdɑɾmɑndɑɾə
тыңдарманы	təŋdɑɾmɑnə
тыңдасын	təŋdɑsən
тыңдауларға	təŋdɑwɫɑɾʀɑ
тыңдағаны	təŋdɑʀɑnə
тыңшылыққа	təŋʃəɫəqqɑ
тьям	tʔjˈam
тізбесі	tɪzbesˈɪ
тізеден	tɪzedˈen
тіккенін	tɪkkenˈɪn
тілдеп	tɪɫdˈep
тілдердегі	tɪɫdeɾdeɡˈɪ
тілекпен	tɪlekpˈen
тілектестік	tɪlektestˈɪk
тілшілік	tɪɫʃɪlˈɪk
тірегіне	tɪɾeɡɪnˈe
тіресіп	tɪɾesˈɪp
тіркелмегенін	tɪɾkeɫmeɡenˈɪn
тіркелмеді	tɪɾkeɫmedˈɪ
тіркелуін	tɪɾkeɫwˈɪn
тіркестері	tɪɾkesteɾˈɪ
тіркестерін	tɪɾkesteɾˈɪn
тіркеумен	tɪɾkewmˈen
тіршілікте	tɪɾʃɪlɪktˈe
тің	tˈɪŋ
түзе	tuzˈe
түзеледi	tuzelˈed(͡e͡n)ˈa͡ɪ(͡k͡k)
түзеткен	tuzetkˈen
түйгенiмiз	tujɡˈen(͡e͡n)ˈa͡ɪ(͡k͡k)mə(͡e͡n)ˈa͡ɪ(͡k͡k)zə
түйді	tujdˈɪ
түйдім	tujdˈɪm
түлектiң	tulˈekt(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
түрiкшiл	tˈuɾ(͡e͡n)ˈa͡ɪ(͡k͡k)kəʃə(͡e͡n)ˈa͡ɪ(͡k͡k)ɫə
түрiмiзбен	tˈuɾ(͡e͡n)ˈa͡ɪ(͡k͡k)mə(͡e͡n)ˈa͡ɪ(͡k͡k)zbˈen
түрелiк	tuɾˈeɫ(͡e͡n)ˈa͡ɪ(͡k͡k)kə
түрмелерден	tuɾmeleɾdˈen
түрмелеріне	tuɾmeleɾɪnˈe
түрмен	tuɾmˈen
түрттi	tˈuɾtt(͡e͡n)ˈa͡ɪ(͡k͡k)
түсiнiгiмде	tˈus(͡e͡n)ˈa͡ɪ(͡k͡k)nə(͡e͡n)ˈa͡ɪ(͡k͡k)ɡə(͡e͡n)ˈa͡ɪ(͡k͡k)mdˈe
түсiнетiндер	tˈus(͡e͡n)ˈa͡ɪ(͡k͡k)nˈet(͡e͡n)ˈa͡ɪ(͡k͡k)ndˈeɾ
түсiрiлгенi	tˈus(͡e͡n)ˈa͡ɪ(͡k͡k)ɾə(͡e͡n)ˈa͡ɪ(͡k͡k)ɫɡˈen(͡e͡n)ˈa͡ɪ(͡k͡k)
түсiремiн	tˈus(͡e͡n)ˈa͡ɪ(͡k͡k)ɾˈem(͡e͡n)ˈa͡ɪ(͡k͡k)nə
түсiрушi	tˈus(͡e͡n)ˈa͡ɪ(͡k͡k)ɾwʃ(͡e͡n)ˈa͡ɪ(͡k͡k)
түскендерді	tuskendeɾdˈɪ
түспегенде	tuspeɡendˈe
түспегендіктен	tuspeɡendɪktˈen
түспейтiнiн	tuspˈejt(͡e͡n)ˈa͡ɪ(͡k͡k)nə(͡e͡n)ˈa͡ɪ(͡k͡k)nə
түспеуге	tuspewɡˈe
түсінбедік	tusɪnbedˈɪk
түсінбеу	tusɪnbˈew
түсінгендей	tusɪnɡendˈej
түсіндіргісі	tusɪndɪɾɡɪsˈɪ
түсіндіріпті	tusɪndɪɾɪptˈɪ
түсініктің	tusɪnɪktˈɪŋ
түсініңіздер	tusɪnɪŋɪzdˈeɾ
түсіргім	tusɪɾɡˈɪm
тұздың	tˈʊzdəŋ
тұлғаларымыз	tʊɫʀɑɫˈɑɾəməz
тұмсықтыға	tˈʊmsəqtəʀɑ
тұншықтыратын	tˈʊnʃəqtəɾɑtən
тұншықтырды	tˈʊnʃəqtəɾdə
тұншықтырған	tˈʊnʃəqtəɾʀɑn
тұратындарын	tʊɾˈɑtəndɑɾən
тұрақсыздықтан	tʊɾˈɑqsəzdəqtɑn
тұрақталады	tʊɾɑqtɑɫˈɑdə
тұрақталған	tʊɾɑqtɑɫʀˈɑn
тұрақтанып	tʊɾɑqtˈɑnəp
тұрмайтыны	tʊɾmˈɑjtənə
тұрмақшы	tʊɾmˈɑqʃə
тұруым	tˈʊɾwəm
тұрғандағы	tʊɾʀɑndˈɑʀə
тұрғаныма	tʊɾʀˈɑnəmɑ
тұстарға	tʊstɑɾʀˈɑ
тұтана	tʊtɑnˈɑ
тұтанатын	tʊtɑnˈɑtən
тұтпайды	tʊtpˈɑjdə
тұтынудың	tˈʊtənwdəŋ
тұтқындалады	tˈʊtqəndɑɫɑdə
тұтқындалуының	tˈʊtqəndɑɫwənəŋ
тұғырнамасы	tˈʊʀəɾnɑmɑsə
тұқымдық	tˈʊqəmdəq
тәжiрибесiмен	tˈæʒ(͡e͡n)ˈa͡ɪ(͡k͡k)ɾəjbes(͡e͡n)ˈa͡ɪ(͡k͡k)mˈen
тәжірбие	tæʒˈɪɾbəje
тәжірибемнен	tæʒˈɪɾəjbemnen
тәлкегiне	tæɫkˈeɡ(͡e͡n)ˈa͡ɪ(͡k͡k)nˈe
тәліптер	tælɪptˈeɾ
тәліптердің	tælɪpteɾdˈɪŋ
тәрбиесiнен	tˈæɾbəjes(͡e͡n)ˈa͡ɪ(͡k͡k)nˈen
тәрбиесінде	tˈæɾbəjesɪnde
тәркiлеген	tˈæɾk(͡e͡n)ˈa͡ɪ(͡k͡k)leɡˈen
тәркілеуді	tæɾkɪlewdˈɪ
тәртіпсіздіктің	tæɾtɪpsɪzdɪktˈɪŋ
тәсiлдiң	tˈæs(͡e͡n)ˈa͡ɪ(͡k͡k)ɫədə(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
тәтем	tætˈem
тәуiп	tˈæw(͡e͡n)ˈa͡ɪ(͡k͡k)pə
тәуекелдi	tæwekˈeɫd(͡e͡n)ˈa͡ɪ(͡k͡k)
тәуелдiлiгi	tæwˈeɫd(͡e͡n)ˈa͡ɪ(͡k͡k)ɫə(͡e͡n)ˈa͡ɪ(͡k͡k)ɡə(͡e͡n)ˈa͡ɪ(͡k͡k)
тәуелсiздiгiмiзден	tæwˈeɫs(͡e͡n)ˈa͡ɪ(͡k͡k)zədə(͡e͡n)ˈa͡ɪ(͡k͡k)ɡə(͡e͡n)ˈa͡ɪ(͡k͡k)mə(͡e͡n)ˈa͡ɪ(͡k͡k)zdˈen
тәуелсіздіктерін	tæweɫsɪzdɪkteɾˈɪn
тәуліктік	tæwlɪktˈɪk
тәумендi	tæwmˈend(͡e͡n)ˈa͡ɪ(͡k͡k)
төбелерiне	tɵbelˈeɾ(͡e͡n)ˈa͡ɪ(͡k͡k)nˈe
төбені	tɵbenˈɪ
төбесін	tɵbesˈɪn
төзімділікке	tɵzɪmdɪlɪkkˈe
төлегеннен	tɵleɡennˈen
төлемейтін	tɵlemejtˈɪn
төлемесең	tɵlemesˈeŋ
төлеміне	tɵlemɪnˈe
төленбейдi	tɵlenbˈejd(͡e͡n)ˈa͡ɪ(͡k͡k)
төлесең	tɵlesˈeŋ
төлете	tɵletˈe
төлеушiлердiң	tɵlˈewʃ(͡e͡n)ˈa͡ɪ(͡k͡k)lˈeɾd(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
төлеуіміз	tɵlewɪmˈɪz
төлеңдер	tɵleŋdˈeɾ
төлқұжатсыз	tɵɫqʊʒˈɑtsəz
төлқұжаттар	tɵɫqʊʒɑttˈɑɾ
төлқұжаттарды	tɵɫqʊʒɑttˈɑɾdə
төлқұжатындағы	tɵɫqʊʒˈɑtəndɑʀə
төмендетті	tɵmendettˈɪ
төндiрдi	tˈɵnd(͡e͡n)ˈa͡ɪ(͡k͡k)ɾədə(͡e͡n)ˈa͡ɪ(͡k͡k)
төндіруші	tɵndɪɾwʃˈɪ
төнетінін	tɵnetɪnˈɪn
төрайым	tɵɾˈɑjəm
төрағалар	tɵɾɑʀɑɫˈɑɾ
төрағаларымен	tɵɾɑʀɑɫˈɑɾəmen
төртiншiсi	tˈɵɾt(͡e͡n)ˈa͡ɪ(͡k͡k)nəʃə(͡e͡n)ˈa͡ɪ(͡k͡k)sə(͡e͡n)ˈa͡ɪ(͡k͡k)
төсегiнiң	tɵsˈeɡ(͡e͡n)ˈa͡ɪ(͡k͡k)nə(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
төске	tɵskˈe
төңкерiсiнiң	tɵŋkˈeɾ(͡e͡n)ˈa͡ɪ(͡k͡k)sə(͡e͡n)ˈa͡ɪ(͡k͡k)nə(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
төңкеріспен	tɵŋkeɾɪspˈen
уағыздап	wˈɑʀəzdɑp
уағыздары	wˈɑʀəzdɑɾə
уағызшы	wˈɑʀəzʃə
уағызы	wˈɑʀəzə
уақиға	wˈɑqəjʀɑ
уақытың	wˈɑqətəŋ
уақытыңды	wˈɑqətəŋdə
уды	wdə
унитарлы	wnəjtɑɾɫə
учаскелерi	wt͡ʃɑskelˈeɾ(͡e͡n)ˈa͡ɪ(͡k͡k)
уқалап	wqɑɫˈɑp
уәделерінен	wædeleɾɪnˈen
уәденің	wædenˈɪŋ
уәждi	wˈæʒd(͡e͡n)ˈa͡ɪ(͡k͡k)
фабриканы	fˈɑbɾəjkɑnə
фантастика	fɑntˈɑstəjkɑ
фарс	fˈɑɾs
федерализм	fedeɾˈɑɫəjzm
федерацияны	fedeɾˈɑtsəjjanə
федерациясынан	fedeɾˈɑtsəjjasənɑn
фейсбуктегi	fejsbwktˈeɡ(͡e͡n)ˈa͡ɪ(͡k͡k)
феномені	fenomenˈɪ
фермалар	feɾmɑɫˈɑɾ
фермалары	feɾmɑɫˈɑɾə
фермерлеріне	feɾmeɾleɾɪnˈe
фестивалiне	fˈestəjvɑɫ(͡e͡n)ˈa͡ɪ(͡k͡k)nˈe
фестивалінен	fˈestəjvɑlɪnen
физиканы	fəjzəjkɑnə
фильмiнде	fəjɫʔm(͡e͡n)ˈa͡ɪ(͡k͡k)ndˈe
фильмiне	fəjɫʔm(͡e͡n)ˈa͡ɪ(͡k͡k)nˈe
фирмааралық	fəjɾmɑɑɾɑɫəq
фирмамен	fəjɾmɑmen
фирманы	fəjɾmɑnə
фитосанитарлық	fəjtosɑnəjtɑɾɫəq
флотында	fɫˈotəndɑ
фойесінде	fojesɪndˈe
формасында	foɾmˈɑsəndɑ
формула	foɾmwɫˈɑ
форумдардың	foɾwmdˈɑɾdəŋ
фотоаппаратпен	fotoɑppɑɾɑtpˈen
фотокөшірмесі	fotokɵʃɪɾmesˈɪ
фотоларды	fotoɫˈɑɾdə
фотосуреттерi	fotoswɾettˈeɾ(͡e͡n)ˈa͡ɪ(͡k͡k)
француздармен	fɾɑntswzdɑɾmˈen
франчайзинг	fɾɑnt͡ʃˈɑjzəjnɡ
функция	fwnktsəjja
футболкалар	fwtboɫkɑɫˈɑɾ
хабарлаймын	xɑbɑɾɫˈɑjmən
хабарласса	xɑbɑɾɫɑssˈɑ
хабарлауда	xɑbɑɾɫɑwdˈɑ
